,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
42,Jamal Mashburn,MIA,25,48,29,19,36.0,100.7,3.4,9.6,15.8,0.9,14.6,0.3,8.7,13.1,11.1,8.0,28.9,0.125
43,Eddie Jones,LAL,26,80,60,20,36.4,100.8,2.7,7.3,12.0,2.0,30.3,0.7,12.9,12.4,11.2,9.7,30.0,0.123
44,Brian Grant,POR,26,61,35,26,31.5,99.3,5.9,18.8,29.3,0.7,16.4,0.7,22.2,11.3,7.6,8.7,22.6,0.122
45,Glenn Robinson,MIL,25,56,29,27,40.9,102.1,4.0,10.4,17.0,1.2,16.6,0.6,16.7,16.2,10.9,14.6,35.3,0.122
46,Larry Johnson,NYK,29,70,38,32,34.5,100.4,3.2,10.1,15.4,0.6,11.2,0.2,8.3,10.6,8.3,7.2,24.0,0.121
47,Robert Horry,LAL,27,72,52,20,30.5,99.0,4.9,15.6,25.8,1.6,26.2,1.3,28.6,10.7,9.5,7.7,24.7,0.121
48,Vinny Del Negro,SAS,31,54,35,19,31.8,99.5,2.6,7.8,12.5,0.7,19.7,0.1,2.3,10.6,8.6,6.6,22.7,0.120
49,Bo Outlaw,ORL,27,82,41,41,36.0,101.0,4.7,13.5,23.2,1.3,22.3,2.2,51.4,12.3,11.0,10.2,30.2,0.120
50,Dan Majerle,MIA,32,72,49,23,26.8,97.5,3.1,11.2,18.7,0.9,20.9,0.2,6.6,8.3,8.0,5.3,19.4,0.118
51,Chris Mullin,IND,34,82,58,24,26.6,97.7,2.6,9.5,15.6,1.2,28.0,0.5,18.1,8.0,7.9,7.8,21.1,0.118
52,Anthony Mason,CHH,31,81,50,31,38.9,102.3,8.0,22.1,34.6,0.8,12.5,0.2,7.6,13.4,10.6,10.3,33.0,0.114
53,Mark Jackson,IND,33,82,58,24,29.4,99.5,3.1,10.3,17.1,1.0,23.3,0.0,0.8,8.7,9.1,8.6,24.2,0.113
54,Chris Dudley,NYK,33,51,29,22,16.8,90.2,3.3,19.1,29.9,0.3,10.3,1.0,68.9,5.3,4.2,3.0,9.5,0.113
55,Lindsey Hunter,DET,27,71,30,41,35.3,101.5,2.6,7.8,12.7,1.7,29.5,0.1,4.8,11.7,10.3,8.0,26.1,0.113
56,Vlade Divac,CHH,30,64,40,24,28.2,99.0,5.2,19.8,30.5,1.3,25.3,1.5,60.6,9.9,7.5,7.4,23.2,0.113
57,Antonio McDyess,PHX,23,81,55,26,30.0,99.9,5.0,16.8,27.1,1.2,21.1,1.7,45.9,10.0,8.9,7.5,25.6,0.112
58,Antonio Davis,IND,29,82,58,24,26.8,98.5,4.5,17.1,29.1,0.5,12.7,0.9,38.7,8.3,7.9,5.8,19.9,0.111
59,Vitaly Potapenko,CLE,23,80,47,33,17.6,91.8,2.5,15.0,24.6,0.3,10.2,0.4,23.7,7.3,4.2,4.6,12.2,0.111
60,John Starks,NYK,32,82,43,39,26.7,98.6,2.2,8.8,13.8,1.0,23.0,0.1,3.8,8.3,6.8,5.1,17.9,0.111
61,Hakeem Olajuwon,HOU,35,47,26,21,34.7,101.7,7.3,20.4,32.7,1.8,28.5,2.0,62.7,12.8,11.3,10.1,26.3,0.110
62,Steve Nash,PHX,24,76,51,25,21.9,95.9,1.7,7.7,12.7,0.8,19.0,0.1,2.4,7.0,6.3,5.0,16.6,0.110
63,Dale Davis,IND,29,78,55,23,27.8,99.3,4.8,17.2,28.7,0.7,15.5,1.1,39.0,8.2,8.8,7.9,22.3,0.110
64,Steven Smith,ATL,29,73,45,28,39.1,102.7,2.4,6.2,10.2,1.0,17.0,0.4,8.1,13.2,10.9,10.8,30.8,0.109
65,Aaron McKie,PHI,25,81,34,47,22.4,96.3,2.1,9.8,16.0,1.2,27.9,0.2,6.2,7.6,6.1,5.2,15.6,0.109
66,Jayson Williams,NJN,30,65,35,30,36.1,102.1,6.8,20.4,34.2,0.7,10.0,0.8,25.8,12.3,11.1,10.2,32.7,0.109
67,Rod Strickland,WAS,31,76,38,38,39.7,103.0,3.9,10.1,16.6,1.7,23.7,0.3,8.7,12.6,11.9,11.6,35.8,0.107
68,Derek Strong,ORL,30,58,33,25,28.3,99.8,4.7,17.2,29.1,0.5,11.2,0.4,14.2,9.6,8.4,8.6,24.0,0.106
69,Chris Webber,WAS,25,71,39,32,39.6,103.1,7.0,18.5,30.2,1.6,23.0,1.7,46.8,13.1,11.5,11.2,35.2,0.106
70,Ray Allen,MIL,22,82,36,46,40.1,103.3,3.4,9.1,15.1,1.4,18.2,0.1,4.1,15.3,11.3,14.0,36.2,0.106
71,Glen Rice,CHH,31,82,51,31,40.2,103.2,3.2,8.7,13.7,0.9,13.7,0.3,8.3,13.8,11.3,10.3,34.2,0.106
72,Chuck Person,SAS,34,61,42,19,23.8,97.7,3.1,12.3,19.2,0.5,15.9,0.2,5.2,8.6,7.1,5.2,16.9,0.105
73,Rick Fox,LAL,28,82,61,21,33.0,101.6,3.4,9.9,16.4,1.2,20.3,0.6,12.6,12.6,10.7,8.9,27.5,0.105
74,Nick Van Exel,LAL,26,64,47,17,32.0,101.3,2.5,7.7,12.9,1.0,17.2,0.1,2.0,11.0,10.4,8.5,27.1,0.104
75,Kenny Anderson,BOS,27,61,33,28,30.5,100.6,2.2,7.2,11.4,1.4,28.2,0.0,0.5,11.2,8.0,9.0,25.5,0.104
76,Bison Dele,DET,29,78,35,43,33.6,101.8,6.1,19.6,31.1,0.9,15.0,0.7,25.6,10.9,9.4,8.3,24.8,0.104
77,David Wesley,CHH,27,81,50,31,35.1,102.2,2.0,6.2,9.7,1.7,28.4,0.4,13.5,11.9,9.9,9.0,30.0,0.104
78,Detlef Schrempf,SEA,35,78,58,20,35.2,102.3,5.4,15.5,26.9,0.8,11.2,0.2,6.8,10.7,11.5,8.8,28.6,0.103
79,Karl Malone,UTA,34,81,61,20,37.4,103.0,8.0,21.8,34.2,1.2,19.7,0.9,23.6,12.6,10.3,7.4,28.2,0.103
80,Terrell Brandon,MIL,28,50,27,23,35.7,102.6,3.1,9.1,15.2,2.2,30.8,0.3,9.8,13.9,9.9,12.1,31.6,0.102
81,Rex Chapman,PHX,30,68,46,22,33.3,102.0,2.1,6.3,10.5,1.0,17.0,0.2,5.6,10.9,11.0,8.0,28.9,0.102
82,Derrick Coleman,PHI,31,59,23,36,36.2,102.8,7.4,20.8,34.9,0.8,12.3,1.2,22.3,13.2,11.5,10.8,29.8,0.100
83,Anfernee Hardaway,ORL,26,19,10,9,32.9,102.3,3.6,10.8,18.7,1.5,25.9,0.8,20.3,11.5,11.2,10.6,27.7,0.100
84,Will Perdue,SAS,32,79,53,26,18.9,95.2,4.5,23.2,36.2,0.3,11.3,0.6,28.4,6.4,5.2,4.2,13.8,0.100
85,Hersey Hawkins,SEA,31,82,61,21,31.7,101.7,3.2,10.2,17.6,1.8,28.4,0.2,6.3,9.7,10.0,8.6,26.2,0.099
86,Theo Ratliff,PHI,25,82,35,47,29.9,100.9,4.0,13.6,22.4,0.6,12.0,3.1,70.7,11.1,9.0,8.0,21.3,0.099
87,Tom Gugliotta,MIN,28,41,24,17,38.5,103.6,6.1,15.5,25.3,1.5,24.5,0.5,12.6,14.0,12.7,11.8,33.1,0.099
88,Christian Laettner,ATL,28,74,47,27,30.9,101.4,4.7,15.4,25.4,1.0,18.7,1.0,25.5,10.3,8.6,7.6,24.1,0.099
89,Ron Mercer,BOS,22,80,35,45,33.2,102.2,2.1,7.3,12.6,1.6,18.7,0.2,7.6,11.9,10.3,10.5,33.1,0.099
90,Clar. Weatherspoon,GSW,27,79,24,55,29.4,100.9,5.0,17.3,28.6,1.1,21.3,0.9,30.3,11.3,8.8,8.7,24.1,0.099
91,John Stockton,UTA,36,64,51,13,29.0,101.0,2.0,7.4,11.5,1.4,27.2,0.2,6.5,9.3,7.4,5.2,20.4,0.098
92,Juwan Howard,WAS,25,64,32,32,39.9,103.9,4.5,12.0,19.5,1.3,18.3,0.4,9.8,12.8,11.4,11.0,35.7,0.098
93,Donyell Marshall,GSW,25,73,16,57,35.8,103.1,5.7,15.4,25.3,1.3,23.8,1.0,23.3,13.5,11.8,9.9,29.8,0.097
94,Malik Sealy,DET,28,77,34,43,21.3,97.4,2.2,10.8,18.2,0.8,20.3,0.3,13.9,7.0,6.5,4.7,13.8,0.097
95,Bob Sura,CLE,25,46,25,21,20.5,96.8,1.5,7.9,13.7,1.0,22.3,0.2,8.6,7.8,6.1,6.2,16.2,0.097
96,Jerome Kersey,SEA,36,37,27,10,19.4,96.3,2.1,12.0,21.0,1.4,27.2,0.4,24.1,6.7,5.2,6.5,14.4,0.097
97,Vin Baker,SEA,26,82,61,21,35.9,103.0,4.5,12.9,22.6,1.1,16.2,1.0,28.6,11.4,11.8,9.5,30.2,0.097
98,Shawn Bradley,DAL,26,64,17,47,28.5,101.1,5.5,18.5,32.3,0.8,16.8,3.3,73.5,9.2,9.4,9.1,23.3,0.096
99,Muggsy Bogues,GSW,33,61,19,42,25.7,99.8,1.7,6.6,10.5,1.1,26.0,0.0,2.0,9.5,7.2,7.0,21.3,0.096
100,Nick Anderson,ORL,30,58,31,27,29.4,101.4,3.4,11.8,20.0,1.2,29.4,0.4,12.4,10.8,8.7,8.7,24.9,0.095
101,Ben Wallace,WAS,23,67,34,33,16.8,94.3,3.2,18.1,29.8,0.9,25.6,1.1,50.0,5.2,4.4,4.6,13.9,0.095
102,Popeye Jones,TOR,28,14,1,13,25.4,99.7,3.7,16.0,27.5,0.7,14.1,0.2,6.5,8.1,7.6,11.4,23.6,0.094
103,Kerry Kittles,NJN,24,77,40,37,36.5,103.5,3.0,8.8,14.9,1.7,24.4,0.5,15.7,11.5,11.5,10.3,34.7,0.094
104,Calbert Cheaney,WAS,26,82,42,40,34.6,103.1,3.0,9.0,14.8,1.2,19.0,0.4,13.5,11.2,10.4,10.2,31.7,0.093
105,Bruce Bowen,BOS,27,61,26,35,21.4,98.5,1.6,8.2,13.9,1.4,23.0,0.5,22.7,8.2,6.3,6.5,20.2,0.091
106,Chris Childs,NYK,30,68,37,31,23.6,99.3,2.0,8.9,14.3,0.8,23.0,0.1,5.8,7.7,6.2,4.5,15.8,0.091
107,Mitch Richmond,SAC,33,70,26,44,36.7,103.8,2.6,7.0,12.0,1.3,21.8,0.2,5.5,12.7,11.4,11.3,33.3,0.091
108,Steve Kerr,CHI,32,50,37,13,22.3,98.7,1.3,5.6,9.4,0.5,14.8,0.1,4.6,7.2,7.0,5.1,17.6,0.091
109,George McCloud,PHX,31,63,39,24,19.3,97.1,2.7,14.5,23.4,0.9,21.6,0.2,10.7,6.9,5.5,5.3,15.9,0.090
110,Allen Iverson,PHI,23,80,31,49,39.4,104.3,2.6,6.9,11.5,2.2,30.7,0.3,6.1,15.2,12.5,12.0,31.9,0.090
111,Clifford Robinson,PHX,31,80,55,25,29.5,102.0,3.2,11.2,18.3,1.2,21.1,1.1,34.5,10.1,8.6,7.4,26.2,0.090
112,Joe Dumars,DET,35,72,34,38,32.3,102.8,1.3,4.1,6.7,0.6,12.1,0.0,1.0,9.6,9.3,7.3,24.2,0.090
113,Brandon Williams,GSW,23,9,2,7,15.5,94.5,1.2,6.7,11.3,0.7,21.4,0.3,16.7,7.2,6.6,4.1,14.2,0.090
114,Darrell Armstrong,ORL,30,48,23,25,25.7,100.7,2.0,8.4,14.4,1.2,25.4,0.1,4.0,8.7,7.0,7.4,21.3,0.090
115,Joe Smith,PHI,22,79,23,56,29.7,102.4,3.4,11.6,18.9,0.8,16.1,0.6,18.7,11.0,8.9,8.3,24.3,0.089
116,Derek Harper,ORL,36,66,29,37,26.7,101.0,1.2,4.8,8.4,1.1,24.8,0.2,5.1,9.0,8.0,8.2,22.9,0.088
117,Sam Perkins,SEA,37,81,60,21,20.7,98.1,2.5,12.7,22.1,0.8,17.8,0.4,28.4,6.2,6.0,5.2,15.6,0.088
118,Derrick McKey,IND,31,57,41,16,23.1,99.4,2.4,11.0,19.0,1.0,23.5,0.5,32.6,7.0,6.6,4.1,15.6,0.088
119,Travis Best,IND,25,82,58,24,18.8,97.0,1.1,6.5,11.1,1.0,29.8,0.1,4.5,5.8,5.2,3.6,12.9,0.087
120,Jerry Stackhouse,DET,23,79,32,47,32.2,103.3,2.0,6.5,10.8,1.1,20.9,0.7,24.4,11.8,10.1,9.5,24.6,0.086
121,Cedric Ceballos,DAL,28,47,26,21,21.1,98.9,3.1,14.7,24.5,0.7,19.5,0.3,14.2,7.3,6.2,6.4,17.0,0.086
122,Jim Jackson,GSW,27,79,24,55,38.6,104.5,3.4,9.0,14.9,1.0,15.8,0.1,2.2,15.2,12.2,12.0,33.1,0.086
123,Jalen Rose,IND,25,82,58,24,20.8,98.5,2.0,10.4,17.8,0.7,18.0,0.2,10.3,6.4,5.9,4.5,15.2,0.086
124,Antoine Walker,BOS,21,82,36,46,39.9,104.7,6.9,19.8,33.3,1.7,17.9,0.7,19.7,14.6,12.1,12.8,39.6,0.086
125,Kevin Garnett,MIN,22,82,45,37,39.3,104.7,6.9,17.2,28.6,1.7,26.5,1.8,41.4,12.8,13.0,11.2,34.2,0.086
126,Randy Brown,CHI,30,71,53,18,16.2,95.2,0.8,5.2,8.7,1.0,32.1,0.2,14.1,4.7,4.6,3.8,11.9,0.085
127,Michael Finley,DAL,25,82,20,62,41.4,105.2,3.5,8.5,14.6,1.6,23.9,0.4,7.6,14.1,14.1,13.3,38.3,0.084
128,Corliss Williamson,SAC,24,79,25,54,35.6,104.1,3.6,10.0,17.3,1.0,17.8,0.6,16.7,12.9,10.8,11.6,32.8,0.084
129,Kendall Gill,NJN,30,81,42,39,33.8,103.8,3.4,11.3,19.5,1.9,28.9,0.8,27.9,11.0,10.6,9.4,31.6,0.084
130,Hot Rod Williams,PHX,35,71,48,23,18.8,97.6,2.9,14.5,23.4,0.5,14.1,0.8,40.3,5.7,6.3,4.9,14.0,0.083
131,Dale Ellis,SEA,37,79,59,20,24.6,100.7,1.7,7.2,12.9,0.8,15.5,0.1,3.5,7.7,7.9,6.3,18.7,0.083
132,Bobby Phills,CHH,28,62,40,22,30.5,103.1,2.5,8.9,13.9,1.3,24.9,0.3,11.0,10.7,8.5,8.7,26.6,0.083
133,Alan Henderson,ATL,25,69,42,27,29.1,102.8,3.5,11.8,19.6,0.6,12.4,0.5,15.3,10.0,8.9,8.9,24.3,0.082
134,Walter McCarty,BOS,24,82,36,46,28.6,102.8,2.7,10.8,18.6,1.3,19.5,0.5,21.2,10.3,8.9,9.1,28.4,0.081
135,Keith Van Horn,NJN,22,62,32,30,37.6,104.9,4.3,12.3,20.9,1.0,14.3,0.4,13.7,11.9,12.3,10.9,36.3,0.080
136,Stacey Augmon,POR,29,71,39,32,20.4,99.5,1.8,8.7,14.2,0.8,27.3,0.5,15.8,6.9,5.8,5.4,15.9,0.079
137,Monty Williams,SAS,26,72,49,23,18.3,98.3,1.6,8.0,12.7,0.5,18.1,0.3,11.9,7.0,5.7,4.7,13.2,0.079
138,Tom Chambers,PHI,39,1,0,1,9.7,91.7,2.0,16.7,33.3,2.0,40.0,0.0,0.0,6.0,4.0,0.0,10.0,0.078
139,Gary Grant,POR,33,22,11,11,16.4,96.7,1.8,11.0,18.3,0.8,26.6,0.1,4.4,4.8,4.7,4.5,10.8,0.078
140,Vincent Askew,POR,32,30,16,14,14.9,95.8,1.6,10.3,16.3,0.6,24.4,0.2,8.8,6.4,3.1,3.7,10.7,0.078
141,Jeff Hornacek,UTA,35,80,60,20,30.8,103.7,2.6,8.4,13.1,1.4,26.8,0.2,6.3,10.5,8.4,6.4,23.3,0.078
142,Greg Ostertag,UTA,25,63,45,18,20.4,99.6,3.8,18.5,29.5,0.4,13.5,2.1,75.9,7.8,5.6,4.5,13.7,0.078
143,Brian Shaw,PHI,32,59,17,42,25.9,102.3,3.0,11.6,19.0,0.8,18.8,0.3,8.9,9.6,7.9,7.4,20.8,0.078
144,Jason Caffey,GSW,25,80,44,36,17.8,97.7,2.3,13.0,20.7,0.3,10.0,0.3,17.4,6.3,4.5,4.9,14.1,0.077
145,Sherman Douglas,NJN,31,80,43,37,21.2,100.1,1.0,5.3,9.3,0.7,17.1,0.1,6.2,6.9,6.8,5.2,18.4,0.077
146,Sam Cassell,NJN,28,75,38,37,34.7,104.8,2.1,6.5,11.0,1.6,23.7,0.3,9.4,11.5,10.8,10.4,32.4,0.076
147,Rony Seikaly,NJN,33,56,25,31,29.3,103.1,4.4,15.7,27.7,0.5,11.2,0.8,24.7,10.6,9.6,9.5,26.1,0.075
148,Bryon Russell,UTA,27,82,62,20,27.1,102.9,3.0,11.4,18.8,1.1,24.0,0.4,13.0,9.3,8.0,5.4,19.4,0.075
149,Kobe Bryant,LAL,19,79,58,21,26.1,102.7,2.1,7.5,12.9,0.9,19.8,0.5,14.4,9.5,8.8,6.8,21.7,0.075
150,Kevin Johnson,PHX,32,50,35,15,25.8,102.4,2.6,9.8,16.1,0.5,13.4,0.2,5.7,8.7,7.6,5.6,21.2,0.075
151,Adam Keefe,UTA,28,80,61,19,25.6,102.4,3.2,13.1,20.3,0.7,15.4,0.3,12.0,9.0,6.6,5.7,19.3,0.075
152,Ledell Eackles,WAS,31,42,21,21,13.0,94.1,1.2,8.9,14.7,0.4,18.1,0.0,0.0,4.0,3.5,3.6,10.2,0.074
153,Tracy Murray,WAS,26,82,42,40,27.2,103.1,2.5,9.3,15.5,0.8,18.1,0.3,12.1,8.6,8.2,7.8,25.1,0.074
154,Derek Fisher,LAL,23,82,61,21,21.5,100.9,1.9,8.5,14.0,0.9,22.2,0.1,2.3,8.3,6.6,6.4,17.9,0.074
155,Ervin Johnson,MIL,30,81,35,46,27.9,103.2,5.5,21.3,34.6,1.0,18.8,2.0,68.4,10.9,7.5,9.3,25.8,0.074
156,Jerome Williams,DET,25,77,35,42,16.9,98.2,2.7,16.2,26.3,0.7,22.0,0.1,9.8,5.8,4.7,3.5,12.3,0.074
157,Erick Dampier,GSW,22,82,19,63,32.4,104.3,5.4,16.5,26.9,0.5,9.8,1.7,42.6,12.2,10.4,9.3,27.9,0.074
158,Dana Barros,BOS,31,80,36,44,21.1,100.8,1.6,8.1,14.2,1.0,21.0,0.1,3.8,7.8,6.5,6.6,19.5,0.073
159,Tony Delk,GSW,24,77,19,58,21.8,101.1,1.7,7.6,12.8,0.9,26.3,0.2,6.7,8.3,7.1,6.1,18.4,0.073
160,Stephon Marbury,MIN,21,82,45,37,38.0,105.5,2.1,5.4,9.0,1.3,21.2,0.1,2.1,12.6,12.9,11.2,33.2,0.073
161,Eric Murdock,MIA,30,82,55,27,17.0,98.0,1.4,8.7,14.2,1.3,36.5,0.2,8.7,5.9,5.2,4.0,12.1,0.073
162,Mitchell Butler,CLE,27,18,12,6,11.6,91.8,0.9,7.6,13.4,0.4,19.0,0.0,0.0,3.9,3.3,2.1,8.8,0.073
163,Andrew DeClercq,BOS,25,81,36,45,18.8,99.5,2.6,15.8,27.1,1.0,22.1,0.6,39.5,6.8,5.5,5.2,17.7,0.072
164,Scott Burrell,CHI,27,80,60,20,13.7,95.4,1.5,10.7,18.0,0.8,29.6,0.5,36.6,4.2,4.1,3.4,10.4,0.072
165,Vernon Maxwell,CHH,32,42,22,20,15.1,97.0,1.0,7.1,11.6,0.4,14.0,0.1,7.8,6.2,3.8,4.4,11.5,0.071
166,Dennis Scott,PHX,29,81,29,52,28.2,103.6,2.5,8.9,15.2,0.7,14.3,0.5,15.4,9.5,9.3,8.3,24.1,0.070
167,Michael Curry,MIL,29,82,36,46,24.1,102.5,0.9,3.9,6.5,0.7,16.4,0.2,8.0,9.8,6.9,7.8,21.0,0.070
168,Danny Ferry,CLE,31,69,39,30,15.0,96.9,1.3,9.4,15.6,0.4,14.6,0.2,17.2,6.0,3.9,4.0,11.4,0.070
169,Billy Owens,SAC,29,78,25,53,30.1,104.3,5.3,17.7,29.8,1.2,24.9,0.5,15.6,11.0,9.1,9.9,28.1,0.070
170,Bimbo Coles,GSW,30,53,12,41,27.7,103.8,2.0,6.9,11.3,1.0,23.6,0.2,6.7,10.4,9.1,8.3,24.2,0.070
171,Keith Askins,MIA,30,46,32,14,14.8,97.1,1.6,11.1,17.6,0.6,24.1,0.3,18.2,5.6,3.7,3.2,10.0,0.070
172,Pervis Ellison,BOS,31,33,17,16,13.5,95.9,1.7,14.5,24.6,0.6,15.9,0.9,62.0,4.9,4.4,4.9,12.3,0.069
173,Marty Conlon,MIA,30,18,11,7,11.6,94.3,1.7,14.2,20.7,0.5,20.0,0.3,21.7,4.1,2.7,3.4,9.4,0.069
174,Doug West,MIN,31,38,21,17,18.1,99.8,1.6,8.0,13.2,0.3,11.0,0.1,7.5,5.9,6.3,5.1,15.4,0.069
175,Nate McMillan,SEA,33,18,12,6,15.3,97.1,1.5,11.5,18.9,0.8,21.2,0.2,28.6,4.2,3.7,2.7,9.9,0.068
