Feature,Importance
DWS_advanced,0.4999037567037614
D-LEBRON_bball,0.07477574311268294
raptor_defense_raptor,0.05508986357808721
BLK_nba,0.04750628355426622
BLK,0.03685670337107868
RPM_espn,0.032068914775188695
BLK_team,0.012910107289261627
DEF WS_nba,0.010864728863508437
FT%_opponent,0.010709963581648364
Dpoy_votes,0.010709833044744196
TOV%.1_misc,0.010498555842536842
SOS_misc,0.010050598633807624
predator_defense_raptor,0.00928483283244013
Dpoy_titles,0.008424230584182
won_dpoy_last_season,0.00746394629919759
OPP PTS FB_nba,0.006416925157944782
DRtg_100_poss,0.006083163386838173
DRB,0.0056521705600501475
WS_advanced,0.005545817874266572
TRB,0.005264841779827958
PF,0.005066966631286456
war_total_raptor,0.005047322368294598
OPP PTS OFF TOV_nba,0.004584219191377334
TOV%_misc,0.0032464071815522604
DBPM_advanced,0.003132778149834161
OPP PTS PAINT_nba,0.0030705269805529315
WS/48_advanced,0.0030636387493760907
DRPM_espn,0.003060239115848536
TOV_100_poss,0.0029080883913896816
2PA_opponent,0.002890764516296904
TRB_team,0.002886635431716705
PER_advanced,0.0027315511020344335
WINS_espn,0.002561249588292776
OPP PTS 2ND CHANCE_nba,0.0024842551609570397
Pace_misc,0.002430201219209219
AST_team,0.002365671439777347
2P%_opponent,0.002328306282670469
3PA_opponent,0.002325793852241052
mp_raptor,0.002300281089616904
DREB_nba,0.0022699644947751217
war_reg_season_raptor,0.002234344091360355
TRB%_advanced,0.0022169369664982726
VORP_advanced,0.0022129042488750906
MPG_espn,0.0021882047244951046
FG%_opponent,0.002110682079939318
FGA_opponent,0.002039467490684341
DRtg_misc,0.0020148446679895283
SRS_misc,0.0019582557034993884
STL,0.0019300524841093963
MOV_misc,0.0017691925010001831
MP,0.0017675312319198424
PF_team,0.0017403635303915995
DRB%_misc,0.0017129870907680938
GS,0.0016940663888480294
G,0.001621894420991149
Age,0.001612701911636026
raptor_total_raptor,0.001563695109905639
MP_advanced,0.0015151519214529272
MP_100_poss,0.0015064779029693427
STL_team,0.0015022353313396293
STL%_nba,0.001374573912448994
DRB_team,0.0013740937858476346
FTA_opponent,0.0013608974532987944
FT_opponent,0.0013347428377397566
3P_opponent,0.001323069678714926
MIN_nba,0.0013026705007037162
BLK%_advanced,0.0012657974017739456
AST_opponent,0.001263460055642388
%DREB_nba,0.0012467613898360034
2P_opponent,0.0012258036833936931
STL_100_poss,0.0012190760658920448
ORB_opponent,0.0011757623501644293
predator_total_raptor,0.00117152649192361
W_misc,0.001145133414628296
poss_raptor,0.0011204779054841325
STL_nba,0.001099419308671721
pace_impact_raptor,0.0010885827039559275
W_nba,0.0010318836344419533
PF_100_poss,0.0010243994064217446
DEF RTG_nba,0.0010041177354371802
TOV_team,0.000999141017897887
PL_misc,0.0009717569361450519
TOV,0.0009526831283429641
TRB_opponent,0.0009364912206914936
3P%_opponent,0.0008678478233580824
PW_misc,0.0008313688929088342
GP_espn,0.0008081041156526449
DRB%_advanced,0.0007956547661325744
BPM_advanced,0.0007754165783189996
BLK_100_poss,0.0007526065896227104
DREB%_nba,0.0006035099098885062
STL%_advanced,0.0005946260870068853
DRB_100_poss,0.0005011245984427954
GP_nba,0.0004966860455113245
%BLK_nba,0.0004087315732583352
TRB_100_poss,0.0003947297997377153
L_misc,0.00031253331523190746
teamates_with_dpoy,9.690632433739059e-05
