,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"LeBron James, SF",CLE,76,39.0,8.03,1.90,9.92,25.34
1,2,"Dwyane Wade, G",MIA,77,36.3,6.29,-0.07,6.22,16.81
2,3,"Dwight Howard, C",ORL,82,34.7,1.88,4.13,6.01,16.83
3,4,"Tim Duncan, C",SA,78,31.3,1.76,4.19,5.96,14.24
4,5,"Kobe Bryant, SF",LAL,73,38.8,3.72,1.43,5.15,15.21
5,6,"Kevin Durant, PF",OKC,82,39.5,4.17,0.72,4.89,17.08
6,7,"Andrew Bogut, C",MIL,69,32.3,-0.41,4.65,4.24,10.48
7,8,"Josh Smith, PF",ATL,81,35.4,0.46,3.47,3.92,12.62
8,9,"Sundiata Gaines, PG",UTAH,32,6.8,3.67,0.10,3.77,1.00
9,10,"Chris Bosh, PF",TOR,70,36.1,2.41,1.30,3.70,11.21
10,11,"Manu Ginobili, G",SA,75,28.7,4.66,-1.03,3.63,9.44
11,12,"Chris Paul, PG",NO,45,38.0,3.38,0.24,3.62,7.36
12,13,"Deron Williams, PG",UTAH,76,36.9,4.87,-1.32,3.55,12.59
13,14,"Vince Carter, G",ORL,75,30.8,1.76,1.63,3.39,9.62
14,15,"Danny Granger, SF",IND,62,36.7,3.66,-0.32,3.34,9.90
15,16,"Andrei Kirilenko, SF",UTAH,58,29.0,0.58,2.68,3.26,7.07
16,17,"Anderson Varejao, C",CLE,76,28.5,-0.92,4.13,3.20,8.58
17,18,"Andre Miller, PG",POR,82,30.5,0.93,2.25,3.18,9.69
18,19,"Ray Allen, SG",BOS,80,35.2,1.55,1.54,3.08,11.16
19,20,"Dirk Nowitzki, F",DAL,81,37.5,1.63,1.31,2.94,11.74
20,21,"Amir Johnson, F",TOR,82,17.7,0.00,2.84,2.84,5.49
21,22,"Marc Gasol, C",MEM,69,35.8,0.54,2.29,2.82,9.50
22,23,"Ben Wallace, PF",DET,69,28.6,-2.47,5.11,2.64,6.97
23,24,"JR Smith, G",DEN,75,27.7,2.69,-0.05,2.64,7.94
24,25,"Gerald Wallace, SF",CHA,76,41.0,-0.73,3.27,2.54,11.09
25,26,"John Salmons, SF",CHI/MIL,81,34.9,-0.60,3.06,2.46,9.94
26,27,"Rajon Rondo, PG",BOS,81,36.6,1.57,0.80,2.37,10.38
27,28,"Zach Randolph, F",MEM,81,37.7,1.89,0.48,2.36,10.96
28,29,"Marcus Camby, C",LAC/POR,74,31.3,-2.04,4.39,2.35,8.02
29,30,"Nicolas Batum, PF",POR,37,24.8,2.16,0.19,2.35,3.16
30,31,"Rodney Stuckey, PG",DET,73,34.2,-0.50,2.82,2.31,8.37
31,32,"Al Horford, C",ATL,81,35.1,-0.21,2.51,2.30,9.50
32,33,"Rasheed Wallace, PF",BOS,79,22.5,0.10,2.19,2.29,5.98
33,34,"LaMarcus Aldridge, C",POR,78,37.5,-1.03,3.29,2.26,9.56
34,35,"Brandon Roy, SG",POR,65,37.2,3.06,-0.82,2.24,8.03
35,36,"A.J. Price, PG",IND,56,15.4,2.06,0.12,2.19,3.08
36,37,"Lamar Odom, PF",LAL,82,31.5,-0.25,2.42,2.17,8.73
37,38,"Kelenna Azubuike, SF",GS,9,25.7,2.51,-0.35,2.17,0.84
38,39,"Ryan Anderson, PF",ORL,63,14.5,3.19,-1.03,2.17,3.07
39,40,"Kevin Garnett, PF",BOS,69,29.9,-0.36,2.52,2.16,6.98
40,41,"Steve Nash, PG",PHX,81,32.8,5.5,-3.35,2.16,9.4
41,42,"Brendan Haywood, C",WSH/DAL,77,30.6,-1.63,3.77,2.14,7.78
42,43,"Craig Smith, PF",LAC,75,16.4,0.08,2.05,2.13,3.95
43,44,"Ersan Ilyasova, PF",MIL,81,23.4,1.14,0.99,2.12,6.43
44,45,"Jason Richardson, SG",PHX,79,31.5,2.42,-0.32,2.1,8.59
45,46,"Amar'e Stoudemire, C",PHX,82,34.6,2.56,-0.47,2.09,9.78
46,47,"Nate Robinson, PG",NY/BOS,56,19.9,2.66,-0.62,2.04,3.66
47,48,"C.J. Watson, PG",GS,65,27.5,0.94,1.02,1.96,6.33
48,49,"Chauncey Billups, PG",DEN,73,34.1,3.88,-1.95,1.94,8.22
49,50,"Jason Terry, G",DAL,77,33.0,1.72,0.21,1.92,8.12
50,51,"Andre Iguodala, F",PHI,82,38.9,0.99,0.92,1.91,10.02
51,52,"Matt Bonner, C",SA,65,17.9,2.01,-0.11,1.9,3.72
52,53,"Jameer Nelson, G",ORL,65,28.6,1.06,0.83,1.89,5.83
53,54,"Andrew Bynum, C",LAL,65,30.4,0.27,1.61,1.88,6.18
54,55,"Carmelo Anthony, PF",DEN,69,38.2,3.29,-1.55,1.74,8.33
55,56,"Tyreke Evans, G",SAC,72,37.2,1.08,0.65,1.72,8.26
56,57,"Matt Barnes, SF",ORL,81,25.9,0.51,1.2,1.71,6.4
57,58,"Greg Oden, C",POR,21,23.9,0.41,1.29,1.7,1.47
58,59,"Jason Kidd, PG",DAL,80,36.0,0.82,0.87,1.69,8.79
59,60,"Joe Johnson, G",ATL,76,38.0,2.64,-0.96,1.68,8.49
60,61,"Quentin Richardson, SF",MIA,76,27.4,0.15,1.45,1.6,6.13
61,62,"Kyle Lowry, PG",HOU,68,24.3,1.5,0.1,1.59,5.05
62,63,"Martell Webster, SF",POR,82,24.5,-0.59,2.09,1.5,5.61
63,64,"Antawn Jamison, PF",WSH/CLE,66,36.5,1.52,-0.03,1.5,6.98
64,65,"Kevin Love, PF",MIN,60,28.6,2.2,-0.73,1.47,5.23
65,66,"Trevor Ariza, SF",HOU,72,36.5,0.66,0.81,1.47,7.76
66,67,"Metta World Peace, SF",LAL,77,33.8,-0.74,2.18,1.44,7.48
67,68,"Gilbert Arenas, PG",WSH,32,36.5,3.82,-2.38,1.44,3.49
68,69,"James Harden, SG",OKC,76,22.9,0.21,1.2,1.42,5.02
69,70,"Baron Davis, PG",LAC,75,33.6,2.43,-1.09,1.34,7.17
70,71,"Marcus Thornton, SG",NO,73,25.6,2.57,-1.26,1.32,5.27
71,72,"Keyon Dooling, PG",NJ,53,18.3,-0.26,1.57,1.31,2.59
72,73,"Pau Gasol, PF",LAL,65,37.0,1.55,-0.27,1.28,6.69
73,74,"Richard Jefferson, F",SA,81,31.1,-0.34,1.6,1.26,6.89
74,75,"Danilo Gallinari, PF",NY,81,33.9,0.99,0.26,1.24,7.63
75,76,"Ian Mahinmi, C",SA,26,6.3,0.84,0.4,1.23,0.47
76,77,"Carlos Boozer, PF",UTAH,78,34.3,1.75,-0.59,1.16,7.5
77,78,"Chris Andersen, PF",DEN,76,22.3,-1.15,2.28,1.13,4.64
78,79,"CJ Miles, G",UTAH,63,23.8,0.49,0.62,1.12,4.12
79,80,"Paul Millsap, PF",UTAH,82,27.8,0.26,0.85,1.11,6.31
80,81,"Nick Collison, F",OKC,75,20.8,-1.37,2.43,1.06,4.08
81,82,"Channing Frye, F",PHX,81,27.0,1.48,-0.45,1.03,5.88
82,83,"Stephen Jackson, SF",GS/CHA,81,38.6,0.98,0.04,1.02,8.08
83,84,"Rudy Fernandez, F",POR,62,23.2,-0.86,1.85,0.99,3.54
84,85,"Marcus Banks, PG",TOR,22,11.1,0.85,0.13,0.98,0.59
85,86,"Dorell Wright, SF",MIA,72,20.8,-1.0,1.95,0.96,3.62
86,87,"Mo Williams, PG",CLE,69,34.2,1.21,-0.27,0.94,5.93
87,88,"Peja Stojakovic, SF",NO,62,31.4,-0.02,0.96,0.93,5.0
88,89,"Jose Calderon, G",TOR,68,26.7,2.42,-1.51,0.91,4.63
89,90,"Brandon Jennings, G",MIL,82,32.6,1.03,-0.15,0.87,6.65
90,91,"Jamal Crawford, G",ATL,79,31.1,3.58,-2.72,0.86,6.07
91,92,"Mike Bibby, PG",ATL,80,27.4,0.11,0.74,0.86,5.25
92,93,"Jared Dudley, SF",PHX,82,24.3,0.4,0.42,0.82,5.03
93,94,"Beno Udrih, PG",SAC,79,31.4,0.85,-0.06,0.79,6.08
94,95,"Shaquille O'Neal, C",CLE,53,23.4,0.3,0.49,0.79,2.97
95,96,"Jermaine O'Neal, C",MIA,70,28.4,-1.0,1.73,0.73,4.67
96,97,"Anthony Randolph, SF",GS,33,22.7,-0.13,0.83,0.7,1.91
97,98,"Mehmet Okur, C",UTAH,73,29.4,0.22,0.48,0.7,5.23
98,99,"Rodrigue Beaubois, PG",DAL,56,12.5,2.8,-2.14,0.66,1.71
99,100,"Ty Lawson, G",DEN,65,20.2,1.27,-0.62,0.65,3.19
100,101,"Kyle Korver, G",UTAH,52,18.3,0.25,0.37,0.63,2.35
101,102,"Raymond Felton, G",CHA,80,33.0,-0.3,0.91,0.62,6.13
102,103,"D.J. White, PF",OKC,12,8.5,0.28,0.33,0.61,0.24
103,104,"Anthony Tolliver, PF",POR/GS,46,31.0,0.98,-0.4,0.58,3.56
104,105,"Aaron Brooks, G",HOU,82,35.6,2.5,-1.93,0.57,6.81
105,106,"David Andersen, C",HOU,63,14.1,-0.57,1.14,0.57,2.04
106,107,"Raja Bell, SG",CHA/GS,6,30.0,0.36,0.21,0.56,0.4
107,108,"Rodney Carney, SG",PHI,68,12.6,0.14,0.42,0.56,1.95
108,109,"Jordan Farmar, PG",LAL,82,18.0,-0.22,0.76,0.55,3.34
109,110,"Luke Ridnour, PG",MIL,82,21.5,2.05,-1.51,0.54,4.03
110,111,"Delonte West, SG",CLE,60,25.0,-1.11,1.64,0.53,3.34
111,112,"Carl Landry, PF",HOU/SAC,80,30.9,-0.28,0.78,0.5,5.55
112,113,"George Hill, PG",SA,78,29.2,0.18,0.29,0.47,5.06
113,114,"Roger Mason Jr., SG",SA,79,19.2,-0.68,1.13,0.46,3.38
114,115,"Russell Westbrook, PG",OKC,82,34.3,1.98,-1.55,0.43,6.3
115,116,"Andray Blatche, C",WSH,81,27.9,-0.6,1.01,0.41,4.9
116,117,"Jonas Jerebko, F",DET,80,27.9,-1.69,2.09,0.41,4.64
117,118,"Paul Pierce, SF",BOS,71,34.0,0.94,-0.55,0.39,5.24
118,119,"Eddie House, SG",BOS/NY,68,17.9,-0.4,0.78,0.38,2.62
119,120,"Wilson Chandler, F",NY,65,35.7,-0.68,1.06,0.38,5.06
120,121,"Tyrus Thomas, PF",CHI/CHA,54,22.6,-1.85,2.22,0.37,2.67
121,122,"Stephen Graham, SF",CHA,70,11.5,-1.95,2.27,0.33,1.67
