,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
112,113,"JR Smith, G",CLE,77,30.7,0.32,0.37,0.69,4.79
113,114,"Seth Curry, SG",SAC,44,15.7,1.5,-0.81,0.69,1.49
114,115,"Anthony Morrow, SG",OKC,68,13.6,1.68,-1.0,0.68,1.94
115,116,"Allen Crabbe, G",POR,81,26.0,0.93,-0.26,0.67,4.43
116,117,"Doug McDermott, SF",CHI,81,23.0,0.38,0.28,0.66,3.84
117,118,"Anthony Davis, PF",NO,61,35.5,1.02,-0.37,0.65,4.57
118,119,"Rasual Butler, SF",SA,46,9.4,-1.62,2.25,0.63,0.85
119,120,"Sasha Vujacic, SG",NY,61,14.9,0.07,0.55,0.63,1.83
120,121,"Nicolas Batum, PF",CHA,70,35.0,1.58,-0.98,0.6,4.89
121,122,"Justise Winslow, PF",MIA,78,28.6,-2.36,2.94,0.58,4.38
122,123,"Matt Bonner, C",SA,30,6.9,-0.39,0.97,0.58,0.39
123,124,"Reggie Jackson, PG",DET,79,30.7,2.07,-1.52,0.56,4.84
124,125,"Marcus Smart, PG",BOS,61,27.3,0.39,0.14,0.53,3.42
125,126,"Jared Sullinger, C",BOS,81,23.6,0.07,0.46,0.53,3.87
126,127,"Jared Dudley, SF",WSH,81,25.9,0.59,-0.06,0.52,4.17
127,128,"Corey Brewer, F",HOU,82,20.4,0.31,0.2,0.5,3.44
128,129,"Vince Carter, G",MEM,60,16.8,-0.23,0.73,0.5,1.93
129,130,"Shelvin Mack, G",ATL/UTAH,52,20.3,-0.25,0.72,0.47,1.97
130,131,"Marcin Gortat, C",WSH,75,30.1,0.3,0.16,0.46,4.42
131,132,"Marcus Morris Sr., SF",DET,80,35.7,-1.25,1.71,0.46,5.44
132,133,"Jordan Hill, C",IND,73,20.7,-0.43,0.85,0.41,2.84
133,134,"Ian Mahinmi, C",IND,71,25.6,-0.93,1.33,0.4,3.5
134,135,"DeMarre Carroll, F",TOR,26,30.2,-0.96,1.36,0.4,1.48
135,136,"Deron Williams, PG",DAL,65,32.4,-0.38,0.76,0.38,3.85
136,137,"Bradley Beal, SG",WSH,55,31.1,2.52,-2.16,0.37,3.28
137,138,"Jason Terry, G",HOU,72,17.5,1.01,-0.65,0.36,2.4
138,139,"Brandon Bass, PF",LAL,66,20.3,0.47,-0.15,0.32,2.43
139,140,"Hassan Whiteside, C",MIA,73,29.1,-0.39,0.71,0.32,3.73
140,141,"Rondae Hollis Jefferson, SF",BKN,29,21.2,-1.89,2.14,0.25,1.09
141,142,"Cody Zeller, C",CHA,73,24.3,-0.4,0.65,0.25,3.11
142,143,"Ish Smith, PG",NO/PHI,77,29.1,1.17,-0.93,0.24,4.09
143,144,"Boris Diaw, C",SA,76,18.2,-0.24,0.45,0.21,2.38
144,145,"Jamal Crawford, G",LAC,79,26.9,-0.05,0.26,0.21,3.73
145,146,"Dwight Howard, C",HOU,71,32.1,-0.32,0.53,0.21,4.04
146,147,"JJ Hickson, C",DEN/WSH,35,12.5,0.0,0.2,0.2,0.78
147,148,"Richaun Holmes, F",PHI,51,13.8,0.92,-0.74,0.19,1.27
148,149,"Al-Farouq Aminu, SF",POR,82,28.5,0.02,0.16,0.18,4.12
149,150,"Ed Davis, C",POR,81,20.8,-1.08,1.22,0.14,2.82
150,151,"James Jones, SG",CLE,48,9.6,-0.47,0.56,0.08,0.75
151,152,"Duje Dukan, PF",SAC,1,24.0,0.32,-0.24,0.08,0.04
152,153,"Zach Randolph, F",MEM,68,29.6,-0.88,0.96,0.08,3.19
153,154,"Isaiah Canaan, G",PHI,77,25.5,0.29,-0.27,0.02,3.24
154,155,"Markieff Morris, PF",PHX/WSH,64,25.5,-0.79,0.81,0.02,2.71
155,156,"Aaron Gordon, PF",ORL,78,23.9,0.36,-0.34,0.02,3.02
156,157,"Metta World Peace, SF",LAL,35,16.9,-2.91,2.92,0.02,0.91
157,158,"Enes Freedom, C",OKC,82,21.0,1.8,-1.78,0.02,2.79
158,159,"Norman Powell, G",TOR,49,14.8,-0.06,0.07,0.01,1.11
159,160,"Lou Williams, SG",LAL,67,28.5,2.26,-2.26,0.0,3.05
160,161,"Wesley Matthews, SG",DAL,78,33.9,-0.25,0.24,-0.01,4.12
161,162,"Kenneth Faried, F",DEN,67,25.3,1.3,-1.31,-0.01,2.7
162,163,"Nikola Mirotic, F",CHI,66,24.9,1.08,-1.11,-0.04,2.62
163,164,"Steve Novak, SF",OKC/MIL,10,4.4,0.11,-0.16,-0.05,0.08
164,165,"Donatas Motiejunas, PF",HOU,37,14.8,-0.45,0.38,-0.07,0.86
165,166,"Jerryd Bayless, G",MIL,52,28.9,-0.6,0.53,-0.07,2.28
166,167,"Jordan Hamilton, SG",NO,11,27.6,0.97,-1.04,-0.07,0.47
167,168,"Charlie Villanueva, PF",DAL,62,10.7,0.52,-0.59,-0.07,1.03
168,169,"Chase Budinger, SF",IND/PHX,66,14.1,0.14,-0.22,-0.08,1.46
169,170,"Courtney Lee, G",MEM/CHA,79,29.5,-1.39,1.31,-0.09,3.48
170,171,"Monta Ellis, SG",IND,81,33.8,0.01,-0.13,-0.11,4.3
171,172,"Joe Ingles, SG",UTAH,81,15.3,-0.98,0.86,-0.11,1.83
172,173,"Ben McLemore, SG",SAC,68,21.2,0.55,-0.66,-0.12,2.32
173,174,"Al Jefferson, C",CHA,47,23.3,-1.54,1.42,-0.12,1.63
174,175,"Luol Deng, F",MIA,74,32.4,0.0,-0.15,-0.14,3.53
175,176,"Iman Shumpert, G",CLE,54,24.4,-2.1,1.95,-0.15,1.91
176,177,"Tristan Thompson, C",CLE,82,27.7,-1.01,0.79,-0.22,3.24
177,178,"Tobias Harris, PF",ORL/DET,76,33.1,-1.39,1.16,-0.23,3.5
178,179,"Nikola Vucevic, C",ORL,65,31.3,0.27,-0.54,-0.28,2.81
179,180,"Kyrie Irving, PG",CLE,53,31.5,1.74,-2.02,-0.28,2.29
180,181,"JaMychal Green, F",MEM,78,18.5,-0.68,0.37,-0.3,1.99
181,182,"Dwight Powell, C",DAL,69,14.4,-1.8,1.46,-0.34,1.36
182,183,"Gerald Green, G",MIA,69,22.6,-0.64,0.29,-0.35,2.04
183,184,"Randy Foye, SG",DEN/OKC,81,20.3,-1.83,1.48,-0.35,2.2
184,185,"Greg Monroe, C",MIL,79,29.3,0.8,-1.16,-0.36,3.08
185,186,"Luke Babbitt, F",NO,47,18.0,0.19,-0.55,-0.37,1.16
186,187,"Reggie Bullock Jr., SF",DET,37,11.6,-0.29,-0.1,-0.39,0.54
187,188,"Willie Reed, C",BKN,39,10.9,-0.75,0.36,-0.4,0.57
188,189,"Jordan McRae, G",PHX/CLE,22,8.9,-0.15,-0.26,-0.41,0.24
189,190,"Sergey Karasev, SG",BKN,40,10.0,-0.08,-0.37,-0.45,0.54
190,191,"Kyle Anderson, SF",SA,78,16.0,-2.69,2.23,-0.46,1.54
191,192,"Amir Johnson, F",BOS,79,22.8,-1.34,0.87,-0.47,2.32
192,193,"KJ McDaniels, F",HOU,37,6.4,-0.59,0.09,-0.5,0.31
193,194,"Elfrid Payton, G",ORL,73,29.4,-0.11,-0.39,-0.5,2.66
194,195,"Sean Kilpatrick, G",DEN/BKN,31,19.9,3.59,-4.1,-0.52,0.8
195,196,"Andre Roberson, F",OKC,70,22.2,-2.32,1.77,-0.55,1.88
196,197,"Devin Harris, G",DAL,64,20.0,-0.36,-0.2,-0.56,1.58
197,198,"Giannis Antetokounmpo, PF",MIL,80,35.3,0.28,-0.86,-0.57,3.34
198,199,"Jeff Withey, C",UTAH,51,12.9,-2.74,2.14,-0.6,0.72
199,200,"RJ Hunter, G",BOS,36,8.8,-0.79,0.17,-0.62,0.38
200,201,"Thaddeus Young, PF",BKN,73,33.0,-0.53,-0.09,-0.62,2.81
201,202,"Caron Butler, SF",SAC,17,10.4,-0.95,0.33,-0.62,0.21
202,203,"Montrezl Harrell, C",HOU,39,9.7,0.34,-0.96,-0.62,0.47
203,204,"Jarell Martin, F",MEM,27,14.1,-1.23,0.61,-0.63,0.43
204,205,"Darrun Hilliard, G",DET,38,10.1,-0.42,-0.21,-0.63,0.43
205,206,"Chris Johnson, SG",UTAH,70,12.2,-2.38,1.75,-0.63,0.96
206,207,"Harrison Barnes, SF",GS,66,30.9,-0.45,-0.2,-0.65,2.4
207,208,"Jonas Jerebko, F",BOS,78,15.1,-2.34,1.69,-0.66,1.37
208,209,"Troy Daniels, G",CHA,43,11.1,1.42,-2.09,-0.68,0.55
209,210,"Gary Harris, SG",DEN,76,32.1,0.64,-1.35,-0.71,2.72
210,211,"Trevor Ariza, SF",HOU,81,35.3,0.03,-0.75,-0.73,3.21
211,212,"Devyn Marble, G",ORL,28,8.9,-1.3,0.55,-0.75,0.27
212,213,"Kent Bazemore, SF",ATL,75,27.8,0.5,-1.25,-0.76,2.34
213,214,"Cory Joseph, PG",TOR,80,25.6,-2.69,1.93,-0.76,2.13
214,215,"Solomon Hill, SF",IND,59,14.7,-0.55,-0.21,-0.76,0.95
215,216,"Trey Burke, PG",UTAH,64,21.3,-0.81,0.04,-0.77,1.39
216,217,"Andre Miller, PG",MIN/SA,39,11.8,-0.88,0.08,-0.8,0.44
217,218,"Tony Allen, SG",MEM,64,25.3,-2.17,1.35,-0.82,1.61
218,219,"Tim Hardaway Jr., SF",ATL,51,16.9,-0.67,-0.17,-0.83,0.88
219,220,"Zaza Pachulia, C",DAL,76,26.4,-2.48,1.64,-0.84,1.97
220,221,"Tyus Jones, PG",MIN,37,15.5,0.33,-1.16,-0.84,0.59
221,222,"Maurice Harkless, SF",POR,78,18.7,-0.43,-0.41,-0.84,1.49
222,223,"Luis Scola, F",TOR,76,21.5,-1.01,0.17,-0.84,1.59
223,224,"Josh Richardson, SG",MIA,52,21.3,-1.5,0.63,-0.87,1.06
224,225,"Mason Plumlee, C",POR,82,25.4,0.11,-1.01,-0.89,2.06
225,226,"Brandon Knight, PG",PHX,52,36.0,1.35,-2.26,-0.9,1.92
226,227,"Anthony Brown, F",LAL,29,20.7,-2.94,2.03,-0.91,0.57
227,228,"Shabazz Muhammad, F",MIN,82,20.5,0.1,-1.06,-0.95,1.57
228,229,"Leandro Barbosa, G",GS,68,15.9,0.41,-1.37,-0.96,1.03
229,230,"Bryce Dejean-Jones, SG",NO,14,19.9,-1.51,0.54,-0.96,0.25
230,231,"E'Twaun Moore, G",CHI,59,21.4,-1.1,0.12,-0.99,1.16
231,232,"Karl-Anthony Towns, C",MIN,82,32.0,1.58,-2.58,-1.0,2.43
232,233,"Amar'e Stoudemire, C",MIA,52,14.7,-1.79,0.79,-1.0,0.66
233,234,"Gerald Henderson, SG",POR,72,19.9,-1.57,0.57,-1.01,1.28
234,235,"Marcelinho Huertas, PG",LAL,53,16.4,-0.14,-0.88,-1.02,0.74
235,236,"David Lee, PF",BOS/DAL,55,16.4,0.1,-1.14,-1.04,0.8
236,237,"Joakim Noah, C",CHI,29,21.9,-1.19,0.16,-1.04,0.55
237,238,"CJ Miles, G",IND,64,22.9,0.36,-1.42,-1.06,1.31
238,239,"D.J. Augustin, G",OKC/DEN,62,19.0,0.85,-1.91,-1.07,1.01
239,240,"J.J. Barea, G",DAL,74,22.5,1.45,-2.51,-1.07,1.42
240,241,"Jason Thompson, PF",GS/TOR,47,10.0,-1.22,0.14,-1.08,0.39
241,242,"Ersan Ilyasova, PF",DET/ORL,74,25.4,-0.21,-0.88,-1.09,1.58
242,243,"T.J. McConnell, PG",PHI,81,19.8,0.65,-1.75,-1.1,1.37
243,244,"Shabazz Napier, G",ORL,55,10.9,-0.69,-0.42,-1.11,0.48
244,245,"Donald Sloan, G",BKN,61,21.6,0.11,-1.22,-1.11,1.07
245,246,"O.J. Mayo, SG",MIL,41,26.6,-2.02,0.9,-1.12,0.89
246,247,"Mike Muscala, C",ATL,60,9.4,-0.98,-0.13,-1.12,0.46
247,248,"Toney Douglas, PG",NO,61,20.7,1.51,-2.64,-1.13,1.05
248,249,"Michael Carter-Williams, G",MIL,54,30.5,-1.43,0.29,-1.14,1.33
249,250,"Spencer Hawes, PF",CHA,57,18.2,-1.31,0.16,-1.14,0.83
250,251,"Matt Barnes, SF",MEM,76,28.8,0.14,-1.29,-1.15,1.73
251,252,"Glenn Robinson III, F",IND,45,11.3,-1.51,0.36,-1.15,0.41
252,253,"Josh Smith, PF",LAC/HOU,55,16.0,-1.15,-0.0,-1.15,0.71
253,254,"Shaun Livingston, G",GS,78,19.5,-0.28,-0.89,-1.16,1.22
254,255,"Jabari Parker, PF",MIL,76,31.7,-0.55,-0.61,-1.16,1.87
255,256,"Andrew Goudelock, PG",HOU,8,6.3,-0.06,-1.11,-1.17,0.04
256,257,"Chris Copeland, SF",MIL,24,6.5,0.22,-1.39,-1.17,0.11
257,258,"Tyler Johnson, G",MIA,36,24.0,-2.24,1.07,-1.18,0.65
258,259,"Larry Nance Jr., PF",LAL,63,20.1,-2.87,1.69,-1.18,0.97
259,260,"Kirk Hinrich, SG",CHI/ATL,46,13.7,-2.83,1.65,-1.18,0.47
260,261,"Jordan Farmar, PG",MEM,12,24.3,-0.18,-1.0,-1.18,0.22
261,262,"Robin Lopez, C",NY,82,27.1,-1.81,0.61,-1.19,1.65
262,263,"Meyers Leonard, C",POR,61,21.9,0.06,-1.27,-1.21,1.0
263,264,"Miles Plumlee, C",MIL,61,14.3,-1.54,0.33,-1.21,0.65
264,265,"Evan Fournier, SG",ORL,79,32.5,0.91,-2.19,-1.29,1.79
265,266,"Paul Pierce, SF",LAC,68,18.1,-1.18,-0.11,-1.3,0.86
266,267,"Frank Kaminsky, PF",CHA,81,21.1,-1.87,0.57,-1.3,1.17
267,268,"Serge Ibaka, F",OKC,78,32.1,-0.66,-0.65,-1.31,1.75
268,269,"P.J. Tucker, PF",PHX,82,31.0,-2.39,1.07,-1.32,1.81
269,270,"Lance Stephenson, G",LAC/MEM,69,19.9,-0.53,-0.8,-1.32,0.94
270,271,"Darrell Arthur, F",DEN,70,21.7,-1.81,0.47,-1.34,1.01
271,272,"JaVale McGee, C",DAL,34,10.9,-1.63,0.25,-1.39,0.23
272,273,"Taj Gibson, F",CHI,73,26.5,-1.56,0.16,-1.4,1.2
273,274,"Salah Mejri, C",DAL,34,11.7,-1.95,0.55,-1.41,0.24
274,275,"Tony Parker, G",SA,72,27.5,-1.65,0.22,-1.43,1.15
275,276,"Dwyane Wade, G",MIA,74,30.5,-0.35,-1.09,-1.44,1.34
276,277,"Jonas Valanciunas, C",TOR,60,26.0,-0.3,-1.14,-1.44,0.9
277,278,"Jeremy Lin, G",CHA,78,26.3,-1.35,-0.1,-1.45,1.21
278,279,"Kyle O'Quinn, C",NY,65,11.8,-1.21,-0.25,-1.45,0.44
279,280,"Raul Neto, PG",UTAH,81,18.5,-2.39,0.94,-1.45,0.83
280,281,"Aron Baynes, C",DET,81,15.2,-1.12,-0.37,-1.49,0.7
281,282,"Mario Hezonja, F",ORL,79,17.9,-0.64,-0.86,-1.5,0.77
282,283,"Rudy Gay, SF",SAC,70,34.0,-0.0,-1.5,-1.5,1.4
283,284,"Jarrett Jack, G",BKN,32,32.1,-0.27,-1.24,-1.51,0.57
284,285,"Kobe Bryant, SF",LAL,66,28.2,1.31,-2.83,-1.52,1.02
285,286,"Marreese Speights, F",GS,72,11.6,-0.05,-1.49,-1.54,0.44
286,287,"Nemanja Bjelica, PF",MIN,60,17.9,-0.92,-0.62,-1.54,0.58
287,288,"Bismack Biyombo, C",TOR,82,22.0,-3.05,1.51,-1.54,0.9
288,289,"Hollis Thompson, F",PHI,77,28.0,0.88,-2.44,-1.56,1.17
289,290,"Justin Anderson, F",DAL,55,11.8,-1.91,0.35,-1.56,0.34
290,291,"Jerami Grant, SF",PHI,77,26.8,-1.7,0.13,-1.57,1.08
291,292,"Josh Huestis, F",OKC,5,11.0,-1.85,0.27,-1.58,0.03
292,293,"Thabo Sefolosha, F",ATL,75,23.4,-2.01,0.42,-1.59,0.9
293,294,"Mike Dunleavy, SG",CHI,31,22.7,-0.46,-1.14,-1.6,0.34
294,295,"Lamar Patterson, SG",ATL,35,11.3,-0.81,-0.79,-1.61,0.19
295,296,"John Jenkins, G",DAL/PHX,43,11.2,-0.28,-1.34,-1.62,0.24
296,297,"Cole Aldrich, C",LAC,60,13.3,-0.95,-0.69,-1.63,0.36
297,298,"Tarik Black, F",LAL,39,12.7,-2.74,1.1,-1.64,0.22
298,299,"Lucas Nogueira, C",TOR,29,7.8,-1.44,-0.23,-1.67,0.1
299,300,"Axel Toupane, SG",DEN,21,14.5,-1.0,-0.67,-1.67,0.14
300,301,"Cameron Payne, PG",OKC,57,12.2,-0.69,-0.99,-1.67,0.3
301,302,"Pablo Prigioni, PG",LAC,59,13.9,-2.08,0.4,-1.68,0.34
302,303,"Phil Pressey, PG",PHI/PHX,23,12.3,0.94,-2.62,-1.68,0.14
303,304,"Elijah Millsap, F",UTAH,20,8.7,-1.86,0.18,-1.68,0.07
304,305,"Luc Mbah a Moute, F",LAC,75,17.0,-3.47,1.77,-1.69,0.56
305,306,"DeMar DeRozan, SF",TOR,78,35.9,-0.95,-0.75,-1.7,1.14
306,307,"Alec Burks, SG",UTAH,31,25.7,-1.34,-0.41,-1.74,0.31
307,308,"Cory Jefferson, F",PHX,8,6.3,-2.12,0.36,-1.76,0.02
308,309,"Devin Booker, SG",PHX,76,27.7,0.67,-2.45,-1.78,0.8
309,310,"Marco Belinelli, G",SAC,68,24.6,-0.84,-0.98,-1.82,0.59
310,311,"Jose Calderon, G",NY,72,28.1,-0.87,-0.96,-1.82,0.66
311,312,"Michael Beasley, F",HOU,20,18.2,0.68,-2.51,-1.84,0.13
312,313,"Alan Williams, C",PHX,10,6.8,-0.65,-1.19,-1.84,0.02
313,314,"Jordan Clarkson, PG",LAL,79,32.3,-1.05,-0.81,-1.86,0.79
314,315,"Kris Humphries, PF",WSH/PHX/ATL,53,15.8,-0.64,-1.23,-1.87,0.26
315,316,"Willie Cauley-Stein, C",SAC,66,21.4,-0.49,-1.41,-1.9,0.41
316,317,"Tyson Chandler, C",PHX,66,24.5,-2.37,0.45,-1.92,0.44
317,318,"Josh McRoberts, PF",MIA,42,14.2,-1.27,-0.65,-1.92,0.15
