,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Tim Duncan, C",SA,66,33.4,2.82,5.11,7.93,15.89
1,2,"Andrei Kirilenko, SF",UTAH,41,32.9,1.90,4.59,6.49,8.34
2,3,"Manu Ginobili, G",SA,74,29.6,3.74,2.20,5.94,13.01
3,4,"Shaquille O'Neal, C",MIA,73,34.1,4.72,1.21,5.93,14.92
4,5,"Tracy McGrady, SG",HOU,78,40.8,3.46,1.74,5.20,17.46
5,6,"Dirk Nowitzki, F",DAL,78,38.7,4.19,0.99,5.18,17.47
6,7,"Kevin Garnett, PF",MIN,82,38.1,2.62,2.34,4.96,16.36
7,8,"LeBron James, SF",CLE,80,42.4,4.24,0.71,4.95,17.99
8,9,"Baron Davis, PG",NO/GS,46,34.4,5.49,-0.88,4.61,8.09
9,10,"Elton Brand, PF",LAC,81,37.0,1.56,2.95,4.51,14.79
10,11,"Rashard Lewis, PF",SEA,71,38.0,2.11,2.39,4.50,13.56
11,12,"Vince Carter, G",TOR/NJ,77,36.7,3.18,1.30,4.48,14.33
12,13,"Bobby Jackson, PG",SAC,25,21.4,3.65,0.64,4.30,2.62
13,14,"Paul Pierce, SF",BOS,82,36.1,3.15,1.02,4.16,14.90
14,15,"Shawn Marion, SG",PHX,81,38.8,3.59,0.48,4.07,15.57
15,16,"Brian Cook, PF",LAL,72,15.1,1.81,2.10,3.91,4.72
16,17,"Kobe Bryant, SF",LAL,66,40.7,4.13,-0.26,3.87,12.28
17,18,"Jason Kidd, PG",NJ,66,36.9,3.09,0.42,3.52,10.93
18,19,"Dikembe Mutombo, C",HOU,80,15.2,-2.58,6.06,3.48,5.16
19,20,"Brendan Haywood, C",WSH,68,27.4,-0.14,3.54,3.41,8.40
20,21,"Rasheed Wallace, PF",DET,79,34.0,-0.38,3.58,3.20,10.74
21,22,"Anderson Varejao, C",CLE,54,16.0,-0.08,3.24,3.16,3.52
22,23,"Mike James, PG",MIL/HOU,74,25.1,2.16,0.98,3.14,7.66
23,24,"Amar'e Stoudemire, C",PHX,80,36.1,4.69,-1.68,3.02,12.00
24,25,"Jeff Foster, PF",IND,61,26.1,-1.67,4.63,2.96,6.15
25,26,"Chauncey Billups, PG",DET,80,35.8,1.47,1.44,2.91,11.01
26,27,"Brad Miller, C",SAC,56,37.3,1.47,1.44,2.90,8.65
27,28,"Eddie Jones, SG",MIA,80,35.5,0.37,2.53,2.90,11.31
28,29,"Stephon Marbury, PG",NY,82,40.0,4.28,-1.39,2.88,13.12
29,30,"Shane Battier, SF",MEM,80,31.5,-0.95,3.51,2.56,9.23
30,31,"Reggie Miller, SG",IND,66,31.9,1.58,0.98,2.56,7.82
31,32,"Ray Allen, SG",SEA,78,39.3,3.95,-1.41,2.54,11.14
32,33,"Chris Andersen, PF",NO,67,21.3,-0.60,3.07,2.48,4.63
33,34,"Tony Parker, G",SA,80,34.2,1.41,1.06,2.47,10.11
34,35,"Yao Ming, C",HOU,80,30.6,0.49,1.86,2.34,8.83
35,36,"Damon Jones, PG",MIA,82,31.4,3.09,-0.79,2.30,9.40
36,37,"Donyell Marshall, PF",TOR,65,25.3,2.91,-0.62,2.30,6.16
37,38,"Andris Biedrins, C",GS,30,12.8,-0.05,2.31,2.26,1.36
38,39,"Keith Van Horn, PF",MIL/DAL,62,24.2,0.90,1.33,2.23,5.36
39,40,"Larry Hughes, SG",WSH,61,38.7,2.48,-0.28,2.20,8.79
40,41,"Zydrunas Ilgauskas, C",CLE,78,33.5,-0.01,2.16,2.15,9.03
41,42,"Jamaal Tinsley, PG",IND,40,32.5,2.31,-0.2,2.12,4.58
42,43,"Pau Gasol, PF",MEM,56,32.0,1.28,0.81,2.09,6.06
43,44,"Luol Deng, F",CHI,61,27.3,0.0,2.09,2.09,5.92
44,45,"Scott Padgett, PF",HOU,66,14.3,-0.52,2.53,2.01,3.18
45,46,"Gilbert Arenas, PG",WSH,80,40.9,4.61,-2.65,1.96,11.64
46,47,"Tyson Chandler, C",CHI,80,27.4,-1.21,3.12,1.91,7.6
47,48,"Ben Gordon, SG",CHI,82,24.4,1.72,0.18,1.9,7.02
48,49,"Erick Dampier, C",DAL,59,27.3,-0.61,2.5,1.9,5.41
49,50,"Sam Cassell, PG",MIN,59,25.8,2.56,-0.68,1.89,5.03
50,51,"Rasho Nesterovic, C",SA,70,25.5,-2.9,4.7,1.79,5.6
51,52,"Ben Wallace, PF",DET,74,36.1,-1.94,3.72,1.78,8.49
52,53,"Earl Watson, PG",MEM,80,22.6,-0.04,1.78,1.74,5.7
53,54,"Jason Williams, PG",MEM,71,27.5,2.09,-0.35,1.73,6.21
54,55,"Dwyane Wade, G",MIA,77,38.6,2.67,-1.01,1.65,9.52
55,56,"Othella Harrington, PF",CHI,70,18.2,-0.46,2.1,1.64,4.05
56,57,"Rafer Alston, PG",TOR,80,34.0,1.97,-0.38,1.59,8.81
57,58,"Steve Smith, SG",CHA/MIA,50,15.0,1.31,0.26,1.57,2.24
58,59,"Robert Horry, PF",SA,75,18.6,-0.88,2.43,1.55,4.34
59,60,"Mike Miller, SG",MEM,76,30.0,1.97,-0.43,1.54,7.1
60,61,"Tony Delk, PG",ATL,56,23.9,2.42,-0.88,1.53,4.16
61,62,"Mehmet Okur, C",UTAH,82,28.1,-0.06,1.57,1.51,7.06
62,63,"Jason Terry, G",DAL,80,30.0,2.82,-1.32,1.5,7.67
63,64,"Carlos Boozer, PF",UTAH,51,34.7,1.27,0.22,1.49,5.38
64,65,"Mike Bibby, PG",SAC,80,38.6,3.4,-1.92,1.48,9.75
65,66,"Fred Hoiberg, SG",MIN,76,16.7,0.75,0.72,1.47,4.3
66,67,"Metta World Peace, SF",IND,7,41.6,1.74,-0.29,1.46,0.94
67,68,"Jerome Williams, PF",NY,79,15.3,-1.23,2.69,1.46,3.63
68,69,"Brian Scalabrine, PF",NJ,54,21.6,-1.87,3.29,1.41,3.33
69,70,"Bobby Simmons, SF",LAC,75,37.3,-0.46,1.86,1.41,8.19
