,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Chris Paul, PG",LAC,62,35.0,4.58,3.89,8.47,17.24
1,2,"Stephen Curry, PG",GS,78,36.5,7.79,-1.26,6.53,18.76
2,3,"Kevin Durant, PF",OKC,81,38.5,6.17,-0.30,5.87,18.86
3,4,"James Harden, SG",HOU,73,38.0,6.00,-0.55,5.45,16.13
4,5,"Dirk Nowitzki, F",DAL,80,32.9,3.43,1.87,5.30,14.54
5,6,"LeBron James, SF",MIA,77,37.7,6.13,-0.89,5.25,15.56
6,7,"Kyle Lowry, PG",TOR,79,36.2,3.90,0.96,4.86,14.64
7,8,"Kevin Love, PF",MIN,77,36.3,5.34,-0.95,4.39,14.28
8,9,"Patty Mills, PG",SA,81,18.9,2.95,1.33,4.28,7.35
9,10,"Kawhi Leonard, SF",SA,66,29.1,1.36,2.87,4.23,9.25
10,11,"Danny Green, F",SA,68,24.3,1.38,2.81,4.19,7.85
11,12,"Goran Dragic, PG",PHX,76,35.1,3.68,0.47,4.15,12.78
12,13,"Paul George, F",IND,80,36.2,0.92,3.20,4.12,13.32
13,14,"Manu Ginobili, G",SA,68,22.8,5.14,-1.08,4.06,7.41
14,15,"Carmelo Anthony, PF",NY,77,38.7,2.41,1.59,4.00,13.26
15,16,"John Wall, PG",WSH,82,36.3,3.56,0.26,3.82,13.42
16,17,"Paul Pierce, SF",BKN,75,28.0,0.42,3.34,3.76,9.11
17,18,"Mario Chalmers, G",MIA,73,29.8,1.22,2.34,3.56,9.28
18,19,"Klay Thompson, SG",GS,81,35.4,2.74,0.80,3.54,12.75
19,20,"Russell Westbrook, PG",OKC,46,30.7,5.54,-2.07,3.47,6.27
20,21,"Joakim Noah, C",CHI,80,35.3,-0.25,3.62,3.37,11.32
21,22,"Eric Bledsoe, SG",PHX,43,32.9,1.15,2.10,3.25,5.89
22,23,"Matthew Dellavedova, PG",CLE,72,17.7,1.62,1.62,3.24,5.14
23,24,"Andre Iguodala, F",GS,63,32.4,0.98,2.19,3.17,8.54
24,25,"Kyle Korver, G",ATL,71,33.9,2.08,1.00,3.08,9.73
25,26,"Jae Crowder, PF",DAL,78,16.1,0.48,2.42,2.90,4.88
26,27,"Ryan Anderson, PF",NO,22,36.1,2.43,0.41,2.84,3.01
27,28,"Iman Shumpert, G",NY,74,26.5,-1.26,4.09,2.84,7.10
28,29,"Troy Daniels, G",HOU,5,15.0,4.23,-1.40,2.83,0.33
29,30,"Jrue Holiday, PG",NO,34,33.6,2.00,0.82,2.81,4.34
30,31,"Nate Robinson, PG",DEN,44,19.7,1.81,0.97,2.77,3.28
31,32,"Isaiah Thomas, G",SAC,72,34.7,3.04,-0.29,2.75,9.62
32,33,"Kemba Walker, PG",CHA,73,35.8,-0.40,3.14,2.74,9.50
33,34,"Channing Frye, F",PHX,82,28.2,1.81,0.83,2.64,8.59
34,35,"Matt Barnes, SF",LAC,63,27.5,2.33,0.10,2.43,6.38
35,36,"Josh McRoberts, PF",CHA,78,30.3,0.93,1.46,2.40,7.94
36,37,"Greivis Vasquez, PG",SAC/TOR,79,22.5,0.36,1.92,2.28,5.91
37,38,"Serge Ibaka, F",OKC,81,32.9,0.02,2.25,2.27,9.29
38,39,"Anthony Morrow, SG",NO,76,18.8,1.33,0.93,2.27,4.78
39,40,"LaMarcus Aldridge, C",POR,69,36.2,-0.21,2.46,2.25,8.59
40,41,"Vince Carter, G",DAL,81,24.4,1.45,0.77,2.21,6.76
41,42,"Trevor Ariza, SF",WSH,77,35.4,1.93,0.24,2.16,9.21
42,43,"Chris Johnson, SG",BOS,40,19.7,1.31,0.72,2.03,2.64
43,44,"JJ Redick, SG",LAC,35,28.2,2.88,-0.86,2.02,3.34
44,45,"David Lee, PF",GS,69,33.2,0.82,1.19,2.01,7.73
45,46,"Blake Griffin, PF",LAC,80,35.8,2.17,-0.16,2.01,9.57
46,47,"Deron Williams, PG",BKN,64,32.2,1.73,0.26,1.99,6.54
47,48,"Anderson Varejao, C",CLE,65,27.7,-0.94,2.93,1.99,5.68
48,49,"Zach Randolph, F",MEM,79,34.2,-1.14,3.09,1.95,8.24
49,50,"Nikola Pekovic, C",MIN,54,30.8,0.72,1.22,1.94,5.51
50,51,"Chris Bosh, PF",MIA,79,32.0,-0.27,2.19,1.92,7.93
51,52,"Nick Collison, F",OKC,81,16.7,-0.29,2.2,1.91,4.34
