,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Shaquille O'Neal, C",LAL,74,39.5,6.15,1.10,7.25,19.82
1,2,"John Stockton, G",UTAH,82,29.2,4.71,1.56,6.26,14.40
2,3,"Dirk Nowitzki, F",DAL,82,38.1,3.91,2.05,5.97,18.82
3,4,"Vince Carter, G",TOR,75,39.7,5.20,0.68,5.88,17.18
4,5,"Tracy McGrady, SG",ORL,77,40.1,4.22,1.64,5.86,18.49
5,6,"David Robinson, C",SA,80,29.6,0.84,5.00,5.84,13.43
6,7,"Tim Duncan, C",SA,82,38.7,1.76,3.89,5.65,17.57
7,8,"Rasheed Wallace, PF",POR,77,38.2,0.83,4.19,5.02,14.96
8,9,"Kobe Bryant, SF",LAL,68,40.9,4.00,0.69,4.69,14.29
9,10,"Shawn Marion, SG",PHX,79,36.2,0.90,3.67,4.57,14.33
10,11,"Tim Hardaway, G",MIA,77,33.9,2.72,1.52,4.24,11.89
11,12,"Gary Payton, PG",SEA,79,41.1,3.93,0.28,4.21,15.42
12,13,"Chris Webber, C",SAC,70,40.5,2.61,1.54,4.15,13.75
13,14,"Kevin Garnett, PF",MIN,81,39.5,2.06,2.04,4.10,14.87
14,15,"Baron Davis, PG",CHA,82,38.9,1.47,2.60,4.06,14.30
15,16,"Travis Best, PG",IND,77,31.9,0.75,3.25,4.00,11.07
16,17,"Shawn Bradley, C",DAL,82,24.4,-2.42,6.40,3.98,8.92
17,18,"Ray Allen, SG",MIL,82,38.2,4.35,-0.53,3.82,14.18
18,19,"Allen Iverson, SG",PHI,71,42.0,4.28,-0.66,3.61,13.35
19,20,"Dikembe Mutombo, C",ATL/PHI,75,34.5,-2.44,5.97,3.54,10.86
20,21,"Lindsey Hunter, SG",MIL,82,24.4,1.78,1.52,3.30,8.16
21,22,"Arvydas Sabonis, C",POR,61,21.3,-0.51,3.76,3.25,5.04
22,23,"Andre Miller, PG",CLE,82,34.7,2.53,0.63,3.17,11.39
23,24,"Scot Pollard, C",SAC,77,21.5,-1.62,4.70,3.08,6.45
24,25,"Karl Malone, PF",UTAH,81,35.7,2.77,0.30,3.07,11.29
25,26,"Steve Francis, PG",HOU,80,39.9,3.24,-0.43,2.81,11.98
26,27,"Darrel Armstrong, PG",ORL,75,36.9,3.44,-0.65,2.79,10.72
27,28,"Bryon Russell, SF",UTAH,78,31.7,-0.18,2.92,2.73,8.98
28,29,"Glen Rice, SF",NY,75,29.5,-0.32,2.98,2.67,7.68
29,30,"Stephon Marbury, PG",NJ,67,38.2,5.03,-2.44,2.59,9.41
30,31,"Lamar Odom, PF",LAC,76,37.3,1.29,1.21,2.50,9.80
31,32,"Matt Bullard, F",HOU,61,16.4,2.44,-0.02,2.42,3.37
32,33,"Terry Porter, G",SA,80,21.0,0.82,1.59,2.41,5.68
33,34,"Hakeem Olajuwon, C",HOU,58,26.6,-0.09,2.39,2.30,5.30
34,35,"Ben Wallace, PF",DET,80,34.5,-1.46,3.75,2.29,9.81
35,36,"Donyell Marshall, PF",UTAH,81,28.7,1.96,0.25,2.21,7.79
36,37,"Jerry Stackhouse, SF",DET,80,40.2,4.23,-2.03,2.20,11.31
37,38,"Danny Fortson, C",GS,6,33.8,2.67,-0.49,2.19,0.73
38,39,"Toni Kukoc, SF",PHI/ATL,65,24.6,2.50,-0.32,2.18,5.40
39,40,"Danny Manning, F",UTAH,82,15.9,-0.83,2.99,2.16,4.11
40,41,"Jermaine O'Neal, C",IND,81,32.6,-1.19,3.33,2.14,8.6
41,42,"Bobby Jackson, PG",SAC,79,20.9,-1.21,3.32,2.1,5.34
42,43,"Scott Williams, C",MIL,66,19.3,-1.0,3.02,2.02,4.08
43,44,"Jason Kidd, PG",PHX,77,39.8,1.58,0.44,2.01,10.08
44,45,"Terrell Brandon, PG",MIN,78,36.2,2.22,-0.23,2.0,9.13
45,46,"Paul Pierce, SF",BOS,82,38.0,3.42,-1.48,1.94,10.35
46,47,"Antonio McDyess, PF",DEN,70,36.5,1.03,0.85,1.88,8.18
47,48,"Michael Finley, SG",DAL,82,42.0,2.31,-0.45,1.86,11.02
48,49,"Derek Anderson, SG",SA,82,34.9,1.27,0.54,1.8,8.74
49,50,"Eddie Jones, SG",MIA,63,36.2,0.33,1.48,1.8,6.76
50,51,"Will Perdue, C",POR,13,4.5,0.76,1.02,1.78,0.16
51,52,"Damon Stoudamire, PG",POR,82,32.4,1.4,0.31,1.71,7.9
52,53,"Cal Bowdler, F",ATL,44,8.5,0.2,1.35,1.55,1.09
53,54,"Nick Van Exel, PG",DEN,71,37.9,3.04,-1.53,1.51,7.89
54,55,"Cuttino Mobley, SG",HOU,79,38.0,1.3,0.18,1.48,8.58
55,56,"Anfernee Hardaway, SF",PHX,4,28.0,1.66,-0.19,1.48,0.33
56,57,"Mahmoud Abdul-Rauf, G",VAN,41,11.9,2.37,-0.93,1.44,1.33
57,58,"Quentin Richardson, SF",LAC,76,17.9,1.92,-0.51,1.41,3.71
58,59,"A.C. Green, F",MIA,82,17.2,-2.86,4.22,1.36,3.72
59,60,"Tim Thomas, PF",MIL,76,27.4,1.35,-0.07,1.28,5.82
60,61,"Allan Houston, SG",NY,78,36.6,-0.69,1.95,1.26,7.37
61,62,"Marcus Camby, C",NY,63,33.8,-0.46,1.71,1.26,5.48
62,63,"Brent Barry, SG",SEA,67,26.5,2.08,-0.83,1.25,4.89
63,64,"Ruben Patterson, PF",SEA,76,27.1,1.89,-0.65,1.23,5.65
64,65,"Erick Strickland, PG",NY/VAN,50,16.6,-1.5,2.7,1.2,2.15
65,66,"Ryan Bowen, SF",DEN,57,12.2,-0.28,1.39,1.11,1.82
66,67,"Corliss Williamson, PF",TOR/DET,69,24.4,-0.6,1.7,1.09,4.45
67,68,"Jamal Mashburn, SF",CHA,76,39.3,1.2,-0.12,1.08,7.71
68,69,"Clifford Robinson, PF",PHX,82,33.5,0.71,0.37,1.08,7.26
69,70,"Antoine Walker, PF",BOS,81,41.9,3.48,-2.42,1.06,9.18
70,71,"Rodney Rogers, SF",PHX,82,26.6,0.34,0.72,1.06,5.79
71,72,"Anthony Goldwire, PG",DEN,20,10.1,2.22,-1.17,1.05,0.51
72,73,"Rashard Lewis, PF",SEA,78,34.9,1.9,-0.86,1.05,7.16
73,74,"Fred Hoiberg, SG",CHI,74,30.4,0.34,0.71,1.05,5.68
74,75,"Derek Fisher, PG",LAL,20,35.5,0.4,0.63,1.03,1.86
75,76,"Mookie Blaylock, G",GS,69,34.1,0.88,0.15,1.02,6.31
76,77,"Kurt Thomas, PF",NY,77,27.6,-0.54,1.46,0.92,5.07
77,78,"Mario Elie, NA",,--,--,-1.87,2.78,0.91,3.74
78,79,"Aaron McKie, SG",PHI,76,31.5,0.85,0.05,0.9,6.14
79,80,"Rick Fox, SF",LAL,82,27.9,1.08,-0.22,0.85,5.71
80,81,"Bo Outlaw, PF",ORL,80,31.7,0.38,0.47,0.85,6.4
81,82,"Alonzo Mourning, C",MIA,13,23.5,0.94,-0.13,0.81,0.69
82,83,"Jerome Kersey, F",MIL,22,11.0,-1.69,2.5,0.81,0.58
83,84,"Steve Smith, SG",POR,81,31.4,0.96,-0.17,0.79,6.0
84,85,"Sam Perkins, C",IND,64,15.6,-1.36,2.11,0.75,2.28
85,86,"Larry Robinson, G",ATL/CLE,34,18.6,-0.21,0.95,0.74,1.51
86,87,"Vlade Divac, C",SAC,81,29.9,0.84,-0.11,0.73,5.96
87,88,"Moochie Norris, PG",HOU,82,20.2,0.31,0.42,0.73,3.85
88,89,"Scottie Pippen, SF",POR,64,33.3,0.14,0.59,0.73,4.91
89,90,"Earl Boykins, PG",LAC,10,14.9,2.03,-1.31,0.72,0.36
90,91,"Hersey Hawkins, G",CHA,59,11.5,-0.63,1.34,0.71,1.48
91,92,"Doug Christie, SG",SAC,81,36.3,0.45,0.24,0.7,7.22
92,93,"Carlos Rogers, F",HOU,39,13.9,0.78,-0.09,0.69,1.24
93,94,"Kelvin Cato, C",HOU,35,17.8,-1.47,2.15,0.68,1.42
94,95,"Vladimir Stepania, C",NJ,29,9.7,-2.18,2.86,0.68,0.63
95,96,"Khalid El-Amin, G",CHI,50,18.7,-0.25,0.89,0.64,2.14
96,97,"Jud Buechler, G",DET,57,12.9,-0.64,1.23,0.58,1.71
97,98,"Darrick Martin, PG",SAC,31,5.7,1.94,-1.36,0.58,0.37
98,99,"Matt Maloney, G",ATL,55,25.5,-1.36,1.9,0.54,3.14
99,100,"Todd MacCulloch, C",PHI,63,9.5,1.16,-0.64,0.53,1.3
100,101,"Scott Burrell, G",CHA,4,10.3,0.9,-0.38,0.52,0.09
101,102,"Mitch Richmond, G",WSH,37,32.9,0.88,-0.36,0.52,2.78
102,103,"James Posey, SF",DEN,82,27.5,0.01,0.49,0.5,5.1
103,104,"Antonio Davis, PF",TOR,78,35.0,-0.59,1.08,0.5,5.98
104,105,"Peja Stojakovic, SF",SAC,75,38.7,2.12,-1.63,0.5,6.69
105,106,"Greg Buckner, SG",DAL,37,22.2,-1.01,1.51,0.49,1.8
106,107,"Bruce Bowen, SF",MIA,82,32.7,-3.04,3.53,0.49,5.63
107,108,"Dale Davis, PF",POR,81,26.7,-0.97,1.43,0.46,4.54
108,109,"Dan Majerle, G",MIA,53,24.6,-1.62,2.07,0.46,2.72
109,110,"Sean Elliott, F",SA,52,23.6,-1.35,1.8,0.45,2.62
110,111,"Latrell Sprewell, SG",NY,77,39.2,-1.67,2.1,0.44,6.25
111,112,"Scott Padgett, PF",UTAH,27,4.7,0.79,-0.37,0.42,0.27
112,113,"Trajan Langdon, SG",CLE,65,17.2,-0.28,0.7,0.41,2.39
113,114,"Tony Battie, C",BOS,40,21.1,-1.32,1.69,0.37,1.87
114,115,"Eddie Robinson, SF",CHA,67,17.9,-0.43,0.79,0.36,2.41
115,116,"Jerome Williams, PF",DET/TOR,59,20.0,-1.03,1.39,0.35,2.53
116,117,"Theo Ratliff, C",PHI,50,36.0,-2.21,2.52,0.31,3.91
117,118,"Charlie Ward, PG",NY,61,24.5,1.02,-0.72,0.29,3.03
118,119,"Pat Garrity, PF",ORL,76,20.8,-0.44,0.72,0.28,3.32
119,120,"Antawn Jamison, PF",GS,82,41.4,2.29,-2.02,0.27,7.32
120,121,"Eric Snow, PG",PHI,50,34.8,-0.62,0.89,0.26,3.7
121,122,"Pepe Sanchez, G",PHI/ATL,29,5.2,-0.36,0.62,0.26,0.3
122,123,"Alvin Williams, PG",TOR,82,29.2,0.95,-0.71,0.24,4.9
123,124,"Shammond Williams, PG",SEA,69,17.9,1.2,-0.96,0.23,2.53
124,125,"Chris Carr, G",BOS,35,8.8,1.66,-1.43,0.23,0.65
125,126,"Evan Eschmeyer, C",NJ,74,18.0,-1.8,2.02,0.22,2.68
126,127,"Walt Williams, F",HOU,72,22.0,-0.19,0.39,0.2,3.17
127,128,"Jason Terry, G",ATL,82,37.7,2.14,-1.94,0.2,6.47
128,129,"Jeff Foster, PF",IND,71,16.2,-2.14,2.3,0.16,2.31
129,130,"Darius Miles, SF",LAC,81,26.3,-1.14,1.28,0.14,4.25
130,131,"Eric Piatkowski, SG",LAC,81,26.5,1.48,-1.39,0.09,4.15
131,132,"Wally Szczerbiak, SG",MIN,82,34.8,0.65,-0.56,0.09,5.6
132,133,"Popeye Jones, PF",WSH,45,14.2,-0.51,0.59,0.08,1.25
133,134,"Danny Ferry, F",SA,80,21.1,-0.73,0.8,0.07,3.18
134,135,"Jalen Rose, SG",IND,72,40.9,0.37,-0.32,0.05,5.64
135,136,"Raef LaFrentz, C",DEN,78,31.5,0.32,-0.3,0.02,4.77
136,137,"Mark Jackson, PG",TOR/NY,83,31.2,0.68,-0.66,0.02,4.81
137,138,"Zydrunas Ilgauskas, C",CLE,24,25.7,-1.88,1.86,-0.02,1.11
138,139,"Ervin Johnson, C",MIL,82,24.2,-2.31,2.29,-0.03,3.67
139,140,"Steve Nash, PG",DAL,70,34.1,3.26,-3.34,-0.07,4.54
140,141,"Grant Hill, SF",ORL,4,33.3,0.84,-0.92,-0.08,0.27
141,142,"Horace Grant, C",LAL,77,31.0,-0.57,0.49,-0.09,4.38
142,143,"Tyrone Nesby, F",LAC/WSH,62,25.1,-1.06,0.97,-0.09,2.85
143,144,"Andrew DeClercq, C",ORL,67,13.5,-0.71,0.61,-0.1,1.6
144,145,"Sam Cassell, PG",MIL,76,35.6,2.62,-2.75,-0.13,5.04
145,146,"Lee Nailon, SF",CHA,42,11.2,-1.64,1.47,-0.17,0.76
146,147,"Derrick Dial, SG",SA,33,6.3,1.11,-1.29,-0.18,0.34
147,148,"Olumide Oyedeji, C",SEA,30,7.4,-2.9,2.68,-0.22,0.35
148,149,"Avery Johnson, PG",SA,55,23.5,-1.2,0.97,-0.23,2.16
149,150,"Rafer Alston, PG",MIL,37,7.8,1.09,-1.33,-0.24,0.47
150,151,"P.J. Brown, PF",CHA,80,35.1,-1.86,1.63,-0.24,4.76
151,152,"Nick Anderson, F",SAC,21,8.0,-1.43,1.17,-0.26,0.28
152,153,"Corey Maggette, SF",LAC,69,19.7,0.78,-1.05,-0.26,2.36
153,154,"Anthony Peeler, SG",MIN,75,28.3,0.6,-0.88,-0.28,3.65
154,155,"Mikki Moore, C",DET,81,14.2,-2.0,1.72,-0.28,1.97
155,156,"Othella Harrington, PF",VAN/NY,74,24.5,-2.33,2.05,-0.28,3.04
156,157,"Gary Grant, G",POR,4,4.3,0.41,-0.71,-0.3,0.03
157,158,"Sam Jacobson, G",MIN,14,4.2,-0.19,-0.11,-0.31,0.09
158,159,"Damon Jones, PG",VAN,71,19.9,1.27,-1.58,-0.31,2.35
159,160,"Adrian Griffin, G",BOS,44,8.6,-1.65,1.33,-0.33,0.62
160,161,"Don Reid, F",ORL,65,11.8,-1.07,0.73,-0.34,1.29
161,162,"Brian Grant, PF",MIA,82,33.8,-1.58,1.24,-0.34,4.42
162,163,"Chris Childs, G",NY/TOR,77,24.1,-2.83,2.45,-0.38,2.87
163,164,"Ricky Davis, SG",MIA,7,10.0,-0.98,0.6,-0.38,0.11
164,165,"Elton Brand, PF",CHI,74,39.3,0.44,-0.83,-0.39,4.69
165,166,"Chris Gatling, C",CLE,74,22.6,0.6,-0.99,-0.39,2.73
166,167,"Tony Delk, PG",PHX,82,27.9,0.62,-1.02,-0.4,3.83
167,168,"Eric Williams, PF",BOS,81,21.5,-1.18,0.75,-0.43,2.89
168,169,"Cedric Ceballos, F",DET/MIA,40,14.0,1.26,-1.73,-0.46,0.83
169,170,"Nazr Mohammed, C",PHI/ATL,58,15.7,0.76,-1.26,-0.5,1.46
170,171,"David Wesley, SG",CHA,82,37.9,0.19,-0.69,-0.5,4.75
171,172,"Larry Hughes, SG",GS,50,36.9,0.19,-0.7,-0.5,3.01
172,173,"Keith Van Horn, PF",NJ,49,35.4,1.28,-1.82,-0.55,2.65
173,174,"Dion Glover, SG",ATL,57,16.3,-0.42,-0.14,-0.56,1.44
174,175,"Jaren Jackson, G",SA,16,7.1,0.21,-0.76,-0.56,0.17
175,176,"Quincy Lewis, SG",UTAH,35,11.5,-2.14,1.57,-0.57,0.57
176,177,"Robert Traylor, PF",CLE,70,17.3,-1.33,0.75,-0.58,1.8
177,178,"Charles Oakley, PF",TOR,78,35.5,-2.3,1.7,-0.6,4.1
178,179,"Reggie Miller, SG",IND,81,39.3,2.07,-2.66,-0.6,4.78
179,180,"Ray Weathers, NA",,--,--,-1.28,0.67,-0.61,4.09
180,181,"Metta World Peace, SF",CHI,76,31.1,-1.12,0.51,-0.61,3.44
181,182,"Paul McPherson, G",PHX/GS,55,10.8,0.2,-0.83,-0.63,0.88
182,183,"Chauncey Billups, PG",MIN,77,23.2,0.65,-1.29,-0.64,2.56
183,184,"Greg Anthony, G",POR,58,14.8,-0.02,-0.67,-0.68,1.17
184,185,"Bonzi Wells, SG",POR,75,26.6,0.66,-1.35,-0.69,2.78
185,186,"Anthony Mason, F",MIA,80,40.7,-2.13,1.44,-0.69,4.46
186,187,"Voshon Lenard, SG",DEN,80,29.1,0.67,-1.38,-0.71,3.37
187,188,"Lucious Harris, SG",NJ,73,28.4,-0.1,-0.65,-0.75,2.9
188,189,"Morris Peterson, SG",TOR,80,22.6,0.8,-1.55,-0.75,2.48
189,190,"Sean Rooks, C",LAC,82,18.9,-1.99,1.24,-0.76,2.13
190,191,"Chris Whitney, PG",WSH,59,26.0,1.03,-1.81,-0.77,2.13
191,192,"Howard Eisley, PG",DAL,82,29.6,0.09,-0.86,-0.78,3.4
192,193,"A.J. Guyton, G",CHI,33,19.1,-0.83,0.04,-0.79,0.81
193,194,"Greg Ostertag, C",UTAH,81,18.4,-2.59,1.79,-0.81,1.92
194,195,"Michael Doleac, C",ORL,77,18.2,-1.97,1.16,-0.81,1.89
195,196,"Rod Strickland, PG",WSH/POR,54,25.4,0.01,-0.82,-0.81,1.87
196,197,"Desmond Mason, SF",SEA,78,19.5,-1.24,0.42,-0.82,2.0
197,198,"Walter McCarty, PF",BOS,60,8.0,-0.11,-0.73,-0.84,0.65
198,199,"Matt Geiger, C",PHI,35,15.5,-1.42,0.58,-0.84,0.72
199,200,"Bryant Reeves, C",VAN,75,24.4,-1.9,1.05,-0.85,2.42
200,201,"Bryant Stith, G",BOS,78,32.1,-0.69,-0.16,-0.85,3.42
201,202,"Elden Campbell, C",CHA,78,30.0,-1.59,0.73,-0.86,2.96
