,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Nikola Jokic, C",DEN,74,33.5,5.16,6.62,11.78,26.12
1,2,"Joel Embiid, C",PHI,68,33.8,4.31,5.52,9.83,21.16
2,3,"Stephen Curry, PG",GS,64,34.5,5.17,4.31,9.48,20.62
3,4,"Jayson Tatum, SF",BOS,76,35.9,3.22,5.74,8.96,24.17
4,5,"Giannis Antetokounmpo, PF",MIL,67,32.9,6.51,1.67,8.18,20.10
5,6,"Rudy Gobert, C",UTAH,66,32.1,-0.05,8.00,7.95,16.91
6,7,"Trae Young, PG",ATL,76,34.9,5.74,1.21,6.95,19.90
7,8,"Chris Paul, PG",PHX,65,32.9,1.74,4.93,6.66,15.76
8,9,"Luka Doncic, PG",DAL,65,35.4,5.59,0.90,6.50,17.16
9,10,"Mike Conley, PG",UTAH,72,28.6,0.39,5.84,6.23,13.80
10,11,"Donovan Mitchell, SG",UTAH,67,33.8,4.81,1.35,6.16,16.11
11,12,"Jaren Jackson Jr., PF",MEM,78,27.3,-0.09,6.23,6.14,14.81
12,13,"LeBron James, SF",LAL,56,37.2,5.02,1.07,6.09,15.49
13,14,"Kevin Durant, PF",BKN,55,37.2,3.68,2.39,6.07,14.21
14,15,"Al Horford, C",BOS,69,29.1,-0.99,6.93,5.94,13.46
15,16,"Kristaps Porzingis, C",DAL/WSH,51,29.0,2.51,3.34,5.85,10.12
16,17,"Desmond Bane, SG",MEM,76,29.8,0.74,4.69,5.43,14.95
17,18,"Clint Capela, C",ATL,74,27.6,-2.28,7.66,5.38,12.78
18,19,"Fred VanVleet, PG",TOR,65,37.9,1.33,3.89,5.22,15.49
19,20,"Jaylen Brown, SG",BOS,66,33.6,2.08,3.08,5.16,14.13
20,21,"Pascal Siakam, PF",TOR,68,37.9,-0.12,5.24,5.11,16.11
21,22,"Karl-Anthony Towns, C",MIN,74,33.4,3.08,1.93,5.01,16.25
22,23,"Devin Booker, SG",PHX,68,34.5,3.08,1.85,4.93,14.95
23,24,"Darius Garland, PG",CLE,68,35.7,2.17,2.71,4.88,15.11
24,25,"Robert Williams III, C",BOS,61,29.6,-0.93,5.74,4.82,10.85
25,26,"Domantas Sabonis, PF",IND/SAC,62,34.5,0.88,3.93,4.81,12.99
26,27,"D'Angelo Russell, PG",MIN,65,32.0,2.74,2.00,4.74,12.74
27,28,"Dejounte Murray, SG",SA,68,34.8,2.30,2.44,4.74,15.28
28,29,"James Harden, SG",BKN/PHI,65,37.2,3.37,1.25,4.62,14.91
29,30,"Duncan Robinson, F",MIA,79,25.9,0.75,3.82,4.57,11.75
30,31,"Monte Morris, PG",DEN,75,29.9,-1.34,5.89,4.55,12.51
31,32,"Miles Bridges, SF",CHA,80,35.5,1.16,3.34,4.51,17.04
32,33,"Jae Crowder, PF",PHX,67,28.1,-2.29,6.79,4.50,10.80
33,34,"Bam Adebayo, C",MIA,56,32.6,-1.19,5.64,4.45,10.38
34,35,"LaMelo Ball, PG",CHA,75,32.3,2.67,1.76,4.43,14.36
35,36,"Terry Rozier, SG",CHA,73,33.7,1.83,2.49,4.32,14.62
36,37,"Mitchell Robinson, C",NY,72,25.7,-0.74,4.98,4.25,10.58
37,38,"Kyle Lowry, PG",MIA,63,33.9,0.63,3.59,4.23,12.06
38,39,"Jimmy Butler, SF",MIA,57,33.9,1.71,2.48,4.19,11.02
39,40,"Jonas Valanciunas, C",NO,74,30.3,-0.19,4.29,4.10,12.88
40,41,"Nikola Vucevic, C",CHI,73,33.1,-0.52,4.6,4.08,14.12
41,42,"Aaron Gordon, PF",DEN,75,31.7,-1.08,5.16,4.08,12.85
42,43,"Jarrett Allen, C",CLE,56,32.3,-0.49,4.52,4.03,10.23
43,44,"DeMar DeRozan, SF",CHI,76,36.1,1.03,2.85,3.87,15.47
44,45,"Wendell Carter Jr., C",ORL,62,29.9,0.52,3.3,3.81,10.3
45,46,"Gary Trent Jr., SG",TOR,70,35.0,-0.85,4.58,3.73,12.76
46,47,"Mikal Bridges, SF",PHX,82,34.8,-1.2,4.91,3.71,15.77
47,48,"Reggie Jackson, PG",LAC,75,31.2,-0.69,4.36,3.67,12.48
48,49,"Andrew Wiggins, SF",GS,73,31.9,-0.7,4.34,3.64,12.64
49,50,"Shai Gilgeous-Alexander, PG",OKC,56,34.7,2.49,1.13,3.61,10.72
50,51,"Myles Turner, C",IND,42,29.4,0.38,3.23,3.61,6.39
51,52,"Will Barton, G",DEN,71,32.1,-1.4,4.99,3.59,11.64
52,53,"Jusuf Nurkic, C",POR,56,28.2,-0.79,4.22,3.43,8.26
53,54,"Tyrese Maxey, PG",PHI,75,35.3,-1.31,4.74,3.43,13.33
54,55,"Anthony Edwards, SG",MIN,72,34.3,1.99,1.4,3.38,13.3
55,56,"Ja Morant, PG",MEM,57,33.1,4.33,-1.05,3.28,10.28
56,57,"Tobias Harris, PF",PHI,73,34.8,-1.61,4.77,3.16,12.36
57,58,"Saddiq Bey, SF",DET,82,33.0,-0.79,3.92,3.14,13.5
58,59,"Christian Wood, F",HOU,68,30.8,1.08,2.06,3.13,11.04
59,60,"Paul George, F",LAC,31,34.7,2.49,0.65,3.13,5.63
60,61,"Evan Mobley, PF",CLE,69,33.8,-3.17,6.28,3.11,11.36
61,62,"Kevon Looney, F",GS,82,21.1,-3.7,6.8,3.1,8.08
62,63,"Anthony Davis, PF",LAL,40,35.1,0.88,2.14,3.02,7.36
63,64,"Dwight Powell, C",DAL,82,21.9,-0.94,3.96,3.02,8.57
64,65,"John Collins, PF",ATL,54,30.8,-0.16,3.16,3.0,8.13
65,66,"CJ McCollum, SG",POR/NO,62,34.6,2.04,0.95,2.99,10.89
66,67,"Zach LaVine, SG",CHI,67,34.7,2.64,0.34,2.98,11.91
67,68,"Marcus Smart, PG",BOS,71,32.3,-0.59,3.56,2.97,11.22
68,69,"Evan Fournier, SG",NY,80,29.5,-0.6,3.53,2.94,11.32
69,70,"Deandre Ayton, C",PHX,58,29.5,-1.26,4.19,2.94,8.17
70,71,"Khris Middleton, SF",MIL,66,32.4,2.35,0.55,2.9,11.26
71,72,"Ivica Zubac, C",LAC,76,24.4,-2.55,5.42,2.87,8.47
72,73,"Dorian Finney-Smith, PF",DAL,80,33.1,-1.43,4.26,2.83,12.75
73,74,"Nicolas Batum, PF",LAC,59,24.8,-0.95,3.76,2.81,7.0
74,75,"Bojan Bogdanovic, SF",UTAH,69,30.9,0.81,1.9,2.71,10.1
75,76,"Tyrese Haliburton, PG",SAC/IND,77,35.0,0.41,2.29,2.7,13.25
76,77,"Steven Adams, C",MEM,76,26.3,-1.78,4.43,2.65,9.54
77,78,"Scottie Barnes, SF",TOR,74,35.4,-2.13,4.75,2.62,12.02
78,79,"Mason Plumlee, C",CHA,73,24.6,-2.44,5.05,2.62,7.96
79,80,"Klay Thompson, SG",GS,32,29.4,2.87,-0.29,2.58,4.06
80,81,"Russell Westbrook, PG",LAL,78,34.3,-0.44,2.98,2.54,12.97
81,82,"Patrick Beverley, PG",MIN,58,25.4,0.39,2.05,2.44,6.72
82,83,"Kyrie Irving, PG",BKN,29,37.7,3.38,-1.04,2.35,4.63
83,84,"Bobby Portis, F",MIL,72,28.2,0.34,2.0,2.34,10.05
84,85,"Mo Bamba, C",ORL,71,25.7,-1.72,4.03,2.31,8.04
85,86,"Jrue Holiday, PG",MIL,67,32.9,2.32,-0.1,2.22,11.08
86,87,"Jordan Poole, SG",GS,76,30.0,2.7,-0.54,2.16,10.82
87,88,"Brandon Ingram, SF",NO,55,34.0,1.47,0.68,2.15,8.37
88,89,"Devonte' Graham, PG",NO,76,28.4,0.26,1.89,2.15,9.81
89,90,"Lauri Markkanen, PF",CLE,61,30.8,0.33,1.78,2.1,8.29
90,91,"Seth Curry, SG",PHI/BKN,64,33.3,-0.57,2.67,2.1,9.14
91,92,"Jae'Sean Tate, SF",HOU,78,26.4,-1.41,3.49,2.08,8.83
92,93,"Derrick White, PG",SA/BOS,75,29.3,0.87,1.18,2.05,10.27
93,94,"Josh Hart, SG",NO/POR,54,33.2,0.25,1.8,2.05,7.87
94,95,"OG Anunoby, SF",TOR,48,36.0,-0.58,2.62,2.04,7.06
95,96,"Spencer Dinwiddie, PG",WSH/DAL,67,29.6,0.63,1.34,1.97,8.54
96,97,"Jakob Poeltl, C",SA,68,29.0,-0.49,2.46,1.96,8.56
97,98,"Kentavious Caldwell-Pope, SG",WSH,77,30.2,-2.36,4.29,1.93,9.74
98,99,"Damian Lillard, PG",POR,29,36.4,4.71,-2.86,1.86,4.63
99,100,"P.J. Tucker, PF",MIA,71,27.9,-3.77,5.62,1.84,7.78
100,101,"Kyle Kuzma, SF",WSH,66,33.4,-0.5,2.32,1.82,9.18
101,102,"Jerami Grant, SF",DET,47,31.9,-0.2,1.99,1.79,5.97
102,103,"Malcolm Brogdon, PG",IND,36,33.5,2.08,-0.32,1.76,4.82
103,104,"Royce O'Neale, PF",UTAH,77,31.2,-2.33,4.08,1.76,9.87
104,105,"Harrison Barnes, SF",SAC,77,33.6,-0.38,2.12,1.74,11.06
105,106,"Keldon Johnson, SF",SA,75,31.9,-0.14,1.84,1.71,10.31
106,107,"Julius Randle, PF",NY,72,35.3,0.02,1.62,1.64,10.59
107,108,"Bogdan Bogdanovic, SG",ATL,63,29.3,1.89,-0.25,1.64,7.9
108,109,"Franz Wagner, SF",ORL,79,30.7,-1.72,3.32,1.6,9.92
109,110,"Kevin Porter Jr., G",HOU,61,31.3,0.58,0.9,1.47,7.48
110,111,"Luguentz Dort, G",OKC,51,32.6,-0.13,1.41,1.29,6.4
111,112,"Jalen Brunson, PG",DAL,79,31.9,-0.14,1.34,1.2,9.94
112,113,"Andre Drummond, C",PHI/BKN,73,19.7,-1.29,2.44,1.15,5.61
113,114,"Matisse Thybulle, SG",PHI,66,25.5,-2.49,3.64,1.15,6.18
114,115,"Grayson Allen, SG",MIL,66,27.3,-0.07,1.21,1.14,7.15
115,116,"Robert Covington, PF",POR/LAC,71,27.3,-2.11,3.24,1.13,7.62
116,117,"RJ Barrett, SG",NY,70,34.5,-0.39,1.5,1.1,9.05
117,118,"Dillon Brooks, SF",MEM,32,27.7,1.52,-0.42,1.1,3.23
118,119,"Josh Giddey, SG",OKC,54,31.5,-1.56,2.54,0.98,6.09
119,120,"Kevin Huerter, SG",ATL,74,29.6,-0.95,1.86,0.91,7.87
120,121,"Jarred Vanderbilt, PF",MIN,74,25.4,-2.92,3.81,0.89,6.79
121,122,"Gary Payton II, SG",GS,71,17.6,1.15,-0.29,0.86,5.17
122,123,"Cade Cunningham, PG",DET,64,32.6,-0.86,1.66,0.8,7.13
123,124,"Cole Anthony, PG",ORL,65,31.7,0.08,0.59,0.67,7.15
124,125,"Jeff Green, PF",DEN,75,24.7,-1.99,2.59,0.6,5.93
125,126,"DeMarcus Cousins, C",MIL/DEN,48,14.9,2.21,-1.61,0.6,2.7
126,127,"Terence Davis, SG",SAC,30,17.9,2.54,-2.02,0.52,2.13
127,128,"Daniel Gafford, C",WSH,72,20.1,-0.66,1.13,0.46,4.69
128,129,"Herbert Jones, SF",NO,78,29.9,-2.84,3.29,0.46,7.89
129,130,"Lindy Waters III, F",OKC,25,18.6,2.54,-2.15,0.39,1.83
130,131,"Caris LeVert, SG",IND/CLE,58,30.7,0.35,0.04,0.39,5.71
131,132,"Tyus Jones, PG",MEM,73,21.2,0.63,-0.26,0.37,5.52
132,133,"Otto Porter Jr., SF",GS,63,22.1,0.15,0.21,0.36,5.23
133,134,"Justin Holiday, SF",IND/SAC,74,27.8,-1.81,2.1,0.29,6.36
134,135,"De'Aaron Fox, PG",SAC,59,35.3,1.69,-1.45,0.24,6.99
135,136,"Moritz Wagner, C",ORL,63,15.2,3.65,-3.44,0.22,3.58
136,137,"Draymond Green, PF",GS,46,28.9,-1.55,1.66,0.11,4.06
137,138,"Isaiah Roby, F",OKC,45,21.1,-0.17,0.26,0.09,2.87
138,139,"Mike Muscala, C",OKC,43,13.8,2.45,-2.4,0.06,2.29
139,140,"Bradley Beal, SG",WSH,40,36.0,1.76,-1.71,0.05,4.43
140,141,"Gabe Vincent, PG",MIA,68,23.4,-0.72,0.75,0.03,4.83
141,142,"Alec Burks, SG",NY,81,28.6,-1.26,1.27,0.01,7.29
142,143,"Patty Mills, PG",BKN,81,29.0,-1.24,1.2,-0.03,7.24
143,144,"Kelly Oubre Jr., SG",CHA,76,26.3,3.13,-3.22,-0.09,6.65
144,145,"Lonzo Ball, PG",CHI,35,34.6,-0.78,0.68,-0.1,3.66
145,146,"Goga Bitadze, C",IND,50,14.6,1.71,-1.81,-0.1,2.24
146,147,"Jose Alvarado, PG",NO,54,15.4,1.29,-1.43,-0.13,2.92
147,148,"P.J. Washington, PF",CHA,65,27.2,0.59,-0.79,-0.2,5.51
148,149,"Blake Griffin, PF",BKN,56,17.1,0.78,-1.01,-0.23,2.96
149,150,"Corey Kispert, SF",WSH,77,23.4,-0.09,-0.16,-0.25,5.4
150,151,"Isaiah Stewart, C",DET,71,25.6,-4.72,4.45,-0.28,4.75
151,152,"Obi Toppin, PF",NY,72,17.1,1.79,-2.07,-0.29,3.86
152,153,"Dean Wade, PF",CLE,51,19.2,-0.74,0.45,-0.29,2.82
153,154,"Anfernee Simons, SG",POR,57,29.5,2.17,-2.48,-0.31,5.11
154,155,"Isaac Okoro, SF",CLE,67,29.6,-2.84,2.52,-0.32,5.36
155,156,"Jalen Green, SG",HOU,67,31.9,-0.21,-0.15,-0.35,5.94
156,157,"Gordon Hayward, SF",CHA,49,31.9,-0.52,0.12,-0.4,4.29
157,158,"Darius Bazley, PF",OKC,69,27.9,-2.39,1.96,-0.44,5.38
158,159,"Javonte Green, SF",CHI,65,23.4,-1.48,0.99,-0.49,4.15
159,160,"De'Anthony Melton, SG",MEM,73,22.7,0.89,-1.43,-0.54,5.11
160,161,"Jalen Smith, PF",PHX/IND,51,18.1,1.23,-1.77,-0.55,2.84
161,162,"Kevin Love, PF",CLE,74,22.5,3.36,-3.93,-0.57,5.46
162,163,"Max Strus, SG",MIA,68,23.3,1.67,-2.25,-0.58,4.65
163,164,"Cameron Johnson, SF",PHX,66,26.2,1.07,-1.65,-0.59,5.18
164,165,"Brandon Clarke, PF",MEM,64,19.5,1.42,-2.1,-0.68,3.83
165,166,"Marcus Morris Sr., SF",LAC,54,29.0,-0.62,-0.08,-0.7,3.91
166,167,"Terance Mann, SG",LAC,81,28.6,-1.46,0.73,-0.72,6.27
167,168,"Chimezie Metu, PF",SAC,60,21.3,-0.69,-0.04,-0.73,3.54
168,169,"Montrezl Harrell, C",WSH/CHA,71,23.1,1.9,-2.67,-0.77,4.78
169,170,"Kemba Walker, PG",NY,37,25.6,0.0,-0.8,-0.8,2.22
170,171,"Nassir Little, SF",POR,42,25.9,-0.1,-0.71,-0.81,2.86
171,172,"Gorgui Dieng, C",ATL,44,8.4,1.05,-1.87,-0.82,1.11
172,173,"Norman Powell, G",POR/LAC,45,32.4,0.56,-1.39,-0.82,3.68
173,174,"JaVale McGee, C",PHX,74,15.8,0.02,-0.86,-0.83,3.23
174,175,"Frank Kaminsky, PF",PHX,9,20.1,0.88,-1.72,-0.85,0.55
175,176,"Bruce Brown, SF",BKN,72,24.6,-2.2,1.34,-0.85,4.4
176,177,"Andre Iguodala, F",GS,31,19.5,0.44,-1.3,-0.86,1.69
177,178,"Chris Boucher, PF",TOR,80,21.1,1.06,-1.93,-0.87,4.71
178,179,"Isaiah Hartenstein, C",LAC,68,17.9,0.94,-1.81,-0.87,3.47
179,180,"Garrison Mathews, SG",HOU,65,26.3,1.22,-2.14,-0.92,4.5
180,181,"Reggie Bullock Jr., SF",DAL,68,28.0,-0.43,-0.5,-0.93,4.94
181,182,"Chuma Okeke, PF",ORL,70,25.0,-0.96,0.01,-0.95,4.8
