,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
239,240,"Mike Dunleavy, SG",GS,82,15.9,0.39,-1.86,-1.47,1.48
240,241,"Mark Jackson, PG",UTAH,82,17.9,-0.71,-0.77,-1.48,1.49
241,242,"Chris Mihm, C",CLE,52,15.6,-1.02,-0.49,-1.5,0.86
242,243,"Predrag Savovic, G",DEN,27,9.5,-1.57,0.06,-1.51,0.28
243,244,"Calvin Booth, C",SEA,47,12.2,-3.36,1.83,-1.54,0.56
244,245,"Antonio Davis, PF",TOR,53,35.7,-1.75,0.2,-1.54,1.95
245,246,"Ruben Wolkowyski, F",BOS,7,3.4,-0.36,-1.21,-1.57,0.02
246,247,"Rick Brunson, PG",CHI,17,11.5,-0.95,-0.66,-1.6,0.19
247,248,"Gordan Giricek, SG",MEM/ORL,76,28.3,-0.39,-1.22,-1.61,2.21
248,249,"Wesley Person, SF",MEM,66,29.4,0.84,-2.46,-1.62,1.97
249,250,"Keyon Dooling, PG",LAC,55,17.6,-0.59,-1.04,-1.63,0.93
250,251,"John Salmons, SF",PHI,64,7.9,-1.15,-0.5,-1.64,0.48
251,252,"Troy Hudson, PG",MIN,79,32.9,2.15,-3.8,-1.65,2.56
252,253,"Ruben Patterson, PF",POR,78,21.2,-0.58,-1.08,-1.66,1.55
253,254,"Brian Shaw, G",LAL,72,12.5,-1.09,-0.6,-1.69,0.83
254,255,"Calbert Cheaney, SG",UTAH,81,29.0,-2.42,0.73,-1.69,2.09
255,256,"Ervin Johnson, C",MIL,69,17.0,-3.79,2.1,-1.69,1.05
256,257,"Evan Eschmeyer, C",DAL,17,7.9,-4.42,2.72,-1.7,0.12
257,258,"Rashard Lewis, PF",SEA,77,39.5,-0.49,-1.24,-1.73,2.68
258,259,"Darvin Ham, SF",ATL,75,12.3,-3.62,1.88,-1.74,0.8
259,260,"Mikki Moore, C",BOS/ATL,8,5.4,-1.05,-0.7,-1.75,0.04
260,261,"Alan Henderson, PF",ATL,82,18.2,-1.58,-0.2,-1.77,1.31
261,262,"Ray Weathers, NA",,--,--,-1.79,-0.0,-1.79,1.76
262,263,"Dan Gadzuric, C",MIL,49,15.5,-2.39,0.59,-1.79,0.65
263,264,"Larry Hughes, SG",WSH,67,31.9,-0.77,-1.03,-1.81,1.79
264,265,"Gerald Wallace, SF",SAC,47,12.1,-1.37,-0.44,-1.81,0.49
265,266,"Danny Fortson, C",GS,17,13.1,-2.05,0.23,-1.83,0.19
266,267,"Voshon Lenard, SG",TOR,63,30.6,0.54,-2.37,-1.83,1.63
267,268,"Steve Smith, SG",SA,53,19.5,-0.42,-1.42,-1.83,0.85
268,269,"Drew Gooden, PF",MEM/ORL,70,26.8,-0.34,-1.5,-1.84,1.59
269,270,"Marc Jackson, PF",MIN,77,13.5,-1.02,-0.83,-1.85,0.85
270,271,"Kwame Brown, C",WSH,80,22.2,-2.6,0.75,-1.86,1.4
271,272,"Moochie Norris, PG",HOU,82,16.8,-1.77,-0.15,-1.92,1.03
272,273,"Travis Knight, C",NY,32,9.0,-3.13,1.2,-1.94,0.23
273,274,"Dean Oliver, G",GS,15,6.2,-0.76,-1.2,-1.96,0.08
274,275,"Vincent Yarbrough, G",DEN,59,23.4,-2.02,0.06,-1.96,1.03
275,276,"Bimbo Coles, PG",CLE/BOS,35,19.7,-3.07,1.09,-1.98,0.49
276,277,"Zeljko Rebraca, C",DET,30,16.3,-1.96,-0.04,-2.0,0.33
277,278,"Jamaal Tinsley, PG",IND,73,30.6,0.72,-2.72,-2.0,1.68
278,279,"Chris Childs, G",NJ,12,8.8,-2.4,0.38,-2.02,0.08
279,280,"Mamadou N'diaye, C",TOR,22,16.5,-2.18,0.12,-2.06,0.25
280,281,"Dajuan Wagner, SG",CLE,47,29.5,0.14,-2.25,-2.1,0.94
281,282,"Aaron Williams, C",NJ,81,19.7,-2.0,-0.12,-2.12,1.01
282,283,"Corey Benjamin, G",ATL,9,16.9,-0.83,-1.29,-2.12,0.11
283,284,"Eddy Curry, NA",CHI,81,19.4,0.75,-2.89,-2.14,1.02
284,285,"Amar'e Stoudemire, C",PHX,82,31.3,-0.09,-2.06,-2.14,1.67
285,286,"Adam Harrington, G",DAL/DEN,19,5.8,-1.18,-0.96,-2.15,0.07
286,287,"Bostjan Nachbar, SF",HOU,14,5.5,-1.3,-0.91,-2.21,0.04
287,288,"Mike Batiste, F",MEM,75,16.6,-1.06,-1.16,-2.22,0.71
288,289,"Carlos Arroyo, PG",UTAH,44,6.5,0.5,-2.74,-2.23,0.16
289,290,"Olumide Oyedeji, C",ORL,27,5.4,-2.91,0.65,-2.26,0.07
290,291,"Tyson Chandler, C",CHI,75,24.4,-1.05,-1.25,-2.3,0.98
291,292,"Lawrence Funderburke, PF",SAC,27,8.5,-0.99,-1.32,-2.31,0.12
292,293,"Eddie Robinson, SF",CHI,64,21.2,-1.14,-1.19,-2.33,0.72
293,294,"Jay Williams, G",CHI,75,26.1,0.57,-2.91,-2.34,1.04
294,295,"Troy Murphy, PF",GS,79,31.8,-0.47,-1.87,-2.34,1.35
295,296,"Bryce Drew, PG",NO,13,6.1,-1.98,-0.38,-2.35,0.04
296,297,"Carlos Boozer, PF",CLE,81,25.3,0.46,-2.82,-2.36,1.04
297,298,"Lorenzen Wright, PF",MEM,70,28.3,-1.15,-1.22,-2.36,0.98
298,299,"Brian Scalabrine, PF",NJ,59,12.3,-2.66,0.3,-2.36,0.34
299,300,"Ricky Davis, SG",CLE,79,39.6,0.99,-3.37,-2.37,1.59
300,301,"Randy Livingston, PG",NO,2,6.0,-1.66,-0.73,-2.39,0.0
301,302,"Bryon Russell, SF",WSH,70,19.8,-3.24,0.82,-2.42,0.59
302,303,"Courtney Alexander, SG",NO,66,20.6,-1.84,-0.58,-2.42,0.61
303,304,"Emanual Davis, G",ATL,24,14.2,-2.15,-0.28,-2.43,0.15
304,305,"Lee Nailon, SF",NY,38,10.7,-0.39,-2.05,-2.43,0.17
305,306,"Lonny Baxter, PF",CHI,55,12.4,-1.18,-1.26,-2.44,0.31
306,307,"Jason Richardson, SG",GS,82,32.9,1.81,-4.26,-2.45,1.24
307,308,"Rasual Butler, SF",MIA,72,21.0,-2.02,-0.46,-2.48,0.59
308,309,"John Crotty, G",DEN,12,15.0,-1.3,-1.2,-2.5,0.07
309,310,"Nate Huffman, C",TOR,7,10.9,-1.49,-1.06,-2.54,0.03
310,311,"Tayshaun Prince, SF",DET,42,10.4,-1.99,-0.56,-2.55,0.15
311,312,"Scott Williams, C",PHX,69,12.6,-2.64,0.08,-2.56,0.3
312,313,"Hubert Davis, SG",DET,43,7.6,-1.15,-1.46,-2.6,0.09
313,314,"Tracy Murray, SF",LAL,31,6.2,0.0,-2.62,-2.62,0.06
314,315,"Joel Przybilla, C",MIL,32,17.1,-4.32,1.7,-2.62,0.16
315,316,"Maurice Taylor, PF",HOU,67,20.6,-1.9,-0.74,-2.64,0.41
316,317,"Hedo Turkoglu, SF",SAC,67,17.5,-0.86,-1.78,-2.64,0.36
317,318,"Dalibor Bagaric, C",CHI,10,7.6,-2.55,-0.1,-2.65,0.03
