Feature,Importance
D-LEBRON_bball,0.2226451294343248
DWS_advanced,0.11037171258206065
Dpoy_titles,0.05345238158948454
predator_defense_raptor,0.05003302744571924
DEF WS_nba,0.022806258321294685
BLK_nba,0.019859680681851174
TOV_100_poss,0.01864039094133777
war_reg_season_raptor,0.017891308563402635
predator_total_raptor,0.017335803003841205
DBPM_advanced,0.015921686606508563
ORB_opponent,0.015252699453556125
Age,0.015219646291195535
WINS_espn,0.013798750666038454
war_total_raptor,0.013569870814996615
Dpoy_votes,0.01289481373898075
STL%_nba,0.012452989768910818
SOS_misc,0.012331960017228631
OPP PTS OFF TOV_nba,0.011962437025500056
RPM_espn,0.01150961913561935
pace_impact_raptor,0.011429891588643465
TOV%.1_misc,0.011420160652270655
won_dpoy_last_season,0.011337595900005853
W_nba,0.011268473747731616
DRPM_espn,0.010383890374989612
PER_advanced,0.010213341700379658
STL_nba,0.008962249044757611
DREB_nba,0.008643763850089674
DEF RTG_nba,0.007889708822942923
OPP PTS PAINT_nba,0.007821260746768366
AST_opponent,0.007698136776085795
DRB%_misc,0.006966348436889489
raptor_total_raptor,0.006947130516184651
WS/48_advanced,0.006393551800262274
WS_advanced,0.006017567279928893
Pace_misc,0.005873089232104063
TOV,0.005766687537021095
2PA_opponent,0.005756174895851651
raptor_defense_raptor,0.005483140452361666
TRB_team,0.0054452877401257125
BLK_team,0.00518986689916034
DRtg_misc,0.0047808954687140965
DRB_team,0.004647096690306186
%BLK_nba,0.0046294335784915555
BLK%_advanced,0.004624810655919409
MOV_misc,0.004109324440081489
FGA_opponent,0.004073968225821281
AST_team,0.003931464438340365
VORP_advanced,0.0038466047560204533
3PA_opponent,0.0038416790650035748
PF,0.003803745517432131
PW_misc,0.003761556615035216
SRS_misc,0.003745141995202548
OPP PTS FB_nba,0.0036897296374123452
BPM_advanced,0.0036679595036390256
GS,0.0035888042142306394
OPP PTS 2ND CHANCE_nba,0.003575585813370609
TRB,0.003472660460740732
TOV_team,0.003406952967427731
MP,0.003306913167177177
DRtg_100_poss,0.003122011612104281
mp_raptor,0.00311687930152103
2P_opponent,0.0030733797635622163
3P_opponent,0.0030686696442547064
PF_100_poss,0.002951031065531682
STL,0.0029275251822143563
poss_raptor,0.0028770549459734836
MP_100_poss,0.0028267888539437423
3P%_opponent,0.0028105757485375814
TOV%_misc,0.0028062561780286205
FT%_opponent,0.002710592545234232
BLK,0.0026673311553062538
BLK_100_poss,0.002657418320022272
MIN_nba,0.0026379808526775512
STL_team,0.0025989889437666273
PL_misc,0.0025959004561668564
MP_advanced,0.00257316128565999
W_misc,0.0024175099757966115
TRB%_advanced,0.0023689016095806473
G,0.0022805337702754076
L_misc,0.0022332385118456538
TRB_100_poss,0.0022328656547534447
STL_100_poss,0.0021161997091819983
TRB_opponent,0.0020520611212289405
GP_espn,0.0019968247078580885
DRB,0.0019953805560318904
PF_team,0.0019310380357921402
GP_nba,0.0019300328043217634
DREB%_nba,0.0019147717407743074
%DREB_nba,0.001895416745980066
STL%_advanced,0.0018714670243053628
FT_opponent,0.0018167877770714285
2P%_opponent,0.0018052206756731923
FG%_opponent,0.0017867258427863876
DRB%_advanced,0.0017666624724783444
MPG_espn,0.0017422429140657482
teamates_with_dpoy,0.0015606586504277574
FTA_opponent,0.0014510980008301756
DRB_100_poss,0.0014510045576619258
