Feature,Importance
First_votes,0.9604801468663177
DRtg_100_poss,0.006084366114508344
STL_nba,0.003966199489804958
predator_defense_raptor,0.0032775736551970006
OPP PTS 2ND CHANCE_nba,0.0019249232587798548
STL,0.0018700892234945123
MPG_espn,0.0018106397526092492
L_misc,0.0012381610639523792
DEF WS_nba,0.0011687199790981894
2P%_opponent,0.0010821646378446727
raptor_defense_raptor,0.0010008691067531017
3PA_opponent,0.0009505991131188396
TRB_team,0.000861897444937467
DBPM_advanced,0.0007807637385682637
BLK,0.0007435209547434293
pace_impact_raptor,0.0007272237357646544
D-LEBRON_bball,0.0006928797665869612
3P%_opponent,0.000684898711392875
TOV_100_poss,0.0006844360379301924
PF_100_poss,0.0006726861967817755
DEF RTG_nba,0.0006050229998390323
BLK_100_poss,0.0005779189617191237
DRB%_misc,0.0005559404741742735
MIN_nba,0.0005086185719194019
PF,0.0005083956514263877
AST_opponent,0.00046684050443112507
war_total_raptor,0.00042786283333062113
AST_team,0.00040641645755006906
mp_raptor,0.00037069504450387307
STL%_nba,0.0003221733936736157
%BLK_nba,0.000319011965940589
teamates_with_dpoy,0.0002977822342223124
BLK_team,0.0002965537741359948
OPP PTS FB_nba,0.00029365140059644965
DRtg_misc,0.0002525734908999311
BLK_nba,0.00022282440629642662
Dpoy_titles,0.000218950638204784
DWS_advanced,0.00020990672907788928
STL_100_poss,0.0001735151042713488
WS/48_advanced,0.00016380567963992758
TRB,0.00016158393815073554
3P_opponent,0.00015575718082409297
war_reg_season_raptor,0.00014781876935476547
TOV,0.00013819262462691685
PER_advanced,0.00010275918598019912
2P_opponent,8.745484019723711e-05
FG%_opponent,8.490062410137341e-05
DRB_team,8.202386426140384e-05
DRPM_espn,6.858249199545368e-05
Dpoy_votes,6.659966041768803e-05
W_misc,6.376357199671144e-05
poss_raptor,6.215297249152218e-05
OPP PTS OFF TOV_nba,6.074299638614176e-05
SOS_misc,5.886509712346179e-05
TOV_team,5.8603653998826755e-05
2PA_opponent,5.792644912875284e-05
DREB_nba,5.682678521446285e-05
predator_total_raptor,3.937416067046912e-05
PF_team,3.726648204228836e-05
ORB_opponent,3.436457032254556e-05
MOV_misc,3.3709028567734724e-05
RPM_espn,3.097815813165038e-05
MP_100_poss,3.089009149343004e-05
OPP PTS PAINT_nba,3.046117430507972e-05
WINS_espn,2.8813994999986053e-05
FGA_opponent,2.7562148525694708e-05
DRB,2.531107388496671e-05
SRS_misc,2.505298605225802e-05
TOV%.1_misc,2.3888641178229606e-05
FT%_opponent,2.3423909497667936e-05
Age,1.812987974879618e-05
MP_advanced,1.631867556716608e-05
FT_opponent,1.4430753510184425e-05
VORP_advanced,1.4198010897107601e-05
TRB%_advanced,1.4020483831138e-05
STL%_advanced,1.4019473582283728e-05
WS_advanced,1.2382566990623964e-05
FTA_opponent,1.214416266176911e-05
PW_misc,1.1877351356558943e-05
TOV%_misc,9.651051100461066e-06
Pace_misc,7.414543732444923e-06
GS,6.7405580356988045e-06
DREB%_nba,5.042909571145666e-06
GP_espn,4.6340429986113066e-06
DRB%_advanced,4.4695457440106e-06
GP_nba,3.5617558338749487e-06
W_nba,3.477079990571553e-06
raptor_total_raptor,3.3455553637618068e-06
MP,3.095807083690069e-06
TRB_opponent,3.0114556302278536e-06
TRB_100_poss,2.5719746648132314e-06
BPM_advanced,2.447387519269868e-06
BLK%_advanced,1.398196193070294e-06
STL_team,1.174856476778398e-06
G,1.1284269416829636e-06
DRB_100_poss,9.460887819937145e-07
%DREB_nba,9.147682368825237e-07
PL_misc,5.82347996449848e-07
