Feature,Importance
AST_opponent,0.0063603746106487506
FTA_opponent,0.00352597897236968
FT_opponent,0.0035193832462498734
TRB_opponent,0.0026789648519532196
2P_opponent,0.0023954889286608464
3P_opponent,0.0019079677461190437
PF_team,0.0017624362019458334
GP_espn,0.0017408019341502625
AST_team,0.0016728271790736441
DEF RTG_nba,0.0015789245000883616
TOV_team,0.0013930435273732807
mp_raptor,0.0012800537765146754
FGA_opponent,0.001234563989829567
GP_nba,0.001218096851402127
DRtg_100_poss,0.001005335527611302
W_nba,0.0008107410789408281
3PA_opponent,0.000806633355524783
MPG_espn,0.0007314228036429956
L_misc,0.0005762828794150636
PL_misc,0.0005077864049878522
MIN_nba,0.0004902049637397779
AST%_advanced,0.0004317775754774266
2PA_opponent,0.00042793063430480283
L_nba,0.00040735577246128773
BLK_team,0.0003617201605638234
OPP PTS PAINT_nba,0.0003603870720748094
STL%_nba,0.00030544557756773393
USG%_advanced,0.0003021953486049621
%DREB_nba,0.0003003834227183777
GS,0.00024307247555350054
DREB%_nba,0.00019483846208890178
OPP PTS OFF TOV_nba,0.00016887152861732427
WINS_espn,8.583919766736893e-05
%BLK_nba,7.553223749660163e-05
ORB_opponent,-0.00019172691958578434
PER_advanced,-0.0002967874315322964
TOV%_advanced,-0.0003756218539029088
PW_misc,-0.00039823176897156744
war_reg_season_raptor,-0.0004407815338994752
W_misc,-0.0004667282433988158
DRB_100_poss,-0.000493254479998075
war_total_raptor,-0.0005027270412751351
TRB,-0.0005495486377342405
TRB_100_poss,-0.0007482785461871503
TRB%_advanced,-0.000816349242297946
DRB%_advanced,-0.001042931164009622
PTS_team,-0.0012352233123157003
TRB_team,-0.0020494455627135194
DRB_team,-0.0021074016563839924
MP_100_poss,-0.002153751786219676
MP_advanced,-0.002153751786219676
poss_raptor,-0.0029218240971133143
STL_team,-0.005019672073926738
