,Feature,MI_Score
0,Dpoy_votes,0.02181727808840206
1,DWS_advanced,0.014908859648303019
2,GS,0.013567095468144608
3,WS_advanced,0.012831414740036351
4,MPG_espn,0.012054904151476808
5,MP_advanced,0.011682692680832663
6,MP_100_poss,0.011618570139375284
7,predator_total_raptor,0.011414916330905078
8,D-LEBRON_bball,0.011111863719157955
9,war_reg_season_raptor,0.011063030388425599
10,DEF WS_nba,0.010965047391944038
11,raptor_total_raptor,0.010885682557875254
12,VORP_advanced,0.009975684042461852
13,MIN_nba,0.009669040775328264
14,G,0.009560778837254591
15,MP,0.009497688164394447
16,war_total_raptor,0.009232947377463163
17,WS/48_advanced,0.008968009304436309
18,OPP PTS OFF TOV_nba,0.008948367637462984
19,poss_raptor,0.008711219274131099
20,W_nba,0.008656616386842675
21,STL_nba,0.008436525032896158
22,OPP PTS 2ND CHANCE_nba,0.008353645121247144
23,mp_raptor,0.00832900964033434
24,RPM_espn,0.008190763946560486
25,STL,0.007967318967175618
26,OPP PTS PAINT_nba,0.007594209218495074
27,BPM_advanced,0.006844798592597456
28,TOV,0.006696254517346678
29,DRtg_100_poss,0.0066802564089151195
30,GP_nba,0.006675950004034981
31,GP_espn,0.0066705745238593295
32,OPP PTS FB_nba,0.006609369716234603
33,DBPM_advanced,0.0065330627676549735
34,predator_defense_raptor,0.006190923872811949
35,PL_misc,0.006077753284160492
36,WINS_espn,0.005964185641068154
37,PW_misc,0.005865531545059088
38,MOV_misc,0.00577932266386294
39,DRB,0.005577964657710877
40,BLK,0.005464589426183775
41,L_misc,0.005274796700365347
42,TRB,0.005128724700730447
43,DREB_nba,0.004878171540335541
44,BLK_nba,0.004675826596788335
45,raptor_defense_raptor,0.0044043590676421385
46,SRS_misc,0.00432007556205205
47,PER_advanced,0.004307405111765972
48,DRPM_espn,0.004192653855776829
49,L_nba,0.0041889428431149955
50,PF,0.003973523844074123
51,TS%_advanced,0.003932536434660516
52,STL%_nba,0.003860494942694581
53,BLK_100_poss,0.0036562107909625663
54,STL_100_poss,0.0036206863548062795
55,STL%_advanced,0.003434386532924494
56,BLK%_advanced,0.003272941049742961
57,AST,0.0029098844948418634
58,W_misc,0.00279484653958173
59,TOV%_advanced,0.0026668589627623085
60,TOV%_misc,0.0024288232325639925
61,DRtg_misc,0.0022793520920478816
62,%BLK_nba,0.002025537146264522
63,3P_opponent,0.0014735298484647164
64,AST_team,0.001451289675676648
65,AST_opponent,0.0013963620210610816
66,DEF RTG_nba,0.0010512869146213077
67,TRB_team,0.0010471636087314717
68,SOS_misc,0.0009685584667646907
69,DRB%_misc,0.0009496947704874525
70,FG%_opponent,0.0009019449938847401
71,2P%_opponent,0.0008900905727224906
72,FT%_opponent,0.0008021366853983025
73,First_votes,0.0007670208439247705
74,3PA_opponent,0.0007449851099723404
75,PF_100_poss,0.0006781462858287401
76,TOV%.1_misc,0.0006216363681108561
77,ORB_opponent,0.0006166147301245317
78,PTS_team,0.0006150753020262023
79,Pace_misc,0.0006025985025468472
80,TOV_team,0.0005939901116400748
81,USG%_advanced,0.0005287143976080433
82,TOV_100_poss,0.00032907632384882035
83,FT_opponent,0.000244641592181738
84,Dpoy_titles,0.0001669249811608875
85,Age,0.00013012771001785772
86,AST_100_poss,0.00010765583001992596
87,FTA_opponent,1.075805779904293e-05
88,STL_team,0.0
89,PF_team,0.0
90,BLK_team,0.0
91,FGA_opponent,0.0
92,DRB_team,0.0
93,AST%_advanced,0.0
94,DRB_100_poss,0.0
95,TRB%_advanced,0.0
96,TRB_100_poss,0.0
97,2PA_opponent,0.0
98,TRB_opponent,0.0
99,pace_impact_raptor,0.0
