Feature,correlation,p-value
Dpoy_titles,0.2902324672644908,1.64955143416e-313
Dpoy_votes,0.23525179564090185,1.3470984040810426e-203
First_votes,0.8558235602248035,0.0
teamates_with_dpoy,0.010529911526806192,0.17906378313804813
Age,0.005245981568968606,0.5032489551704058
G,0.07390128191215947,3.634981407953468e-21
GS,0.13090619128241357,3.6732589838715943e-63
MP,0.10171965128321053,1.0309119345349172e-38
FG,0.09524162355405455,3.951938276589932e-34
FGA,0.07389019691194551,3.684597077038985e-21
FG%,0.05588424691658651,9.58418721333248e-13
3P,0.00017263072286805882,0.9824260154165358
3PA,0.0006671058779009129,0.9321643686262746
3P%,-0.016147244784007614,0.03935016367164506
2P,0.10822536778559365,1.2696077635880512e-43
2PA,0.08960215600668316,2.18930084779648e-30
2P%,0.04604829524206915,4.131665907700259e-09
eFG%,0.043926288263817434,2.0508491215958807e-08
FT,0.10904994640336607,2.880067813666212e-44
FTA,0.13379912441509934,6.307805526877195e-66
FT%,-0.0004798765640404765,0.9511746330070301
ORB,0.12947101444932185,8.199565256001363e-62
DRB,0.1825934133623281,4.427008302258099e-122
TRB,0.1751218093832365,2.668173597700586e-112
AST,0.049193579144851445,3.3671994147173483e-10
STL,0.10238663884260991,3.342161565806718e-39
BLK,0.21692315966668724,1.1169848184892573e-172
TOV,0.085384577943953,9.781364932170241e-28
PF,0.07378936706996002,4.16778919005038e-21
PTS,0.09498231266804993,5.942529247956284e-34
MP_100_poss,0.11462654214824208,9.373972579046072e-49
FG_100_poss,0.04267511792249166,5.1001461184064706e-08
FGA_100_poss,0.009086116158358169,0.24629191576893686
FG%_100_poss,0.05588424691658651,9.58418721333248e-13
3P_100_poss,-0.023106234125822453,0.0031908717588885714
3PA_100_poss,-0.028940284050599785,0.00022116734511431644
3P%_100_poss,-0.016147244784007614,0.03935016367164506
2P_100_poss,0.05348518416256709,8.518533846635181e-12
2PA_100_poss,0.030266001317656378,0.00011209671259276719
2P%_100_poss,0.04604829524206915,4.131665907700259e-09
FT_100_poss,0.04998768720649426,1.7437042024553096e-10
FTA_100_poss,0.05359849195902284,7.699444152019851e-12
FT%_100_poss,-0.0004798765640404765,0.9511746330070301
ORB_100_poss,0.03272439369366756,2.9574549598719174e-05
DRB_100_poss,0.09425575010418312,1.852565364840475e-33
TRB_100_poss,0.08056526234677704,7.285506494609901e-25
AST_100_poss,0.0066884097533249165,0.3934132324006402
STL_100_poss,0.019084550535168356,0.014875706293530067
BLK_100_poss,0.09430453243306695,1.7168736806187265e-33
TOV_100_poss,0.006252889296830413,0.4249458745226807
PF_100_poss,-0.0295978362773107,0.00015842241532299344
PTS_100_poss,0.046305508554550234,3.385810611417644e-09
ORtg_100_poss,0.04308993068502989,3.7810181446551615e-08
DRtg_100_poss,-0.1088955236765512,3.8057029447531964e-44
MP_advanced,0.11462654214824208,9.373972579046072e-49
PER_advanced,0.08838901853356361,1.3051624593185985e-29
TS%_advanced,0.04305630343400474,3.874266891950661e-08
3PAr_advanced,-0.0328261539002359,2.793077182272118e-05
FTr_advanced,0.04972794090704982,2.1649010048192734e-10
ORB%_advanced,0.03550102215772839,5.861556901659323e-06
DRB%_advanced,0.09032419915710413,7.478215940176551e-31
TRB%_advanced,0.07970426424272935,2.280743898115538e-24
AST%_advanced,0.01138667892886159,0.14623049275574607
STL%_advanced,0.019084550535168356,0.014875706293530067
BLK%_advanced,0.09551398757770369,2.571628766121083e-34
TOV%_advanced,-0.005048662787644015,0.5194403478254492
USG%_advanced,0.026277536898450894,0.0007977739286009414
OWS_advanced,0.13698948150176715,4.766768497190663e-69
DWS_advanced,0.2481469169227111,4.997202301307417e-227
WS_advanced,0.195534533474183,4.712387643635345e-140
WS/48_advanced,0.08027897135042558,1.066216460547167e-24
OBPM_advanced,0.030520500271315934,9.808045504799402e-05
DBPM_advanced,0.096272659938447,7.719732257441258e-35
BPM_advanced,0.048954491400330424,4.0968957495659445e-10
VORP_advanced,0.20416929291555294,8.791535788501411e-153
G_team,0.006269242626684841,0.4237358080867097
MP_team,0.005695239649542541,0.4674019902241667
FG_team,0.008831804694140018,0.2597630898150041
FGA_team,-0.003328540034007747,0.6710411714760912
FG%_team,0.03294988512031707,2.6048990435054052e-05
3P_team,0.02716743342019897,0.000525955975583768
3PA_team,0.022198395077775428,0.004613623692312793
3P%_team,0.037881974266164666,1.328535640991311e-06
2P_team,-0.013081381035324784,0.09506936851272592
