Feature,Importance
Dpoy_titles,0.42713965925780106
BLK,0.075653573167217
DWS_advanced,0.047005832448746176
Dpoy_votes,0.03856608775871068
DRPM_espn,0.035477016569137605
G,0.018297858636828326
STL,0.015806025041093276
war_reg_season_raptor,0.015190738615014973
Age,0.014474601374612562
TS%_advanced,0.014369830520213322
3P%_opponent,0.013281377455962327
DRB_100_poss,0.013002186368193653
war_total_raptor,0.012088858437126076
MP_advanced,0.011300607385368254
PER_advanced,0.010544996678277973
mp_raptor,0.010026733535274206
MP,0.008824328652175
VORP_advanced,0.008781149653551897
PTS_team,0.00877480152536036
AST_team,0.007147369814561176
TRB,0.006990065284975819
USG%_advanced,0.0068443201819439105
2P_opponent,0.0066501908516291815
pace_impact_raptor,0.006390146154994321
TOV,0.006289744165012045
AST_opponent,0.006278527849016439
TOV%.1_misc,0.006177314814955488
raptor_defense_raptor,0.006127665944823641
GS,0.005882827504077438
L_misc,0.005628753613033298
MP_100_poss,0.005579757919886266
FG%_opponent,0.005577883318152139
DEF WS_nba,0.005542914842081586
BLK_100_poss,0.005296184341547071
DBPM_advanced,0.0052372085007648585
TOV%_advanced,0.005159383611375734
BPM_advanced,0.004892141722547515
%BLK_nba,0.004838850942017715
WS/48_advanced,0.004429148479899655
ORB_opponent,0.004264372823492925
DRB%_advanced,0.003967256143359861
WINS_espn,0.003702780680777096
PF_team,0.0036653271845898117
TOV_100_poss,0.0032783148207670898
2PA_opponent,0.0031925396203842126
TRB%_advanced,0.0031874389622650445
raptor_total_raptor,0.003131383009622216
STL_nba,0.003020680513435928
predator_defense_raptor,0.002980759059715788
DRB%_misc,0.002975149850370727
AST,0.0028280042896402526
FTA_opponent,0.0027607302189565845
TOV%_misc,0.0025600176648031135
