,Feature,MI_Score
0,Dpoy_votes,0.06077498791517666
1,First_votes,0.04415342472441419
2,DWS_advanced,0.043481377737450755
3,war_total_raptor,0.03430218638296356
4,predator_defense_raptor,0.034057296810762194
5,war_reg_season_raptor,0.0337688032112935
6,WS_advanced,0.03319663357676417
7,predator_total_raptor,0.03119907747525441
8,raptor_total_raptor,0.03040455544017684
9,VORP_advanced,0.029497036369531715
10,poss_raptor,0.028972338906280592
11,DEF WS_nba,0.028767163111344196
12,mp_raptor,0.027873627903648224
13,raptor_defense_raptor,0.027500486017507875
14,MP_100_poss,0.02741325976306208
15,MP_advanced,0.027201938237671364
16,MP,0.02702320129277669
17,BPM_advanced,0.026037991169585606
18,GS,0.026027579206332252
19,WINS_espn,0.02565161686387074
20,MPG_espn,0.025480292031057505
21,OPP PTS PAINT_nba,0.024918430684259585
22,MIN_nba,0.024749698135877907
23,DRB,0.023529407335746377
24,TRB,0.023431010655874607
25,OPP PTS 2ND CHANCE_nba,0.022942107076197482
26,OPP PTS FB_nba,0.02241493847621201
27,RPM_espn,0.022215053700764598
28,DREB_nba,0.021711034456463274
29,OPP PTS OFF TOV_nba,0.021386868486814814
30,DBPM_advanced,0.020107009736369363
31,BLK_nba,0.019552372784807925
32,WS/48_advanced,0.019400717860424077
33,BLK,0.019398518829575773
34,STL_nba,0.018981273033997326
35,DRtg_100_poss,0.01782114289193215
36,W_nba,0.017198798914077162
37,STL,0.017124245425727436
38,PER_advanced,0.017064742985670955
39,DRPM_espn,0.015604580045482708
40,GP_nba,0.015394881628970847
41,PF,0.014652530809507125
42,TOV,0.014629026913331344
43,G,0.013685937206234788
44,GP_espn,0.013371996846216039
45,DEF RTG_nba,0.010157345790219097
46,pace_impact_raptor,0.00985362550070401
47,PF_100_poss,0.0090930731164105
48,SRS_misc,0.008537999685189535
49,L_misc,0.008232283845236443
50,W_misc,0.00818497401103846
51,PL_misc,0.008122114866115027
52,D-LEBRON_bball,0.00795249092355621
53,BLK_100_poss,0.007883589968687765
54,teamates_with_dpoy,0.0077251284590487135
55,STL%_nba,0.007531102606641582
56,TRB_100_poss,0.007491988640032199
57,BLK%_advanced,0.0069619047206952445
58,PW_misc,0.00684472042280615
59,MOV_misc,0.006682266485346533
60,DRB_100_poss,0.0061163138583058
61,DREB%_nba,0.005947569908933081
62,%DREB_nba,0.0058760556077193105
63,%BLK_nba,0.005690728744148332
64,AST_opponent,0.005444962741951498
65,STL%_advanced,0.005211891085143305
66,DRtg_misc,0.005168798381118167
67,FG%_opponent,0.005139198926193966
68,2P%_opponent,0.00510430499620651
69,TRB%_advanced,0.004962217549595804
70,Age,0.004437829123088877
71,DRB%_advanced,0.0039967872008803695
72,2PA_opponent,0.0036686116126944945
73,DRB_team,0.0034874365583821287
74,3P_opponent,0.0033897290959383763
75,DRB%_misc,0.003339327148949911
76,STL_100_poss,0.003195542775944471
77,TOV_100_poss,0.0028494194488632996
78,TRB_opponent,0.0027478944215029166
79,3PA_opponent,0.00254497045863733
80,ORB_opponent,0.0020787553252141766
81,FT%_opponent,0.0020565456949799277
82,3P%_opponent,0.0019415506869484567
83,Pace_misc,0.0018426765167003367
84,PF_team,0.0018344405152033172
85,STL_team,0.00182253594233317
86,FTA_opponent,0.001450166654270335
87,2P_opponent,0.0012050173014162002
88,TOV%_misc,0.001204003282368138
89,AST_team,0.0009716554727858817
90,Dpoy_titles,0.0009509108752800977
91,TRB_team,0.0007040077891826702
92,BLK_team,0.0005478687463598142
93,FT_opponent,0.00033889094145611587
94,TOV_team,0.0003327974927531674
95,FGA_opponent,0.0
96,SOS_misc,0.0
97,TOV%.1_misc,0.0
