Feature,Importance
D-LEBRON_bball,0.2087861387069132
DWS_advanced,0.1057027560666007
predator_defense_raptor,0.0529385226507526
Dpoy_titles,0.0524267771843555
DEF WS_nba,0.030055097201199376
BLK_nba,0.023476370313336117
predator_total_raptor,0.022816593963717654
TS%_advanced,0.019221595649034477
TOV_100_poss,0.01877622395076116
DRPM_espn,0.017575355969120826
war_reg_season_raptor,0.017259694662201182
WINS_espn,0.01703249412669358
Age,0.016155605882933282
SOS_misc,0.013847740302864184
ORB_opponent,0.013338147462319216
Dpoy_votes,0.012705639081530584
DBPM_advanced,0.012036220182067103
DRB%_misc,0.011303813699084793
STL_nba,0.011046738004793244
OPP PTS OFF TOV_nba,0.01075732542875081
RPM_espn,0.01040239377309554
war_total_raptor,0.009960360465583025
DEF RTG_nba,0.00952140158404221
pace_impact_raptor,0.009239463928470493
PER_advanced,0.008752223858741488
W_nba,0.008566633045084865
OPP PTS PAINT_nba,0.008566508030445038
AST_opponent,0.00790846024383441
AST%_advanced,0.006459285975650181
STL%_nba,0.0063863558064753126
TOV,0.006308330487855003
TRB_team,0.006067688315250106
BPM_advanced,0.005947833532925004
USG%_advanced,0.005833710266689768
TOV%.1_misc,0.005777643823425532
DREB_nba,0.0055481164411530755
BLK%_advanced,0.0054677170496526305
%BLK_nba,0.005333652406772335
Pace_misc,0.00476343979327074
MOV_misc,0.004680777556363101
WS_advanced,0.004521949380846043
TOV%_advanced,0.004456663246484544
AST,0.00442784423439881
OPP PTS FB_nba,0.004411998026421656
DRB_team,0.004365077492644509
TRB,0.004285314693302817
WS/48_advanced,0.004276541137963666
PTS_team,0.004157568558850131
SRS_misc,0.004123825598375221
DRtg_misc,0.004020468528545593
PF,0.003989666315270881
raptor_total_raptor,0.003734292229319354
TOV_team,0.00361414502065522
