Feature,Importance
AST_opponent,0.0043070634804277304
DRtg_100_poss,0.0025506979365297012
2P_opponent,0.0021691137642318717
DRtg_misc,0.0019147385504703234
FTA_opponent,0.0016877443452796227
TRB_opponent,0.0015595641841868303
Pace_misc,0.0015039406957974549
PF_team,0.0013851706874033864
DRB%_misc,0.0012231508197114696
DEF RTG_nba,0.0011559155592255896
ORB_opponent,0.001155601304321632
FGA_opponent,0.0009971883466915884
3P_opponent,0.0009627322820347183
3PA_opponent,0.0007793349460222079
AST%_advanced,0.0007110126347900287
TOV_team,0.000672480884606406
USG%_advanced,0.000628843999961215
mp_raptor,0.0005785191712449413
FT_opponent,0.0004824274237395861
Age,0.00043052404732180484
G,0.0004211176326839346
L_misc,0.0004076645998084908
PL_misc,0.00032652996980245686
L_nba,0.00028866001061471325
2PA_opponent,0.0002178534006693536
TRB_team,-0.00011538110113969537
GP_espn,-0.00016895588854925605
GP_nba,-0.00019541280138819932
PW_misc,-0.00024739996308718247
AST_team,-0.0002516998522064237
STL%_nba,-0.00026840391464568705
STL_team,-0.0003078130774855689
W_misc,-0.000328534593093215
TRB,-0.0003756311214164618
predator_defense_raptor,-0.0004042217680235226
WINS_espn,-0.0004114206139444694
raptor_defense_raptor,-0.00041346848838909436
war_total_raptor,-0.0004425378458891984
TRB_100_poss,-0.00046009900730477874
W_nba,-0.0004840728120029211
TRB%_advanced,-0.0005117542020248488
Dpoy_votes,-0.000549272927423831
DREB%_nba,-0.0005809973287941956
MP_100_poss,-0.0006002275697408859
MP_advanced,-0.0006002275697408859
DRB%_advanced,-0.0006569531710637287
%DREB_nba,-0.0008241968222334846
GS,-0.0010936131132010776
poss_raptor,-0.0012224051163660706
PTS_team,-0.001518074374982556
DRB_team,-0.002150825319070137
BLK_team,-0.0021774688796353955
%BLK_nba,-0.0028714165959088955
