Feature,Importance
Dpoy_titles,0.4216581134418829
BLK,0.07700116322441303
DWS_advanced,0.03531589676405085
Dpoy_votes,0.03285636334027622
DRB_100_poss,0.02869971253745433
DRPM_espn,0.02767323978092573
war_total_raptor,0.02343216816359231
war_reg_season_raptor,0.022517786284409654
won_dpoy_last_season,0.020046693112850195
GS,0.015107843964734803
G,0.014337331587394543
mp_raptor,0.013444730872434588
TOV,0.012982175515247538
Age,0.011053555085995426
STL,0.009820762595561966
PER_advanced,0.009735066098029353
MP_100_poss,0.009057788775507308
AST_opponent,0.008731258830477394
FG%_opponent,0.008488810449963429
3P%_opponent,0.008204172569403426
MP,0.007657367976919058
VORP_advanced,0.007424599130358883
FGA_opponent,0.00739728056092317
%BLK_nba,0.006914246769087841
raptor_defense_raptor,0.006801126129183117
MP_advanced,0.005313858558202315
WS_advanced,0.005266902896644469
BPM_advanced,0.00522842599375434
DEF WS_nba,0.0051359846037457805
AST_team,0.005051151856768701
predator_defense_raptor,0.005037700872070968
PF_team,0.0049304389335211975
DBPM_advanced,0.004417745701035524
DRB,0.004386565119533673
TRB,0.0042107277023004696
BLK_100_poss,0.0041444270574859405
FTA_opponent,0.004071629586765491
ORB_opponent,0.003974949342145296
pace_impact_raptor,0.003440410246291372
TRB_team,0.003431409478117546
TOV%_misc,0.0033807449859458143
raptor_total_raptor,0.0033677885182715715
TOV%.1_misc,0.0032149392897612545
2P_opponent,0.0030739159450043243
2P%_opponent,0.002948432606672392
DRtg_misc,0.0027624666684278867
STL_nba,0.002704681249269771
TRB%_advanced,0.0026983824896253104
TRB_100_poss,0.0025916555059403864
BLK_nba,0.0025068074977894978
FT_opponent,0.0025001996766022988
WS/48_advanced,0.002386584149443105
2PA_opponent,0.0023253961412495134
TOV_team,0.0023253788818294163
BLK%_advanced,0.0023024860667486685
DRB%_misc,0.0021445169115170883
DRtg_100_poss,0.0021307168646930406
TOV_100_poss,0.002105898583042364
STL_team,0.0020783933323379107
PF,0.002066826191666376
DRB%_advanced,0.002036743129077881
predator_total_raptor,0.001930146938316061
L_misc,0.0018640662897163737
SRS_misc,0.0018635827141997932
poss_raptor,0.0018556986505408437
TRB_opponent,0.0018414329473312417
3PA_opponent,0.0018304508997302872
PF_100_poss,0.0017385628005923365
STL_100_poss,0.0017372574558268542
PW_misc,0.0015425357348052746
3P_opponent,0.001381594462034586
BLK_team,0.001365239778947624
W_misc,0.0013423121573293345
SOS_misc,0.0012335443582380016
MOV_misc,0.0012170566145324265
WINS_espn,0.0011195189091812627
FT%_opponent,0.0010829737854234113
DRB_team,0.0008892950560455261
Pace_misc,0.0008016880796688995
PL_misc,0.0007670158271169042
MPG_espn,0.000610483796427084
STL%_advanced,0.0005444412436741118
DEF RTG_nba,0.0004404375041972736
W_nba,0.00041609883176536
DREB_nba,0.00036728929596447794
%DREB_nba,0.0002875766466804336
GP_nba,0.0002748030683962965
STL%_nba,0.00022451917547924196
GP_espn,0.00022161827676613597
OPP PTS FB_nba,0.00020681989547060632
RPM_espn,0.00019971993124743358
teamates_with_dpoy,0.0001583518576542169
OPP PTS PAINT_nba,0.0001529675705360678
OPP PTS 2ND CHANCE_nba,0.0001505128429763833
DREB%_nba,9.773134246602733e-05
OPP PTS OFF TOV_nba,9.693744052164531e-05
MIN_nba,9.118162582431236e-05
D-LEBRON_bball,0.0
