Feature,Importance
Dpoy_titles,0.2164889
war_reg_season_raptor,0.1384599
MPG_espn,0.08541033
D-LEBRON_bball,0.071910635
DWS_advanced,0.06811258
predator_defense_raptor,0.050105523
AST_opponent,0.042536747
STL%_nba,0.026284514
FT%_opponent,0.023956688
BLK_nba,0.020939168
TOV_100_poss,0.018563582
pace_impact_raptor,0.015099728
BLK_team,0.014999446
DBPM_advanced,0.0111133335
Age,0.010623223
TRB_team,0.010268793
mp_raptor,0.010222209
PER_advanced,0.008773308
ORB_opponent,0.008475219
W_nba,0.0073873145
BLK%_advanced,0.0073770215
2P_opponent,0.0058592237
OPP PTS FB_nba,0.0057284217
PL_misc,0.0055251922
Dpoy_votes,0.0050850487
STL,0.004908604
WINS_espn,0.0046124696
TOV,0.0045243353
FG%_opponent,0.0044123423
DEF WS_nba,0.004118502
SOS_misc,0.0038914974
PF_team,0.0038191786
G,0.0031945717
WS/48_advanced,0.0031689121
SRS_misc,0.0031616625
BLK,0.0030392068
DEF RTG_nba,0.0029030393
RPM_espn,0.0028893934
DRB%_misc,0.0028804915
poss_raptor,0.002810734
3P_opponent,0.0026847152
%BLK_nba,0.0025983958
2P%_opponent,0.0025416075
TOV%.1_misc,0.0025312174
DRPM_espn,0.00248602
WS_advanced,0.0024657757
war_total_raptor,0.002429212
STL_nba,0.0023067507
MP,0.0022854528
2PA_opponent,0.0019185547
OPP PTS 2ND CHANCE_nba,0.0018493911
PF,0.001813209
OPP PTS OFF TOV_nba,0.0017383419
won_dpoy_last_season,0.0016641001
teamates_with_dpoy,0.0014796195
MIN_nba,0.001462093
TRB_opponent,0.0014548603
VORP_advanced,0.0013698294
BPM_advanced,0.0013392646
OPP PTS PAINT_nba,0.001333033
DRB_team,0.0011665457
PF_100_poss,0.0011287511
DRB,0.0011144122
raptor_defense_raptor,0.0010028974
TOV_team,0.0009903365
MOV_misc,0.0009888012
DREB_nba,0.0009035096
FGA_opponent,0.00086976634
DREB%_nba,0.0008231688
3PA_opponent,0.0008124675
DRB%_advanced,0.0007717838
AST_team,0.0006019842
3P%_opponent,0.00059055805
TRB,0.00053640234
FTA_opponent,0.00042606494
raptor_total_raptor,0.0004165834
STL_team,0.00040110206
DRB_100_poss,0.00035087139
W_misc,0.0003141515
BLK_100_poss,0.0002998164
MP_100_poss,0.0002544904
GS,0.0002474438
%DREB_nba,0.00023764685
Pace_misc,0.00022730089
predator_total_raptor,0.00021337613
STL_100_poss,0.0002122361
DRtg_100_poss,0.00020831714
L_misc,0.00013809247
TRB%_advanced,0.000103833976
TOV%_misc,8.0997255e-05
PW_misc,4.9851053e-05
DRtg_misc,4.3326607e-05
GP_espn,3.5029643e-05
FT_opponent,2.75074e-05
TRB_100_poss,1.788763e-05
GP_nba,2.6517384e-07
STL%_advanced,0.0
MP_advanced,0.0
