Feature,Importance
Dpoy_titles,0.41805798
G,0.15661612
won_dpoy_last_season,0.09303823
raptor_defense_raptor,0.049208216
DRB_100_poss,0.038060598
war_total_raptor,0.034408923
predator_total_raptor,0.029425971
PF_team,0.027557714
DWS_advanced,0.0233522
TOV%.1_misc,0.019067394
DEF RTG_nba,0.019040596
FT_opponent,0.014212414
TRB%_advanced,0.009246376
BLK,0.009154285
PW_misc,0.0061345827
STL,0.0058637806
AST_team,0.005277063
TRB,0.0051899566
teamates_with_dpoy,0.0046706814
Dpoy_votes,0.0039319834
TOV_100_poss,0.0033863264
AST_opponent,0.0032307839
2PA_opponent,0.0031987408
Age,0.002797902
STL_nba,0.0026606228
MP,0.002172064
GS,0.0015170111
DRtg_100_poss,0.0013280713
TRB_team,0.0013200669
STL_team,0.0013098654
FG%_opponent,0.0011700455
FGA_opponent,0.00093641673
BLK_100_poss,0.0005681871
MOV_misc,0.00048503262
DRB,0.00041165628
TRB_opponent,0.00031767832
2P_opponent,0.00022019599
VORP_advanced,0.00021659936
3P%_opponent,0.00017606092
Pace_misc,0.00017528339
DRtg_misc,0.00013778478
PF,9.953041e-05
3PA_opponent,7.725912e-05
BPM_advanced,6.9841386e-05
DRB_team,6.961437e-05
DRB%_misc,6.456684e-05
WS/48_advanced,4.847459e-05
STL_100_poss,3.6518486e-05
war_reg_season_raptor,3.527951e-05
SOS_misc,3.349435e-05
PER_advanced,3.0954427e-05
mp_raptor,2.7126767e-05
FTA_opponent,2.6584397e-05
W_misc,2.2656637e-05
TOV%_misc,1.894422e-05
2P%_opponent,1.2353451e-05
poss_raptor,1.17360705e-05
DEF WS_nba,1.084027e-05
TOV,7.4528543e-06
OPP PTS PAINT_nba,7.3117776e-06
DBPM_advanced,5.9472136e-06
OPP PTS OFF TOV_nba,5.771873e-06
ORB_opponent,5.5792675e-06
PF_100_poss,3.8708476e-06
3P_opponent,3.5778899e-06
WS_advanced,3.0876272e-06
RPM_espn,2.7120188e-06
TOV_team,1.4774171e-06
BLK%_advanced,1.1820831e-06
raptor_total_raptor,8.2432575e-07
predator_defense_raptor,7.612452e-07
WINS_espn,6.301464e-07
pace_impact_raptor,4.642042e-07
DREB_nba,4.0941018e-07
FT%_opponent,3.5636086e-07
TRB_100_poss,3.2359142e-07
MP_100_poss,2.5262264e-07
OPP PTS 2ND CHANCE_nba,2.3421659e-07
BLK_team,2.1130208e-07
STL%_nba,1.1875448e-07
MPG_espn,5.6552697e-08
OPP PTS FB_nba,4.3497916e-08
DRB%_advanced,2.1844277e-08
DRPM_espn,1.40951535e-08
W_nba,3.3588936e-09
%BLK_nba,2.3761197e-09
BLK_nba,0.0
PL_misc,0.0
%DREB_nba,0.0
DREB%_nba,0.0
MIN_nba,0.0
GP_nba,0.0
MP_advanced,0.0
L_misc,0.0
STL%_advanced,0.0
GP_espn,0.0
SRS_misc,0.0
D-LEBRON_bball,0.0
