Feature,correlation,p-value
Dpoy_titles,0.341455871083629,1.590172613376486e-103
BLK_nba,0.25883461605624974,9.785017640204497e-59
DWS_advanced,0.2508449817631951,3.677362545623167e-55
BLK,0.2469685855716675,1.797046093594073e-53
D-LEBRON_bball,0.23415002118066017,4.275306818328563e-48
WS_advanced,0.2237675902708254,5.670718877597896e-44
VORP_advanced,0.21366779290151508,3.698695752371437e-40
war_total_raptor,0.2111194726602698,3.1641724666520826e-39
WINS_espn,0.20904975138454185,1.7721161156070377e-38
Dpoy_votes,0.20901925025862259,1.8174363419884478e-38
war_reg_season_raptor,0.20379552827477732,1.2950416205554353e-36
DREB_nba,0.19902850228716032,5.743735922145556e-35
DRB,0.19101602415463528,2.7141052889362895e-32
TRB,0.1890091401355072,1.2167506965123334e-31
DEF WS_nba,0.18640136610542565,8.336394071739464e-31
RPM_espn,0.1680122186424425,2.940291903015499e-25
DRPM_espn,0.15306926899737025,3.433198191334149e-21
GS,0.14242400349635642,1.5709731598327326e-18
DRtg_100_poss,-0.12187145791490281,6.074070116794415e-14
W_nba,0.12105698945191853,8.923220275166624e-14
MP_100_poss,0.11793848020589871,3.800112010345796e-13
MP_advanced,0.11793848020589871,3.800112010345796e-13
%BLK_nba,0.11539023022560517,1.207501429778012e-12
BLK_100_poss,0.11253215087313849,4.286480485111806e-12
TOV,0.10784033811050997,3.2047681339515004e-11
BLK%_advanced,0.10749564126819729,3.7028952785219546e-11
poss_raptor,0.10408940734696538,1.5065375098810656e-10
mp_raptor,0.10256281406912932,2.78536602141743e-10
PF,0.10169997802507151,3.926748597150426e-10
MIN_nba,0.09958080433153133,9.018676061245785e-10
MPG_espn,0.09875145876784369,1.2429383674904985e-09
DRB_100_poss,0.09832974774274773,1.4616758065914993e-09
MP,0.09783795019667794,1.7643447332886928e-09
DREB%_nba,0.09624039681753441,3.231021157950953e-09
PER_advanced,0.0937359183423977,8.181505815124359e-09
predator_total_raptor,0.09191163207732446,1.58590143112137e-08
2P%_opponent,-0.09030226212706995,2.8141094174670344e-08
DRB%_advanced,0.08999616696976283,3.134971639986291e-08
FG%_opponent,-0.08984391166498598,3.307513776575135e-08
MOV_misc,0.08890189753077304,4.5985681845091554e-08
SRS_misc,0.08882610602485365,4.721444154934007e-08
TRB_100_poss,0.08879311597911947,4.7759171877178025e-08
DRtg_misc,-0.0887363240982101,4.871121435070333e-08
%DREB_nba,0.08832685080276767,5.614090979132652e-08
OPP PTS OFF TOV_nba,0.08770448727192648,6.957612160618216e-08
predator_defense_raptor,0.08744997611634092,7.592491402471681e-08
PL_misc,-0.08688544543656199,9.207204332239966e-08
TRB%_advanced,0.08640885832698168,1.082486224268886e-07
PW_misc,0.08538323222777942,1.529139065804675e-07
STL_nba,0.0839345314083454,2.474287453549685e-07
L_misc,-0.08118201159681597,6.042191577120196e-07
G,0.08062989254264485,7.202724015620968e-07
DBPM_advanced,0.08005418816169467,8.640417862771107e-07
W_misc,0.07981180164214798,9.325065972124245e-07
WS/48_advanced,0.07905849844382222,1.180241970726868e-06
STL,0.07885657986567748,1.2567294022370095e-06
OPP PTS FB_nba,0.07775441013815618,1.76580212141279e-06
raptor_total_raptor,0.07724676035482884,2.0621220663239273e-06
OPP PTS PAINT_nba,0.07698565251767972,2.2325737248156737e-06
OPP PTS 2ND CHANCE_nba,0.07511528599130313,3.914489687062509e-06
GP_espn,0.07118925683263763,1.2199923406422723e-05
GP_nba,0.07118707784530474,1.2207430722859423e-05
BPM_advanced,0.06945466419401575,1.979890476761262e-05
DRB%_misc,0.06775780460553375,3.14572726116609e-05
raptor_defense_raptor,0.06615379216157442,4.826126541033243e-05
DRB_team,0.0595689175944393,0.0002535804975241185
BLK_team,0.05220288682741155,0.0013480630347085989
TRB_team,0.04919508913214376,0.0025225759738287355
SOS_misc,-0.04860068482014065,0.0028443260465292157
AST_opponent,-0.04467620945878967,0.006090559309639005
pace_impact_raptor,0.038432922376911094,0.01831158004822526
3P%_opponent,-0.037827565436973846,0.020229204651032312
TOV_100_poss,0.03312722575010252,0.04201553843364081
FT_opponent,-0.02507189664805104,0.12386644860497475
Pace_misc,0.024612761330765252,0.1309010540094377
FT%_opponent,-0.022710627902261325,0.16338186449496644
FTA_opponent,-0.021732979113587316,0.18227830057140873
2P_opponent,-0.021714456901777573,0.18265132144479165
STL_team,0.019717886491893134,0.2262483809330136
TOV_team,0.018605922550681414,0.2535261329161256
TOV%_misc,0.017717540672015645,0.2769048393286068
ORB_opponent,-0.017692370046191997,0.27758795886466714
AST_team,0.017680849892743596,0.27790099306840127
TRB_opponent,-0.01654169101543233,0.3100446623077074
2PA_opponent,0.016357724520617612,0.31545710421552703
3P_opponent,-0.01597475532415034,0.3269221807303107
teamates_with_dpoy,0.01471144413422117,0.36663361230947145
FGA_opponent,0.012009569078713178,0.46113584212714726
STL%_nba,0.010188654104577923,0.5318204835540065
PF_team,-0.008440990732262402,0.6044726427118523
PF_100_poss,-0.007564049702674727,0.642529899205351
DEF RTG_nba,0.005606935631340387,0.7307975137186804
TOV%.1_misc,-0.004468856964938443,0.7839103072411372
3PA_opponent,-0.0032347414734402525,0.8426569134596011
STL%_advanced,0.0018394836906641331,0.9101276222124064
STL_100_poss,0.0018394836906641331,0.9101276222124064
Age,0.0011641860894856177,0.9430485659000479
