Feature,correlation,p-value
war_total_raptor,0.31004190122435976,1.350855549898123e-61
DWS_advanced,0.29737302075289346,1.3956030141109984e-56
war_reg_season_raptor,0.29135900573329115,2.742737298028726e-54
Dpoy_titles,0.27473965160615077,3.1008046697737154e-48
VORP_advanced,0.2607103848812332,1.9195269252479677e-43
D-LEBRON_bball,0.2480859503626727,2.2496452869962827e-39
WS_advanced,0.24392340144790156,4.4065872351110495e-38
BLK_nba,0.2363465807564692,8.57943795390663e-36
WINS_espn,0.2318704949426177,1.7717484161325315e-34
BLK,0.22535993402305987,1.293385268496129e-32
DEF WS_nba,0.20210693197261542,1.984142396005451e-26
DREB_nba,0.20052117713182116,4.932896973716442e-26
DRB,0.19379400806254304,2.1586854463804394e-24
TRB,0.18894993864998558,3.014195125833798e-23
DRPM_espn,0.1681051637853426,1.1482455420720002e-18
RPM_espn,0.16679506762507923,2.1349165288700355e-18
predator_total_raptor,0.16284870768941842,1.3415049281464199e-17
GS,0.15525414593966888,4.0597061815085265e-16
predator_defense_raptor,0.15379169521340733,7.680014050478465e-16
mp_raptor,0.1526298022114972,1.268891095583756e-15
Dpoy_votes,0.15181922303155077,1.797030297297999e-15
poss_raptor,0.1507294973612076,2.8605046291850804e-15
DRtg_100_poss,-0.1490914967437764,5.716439384028223e-15
W_nba,0.14874753353795034,6.604534452168849e-15
STL_nba,0.14777031555867048,9.936235922019245e-15
STL,0.1431596220465639,6.579157689893424e-14
raptor_total_raptor,0.14287875119456467,7.367681933755917e-14
MP_advanced,0.13857438634298988,4.0603063323741673e-13
MP_100_poss,0.13857438634298988,4.0603063323741673e-13
DBPM_advanced,0.12391779612243482,9.17078796905888e-11
raptor_defense_raptor,0.12195660087867798,1.8095740255924288e-10
MIN_nba,0.12033711435477523,3.1464227445367395e-10
MPG_espn,0.12007607043363851,3.4375213948411614e-10
MP,0.11975147137893513,3.83632345000901e-10
BPM_advanced,0.11901825742286223,4.910506150724448e-10
MOV_misc,0.11772009817480501,7.574566033860477e-10
SRS_misc,0.1167880323060493,1.030996252718434e-09
DRtg_misc,-0.11620999339139439,1.2467328067669799e-09
L_misc,-0.11498401020787033,1.8597679321614508e-09
W_misc,0.11498337441916845,1.860151684737854e-09
PW_misc,0.1147193668144649,2.026349968188696e-09
PL_misc,-0.11470972387754032,2.032686361945663e-09
BLK_100_poss,0.10772702896977468,1.822878958740995e-08
FG%_opponent,-0.10721593898085431,2.1291525505299398e-08
PF,0.10388179469989241,5.76246111203532e-08
OPP PTS 2ND CHANCE_nba,0.10376189875716374,5.969139976875383e-08
OPP PTS PAINT_nba,0.10273170978290823,8.066890819556474e-08
2P%_opponent,-0.102530413369528,8.552961267655864e-08
WS/48_advanced,0.1025287789496899,8.557021587488367e-08
BLK%_advanced,0.10183851308255362,1.0449421345265773e-07
PER_advanced,0.10183347785891987,1.0464611848301498e-07
OPP PTS FB_nba,0.09986306933750372,1.8378343736769483e-07
DREB%_nba,0.09550998494101758,6.143868922684837e-07
DRB_100_poss,0.0953619630536683,6.395482885361879e-07
%BLK_nba,0.09424728150646956,8.636068064490247e-07
TOV,0.09421171228225285,8.71875533678989e-07
OPP PTS OFF TOV_nba,0.09329573417402419,1.1130568064467531e-06
BLK_team,0.09237334287257556,1.420140075636192e-06
%DREB_nba,0.09143080599963342,1.817311326401349e-06
G,0.08964641037409286,2.8797031101486846e-06
AST_team,0.08935185337890021,3.104504334039337e-06
DRB%_advanced,0.08816041558163715,4.197633102082286e-06
TRB_100_poss,0.08399651589452571,1.1693121271827437e-05
TRB%_advanced,0.0831983886966676,1.415534035428872e-05
3P%_opponent,-0.08315412490244592,1.430544460601835e-05
GP_nba,0.08148277355907524,2.1223743138919074e-05
GP_espn,0.08130560951871905,2.2120413823869372e-05
AST_opponent,-0.07444675484789043,0.00010299937159703286
3P_opponent,-0.06751793107020801,0.0004297395858337917
DRB_team,0.053288479673852064,0.005472187257133706
TRB_opponent,-0.05033023189256623,0.008704979703370442
3PA_opponent,-0.0492216143620784,0.010300604161864416
2PA_opponent,0.044955299682042434,0.019131280171632122
STL_100_poss,0.04335615740570383,0.02384983920029979
STL%_advanced,0.04335615740570383,0.02384983920029979
STL%_nba,0.040463562734832495,0.03497378460914563
PF_team,-0.04016348910512268,0.03634812795308876
FT_opponent,-0.03734363086343378,0.05166005449167517
FTA_opponent,-0.03585143321795499,0.06174156994606732
SOS_misc,-0.03573511644273385,0.06259150698753951
STL_team,0.03291307962255663,0.08635465080445319
TRB_team,0.03154845279675375,0.10021586497679429
2P_opponent,-0.02694898247973505,0.1603005028221478
DRB%_misc,0.026333389330451065,0.17007044054082937
PF_100_poss,-0.020522683077463157,0.284995259694809
TOV%.1_misc,0.01851155432269782,0.3348589850233921
Age,-0.01467071302281287,0.4447140162855152
TOV_team,-0.013741604926948231,0.47408310958826794
Pace_misc,-0.012537421910164534,0.513681592642288
TOV_100_poss,0.011609279555247012,0.5453368445576392
DEF RTG_nba,0.011518749685224315,0.5484754694278007
FT%_opponent,-0.009584315501213579,0.6175887644379967
teamates_with_dpoy,0.0035497768028782566,0.8532973119466971
pace_impact_raptor,0.0035347077100244626,0.8539130596168397
TOV%_misc,-0.0032294929307924557,0.8664032724264805
FGA_opponent,-0.00318701062756542,0.8681444834358185
ORB_opponent,-0.0009273393432358002,0.9614721407131185
