Feature,correlation,p-value
Dpoy_titles,0.618313931154109,3.523129323903621e-242
Dpoy_votes,0.5110966612461776,5.826224129312764e-153
DWS_advanced,0.29962981871784444,8.04644552443377e-49
VORP_advanced,0.2942735926638256,4.47172117348232e-47
war_total_raptor,0.29394676093606487,5.698247104092529e-47
BLK,0.28815106747965674,3.9773622864640436e-45
war_reg_season_raptor,0.27725555021644466,8.914485750724148e-42
WS_advanced,0.2579685013124628,3.2969378024086445e-36
DRB,0.20797000677215896,7.66044804420306e-24
TRB,0.1942643108119828,5.9441113640851505e-21
mp_raptor,0.1680173691768735,5.391038832796976e-16
raptor_defense_raptor,0.16472381398498973,2.000889837873386e-15
poss_raptor,0.164277667857488,2.384978037473899e-15
predator_defense_raptor,0.15669293971448756,4.381313027103374e-14
STL,0.15383261274251447,1.2662451765909791e-13
MP_advanced,0.1527587527572827,1.8764382255073707e-13
MP_100_poss,0.1527587527572827,1.8764382255073707e-13
GS,0.14648549363350502,1.7661236972679364e-12
DRtg_100_poss,-0.14267825023463515,6.575004789162216e-12
predator_total_raptor,0.14091824633165095,1.193166067108541e-11
TOV,0.13894928396105258,2.303685383935352e-11
raptor_total_raptor,0.13859054346317612,2.5944691782543194e-11
MP,0.13657508469740812,5.030516244488489e-11
PER_advanced,0.12711577525534282,9.893707580343016e-10
BPM_advanced,0.1159364737199454,2.5497891589838294e-08
WINS_espn,0.11053149436086944,1.1051467153406137e-07
DRPM_espn,0.10926076393344931,1.5448922560770063e-07
WS/48_advanced,0.10295721185325057,7.703334273702804e-07
DRB_100_poss,0.09718358800644507,3.0982031358931186e-06
PF,0.09664309390224521,3.515637185044667e-06
DBPM_advanced,0.09512826392079826,4.992503287604061e-06
BLK_nba,0.09034196581348419,1.4612884541401986e-05
W_misc,0.08758409890786659,2.6502595818010924e-05
L_misc,-0.08758409890786659,2.6502595818010924e-05
DRtg_misc,-0.08730167706407468,2.814143848544823e-05
DRB%_advanced,0.08698617472116422,3.0085993817529828e-05
BLK_100_poss,0.08690132971443933,3.063030699136107e-05
G,0.08646655069428558,3.356949484502519e-05
PL_misc,-0.08645985943410224,3.3616754989554664e-05
PW_misc,0.08645985943410224,3.3616754989554664e-05
MOV_misc,0.08518180579908669,4.389915020812332e-05
SRS_misc,0.08492904044789819,4.625832174936942e-05
BLK%_advanced,0.08291481298307724,6.984441119042264e-05
RPM_espn,0.08218677233412454,8.088006852302526e-05
FG%_opponent,-0.07911988181384355,0.00014811212537954067
2P%_opponent,-0.07818081076795781,0.00017751203095322886
TRB_100_poss,0.07713599877026889,0.00021663155982826408
TRB%_advanced,0.07540114097060924,0.0002999323316037638
DEF WS_nba,0.06564150856438472,0.001653430049823858
pace_impact_raptor,-0.06393007623036696,0.002183182730171828
SOS_misc,-0.061958164773014385,0.002983686599532369
DRB_team,0.05793139632785004,0.005501693972636211
AST_opponent,-0.05657327577609602,0.0067100257250931146
FTA_opponent,-0.054825041668850584,0.0086140805287359
FT_opponent,-0.05455534406539501,0.008947334740872415
DREB_nba,0.05223881957873053,0.012317800027941216
TRB_opponent,-0.048014163962661296,0.02143419245874045
PF_100_poss,-0.04403682282505289,0.034900669524506114
BLK_team,0.0438647225634719,0.035618423133757175
PF_team,-0.040999329218879305,0.049544470136174086
Age,0.04042276245376437,0.05283885078658493
W_nba,0.03899162972249747,0.06181341960779033
STL_team,0.03898437590435807,0.06186193481402634
3P%_opponent,-0.0387799804221739,0.06324197765499072
DRB%_misc,0.038624810982833636,0.06430654996169821
%BLK_nba,0.03852768176638216,0.0649804173230046
STL_nba,0.036097999570669226,0.08382022511475876
MPG_espn,0.033643269205193296,0.10711482393786906
STL_100_poss,0.03350390705385498,0.10857756448097933
STL%_advanced,0.03350390705385498,0.10857756448097933
2P_opponent,-0.03309482588024725,0.11296261359055301
MIN_nba,0.03288334242919003,0.11528362355454366
OPP PTS 2ND CHANCE_nba,0.031120961947457233,0.13611003010701042
Pace_misc,-0.02713312059479827,0.1938153944593327
teamates_with_dpoy,0.023669837457266547,0.2570160902106431
OPP PTS OFF TOV_nba,0.023419905970067448,0.26207496625262217
TRB_team,0.02278936167773612,0.27514190852970416
OPP PTS PAINT_nba,0.022403683996216294,0.28334993040257467
GP_espn,0.0205442765036844,0.32523107569026527
GP_nba,0.019727304053176423,0.34484453601304066
OPP PTS FB_nba,0.019439475419325586,0.3519305487484619
DREB%_nba,0.015033653679932557,0.47161556791809234
TOV_team,-0.01486073144165232,0.4767298576562806
%DREB_nba,0.013546717444791882,0.5165663150504474
TOV_100_poss,0.01226442134118697,0.5570403137368177
3PA_opponent,0.010512815225173538,0.614705479347041
FT%_opponent,-0.00995900019922338,0.6334694069823216
ORB_opponent,-0.009558567910472625,0.6471857714763397
TOV%.1_misc,0.008782704112173327,0.6741023343772036
2PA_opponent,-0.0074533535079103685,0.7211876600334112
AST_team,0.006923327920633134,0.740271884258827
TOV%_misc,0.003639002000500079,0.8616798312392705
FGA_opponent,-0.0030546208099129983,0.8837194839578982
DEF RTG_nba,-0.0019764420411901486,0.9246069297571096
3P_opponent,0.000736561783463657,0.9718671349876509
STL%_nba,0.00039900163251936936,0.9847579629889562
D-LEBRON_bball,,
