,Feature,MI_Score
0,Dpoy_votes,0.08834021217747812
1,poss_raptor,0.04267560094327272
2,DWS_advanced,0.041673049101463855
3,mp_raptor,0.04043648416095502
4,raptor_defense_raptor,0.03900607503269593
5,predator_defense_raptor,0.038288599637327225
6,raptor_total_raptor,0.03693658016687906
7,war_total_raptor,0.0358290783701849
8,war_reg_season_raptor,0.03459110547826394
9,OPP PTS PAINT_nba,0.03363412305838365
10,WINS_espn,0.03333962172970617
11,DEF WS_nba,0.03332139385980426
12,MPG_espn,0.032518549664851015
13,MP_100_poss,0.03241122896296189
14,MP_advanced,0.03238292628573869
15,OPP PTS FB_nba,0.03144568952180382
16,predator_total_raptor,0.03141144739999158
17,MIN_nba,0.03132321029933882
18,OPP PTS 2ND CHANCE_nba,0.029899787955429913
19,WS_advanced,0.02988147065057989
20,GS,0.028793609095924655
21,W_nba,0.026519638716927973
22,BLK_nba,0.025904023356122297
23,MP,0.025790477986821214
24,OPP PTS OFF TOV_nba,0.02498729713316661
25,BLK,0.024900196814951592
26,DBPM_advanced,0.024841055637176535
27,VORP_advanced,0.024817651759108772
28,DRB,0.02459214874042215
29,PF,0.022733621718753705
30,GP_espn,0.02250463549910342
31,BPM_advanced,0.0221472511630314
32,DREB_nba,0.021488524883547466
33,RPM_espn,0.02078136105436057
34,STL,0.02044995826172924
35,TOV,0.019542971911622464
36,TRB,0.01947633727011544
37,GP_nba,0.019094126749194418
38,STL_nba,0.01837514664536699
39,pace_impact_raptor,0.0181315510934541
40,DRPM_espn,0.016222556896448914
41,PF_100_poss,0.015137197715041184
42,%BLK_nba,0.014470499158089956
43,PER_advanced,0.013276149736111797
44,SRS_misc,0.012999922921564488
45,WS/48_advanced,0.012972223943228611
46,BLK_100_poss,0.011991534321195152
47,teamates_with_dpoy,0.010988587438102826
48,PW_misc,0.010838305106011692
49,G,0.010828292525213001
50,DRtg_misc,0.008819590004081501
51,DEF RTG_nba,0.008564228394532414
52,DRtg_100_poss,0.008352193411018227
53,MOV_misc,0.007891558940043009
54,STL%_nba,0.007829562217060326
55,Age,0.007702389521777375
56,DRB_team,0.006501878363731839
57,DREB%_nba,0.006465071116660948
58,PL_misc,0.005837041053193159
59,BLK%_advanced,0.005768822886730307
60,3P%_opponent,0.003837354816518923
61,%DREB_nba,0.003788617157350016
62,DRB%_misc,0.003664470014283827
63,FG%_opponent,0.0023856525657348637
64,TRB_100_poss,0.002376936666911744
65,2PA_opponent,0.002331993663766019
66,TRB_team,0.002170113640751259
67,W_misc,0.0020436598239115256
68,ORB_opponent,0.0019983250561659283
69,TRB_opponent,0.0015166210861801144
70,L_misc,0.0013720956031633147
71,AST_team,0.0008781172626528555
72,3PA_opponent,0.0008743642338429058
73,TOV_team,0.0006585653350807963
74,TOV%_misc,0.00039662022666098196
75,STL_team,0.00023653832382874995
76,AST_opponent,0.0
77,STL%_advanced,0.0
78,BLK_team,0.0
79,PF_team,0.0
80,FGA_opponent,0.0
81,3P_opponent,0.0
82,DRB%_advanced,0.0
83,2P_opponent,0.0
84,FTA_opponent,0.0
85,FT%_opponent,0.0
86,TRB%_advanced,0.0
87,SOS_misc,0.0
88,Pace_misc,0.0
89,TOV%.1_misc,0.0
90,2P%_opponent,0.0
91,TOV_100_poss,0.0
92,FT_opponent,0.0
93,STL_100_poss,0.0
94,DRB_100_poss,0.0
95,D-LEBRON_bball,0.0
96,Dpoy_titles,0.0
