,Feature,MI_Score
0,Dpoy_votes,0.03087876466200279
1,DWS_advanced,0.02895472174110969
2,war_total_raptor,0.027828469508395237
3,war_reg_season_raptor,0.026736952454041507
4,GS,0.026693401431233887
5,predator_total_raptor,0.025431462263294513
6,VORP_advanced,0.024881207432810637
7,MP_advanced,0.024352763752183204
8,OPP PTS OFF TOV_nba,0.024267947359624342
9,WS_advanced,0.023712161104388008
10,MP_100_poss,0.023424199633202747
11,MPG_espn,0.02318676562232813
12,MIN_nba,0.023125362321694487
13,OPP PTS 2ND CHANCE_nba,0.022908528798772032
14,DREB_nba,0.022310931590835636
15,DRB,0.022042899870873045
16,predator_defense_raptor,0.021015122557865196
17,OPP PTS FB_nba,0.02100196952508293
18,MP,0.02094701409920363
19,TRB,0.020633353979949254
20,poss_raptor,0.019638183333825943
21,OPP PTS PAINT_nba,0.019431000530383713
22,raptor_total_raptor,0.01889383440907544
23,raptor_defense_raptor,0.018725848774931775
24,D-LEBRON_bball,0.018270203335094548
25,mp_raptor,0.01809035560508243
26,STL_nba,0.017853409353697725
27,BPM_advanced,0.017738828378770055
28,WINS_espn,0.016397212467107902
29,DEF WS_nba,0.016193031522420576
30,STL,0.016079140450515617
31,RPM_espn,0.015955593406062896
32,G,0.01489874419013626
33,DBPM_advanced,0.014357564375510723
34,GP_nba,0.014343877581318942
35,W_nba,0.013920857515828278
36,PL_misc,0.012628228561096355
37,GP_espn,0.012541332069967437
38,BLK_nba,0.011641103973543565
39,WS/48_advanced,0.011572283433837871
40,BLK,0.011441052525295925
41,PER_advanced,0.010974562718927938
42,DRPM_espn,0.01063973906428517
43,L_misc,0.009392309322420633
44,DRtg_100_poss,0.009386854046021798
45,W_misc,0.009292266448813091
46,DEF RTG_nba,0.008924152235964655
47,pace_impact_raptor,0.008476046421805217
48,TOV,0.008261452240492906
49,%DREB_nba,0.007601952599662898
50,PF,0.0072914526412342084
51,TRB_100_poss,0.006354909475655646
52,BLK_100_poss,0.006337121132866441
53,%BLK_nba,0.006204520819192094
54,AST_opponent,0.006146917230584137
55,STL_100_poss,0.005835506251792966
56,TRB%_advanced,0.005180406715715957
57,PW_misc,0.005159900975899356
58,TRB_team,0.005096418698311345
59,STL%_nba,0.004820037026840751
60,MOV_misc,0.004645948974420389
61,SRS_misc,0.004568723426258803
62,3P_opponent,0.00409669188794437
63,TRB_opponent,0.0036986979499975536
64,3PA_opponent,0.0034091827583802026
65,BLK%_advanced,0.003018365110132981
66,AST_team,0.0028948154831509587
67,STL%_advanced,0.00289029766811022
68,DRB_100_poss,0.0028597787040494094
69,Age,0.0028061359094537774
70,2PA_opponent,0.0027791185630894333
71,DRB%_advanced,0.0027184309214642877
72,FT%_opponent,0.00269831718474145
73,DREB%_nba,0.0026878989344094606
74,PF_100_poss,0.0025481025549816128
75,3P%_opponent,0.0025191908900821236
76,STL_team,0.00241572064938933
77,FG%_opponent,0.001868215814712526
78,PF_team,0.0010772246031269805
79,DRtg_misc,0.0008901406977901427
80,FT_opponent,0.0008544385493240991
81,DRB%_misc,0.00044771905265705847
82,SOS_misc,0.0003576733360040052
83,2P%_opponent,0.0
84,TOV%.1_misc,0.0
85,TOV%_misc,0.0
86,Pace_misc,0.0
87,ORB_opponent,0.0
88,FTA_opponent,0.0
89,teamates_with_dpoy,0.0
90,2P_opponent,0.0
91,FGA_opponent,0.0
92,TOV_team,0.0
93,BLK_team,0.0
94,DRB_team,0.0
95,TOV_100_poss,0.0
96,Dpoy_titles,0.0
