,Feature,MI_Score
0,Dpoy_votes,0.04507510325333697
1,DWS_advanced,0.027019152284760706
2,VORP_advanced,0.020397164367956577
3,war_reg_season_raptor,0.020034515351775806
4,mp_raptor,0.019127999822254438
5,predator_total_raptor,0.018980478966341918
6,war_total_raptor,0.018492300878483192
7,raptor_total_raptor,0.01842435644887619
8,WS_advanced,0.018357005328151876
9,poss_raptor,0.01815279667480363
10,predator_defense_raptor,0.017822551479983906
11,MP_advanced,0.017556067397131114
12,MP_100_poss,0.01752992644480944
13,MP,0.016268869096141447
14,GS,0.014122230168749361
15,BPM_advanced,0.012862051080888115
16,WS/48_advanced,0.012123410118921374
17,raptor_defense_raptor,0.01205401956503449
18,L_misc,0.011302425528307403
19,AST_opponent,0.010564655739855544
20,TOV,0.0101348117806066
21,PF,0.009651511775015775
22,DRtg_100_poss,0.009313052403736144
23,G,0.008719517464577331
24,W_misc,0.008148308154620532
25,PL_misc,0.008051292521963571
26,DRB,0.007730756536172834
27,TRB,0.007504862154922076
28,SRS_misc,0.007291595393984718
29,PW_misc,0.00723635703208636
30,ORB_opponent,0.0065818663935168775
31,MOV_misc,0.006160351051829771
32,STL,0.006103186603178434
33,BLK_team,0.006029299041319991
34,2P_opponent,0.005995365217270177
35,PER_advanced,0.005735650986900431
36,Age,0.005621242092141543
37,Dpoy_titles,0.005448671871285615
38,PF_100_poss,0.005044836452522183
39,TOV%_misc,0.005024300256689651
40,2PA_opponent,0.004909807861576354
41,MPG_espn,0.004812897272119754
42,TRB_opponent,0.004570211312593164
43,DBPM_advanced,0.004378115845131703
44,WINS_espn,0.004264586954761507
45,TOV_team,0.004134102678183149
46,AST_team,0.003856943226335119
47,OPP PTS OFF TOV_nba,0.0038114250269254413
48,DRtg_misc,0.0037887748884184447
49,3PA_opponent,0.0035835359147711188
50,pace_impact_raptor,0.0033418803253788543
51,TOV%.1_misc,0.003338989499988898
52,OPP PTS 2ND CHANCE_nba,0.0033134470552036444
53,DRB%_misc,0.003188955834064977
54,TOV_100_poss,0.002836439706549232
55,GP_nba,0.0027003847639373024
56,FT_opponent,0.0023264751745712964
57,RPM_espn,0.0021422879049279864
58,MIN_nba,0.0019555635604009414
59,FG%_opponent,0.0016122256612163266
60,SOS_misc,0.0014796600263129456
61,BLK_100_poss,0.0014743007675686037
62,BLK_nba,0.0013833924518356078
63,BLK,0.001319481148682966
64,OPP PTS PAINT_nba,0.0013190243905674137
65,2P%_opponent,0.0013141128065936591
66,DEF RTG_nba,0.0011396344492933252
67,STL_100_poss,0.0011224216309275725
68,STL_team,0.001081330766415478
69,BLK%_advanced,0.0009900580290971295
70,DRB_100_poss,0.0009316925087989869
71,3P%_opponent,0.0007888316889659297
72,FT%_opponent,0.0007544654834881204
73,TRB_team,0.0007161885215409836
74,FGA_opponent,0.0007115810784763532
75,OPP PTS FB_nba,0.0007095738929161488
76,STL%_nba,0.0005794667208915971
77,3P_opponent,4.600959018619122e-05
78,GP_espn,4.4715246602988756e-05
79,W_nba,0.0
80,DEF WS_nba,0.0
81,FTA_opponent,0.0
82,STL%_advanced,0.0
83,TRB%_advanced,0.0
84,DRB%_advanced,0.0
85,Pace_misc,0.0
86,DRPM_espn,0.0
87,DRB_team,0.0
88,TRB_100_poss,0.0
89,PF_team,0.0
90,%BLK_nba,0.0
91,teamates_with_dpoy,0.0
92,DREB_nba,0.0
93,STL_nba,0.0
94,DREB%_nba,0.0
95,%DREB_nba,0.0
96,D-LEBRON_bball,0.0
