Unnamed: 0,Season,Year,Player_name,Rank,Dpoy_titles,Dpoy_votes,First_votes,won_dpoy_last_season,teamates_with_dpoy,Points_won,Max_points,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_100_poss,FG_100_poss,FGA_100_poss,FG%_100_poss,3P_100_poss,3PA_100_poss,3P%_100_poss,2P_100_poss,2PA_100_poss,2P%_100_poss,FT_100_poss,FTA_100_poss,FT%_100_poss,ORB_100_poss,DRB_100_poss,TRB_100_poss,AST_100_poss,STL_100_poss,BLK_100_poss,TOV_100_poss,PF_100_poss,PTS_100_poss,ORtg_100_poss,DRtg_100_poss,MP_advanced,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,G_team,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,2P_team,2PA_team,2P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,G_opponent,MP_opponent,FG_opponent,FGA_opponent,FG%_opponent,3P_opponent,3PA_opponent,3P%_opponent,2P_opponent,2PA_opponent,2P%_opponent,FT_opponent,FTA_opponent,FT%_opponent,ORB_opponent,DRB_opponent,TRB_opponent,AST_opponent,STL_opponent,BLK_opponent,TOV_opponent,PF_opponent,PTS_opponent,W_misc,L_misc,PW_misc,PL_misc,MOV_misc,SOS_misc,SRS_misc,ORtg_misc,DRtg_misc,Pace_misc,FTr_misc,3PAr_misc,eFG%_misc,TOV%_misc,ORB%_misc,FT/FGA_misc,eFG%.1_misc,TOV%.1_misc,DRB%_misc,FT/FGA.1_misc,Arena_misc,Attendance_misc,GP_espn,MPG_espn,ORPM_espn,DRPM_espn,RPM_espn,WINS_espn,poss_raptor,mp_raptor,raptor_offense_raptor,raptor_defense_raptor,raptor_total_raptor,war_total_raptor,war_reg_season_raptor,war_playoffs_raptor,predator_offense_raptor,predator_defense_raptor,predator_total_raptor,pace_impact_raptor,GP_nba,W_nba,L_nba,MIN_nba,DEF RTG_nba,DREB_nba,DREB%_nba,%DREB_nba,STL_nba,STL%_nba,BLK_nba,%BLK_nba,OPP PTS OFF TOV_nba,OPP PTS 2ND CHANCE_nba,OPP PTS FB_nba,OPP PTS PAINT_nba,DEF WS_nba,D-LEBRON_bball
13564,1997-98,1998,Clifford Robinson,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,31.0,PHO,NBA,SF,80.0,64.0,29.5,5.4,11.2,0.479,0.3,1.1,0.321,5.0,10.1,0.496,0.494,3.1,4.5,0.689,1.9,3.2,5.1,2.1,1.2,1.1,1.8,3.1,14.2,2359.0,9.5,19.9,0.479,0.6,1.9,0.321,8.9,18.0,0.496,5.5,8.0,0.689,3.4,5.7,9.1,3.8,2.0,2.0,3.1,5.5,25.2,108.0,101.0,2359.0,17.4,0.538,0.094,0.402,7.7,12.5,10.1,11.9,2.0,2.8,11.7,22.9,3.6,3.5,7.1,0.144,0.4,0.7,1.1,1.8,82.0,19955.0,3138.0,6710.0,0.468,431.0,1211.0,0.356,2707.0,5499.0,0.492,1459.0,1948.0,0.749,991.0,2452.0,3443.0,2124.0,756.0,429.0,1236.0,1765.0,8166.0,82.0,19955.0,2923.0,6618.0,0.442,394.0,1091.0,0.361,2529.0,5527.0,0.458,1501.0,2051.0,0.732,1051.0,2343.0,3394.0,1803.0,720.0,323.0,1363.0,1769.0,7741.0,56.0,26.0,56.0,26.0,5.18,-0.75,4.44,107.4,101.8,91.4,0.29,0.18,0.5,14.0,29.7,0.217,0.471,15.3,70.0,0.227,America West Arena,779943.0,80,29.5,0.73,-1.54,-0.81,3.3,4721.0,2451.0,0.479660263,1.185694854,1.665355117,5.515843086,5.73057296,-0.214729874,0.505323581,1.229843233,1.735166814,0.109697997,80.0,55.0,25.0,29.5,102.0,3.2,11.2,18.3,1.2,21.1,1.1,34.5,10.1,8.6,7.4,26.2,0.09,0.0
13565,1997-98,1998,Bobby Jackson,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,DEN,NBA,PG,68.0,53.0,30.0,4.6,11.6,0.392,0.3,1.2,0.259,4.3,10.4,0.407,0.405,2.2,2.7,0.814,1.1,3.3,4.4,4.7,1.5,0.2,2.7,2.4,11.6,2042.0,8.1,20.7,0.392,0.6,2.1,0.259,7.6,18.6,0.407,3.9,4.8,0.814,2.0,5.9,7.9,8.3,2.8,0.3,4.8,4.2,20.7,92.0,111.0,2042.0,13.6,0.453,0.102,0.231,4.4,13.3,8.7,29.5,2.8,0.4,17.4,23.5,-1.3,0.7,-0.6,-0.014,-1.3,-1.3,-2.6,-0.3,82.0,19730.0,2677.0,6412.0,0.417,288.0,893.0,0.323,2389.0,5519.0,0.433,1658.0,2147.0,0.772,1040.0,2157.0,3197.0,1547.0,664.0,393.0,1311.0,1937.0,7300.0,82.0,19730.0,3015.0,6370.0,0.473,419.0,1105.0,0.379,2596.0,5265.0,0.493,1817.0,2410.0,0.754,1095.0,2401.0,3496.0,1983.0,662.0,535.0,1243.0,1782.0,8266.0,11.0,71.0,12.0,70.0,-11.78,0.04,-11.74,99.0,112.1,89.7,0.335,0.139,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285,McNichols Sports Arena,380590.0,68,30.0,-0.79,-1.19,-1.97,1.26,3860.0,2042.0,-2.118400189,-1.08666883,-3.205069019,-0.474163002,-0.474163002,0.0,-1.90233301,-0.798040996,-2.700374006,0.011402326,68.0,8.0,60.0,30.1,109.5,3.3,11.4,19.1,1.5,29.5,0.2,5.3,12.1,9.7,8.6,26.3,0.02,0.0
13566,1997-98,1998,Marko Milič,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,20.0,PHO,NBA,SF,33.0,0.0,4.9,1.2,1.9,0.609,0.1,0.2,0.5,1.1,1.8,0.621,0.633,0.3,0.5,0.647,0.3,0.5,0.8,0.4,0.3,0.0,0.6,0.5,2.8,163.0,12.6,20.6,0.609,1.0,1.9,0.5,11.6,18.7,0.621,3.5,5.5,0.647,3.2,4.8,8.1,3.9,3.2,0.0,6.8,5.5,29.6,101.0,101.0,163.0,18.4,0.644,0.094,0.266,7.3,10.5,9.0,13.5,3.2,0.0,22.7,25.7,0.1,0.2,0.3,0.102,-0.4,-0.1,-0.5,0.1,82.0,19955.0,3138.0,6710.0,0.468,431.0,1211.0,0.356,2707.0,5499.0,0.492,1459.0,1948.0,0.749,991.0,2452.0,3443.0,2124.0,756.0,429.0,1236.0,1765.0,8166.0,82.0,19955.0,2923.0,6618.0,0.442,394.0,1091.0,0.361,2529.0,5527.0,0.458,1501.0,2051.0,0.732,1051.0,2343.0,3394.0,1803.0,720.0,323.0,1363.0,1769.0,7741.0,56.0,26.0,56.0,26.0,5.18,-0.75,4.44,107.4,101.8,91.4,0.29,0.18,0.5,14.0,29.7,0.217,0.471,15.3,70.0,0.227,America West Arena,779943.0,0,0,0.0,0.0,0.0,0.0,322.0,167.0,-0.310941073,0.241748181,-0.069192893,0.231814677,0.167817645,0.063997032,-0.271208444,-1.232412356,-1.5036208,0.697747694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13567,1997-98,1998,Michael Stewart,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,22.0,SAC,NBA,C,81.0,37.0,21.7,1.9,4.0,0.48,0.0,0.0,,1.9,4.0,0.48,0.48,0.8,1.8,0.458,2.4,4.2,6.6,0.8,0.4,2.4,1.0,3.1,4.6,1761.0,4.6,9.6,0.48,0.0,0.0,,4.6,9.6,0.48,1.9,4.2,0.458,5.8,10.0,15.9,1.8,0.9,5.8,2.5,7.4,11.1,99.0,101.0,1761.0,12.9,0.486,0.0,0.44,12.2,21.9,16.9,5.2,0.9,7.5,18.1,11.9,0.4,2.6,3.0,0.081,-3.3,1.9,-1.5,0.2,82.0,19730.0,2957.0,6684.0,0.442,283.0,806.0,0.351,2674.0,5878.0,0.455,1440.0,2096.0,0.687,1094.0,2304.0,3398.0,1836.0,596.0,420.0,1271.0,1810.0,7637.0,82.0,19730.0,3095.0,6776.0,0.457,345.0,968.0,0.356,2750.0,5808.0,0.473,1560.0,2102.0,0.742,1157.0,2533.0,3690.0,1824.0,694.0,466.0,1256.0,1775.0,8095.0,27.0,55.0,25.0,57.0,-5.59,-0.25,-5.83,100.8,106.9,92.1,0.314,0.121,0.464,14.3,30.2,0.215,0.482,14.0,66.6,0.23,ARCO Arena (II),605443.0,81,21.7,-2.26,2.43,0.17,3.57,3418.0,1761.0,-3.165042842,2.082318244,-1.082724598,1.49353994,1.49353994,0.0,-3.226333892,1.845757621,-1.380576271,-0.271018603,81.0,26.0,55.0,21.7,101.7,4.2,18.6,31.3,0.4,11.3,2.4,78.0,7.5,6.7,6.9,19.7,0.068,0.0
13568,1997-98,1998,Antoine Walker,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,21.0,BOS,NBA,PF,82.0,82.0,39.9,8.8,20.8,0.423,1.1,3.6,0.312,7.7,17.2,0.447,0.45,3.7,5.8,0.645,3.3,6.9,10.2,3.3,1.7,0.7,3.6,3.2,22.4,3268.0,11.4,26.8,0.423,1.4,4.6,0.312,9.9,22.2,0.447,4.8,7.4,0.645,4.3,8.9,13.2,4.3,2.2,0.9,4.6,4.1,29.0,98.0,104.0,3268.0,17.8,0.481,0.171,0.277,9.0,22.3,15.1,15.4,2.2,1.4,13.2,29.2,0.8,4.0,4.7,0.07,1.6,-1.0,0.6,2.2,82.0,19730.0,3012.0,6934.0,0.434,415.0,1249.0,0.332,2597.0,5685.0,0.457,1425.0,1964.0,0.726,1196.0,2044.0,3240.0,1816.0,987.0,366.0,1330.0,2203.0,7864.0,82.0,19730.0,2864.0,5981.0,0.479,299.0,940.0,0.318,2565.0,5041.0,0.509,2052.0,2756.0,0.745,1015.0,2446.0,3461.0,1826.0,696.0,406.0,1688.0,1719.0,8079.0,36.0,46.0,33.0,49.0,-2.62,0.66,-1.96,102.6,105.4,93.3,0.283,0.18,0.464,14.6,32.8,0.206,0.504,19.0,66.8,0.343,FleetCenter,739422.0,82,39.9,1.87,-1.45,0.42,7.52,6425.0,3268.0,-0.901423485,-0.03937721,-0.940800695,3.020454844,3.020454844,0.0,-0.040940106,0.012956265,-0.027983841,0.118596883,82.0,36.0,46.0,39.9,104.7,6.9,19.8,33.3,1.7,17.9,0.7,19.7,14.6,12.1,12.8,39.6,0.086,0.0
13569,1997-98,1998,Antonio Daniels,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,22.0,VAN,NBA,SG,74.0,50.0,26.4,3.1,7.4,0.416,0.1,0.7,0.212,2.9,6.7,0.438,0.426,1.5,2.3,0.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8,1956.0,6.1,14.6,0.416,0.3,1.4,0.212,5.8,13.2,0.438,3.0,4.5,0.659,0.6,3.2,3.8,8.9,1.5,0.3,4.4,2.3,15.4,93.0,115.0,1956.0,9.9,0.465,0.095,0.31,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,-0.9,-0.4,-1.3,-0.032,-2.4,-2.6,-5.0,-1.5,82.0,19830.0,3006.0,6567.0,0.458,325.0,898.0,0.362,2681.0,5669.0,0.473,1586.0,2145.0,0.739,1081.0,2313.0,3394.0,1960.0,614.0,349.0,1405.0,1809.0,7923.0,82.0,19830.0,3230.0,6797.0,0.475,428.0,1111.0,0.385,2802.0,5686.0,0.493,1634.0,2233.0,0.732,1146.0,2356.0,3502.0,2101.0,836.0,538.0,1163.0,1832.0,8522.0,19.0,63.0,22.0,60.0,-7.3,-0.17,-7.47,104.1,112.0,92.1,0.327,0.137,0.482,15.8,31.5,0.242,0.507,13.0,66.9,0.24,General Motors Place,660457.0,74,26.4,-1.83,-5.59,-7.42,-6.09,3796.0,1956.0,-1.906258878,-2.940659398,-4.846918276,-2.080964893,-2.080964893,0.0,-2.092804157,-3.303549116,-5.396353273,-0.508906056,74.0,17.0,57.0,26.4,111.6,1.6,6.3,10.3,0.7,20.8,0.1,6.1,11.3,8.5,10.5,24.5,0.0,0.0
13570,1997-98,1998,Adrian Caldwell,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,31.0,DAL,NBA,PF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,117.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.022,-3.6,-2.1,-5.6,0.0,82.0,19905.0,2882.0,6754.0,0.427,422.0,1183.0,0.357,2460.0,5571.0,0.442,1308.0,1738.0,0.753,1008.0,2280.0,3288.0,1535.0,646.0,466.0,1182.0,1643.0,7494.0,82.0,19905.0,3138.0,6819.0,0.46,386.0,1130.0,0.342,2752.0,5689.0,0.484,1333.0,1868.0,0.714,1223.0,2644.0,3867.0,1882.0,658.0,374.0,1240.0,1608.0,7995.0,20.0,62.0,24.0,58.0,-6.11,-0.22,-6.33,100.5,107.2,89.9,0.257,0.175,0.458,13.6,27.6,0.194,0.488,14.0,65.1,0.195,Reunion Arena,503936.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,-5.9215057,-4.674232804,-10.5957385,-0.01181453,-0.01181453,0.0,-7.089384049,-6.735759666,-13.82514371,-1.477041781,1.0,1.0,0.0,2.7,116.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,-0.005,0.0
13571,1997-98,1998,Kebu Stewart,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,PHI,NBA,PF,15.0,0.0,7.3,0.8,1.7,0.462,0.0,0.0,,0.8,1.7,0.462,0.462,1.1,1.7,0.64,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7,110.0,5.8,12.5,0.462,0.0,0.0,,5.8,12.5,0.462,7.7,12.1,0.64,4.3,10.6,15.0,1.0,2.4,1.0,3.9,6.3,19.3,101.0,101.0,110.0,14.0,0.541,0.0,0.962,9.3,23.2,16.2,3.0,2.4,1.3,17.8,18.4,0.1,0.2,0.2,0.098,-1.6,0.1,-1.4,0.0,82.0,19755.0,2837.0,6409.0,0.443,243.0,810.0,0.3,2594.0,5599.0,0.463,1734.0,2352.0,0.737,1125.0,2294.0,3419.0,1729.0,729.0,490.0,1354.0,1878.0,7651.0,82.0,19755.0,2906.0,6440.0,0.451,384.0,1115.0,0.344,2522.0,5325.0,0.474,1651.0,2262.0,0.73,1115.0,2341.0,3456.0,1927.0,766.0,508.0,1318.0,1904.0,7847.0,31.0,51.0,34.0,48.0,-2.39,0.5,-1.89,102.8,105.4,90.4,0.367,0.126,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256,CoreStates Center,655417.0,15,7.3,-1.63,0.34,-1.3,0.12,210.0,110.0,-2.830073642,0.744135531,-2.085938111,0.037474619,0.037474619,0.0,-2.876110699,-0.315788467,-3.191899166,0.505300839,15.0,6.0,9.0,7.5,89.5,1.5,18.3,31.0,0.3,17.9,0.1,12.5,2.5,1.4,2.5,5.3,0.057,0.0
13572,1997-98,1998,Sam Mitchell,-1.0,0.0,0.0,0.0,False,1.0,0.0,500.0,34.0,MIN,NBA,SF,81.0,33.0,27.6,4.6,9.9,0.464,0.2,0.5,0.349,4.4,9.3,0.47,0.473,3.0,3.6,0.832,1.5,3.3,4.8,1.3,0.8,0.3,0.8,2.5,12.3,2239.0,8.6,18.5,0.464,0.3,1.0,0.349,8.2,17.5,0.47,5.6,6.8,0.832,2.7,6.2,8.9,2.5,1.5,0.5,1.5,4.6,23.2,115.0,108.0,2239.0,15.8,0.539,0.054,0.365,6.0,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,6.1,0.131,0.4,-0.9,-0.5,0.8,82.0,19930.0,3157.0,6844.0,0.461,303.0,873.0,0.347,2854.0,5971.0,0.478,1673.0,2253.0,0.743,1063.0,2429.0,3492.0,2068.0,639.0,427.0,1138.0,1882.0,8290.0,82.0,19930.0,3076.0,6860.0,0.448,432.0,1206.0,0.358,2644.0,5654.0,0.468,1648.0,2220.0,0.742,1116.0,2411.0,3527.0,1909.0,609.0,412.0,1228.0,1863.0,8232.0,45.0,37.0,43.0,39.0,0.71,-0.54,0.17,107.8,107.1,92.6,0.329,0.128,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,Target Center,738590.0,81,27.6,0.48,-0.73,-0.25,4.06,4691.0,2416.0,0.745739597,-0.611081419,0.134658178,3.545380277,3.330351275,0.215029002,0.410775564,-0.57393207,-0.163156506,-0.34052546,81.0,44.0,37.0,27.6,104.9,3.3,11.6,19.8,0.8,17.8,0.3,9.4,8.8,9.3,7.9,23.9,0.059,0.0
13573,1997-98,1998,Toni Kukoč,-1.0,0.0,0.0,0.0,False,3.0,0.0,500.0,29.0,CHI,NBA,SF,74.0,52.0,30.2,5.2,11.4,0.455,0.9,2.4,0.362,4.3,9.0,0.48,0.493,2.1,3.0,0.708,1.6,2.8,4.4,4.2,1.0,0.5,2.1,2.0,13.3,2235.0,9.2,20.3,0.455,1.5,4.2,0.362,7.7,16.1,0.48,3.7,5.3,0.708,2.9,5.0,7.9,7.6,1.8,0.9,3.7,3.6,23.7,109.0,101.0,2235.0,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,3.7,3.3,7.0,0.15,2.4,0.9,3.3,3.0,82.0,19855.0,3064.0,6801.0,0.451,311.0,962.0,0.323,2753.0,5839.0,0.471,1492.0,2009.0,0.743,1243.0,2438.0,3681.0,1952.0,696.0,353.0,1178.0,1691.0,7931.0,82.0,19855.0,2797.0,6483.0,0.431,329.0,1022.0,0.322,2468.0,5461.0,0.452,1425.0,1956.0,0.729,1016.0,2239.0,3255.0,1595.0,657.0,356.0,1268.0,1774.0,7348.0,62.0,20.0,61.0,21.0,7.11,0.13,7.24,107.7,99.8,89.0,0.295,0.141,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,United Center,983444.0,0,0,0.0,0.0,0.0,0.0,5321.0,2872.0,2.533720128,0.916972349,3.450692477,9.18281998,6.406976898,2.775843082,2.57772802,0.469190271,3.04691829,-0.283735327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13574,1997-98,1998,Marty Conlon,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,30.0,MIA,NBA,C,18.0,0.0,11.6,1.6,3.4,0.452,0.0,0.0,,1.6,3.4,0.452,0.452,1.8,2.4,0.727,0.9,1.7,2.6,0.7,0.5,0.3,0.6,1.5,4.9,209.0,7.3,16.2,0.452,0.0,0.0,,7.3,16.2,0.452,8.4,11.5,0.727,4.2,7.8,12.0,3.1,2.4,1.3,2.9,7.1,23.0,113.0,100.0,209.0,17.2,0.541,0.0,0.71,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,0.4,0.4,0.8,0.177,-0.4,1.2,0.8,0.1,82.0,19755.0,2850.0,6327.0,0.45,548.0,1544.0,0.355,2302.0,4783.0,0.481,1539.0,2082.0,0.739,1028.0,2419.0,3447.0,1758.0,665.0,429.0,1226.0,1982.0,7787.0,82.0,19755.0,2723.0,6355.0,0.428,305.0,921.0,0.331,2418.0,5434.0,0.445,1632.0,2195.0,0.744,1058.0,2232.0,3290.0,1630.0,637.0,370.0,1214.0,1851.0,7383.0,55.0,27.0,56.0,26.0,4.93,0.16,5.09,107.6,102.0,87.9,0.329,0.244,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,Miami Arena,614861.0,18.0,11.6,-0.08,0.64,0.56,0.48,470.0,255.0,-2.771712605,1.214969157,-1.556743449,0.142402258,0.343386464,-0.200984206,-2.70941708,0.42041349,-2.28900359,0.457642027,18.0,11.0,7.0,11.6,94.3,1.7,14.2,20.7,0.5,20.0,0.3,21.7,4.1,2.7,3.4,9.4,0.069,0.0
13575,1997-98,1998,Erick Strickland,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,24.0,DAL,NBA,SG,67.0,19.0,22.5,3.0,8.3,0.357,0.7,2.4,0.294,2.3,5.9,0.382,0.4,1.0,1.3,0.774,0.5,1.9,2.4,2.5,0.8,0.1,1.6,2.1,7.6,1505.0,7.1,19.8,0.357,1.7,5.8,0.294,5.4,14.0,0.382,2.3,3.0,0.774,1.2,4.5,5.7,5.9,2.0,0.3,3.8,5.0,18.1,88.0,109.0,1505.0,9.3,0.429,0.292,0.151,2.5,9.5,6.0,18.8,2.0,0.4,15.1,21.3,-1.7,0.8,-0.9,-0.028,-3.8,-1.2,-5.0,-1.1,82.0,19905.0,2882.0,6754.0,0.427,422.0,1183.0,0.357,2460.0,5571.0,0.442,1308.0,1738.0,0.753,1008.0,2280.0,3288.0,1535.0,646.0,466.0,1182.0,1643.0,7494.0,82.0,19905.0,3138.0,6819.0,0.46,386.0,1130.0,0.342,2752.0,5689.0,0.484,1333.0,1868.0,0.714,1223.0,2644.0,3867.0,1882.0,658.0,374.0,1240.0,1608.0,7995.0,20.0,62.0,24.0,58.0,-6.11,-0.22,-6.33,100.5,107.2,89.9,0.257,0.175,0.458,13.6,27.6,0.194,0.488,14.0,65.1,0.195,Reunion Arena,503936.0,67,22.5,-1.51,-2.46,-3.96,-1.06,2851.0,1505.0,-2.519378981,-1.600334009,-4.11971299,-1.057418413,-1.057418413,0.0,-2.433346844,-1.603242054,-4.036588898,0.493626988,67.0,17.0,50.0,22.4,104.0,1.9,8.6,14.9,0.8,21.4,0.1,4.6,7.5,7.5,7.2,20.5,0.055,0.0
13576,1997-98,1998,Allen Iverson,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,22.0,PHI,NBA,PG,80.0,80.0,39.4,8.1,17.6,0.461,0.9,2.9,0.298,7.2,14.7,0.494,0.486,4.9,6.7,0.729,1.1,2.6,3.7,6.2,2.2,0.3,3.1,2.5,22.0,3150.0,10.9,23.7,0.461,1.2,4.0,0.298,9.8,19.7,0.494,6.6,9.0,0.729,1.4,3.5,5.0,8.3,3.0,0.4,4.1,3.4,29.6,109.0,106.0,3150.0,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,6.3,2.8,9.0,0.138,3.5,0.1,3.6,4.5,82.0,19755.0,2837.0,6409.0,0.443,243.0,810.0,0.3,2594.0,5599.0,0.463,1734.0,2352.0,0.737,1125.0,2294.0,3419.0,1729.0,729.0,490.0,1354.0,1878.0,7651.0,82.0,19755.0,2906.0,6440.0,0.451,384.0,1115.0,0.344,2522.0,5325.0,0.474,1651.0,2262.0,0.73,1115.0,2341.0,3456.0,1927.0,766.0,508.0,1318.0,1904.0,7847.0,31.0,51.0,34.0,48.0,-2.39,0.5,-1.89,102.8,105.4,90.4,0.367,0.126,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256,CoreStates Center,655417.0,80,39.4,3.21,-2.76,0.45,7.2,6001.0,3150.0,2.76338175,0.965192157,3.728573907,10.41789759,10.41789759,0.0,2.936239335,1.451374117,4.387613453,0.052531584,80.0,31.0,49.0,39.4,104.3,2.6,6.9,11.5,2.2,30.7,0.3,6.1,15.2,12.5,12.0,31.9,0.09,0.0
13577,1997-98,1998,Tony Massenburg,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,30.0,VAN,NBA,C,61.0,13.0,14.7,2.4,5.1,0.479,0.0,0.0,,2.4,5.1,0.479,0.479,1.6,2.2,0.73,1.3,2.5,3.8,0.3,0.4,0.4,1.0,2.0,6.5,894.0,8.6,18.0,0.479,0.0,0.0,,8.6,18.0,0.479,5.8,8.0,0.73,4.7,8.9,13.5,1.2,1.5,1.4,3.5,7.2,23.1,104.0,110.0,894.0,14.9,0.536,0.0,0.443,10.3,19.5,14.9,4.0,1.5,1.9,14.0,21.4,0.8,0.4,1.3,0.067,-2.0,-2.3,-4.4,-0.5,82.0,19830.0,3006.0,6567.0,0.458,325.0,898.0,0.362,2681.0,5669.0,0.473,1586.0,2145.0,0.739,1081.0,2313.0,3394.0,1960.0,614.0,349.0,1405.0,1809.0,7923.0,82.0,19830.0,3230.0,6797.0,0.475,428.0,1111.0,0.385,2802.0,5686.0,0.493,1634.0,2233.0,0.732,1146.0,2356.0,3502.0,2101.0,836.0,538.0,1163.0,1832.0,8522.0,19.0,63.0,22.0,60.0,-7.3,-0.17,-7.47,104.1,112.0,92.1,0.327,0.137,0.482,15.8,31.5,0.242,0.507,13.0,66.9,0.24,General Motors Place,660457.0,61,14.7,-0.77,-3.13,-3.9,-0.6,1735.0,894.0,-2.805844222,-1.261203941,-4.067048163,-0.602493894,-0.602493894,0.0,-2.648696505,-1.211535147,-3.860231652,0.268176802,61.0,14.0,47.0,14.7,109.6,2.5,17.6,30.1,0.4,15.2,0.4,29.3,6.6,4.5,6.0,14.2,0.009,0.0
13578,1997-98,1998,Marcus Camby,-1.0,0.0,0.0,0.0,False,0.0,0.0,500.0,23.0,TOR,NBA,C,63.0,58.0,31.8,4.9,11.9,0.412,0.0,0.0,0.0,4.9,11.8,0.413,0.412,2.4,3.9,0.611,3.2,4.2,7.4,1.8,1.1,3.7,2.1,3.2,12.1,2002.0,8.0,19.3,0.412,0.0,0.1,0.0,8.0,19.3,0.413,3.9,6.3,0.611,5.3,6.8,12.1,2.9,1.8,6.0,3.5,5.2,19.8,94.0,107.0,2002.0,15.9,0.448,0.003,0.327,10.9,15.3,13.0,9.4,1.8,7.9,13.6,21.6,-0.6,1.5,0.9,0.022,-2.0,0.4,-1.6,0.2,82.0,19930.0,2965.0,6813.0,0.435,372.0,1086.0,0.343,2593.0,5727.0,0.453,1479.0,2060.0,0.718,1187.0,2149.0,3336.0,1746.0,769.0,663.0,1371.0,1851.0,7781.0,82.0,19930.0,3271.0,6826.0,0.479,396.0,1034.0,0.383,2875.0,5792.0,0.496,1603.0,2289.0,0.7,1270.0,2506.0,3776.0,2219.0,737.0,514.0,1370.0,1748.0,8541.0,16.0,66.0,17.0,65.0,-9.27,0.94,-8.33,101.2,111.0,92.6,0.302,0.159,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235,SkyDome,674685.0,63.0,31.8,-1.03,-1.05,-2.08,1.12,3907.0,2002.0,-3.642851812,0.956083617,-2.686768195,0.064140701,0.064140701,0.0,-3.142998382,0.761254092,-2.381744291,-0.630222881,63.0,16.0,47.0,31.7,106.6,4.2,13.2,24.2,1.1,17.2,3.7,53.7,11.8,12.3,15.1,31.3,0.051,0.0
