,Feature,MI_Score
0,Dpoy_votes,0.058213873718622744
1,war_reg_season_raptor,0.04118182323019792
2,raptor_total_raptor,0.03918728325805998
3,mp_raptor,0.03837237507094571
4,MIN_nba,0.03679612930477205
5,predator_total_raptor,0.03659327697514514
6,OPP PTS OFF TOV_nba,0.03503082231946708
7,war_total_raptor,0.03453990613462632
8,MPG_espn,0.034261001933795
9,DEF WS_nba,0.03283353900320152
10,OPP PTS PAINT_nba,0.03196912127974705
11,MP,0.03188570210573327
12,WINS_espn,0.03184308755843701
13,poss_raptor,0.03132943700015667
14,OPP PTS 2ND CHANCE_nba,0.031083172878670684
15,DWS_advanced,0.031064490107572285
16,WS_advanced,0.029719687923173588
17,predator_defense_raptor,0.028561973025203358
18,OPP PTS FB_nba,0.028476056604309852
19,raptor_defense_raptor,0.027770715719620087
20,STL_nba,0.027666475329737983
21,VORP_advanced,0.02761956169539803
22,RPM_espn,0.02749313069277659
23,DREB_nba,0.02653019131383605
24,DRB,0.02600697796672713
25,GS,0.025484643423305586
26,BPM_advanced,0.024421602847821466
27,TRB,0.02438676905404269
28,MP_100_poss,0.023113936622335185
29,MP_advanced,0.022250907471416115
30,DBPM_advanced,0.02224344906636433
31,W_nba,0.02168802807022563
32,WS/48_advanced,0.020960689813627864
33,GP_espn,0.020767704963941203
34,DRPM_espn,0.020423082203458565
35,pace_impact_raptor,0.017421673340992205
36,PER_advanced,0.016810072853172597
37,BLK_nba,0.015543640623269628
38,GP_nba,0.015287261962235732
39,PF,0.015132006307538415
40,TOV,0.015114736265268824
41,STL,0.014542322796936569
42,DRtg_100_poss,0.014377185726388575
43,BLK,0.01265704568586834
44,DREB%_nba,0.012626362823793924
45,Age,0.011028179206692634
46,G,0.01092352051938894
47,%DREB_nba,0.010551065523142444
48,%BLK_nba,0.01041485694381139
49,PF_100_poss,0.010253055582801762
50,STL%_nba,0.010091696981894493
51,DEF RTG_nba,0.00992849655156558
52,ORB_opponent,0.008678156857047536
53,DRB_100_poss,0.008618224001914143
54,MOV_misc,0.00856867841094755
55,L_misc,0.007432418917988626
56,TRB_100_poss,0.007407181866692314
57,Dpoy_titles,0.007315430206740858
58,2P%_opponent,0.007146202310810645
59,TOV_100_poss,0.0066330643133776235
60,PF_team,0.006182987014599739
61,BLK_100_poss,0.005481232342004594
62,AST_opponent,0.005386705195213226
63,W_misc,0.005042273621871152
64,FG%_opponent,0.004932248038213238
65,DRtg_misc,0.004880738183069111
66,BLK%_advanced,0.004748669927319593
67,TRB%_advanced,0.004614649179842223
68,2P_opponent,0.00431570876691012
69,SRS_misc,0.003938210453006796
70,TRB_opponent,0.0038578220558389553
71,PW_misc,0.003773617775292726
72,AST_team,0.003677690269148437
73,DRB%_advanced,0.003578786759741215
74,STL%_advanced,0.003542481998372704
75,PL_misc,0.0028706290796278733
76,teamates_with_dpoy,0.002524509306565559
77,DRB%_misc,0.002490143937285305
78,FTA_opponent,0.002439177091880129
79,3P_opponent,0.0024366648872984342
80,3PA_opponent,0.0015936880930478292
81,STL_100_poss,0.0015230261368943676
82,STL_team,0.001266120532215309
83,DRB_team,0.0012508436538896106
84,3P%_opponent,0.0009966359042894446
85,2PA_opponent,0.0008898748950771918
86,TRB_team,0.0007775313382976101
87,TOV_team,0.00041261048121121746
88,BLK_team,0.0003681440664851099
89,FT_opponent,0.0002381747947328705
90,TOV%_misc,0.0
91,SOS_misc,0.0
92,Pace_misc,0.0
93,TOV%.1_misc,0.0
94,FT%_opponent,0.0
95,FGA_opponent,0.0
96,D-LEBRON_bball,0.0
