Feature,Importance
DWS_advanced,997
DEF WS_nba,835
Dpoy_votes,832
DBPM_advanced,599
predator_defense_raptor,482
raptor_defense_raptor,416
AST_opponent,388
TRB,385
DRB%_advanced,367
DRtg_100_poss,312
SOS_misc,309
W_nba,296
%DREB_nba,279
Dpoy_titles,275
predator_total_raptor,267
DRB_100_poss,258
STL_nba,227
BLK_nba,225
pace_impact_raptor,225
GS,215
DRPM_espn,214
DRB,196
DRtg_misc,191
BPM_advanced,174
DREB%_nba,172
mp_raptor,171
raptor_total_raptor,163
STL_100_poss,159
PER_advanced,154
3P_opponent,150
STL,150
WINS_espn,146
%BLK_nba,145
PF,143
OPP PTS 2ND CHANCE_nba,141
BLK,139
WS/48_advanced,135
VORP_advanced,127
war_total_raptor,124
Age,124
PF_100_poss,124
BLK_100_poss,123
BLK%_advanced,121
MP,120
RPM_espn,119
DREB_nba,115
WS_advanced,110
DEF RTG_nba,110
OPP PTS PAINT_nba,108
TRB_100_poss,105
STL%_nba,105
poss_raptor,104
war_reg_season_raptor,98
OPP PTS OFF TOV_nba,94
TOV_100_poss,89
DRB_team,86
MPG_espn,84
3PA_opponent,81
TOV,80
MP_100_poss,75
FG%_opponent,69
TRB_team,69
TRB%_advanced,68
TOV_team,65
3P%_opponent,63
MOV_misc,61
OPP PTS FB_nba,61
BLK_team,60
ORB_opponent,59
FT%_opponent,59
AST_team,58
PF_team,58
2P_opponent,57
G,56
DRB%_misc,55
Pace_misc,52
TRB_opponent,52
PW_misc,50
MIN_nba,49
STL_team,49
W_misc,48
FGA_opponent,47
FT_opponent,44
FTA_opponent,42
TOV%.1_misc,39
2PA_opponent,36
SRS_misc,30
TOV%_misc,29
2P%_opponent,28
GP_espn,24
teamates_with_dpoy,16
GP_nba,3
PL_misc,0
L_misc,0
STL%_advanced,0
MP_advanced,0
won_dpoy_last_season,0
D-LEBRON_bball,0
