Feature,Importance
raptor_defense_raptor,0.23045903
PW_misc,0.10330457
TRB,0.09902453
MOV_misc,0.0937792
Dpoy_titles,0.075257786
DRB,0.07100475
TRB_opponent,0.05010293
3P_opponent,0.04936093
BLK_nba,0.03719203
SOS_misc,0.035356823
DWS_advanced,0.030177234
WS_advanced,0.026530271
2PA_opponent,0.017324142
DEF WS_nba,0.016613446
Dpoy_votes,0.008519496
mp_raptor,0.0068044243
STL,0.0064709005
STL_100_poss,0.0042067366
FGA_opponent,0.0034956608
DBPM_advanced,0.0029930763
OPP PTS OFF TOV_nba,0.0026503354
OPP PTS PAINT_nba,0.002554591
PER_advanced,0.002188827
W_nba,0.0019367766
WINS_espn,0.0019232866
MP,0.0015890888
poss_raptor,0.0014695295
RPM_espn,0.0012780877
predator_defense_raptor,0.0012582392
BLK_team,0.0012564609
raptor_total_raptor,0.0011482885
Age,0.0011070475
TOV,0.0010570955
BLK_100_poss,0.0010308862
DRB_100_poss,0.0009450702
FG%_opponent,0.0008458629
TOV%.1_misc,0.00083226676
W_misc,0.00079860014
TOV_100_poss,0.0006847688
TOV%_misc,0.00053614087
FTA_opponent,0.000522908
Pace_misc,0.0004779363
AST_opponent,0.0004430545
STL_nba,0.00043441358
BLK,0.00030699038
war_total_raptor,0.00024068376
DRPM_espn,0.00023211357
PF_100_poss,0.0002316356
DRtg_misc,0.00022927485
OPP PTS 2ND CHANCE_nba,0.00022674628
MP_100_poss,0.00015095602
TRB_team,0.00013669448
G,0.00013420175
PF_team,0.00012461163
GS,0.000115027215
MPG_espn,0.0001136115
AST_team,0.00010726704
STL_team,0.00010672993
predator_total_raptor,9.9125784e-05
PF,7.611712e-05
3PA_opponent,6.726067e-05
DRB%_misc,4.9786984e-05
pace_impact_raptor,3.7036545e-05
2P_opponent,3.682655e-05
FT%_opponent,3.083676e-05
DREB%_nba,2.5952566e-05
TOV_team,2.4596648e-05
3P%_opponent,2.42582e-05
FT_opponent,2.4075178e-05
DREB_nba,2.3607266e-05
ORB_opponent,2.312851e-05
teamates_with_dpoy,1.844678e-05
VORP_advanced,5.956187e-06
WS/48_advanced,5.2320397e-06
%DREB_nba,5.053129e-06
TRB_100_poss,4.929918e-06
DRtg_100_poss,2.1039993e-06
war_reg_season_raptor,1.9692034e-06
BLK%_advanced,1.8397267e-06
OPP PTS FB_nba,1.7963223e-06
2P%_opponent,1.3118007e-06
DRB_team,1.1434792e-06
DEF RTG_nba,1.0912064e-06
GP_espn,9.946433e-07
BPM_advanced,5.8445704e-07
%BLK_nba,4.045329e-07
STL%_nba,1.9274873e-07
SRS_misc,1.08753035e-07
MIN_nba,1.0866056e-07
TRB%_advanced,4.5879602e-08
DRB%_advanced,6.40314e-09
GP_nba,3.2419547e-09
MP_advanced,0.0
STL%_advanced,0.0
L_misc,0.0
PL_misc,0.0
won_dpoy_last_season,0.0
D-LEBRON_bball,0.0
