,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg
0,1,Dikembe Mutombo,28,DEN,45.0,45.0,105,0.429,82,37.8,11.5,12.5,1.4,0.5,3.9,0.556,,0.654,8.7,0.135,5.2,1.8,103
1,2,Scottie Pippen,29,CHI,16.0,16.0,105,0.152,79,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188,6.7,3.0,98
2,3,Hakeem Olajuwon,32,HOU,13.0,13.0,105,0.124,72,39.6,27.8,10.8,3.5,1.8,3.4,0.517,0.188,0.756,10.7,0.181,5.6,2.6,100
3,4,David Robinson,29,SAS,12.0,12.0,105,0.114,81,38.0,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,6.7,3.2,99
4,5,Dennis Rodman,33,SAS,11.0,11.0,105,0.105,49,32.0,7.1,16.8,2.0,0.6,0.5,0.571,0.0,0.676,5.8,0.178,3.2,0.4,100
5,6T,Derrick McKey,28,IND,2.0,2.0,105,0.019,81,34.6,13.3,4.9,3.4,1.5,0.6,0.493,0.36,0.744,7.4,0.127,3.9,1.6,105
6,6T,Nate McMillan,30,SEA,2.0,2.0,105,0.019,80,25.9,5.2,3.8,5.3,2.1,0.7,0.418,0.342,0.586,5.1,0.119,3.6,3.8,103
7,6T,Alonzo Mourning,24,CHH,2.0,2.0,105,0.019,77,38.2,21.3,9.9,1.4,0.6,2.9,0.519,0.324,0.761,9.4,0.153,5.1,0.9,102
8,6T,Gary Payton,26,SEA,2.0,2.0,105,0.019,82,36.8,20.6,3.4,7.1,2.5,0.2,0.509,0.302,0.716,11.7,0.187,3.5,0.8,107
