,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Allen Iverson,PHI,27,60,36,24,43.7,96.6,3.8,8.4,13.0,2.8,33.7,0.2,5.4,13.1,11.3,12.2,31.2,0.207
1,Tim Duncan,SAS,26,82,58,24,40.6,96.7,9.4,22.7,35.6,0.7,12.3,2.5,44.2,11.9,11.4,10.0,30.7,0.188
2,Dikembe Mutombo,PHI,36,80,43,37,36.3,95.5,7.6,20.7,31.3,0.4,6.0,2.4,68.1,11.0,8.3,9.9,22.7,0.180
3,Eddie Jones,MIA,30,81,36,45,39.0,97.1,3.9,10.2,15.5,1.4,26.5,1.0,20.5,12.6,9.7,8.7,26.0,0.176
4,Eric Snow,PHI,29,61,35,26,36.5,96.8,3.0,8.1,12.5,1.6,23.8,0.1,4.6,10.6,8.9,9.4,24.2,0.168
5,Aaron McKie,PHI,29,48,26,22,30.6,95.3,3.5,11.2,17.4,1.2,21.8,0.3,9.6,9.9,8.0,8.0,21.7,0.157
6,Alonzo Mourning,MIA,32,75,34,41,32.7,96.5,6.0,18.5,27.8,0.4,8.2,2.5,59.4,10.4,8.0,7.8,21.3,0.155
7,Antoine Walker,BOS,25,81,48,33,42.1,99.7,7.0,16.5,25.6,1.5,17.7,0.5,14.7,12.5,11.9,11.4,27.3,0.155
8,Paul Pierce,BOS,24,82,49,33,40.2,99.2,5.9,14.7,22.8,1.9,23.2,1.0,34.1,11.9,11.2,10.6,25.4,0.154
9,Jason Kidd,NJN,29,82,52,30,37.3,98.5,5.7,14.8,23.6,2.1,30.9,0.2,5.2,11.2,10.5,8.6,27.0,0.153
10,Kenyon Martin,NJN,24,73,46,27,34.3,97.6,3.8,10.7,16.9,1.2,19.6,1.7,34.9,10.5,9.6,8.1,25.5,0.151
11,Shaquille O'Neal,LAL,30,67,51,16,36.1,98.6,7.2,18.9,28.8,0.6,10.8,2.0,47.7,10.4,10.4,8.1,25.5,0.146
12,Matt Harpring,PHI,26,81,43,38,31.4,97.1,4.6,14.7,22.5,0.9,16.3,0.1,2.2,10.1,7.1,9.3,21.4,0.142
13,Kenny Anderson,BOS,31,76,44,32,31.9,97.3,2.9,8.9,13.6,1.9,27.3,0.1,5.5,9.1,9.0,8.6,20.4,0.142
14,Jim Jackson,MIA,31,55,29,26,33.2,97.9,4.3,13.2,20.2,0.8,17.3,0.3,7.1,11.1,8.1,7.5,22.0,0.142
15,David Robinson,SAS,36,78,55,23,29.6,96.2,5.8,19.6,30.5,1.1,21.8,1.8,44.0,8.8,8.5,7.2,22.0,0.141
16,Derrick Coleman,PHI,35,58,29,29,35.9,99.0,5.9,16.7,26.0,0.7,13.0,0.9,27.7,10.9,8.6,10.3,25.4,0.138
17,Ben Wallace,DET,27,80,49,31,36.5,99.4,9.0,25.7,41.1,1.7,28.6,3.5,63.9,11.6,9.7,8.4,26.6,0.137
18,Vlade Divac,SAC,34,80,59,21,30.2,97.2,5.8,18.1,27.3,1.0,18.0,1.2,43.9,8.8,8.5,8.7,25.8,0.136
19,Chris Webber,SAC,29,54,42,12,38.4,100.4,7.3,18.2,28.9,1.7,20.8,1.4,36.9,11.7,12.0,10.5,33.6,0.134
20,Bruce Bowen,SAS,31,59,47,12,28.8,96.7,2.0,7.0,10.9,1.1,23.2,0.4,11.3,8.5,8.0,6.4,21.7,0.133
21,Kerry Kittles,NJN,28,82,52,30,31.7,98.3,2.5,7.8,12.4,1.6,27.8,0.4,9.2,9.8,8.3,7.5,24.0,0.133
22,Jamal Mashburn,CHH,29,40,23,17,39.9,101.0,5.3,13.0,21.0,1.1,17.0,0.2,3.5,11.6,12.5,12.0,31.9,0.131
23,Lamar Odom,LAC,22,29,14,15,34.5,99.4,5.0,13.1,21.4,0.8,18.5,1.2,24.2,10.6,12.3,6.7,27.5,0.131
