,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Tim Duncan,SAS,23,50,37,13,39.3,92.5,8.2,19.7,31.6,0.9,13.8,2.5,43.4,12.6,10.8,9.2,28.2,0.204
1,Allen Iverson,PHI,24,48,28,20,41.5,94.3,3.5,8.9,14.4,2.3,24.5,0.1,3.1,13.7,10.3,10.1,28.7,0.191
2,Alonzo Mourning,MIA,29,46,32,14,38.2,93.4,7.4,19.3,30.5,0.7,14.0,3.9,73.5,12.7,10.0,6.8,23.3,0.186
3,Steven Smith,ATL,30,36,25,11,36.5,93.3,2.8,7.3,12.1,1.0,18.8,0.3,6.8,11.9,9.4,8.3,23.8,0.181
4,Eric Snow,PHI,26,48,28,20,35.8,93.2,2.9,8.4,13.6,2.1,25.3,0.0,0.5,11.9,8.6,8.0,23.5,0.178
5,Allan Houston,NYK,28,50,27,23,36.3,93.7,2.6,7.0,11.3,0.7,12.4,0.2,4.5,11.9,9.4,6.4,22.0,0.176
6,Mookie Blaylock,ATL,32,48,30,18,36.7,93.7,3.7,10.2,16.5,2.1,37.6,0.2,4.6,11.1,8.8,8.1,23.1,0.176
7,David Robinson,SAS,33,49,36,13,31.7,91.5,7.0,20.7,33.6,1.4,26.8,2.4,50.0,10.2,8.9,7.1,21.2,0.175
8,Dikembe Mutombo,ATL,33,50,31,19,36.6,93.7,8.4,22.8,36.8,0.3,6.0,2.9,68.7,11.5,8.6,8.1,23.2,0.174
9,Grant Long,ATL,33,50,31,19,27.6,89.0,3.9,14.2,23.0,1.1,27.4,0.3,11.8,7.8,6.9,4.5,15.7,0.172
10,Rasheed Wallace,POR,24,49,34,15,28.9,91.3,3.8,12.9,19.9,1.0,19.0,1.1,33.1,9.1,7.4,4.9,19.5,0.164
11,Anfernee Hardaway,ORL,27,50,33,17,38.9,95.5,4.2,11.3,17.9,2.2,27.0,0.5,12.6,13.5,10.3,11.2,32.2,0.164
12,Larry Johnson,NYK,30,49,26,23,33.5,93.5,3.9,11.5,18.2,0.7,12.8,0.2,5.8,11.2,8.5,5.3,18.9,0.163
13,George Lynch,PHI,28,43,23,20,30.6,92.2,3.9,13.2,21.9,2.0,27.2,0.5,13.4,10.9,8.4,7.7,19.9,0.162
14,Matt Geiger,PHI,29,50,28,22,30.8,92.6,4.5,15.1,24.9,0.8,10.8,0.8,24.2,10.3,7.6,7.8,20.6,0.160
15,Avery Johnson,SAS,34,50,37,13,33.5,93.9,1.9,5.3,8.7,1.0,19.3,0.2,4.3,10.6,9.4,8.3,23.9,0.159
16,Bryon Russell,UTA,28,50,37,13,35.3,94.9,4.0,11.4,18.5,1.5,25.2,0.3,7.1,11.3,9.0,6.0,24.6,0.155
17,Patrick Ewing,NYK,36,38,20,18,34.2,94.7,8.0,21.7,35.4,0.8,15.0,2.6,62.1,11.3,9.8,6.6,20.4,0.155
18,Charlie Ward,NYK,28,50,27,23,31.1,93.8,3.0,9.5,14.8,2.1,38.1,0.2,4.6,10.9,7.5,5.8,18.2,0.152
19,Tim Hardaway,MIA,32,48,32,16,36.8,96.1,2.9,7.8,12.3,1.2,23.9,0.1,2.9,11.9,10.3,6.4,24.0,0.150
20,Eric Murdock,NJN,31,15,2,13,26.7,91.9,2.1,7.8,12.4,1.5,24.2,0.1,3.4,9.5,6.9,6.7,23.1,0.147
21,Jamal Mashburn,MIA,26,24,15,9,35.6,96.1,5.1,14.3,21.6,0.8,18.2,0.1,2.7,12.0,9.1,7.1,22.9,0.144
22,Theo Ratliff,PHI,26,50,28,22,32.5,94.6,5.4,17.2,28.3,0.9,13.0,3.0,70.6,10.9,8.6,6.9,20.7,0.144
23,Nick Anderson,ORL,31,47,30,17,33.6,95.4,4.8,14.5,23.3,1.4,20.0,0.3,9.7,11.3,9.0,9.5,27.1,0.143
24,Karl Malone,UTA,35,49,36,13,37.4,97.0,7.3,19.3,30.7,1.3,20.6,0.6,13.0,12.1,9.5,7.1,26.8,0.140
25,Sam Cassell,MIL,29,8,2,6,24.9,92.8,1.3,4.8,8.3,1.1,22.0,0.0,0.0,6.4,6.6,5.5,16.8,0.139
26,Bo Outlaw,ORL,28,31,19,12,27.4,92.9,3.6,13.9,21.6,1.3,22.1,1.4,50.6,9.9,6.7,7.6,20.1,0.138
27,Greg Ostertag,UTA,26,48,35,13,28.0,93.5,5.1,17.7,27.9,0.3,5.9,2.7,72.0,9.4,7.1,5.1,18.7,0.135
28,Dan Majerle,MIA,33,48,32,16,33.9,96.3,3.9,11.6,18.3,0.8,16.9,0.1,3.4,11.7,8.8,6.0,22.5,0.134
29,Horace Grant,ORL,33,50,33,17,33.1,96.0,4.7,14.6,23.3,0.9,13.5,1.2,35.7,11.3,8.9,8.6,26.8,0.133
30,Darrell Armstrong,ORL,31,50,33,17,30.1,95.2,2.5,8.8,14.3,2.2,33.3,0.1,3.5,10.9,7.5,8.6,23.8,0.131
31,Jaren Jackson,SAS,31,47,34,13,18.3,87.1,1.7,8.4,13.2,0.9,28.1,0.2,7.3,5.8,4.7,4.1,13.4,0.131
32,Brian Grant,POR,27,48,34,14,31.7,95.6,6.2,19.8,30.7,0.4,8.7,0.7,20.6,10.4,8.1,7.3,23.8,0.131
33,Mario Elie,SAS,35,47,34,13,27.5,93.8,2.1,7.2,11.9,1.0,20.6,0.3,6.3,8.5,7.9,6.3,19.8,0.131
34,P.J. Brown,MIA,29,50,33,17,32.2,96.3,4.6,14.5,22.8,0.9,19.2,1.0,23.8,10.2,8.3,6.0,21.0,0.129
