,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
25,Jaylen Brown,BOS,26,67,46,21,35.9,111.2,5.7,15.2,21.9,1.1,22.1,0.4,9.9,11.9,9.8,9.8,36.7,0.124
26,Robert Williams III,BOS,25,35,24,11,23.5,105.0,5.4,20.9,28.9,0.6,21.2,1.4,41.0,7.5,5.1,6.2,21.7,0.124
27,Franz Wagner,ORL,21,80,33,47,32.6,110.1,3.2,9.8,14.1,1.0,19.3,0.2,6.8,11.6,8.4,9.6,31.6,0.123
28,OG Anunoby,TOR,25,67,33,34,35.6,111.4,3.5,11.0,15.9,1.9,26.0,0.7,19.3,11.4,7.8,10.8,36.6,0.120
29,Bam Adebayo,MIA,25,75,40,35,34.6,111.2,6.7,20.6,29.6,1.2,20.5,0.8,40.1,10.6,8.3,8.6,32.9,0.119
30,Cameron Johnson,BKN,27,42,25,17,28.6,108.7,3.6,12.0,18.4,1.2,26.7,0.3,9.9,9.2,8.3,8.0,30.0,0.119
31,Tyler Herro,MIA,23,67,37,30,34.9,111.3,5.0,15.4,22.2,0.8,13.1,0.2,11.5,10.7,8.7,9.4,34.1,0.118
32,Zach LaVine,CHI,28,77,38,39,35.9,111.7,3.9,10.8,15.5,0.9,16.3,0.2,7.3,11.5,8.5,9.7,35.2,0.118
33,Dean Wade,CLE,26,44,30,14,20.3,103.2,3.0,14.6,21.7,0.6,19.6,0.5,22.8,6.0,5.3,5.5,20.0,0.118
34,Anthony Edwards,MIN,21,79,40,39,36.0,111.9,5.2,13.9,21.0,1.6,25.9,0.7,17.2,13.3,10.4,10.6,37.9,0.116
35,Scottie Barnes,TOR,21,77,38,39,34.8,111.6,4.3,13.5,20.1,1.1,15.9,0.8,21.5,10.2,8.2,10.4,35.1,0.115
36,Andrew Wiggins,GSW,28,37,19,18,32.2,110.9,3.4,10.1,14.7,1.2,24.2,0.8,27.2,11.5,8.9,9.4,32.9,0.114
37,Nikola Jokic,DEN,28,69,48,21,33.7,111.6,9.4,28.3,40.4,1.3,22.7,0.7,23.6,11.9,8.8,9.7,36.7,0.112
38,Alex Caruso,CHI,29,67,33,34,23.5,106.5,2.3,9.9,14.3,1.5,35.0,0.7,28.0,7.4,5.3,5.5,20.4,0.112
39,Rudy Gobert,MIN,31,70,34,36,30.7,110.3,8.3,26.0,38.7,0.8,17.1,1.4,42.6,11.5,8.1,9.3,31.2,0.111
40,Grayson Allen,MIL,27,72,53,19,27.4,109.1,2.4,8.2,11.4,0.9,23.4,0.2,6.3,8.9,7.3,7.4,27.8,0.111
41,Fred VanVleet,TOR,29,69,34,35,36.7,112.8,3.6,11.0,16.0,1.8,25.0,0.6,15.1,11.0,8.1,11.1,37.5,0.109
42,Steven Adams,MEM,29,42,28,14,27.0,109.0,6.5,22.2,31.5,0.9,20.6,1.1,34.1,7.5,7.7,7.2,26.7,0.109
43,Stephen Curry,GSW,35,56,30,26,34.7,112.4,5.4,14.7,21.6,0.9,17.0,0.4,12.2,13.5,9.9,11.5,36.3,0.109
44,Kyrie Irving,DAL,31,60,32,28,37.3,113.2,4.1,10.7,16.7,1.1,21.5,0.8,15.7,12.1,11.2,10.3,38.6,0.108
45,Aaron Gordon,DEN,27,68,45,23,30.2,110.9,4.1,13.6,19.7,0.8,16.0,0.8,27.3,10.0,8.0,8.6,33.1,0.107
46,Kyle Kuzma,WAS,27,64,29,35,35.0,112.6,6.4,17.2,25.5,0.6,11.6,0.5,12.1,12.5,10.4,9.7,37.6,0.107
47,Marcus Smart,BOS,29,61,43,18,32.1,111.7,2.4,7.3,10.4,1.5,33.6,0.4,11.5,9.7,8.1,8.3,32.2,0.106
48,Kyle Lowry,MIA,37,55,30,25,31.2,111.3,3.3,11.2,16.6,1.0,21.1,0.4,20.2,10.1,7.8,7.9,29.0,0.106
49,Tobias Harris,PHI,30,74,47,27,32.9,111.7,4.8,15.0,21.8,0.9,18.5,0.5,16.0,11.1,8.2,11.0,32.0,0.106
50,Pascal Siakam,TOR,29,71,35,36,37.4,113.3,6.0,17.7,25.3,0.9,12.5,0.5,12.9,10.7,8.5,12.1,38.5,0.106
51,Kentavious Caldwell-Pope,DEN,30,76,51,25,31.3,111.5,2.3,7.4,10.7,1.5,28.3,0.5,15.9,10.7,8.5,9.1,35.0,0.106
52,Caleb Martin,MIA,27,71,38,33,29.3,110.7,3.6,13.0,19.4,1.0,21.4,0.4,22.8,9.7,7.3,7.3,28.6,0.106
53,Kawhi Leonard,LAC,32,52,33,19,33.6,112.1,5.4,16.0,22.8,1.4,27.4,0.5,19.0,11.4,7.9,9.9,35.0,0.105
54,Grant Williams,BOS,24,79,55,24,25.9,109.0,3.5,13.4,19.0,0.5,15.7,0.4,15.7,8.2,6.2,6.9,26.1,0.105
55,Austin Reaves,LAL,25,64,35,29,28.8,110.5,2.5,7.9,11.8,0.5,14.0,0.3,9.9,10.1,8.3,9.3,31.1,0.105
56,Paul George,LAC,33,56,32,24,34.6,112.5,5.3,15.3,21.9,1.5,28.5,0.4,12.7,12.7,8.9,9.1,35.1,0.105
57,Al Horford,BOS,37,63,44,19,30.5,111.1,5.0,15.9,22.0,0.5,12.0,1.0,28.6,9.5,7.6,7.7,31.3,0.105
58,Gordon Hayward,CHA,33,50,20,30,31.5,111.7,3.6,11.2,16.0,0.8,16.2,0.2,7.5,10.6,8.6,7.7,37.1,0.105
59,Malcolm Brogdon,BOS,30,67,46,21,26.0,109.3,3.6,13.2,19.2,0.7,19.4,0.3,9.6,8.6,7.0,7.0,26.0,0.104
60,Jevon Carter,MIL,27,81,57,24,22.4,107.2,2.1,8.4,12.0,0.8,27.7,0.4,13.7,7.7,6.4,5.9,22.8,0.103
61,Brandon Ingram,NOP,25,45,23,22,34.2,112.5,5.0,14.5,21.4,0.7,12.6,0.4,14.3,12.7,9.8,9.4,34.0,0.103
62,James Harden,PHI,33,58,39,19,36.8,113.3,5.4,15.1,22.1,1.2,22.7,0.5,14.5,11.7,9.5,12.8,34.8,0.102
63,Khris Middleton,MIL,31,33,25,8,24.3,108.8,3.4,12.2,17.0,0.7,21.7,0.2,6.8,8.3,6.5,5.8,22.9,0.102
64,Royce O'Neale,BKN,30,76,42,34,31.7,111.8,4.3,12.9,20.4,0.9,19.0,0.6,14.7,10.9,9.4,8.4,32.1,0.102
65,D'Angelo Russell,LAL,27,71,39,32,32.5,112.1,2.5,7.5,11.5,1.0,19.9,0.4,11.3,12.3,9.6,9.1,34.3,0.102
66,Mikal Bridges,BKN,26,83,42,41,35.7,113.2,3.4,9.4,14.3,1.1,20.6,0.7,19.6,11.6,10.5,9.5,37.2,0.101
67,Tyrese Maxey,PHI,22,60,39,21,33.6,112.6,2.6,7.9,11.5,0.8,16.1,0.1,4.4,11.2,7.6,10.3,33.0,0.101
68,Shai Gilgeous-Alexander,OKC,24,68,33,35,35.5,113.3,4.0,10.9,16.9,1.6,26.9,1.0,30.2,10.9,11.8,8.5,38.2,0.101
69,Nic Claxton,BKN,24,76,41,35,29.9,111.3,6.8,21.3,33.1,0.9,19.3,2.5,56.8,9.9,9.7,8.0,30.6,0.101
70,Klay Thompson,GSW,33,69,38,31,33.0,112.6,3.6,10.1,15.1,0.7,15.1,0.4,15.1,12.5,9.1,10.6,34.1,0.101
71,Jaden McDaniels,MIN,22,79,41,38,30.6,111.6,2.7,8.6,12.9,0.9,18.2,1.0,26.2,11.1,8.3,9.0,31.5,0.101
72,Wendell Carter Jr.,ORL,24,57,26,31,29.6,111.4,6.6,22.1,31.3,0.5,11.9,0.6,21.2,11.5,7.4,7.8,29.6,0.100
73,Jamal Murray,DEN,26,65,43,22,32.8,112.5,3.2,9.9,14.5,1.0,19.1,0.2,8.4,11.0,9.2,9.5,36.6,0.100
74,Ayo Dosunmu,CHI,23,80,40,40,26.2,110.1,2.2,8.1,11.5,0.8,18.8,0.3,13.8,8.9,6.7,7.7,26.0,0.100
75,Nikola Vucevic,CHI,32,82,40,42,33.5,112.8,9.1,27.4,38.5,0.7,14.9,0.7,24.3,10.8,7.5,9.4,32.3,0.099
76,Jordan Poole,GSW,24,82,44,38,30.0,111.8,2.4,7.3,11.0,0.8,17.4,0.3,9.7,12.4,8.5,8.4,31.1,0.099
77,CJ McCollum,NOP,31,75,38,37,35.3,113.5,3.6,10.4,15.1,0.9,17.2,0.5,16.3,12.7,9.7,10.6,37.5,0.098
78,Devin Booker,PHX,26,53,34,19,34.6,113.4,3.7,10.5,16.1,1.0,19.2,0.3,8.9,11.1,10.9,8.6,34.4,0.097
79,Larry Nance Jr.,NOP,30,65,34,31,21.2,107.4,3.8,18.4,28.1,0.9,20.3,0.6,33.3,8.4,6.3,5.2,20.7,0.097
80,Chris Paul,PHX,38,59,33,26,32.0,112.5,3.8,11.8,18.0,1.5,32.6,0.4,10.4,9.8,9.3,9.1,30.4,0.096
81,Herbert Jones,NOP,24,66,31,35,29.6,111.8,2.6,8.9,12.9,1.6,30.8,0.6,23.7,10.9,8.4,7.9,29.4,0.096
82,Donte DiVincenzo,GSW,26,72,42,30,26.3,110.6,3.4,12.3,18.3,1.3,32.1,0.1,6.4,10.2,6.8,7.8,27.6,0.096
83,Lauri Markkanen,UTA,26,66,32,34,34.4,113.6,6.7,18.3,27.3,0.6,13.9,0.6,16.7,12.7,10.3,11.9,38.0,0.094
84,Damion Lee,PHX,30,74,40,34,20.4,107.3,2.5,12.4,18.4,0.4,13.3,0.1,4.2,7.3,4.9,5.7,20.7,0.094
85,Ricky Rubio,CLE,32,33,23,10,17.2,104.2,1.8,11.2,17.5,0.8,31.0,0.2,10.3,5.1,4.5,4.9,17.2,0.094
86,Dennis Schroder,LAL,29,66,37,29,30.1,112.2,2.2,6.7,9.8,0.8,20.2,0.2,6.0,10.0,8.1,9.8,33.4,0.094
87,John Konchar,MEM,27,72,45,27,20.7,107.5,3.4,15.2,22.8,1.1,27.6,0.3,12.4,6.8,6.1,5.8,20.7,0.094
88,Kyle Anderson,MIN,29,69,36,33,28.4,111.7,4.4,15.2,23.1,1.1,22.2,0.9,27.4,9.6,8.1,7.7,29.5,0.093
89,Jalen Williams,OKC,22,75,36,39,30.3,112.6,3.4,10.9,16.8,1.4,25.2,0.5,17.3,8.8,9.7,7.4,31.7,0.093
90,Trey Murphy III,NOP,23,79,39,40,31.0,112.8,2.8,9.2,13.3,1.1,22.2,0.5,21.5,12.0,8.5,9.0,32.9,0.092
91,Jose Alvarado,NOP,25,61,30,31,21.5,108.4,1.9,8.7,12.5,1.1,27.9,0.2,9.2,7.7,5.6,6.7,21.5,0.092
92,Michael Porter Jr.,DEN,25,62,41,21,29.0,112.2,4.5,15.1,21.8,0.6,13.3,0.5,18.8,9.9,8.6,9.0,32.7,0.092
93,Kenrich Williams,OKC,28,53,26,27,22.8,109.2,3.1,13.7,20.9,0.8,21.1,0.3,14.3,6.8,6.5,5.2,23.4,0.091
94,Landry Shamet,PHX,26,40,19,21,20.2,107.7,1.4,7.0,10.3,0.7,18.7,0.1,5.7,7.0,5.5,4.5,18.9,0.091
95,Pat Connaughton,MIL,30,61,43,18,23.7,109.9,3.8,14.4,20.9,0.6,20.6,0.2,8.1,7.2,6.9,6.0,25.3,0.091
96,Josh Hart,NYK,28,76,42,34,32.3,113.5,5.9,18.5,27.1,1.2,25.3,0.3,9.7,10.7,8.6,8.8,33.7,0.090
97,Isaac Okoro,CLE,22,76,48,28,21.7,109.0,1.8,8.5,12.5,0.7,21.8,0.4,18.1,6.9,5.3,5.5,21.6,0.090
98,Jimmy Butler,MIA,33,64,35,29,33.4,113.7,3.7,12.1,17.9,1.8,31.5,0.3,16.2,11.1,8.4,9.0,33.2,0.090
99,Rui Hachimura,LAL,25,63,38,25,23.3,109.7,3.7,14.1,20.5,0.3,10.6,0.4,15.9,8.9,6.8,7.7,25.4,0.090
100,Coby White,CHI,23,74,37,37,23.4,110.1,2.6,11.0,16.3,0.7,18.2,0.1,4.1,7.6,6.6,6.1,21.9,0.089
101,Victor Oladipo,MIA,31,42,23,19,26.3,111.5,2.7,10.9,16.1,1.4,27.8,0.3,20.3,8.5,6.3,6.8,23.5,0.088
102,Cedi Osman,CLE,28,77,48,29,20.1,108.0,2.0,10.0,15.5,0.5,15.6,0.1,7.7,6.2,5.4,5.2,19.9,0.088
103,Luke Kennard,MEM,27,59,37,22,22.3,109.1,2.4,10.4,15.6,0.5,15.8,0.1,3.6,6.4,6.5,5.9,23.2,0.088
104,Trae Young,ATL,24,73,38,35,34.8,114.6,2.2,6.2,9.3,1.1,22.0,0.1,3.4,11.2,10.8,12.1,41.1,0.087
105,Gary Trent Jr.,TOR,24,66,31,35,32.1,113.8,2.2,7.3,10.7,1.6,24.0,0.2,5.9,9.4,8.1,10.7,34.1,0.087
106,Deandre Ayton,PHX,24,67,36,31,30.4,113.2,7.4,24.7,37.0,0.6,12.0,0.8,29.4,9.6,8.9,8.7,30.6,0.086
107,Spencer Dinwiddie,BKN,30,79,41,38,34.5,114.2,3.1,9.2,14.0,0.8,16.8,0.3,9.7,10.1,9.9,9.4,36.0,0.086
108,Dyson Daniels,NOP,20,59,33,26,17.7,106.7,2.6,14.0,20.6,0.7,23.8,0.2,12.0,7.0,4.7,4.7,17.4,0.086
109,Joshua Primo,SAS,20,4,3,1,23.3,111.0,2.8,11.3,17.7,0.3,5.9,0.5,20.0,11.5,8.3,6.5,23.5,0.086
110,Delon Wright,WAS,31,50,26,24,24.4,110.9,2.4,9.7,14.4,1.8,45.5,0.3,12.2,9.7,7.5,7.0,26.1,0.086
111,Gabe Vincent,MIA,27,68,37,31,25.9,111.7,1.7,7.1,10.4,0.9,21.2,0.1,4.9,8.5,6.8,6.8,25.1,0.086
112,Brandon Clarke,MEM,26,56,32,24,19.5,108.3,3.9,17.7,27.7,0.6,18.6,0.7,25.9,6.9,6.2,5.4,18.3,0.085
113,Nicolas Batum,LAC,34,78,44,34,21.9,110.0,3.0,13.5,20.4,0.7,19.5,0.6,26.5,8.2,6.8,6.6,23.8,0.085
114,George Hill,IND,37,46,27,19,18.1,106.9,1.5,7.7,11.4,0.6,25.2,0.1,7.5,5.6,4.9,5.1,18.6,0.084
115,Jamal Cain,MIA,24,18,10,8,13.3,102.5,2.1,14.2,21.1,0.6,23.9,0.1,5.3,5.3,3.4,2.8,11.3,0.084
116,Jalen Suggs,ORL,22,53,20,33,23.5,111.0,2.0,8.3,12.1,1.3,35.8,0.5,18.8,9.5,6.6,7.1,22.3,0.084
117,Bobby Portis,MIL,28,70,47,23,26.0,112.0,7.4,26.3,37.8,0.4,12.9,0.2,9.2,9.7,7.7,7.4,27.3,0.083
118,Jacob Gilyard,MEM,24,1,0,1,40.8,116.1,4.0,9.5,14.8,3.0,50.0,0.0,0.0,11.0,12.0,13.0,52.0,0.083
119,Josh Okogie,PHX,24,72,38,34,18.8,108.0,2.0,10.2,15.7,0.8,25.5,0.5,21.8,6.3,5.1,5.5,18.8,0.083
120,Bruce Brown,DEN,26,80,53,27,28.5,113.0,3.3,11.6,17.4,1.1,24.8,0.6,21.7,10.8,8.2,7.5,30.0,0.083
121,De'Anthony Melton,PHI,25,77,50,27,27.9,112.8,3.2,11.4,17.2,1.6,36.4,0.5,18.4,9.2,7.8,8.8,27.9,0.083
122,Josh Giddey,OKC,20,76,34,42,31.1,114.0,5.9,18.9,28.5,0.8,14.2,0.4,14.6,10.4,9.7,8.8,34.3,0.083
123,Justise Winslow,POR,27,29,15,14,26.8,112.3,3.3,12.3,18.4,1.0,28.8,0.4,15.5,8.9,7.4,8.0,26.7,0.082
124,Santi Aldama,MEM,22,77,47,30,21.8,110.2,3.7,16.2,24.0,0.6,15.9,0.6,27.9,7.3,6.6,6.2,21.9,0.082
125,Max Strus,MIA,27,80,42,38,28.4,113.1,2.6,9.7,14.4,0.5,11.6,0.2,8.8,9.8,6.8,7.3,26.9,0.082
126,Patrick Williams,CHI,21,82,40,42,28.3,113.2,3.0,10.7,15.4,0.9,19.9,0.9,32.0,9.2,7.2,8.1,28.5,0.082
127,Jordan McLaughlin,MIN,27,43,22,21,15.8,105.9,1.1,6.5,9.7,0.7,24.4,0.1,5.3,6.0,4.3,4.7,15.7,0.081
128,Luka Samanic,UTA,23,7,2,5,23.0,111.3,4.3,16.1,23.3,0.9,30.0,0.3,18.2,9.7,9.6,7.7,25.7,0.081
129,Dejounte Murray,ATL,26,74,38,36,36.4,115.4,4.5,12.7,18.0,1.5,27.8,0.3,7.1,11.2,9.6,11.7,42.1,0.081
130,Ben Simmons,BKN,26,42,24,18,26.3,112.5,5.3,18.6,30.1,1.3,34.8,0.6,14.5,9.3,8.2,7.9,26.5,0.081
131,Mitchell Robinson,NYK,25,59,35,24,26.9,112.6,4.9,17.8,26.1,0.9,27.2,1.8,64.1,8.3,7.8,7.6,26.0,0.081
132,Luguentz Dort,OKC,24,74,36,38,30.7,114.1,2.9,9.2,14.1,1.0,20.8,0.3,12.0,9.5,10.6,7.5,32.3,0.080
133,Tyus Jones,MEM,27,80,51,29,24.2,111.6,2.2,8.4,12.8,1.0,23.4,0.1,2.7,7.7,7.7,6.6,23.9,0.080
134,Saben Lee,PHX,24,25,15,10,14.9,105.1,1.3,8.2,12.2,0.8,27.1,0.0,2.4,5.4,4.4,4.7,16.3,0.080
135,Taurean Prince,MIN,29,54,31,23,22.1,111.0,2.2,9.6,14.5,0.5,14.3,0.3,12.0,7.6,6.5,7.1,23.2,0.080
136,P.J. Washington,CHA,24,73,24,49,32.6,114.8,3.9,11.8,17.5,0.9,17.6,1.1,31.1,10.7,9.6,7.8,35.9,0.080
137,Ivica Zubac,LAC,26,76,43,33,28.5,113.4,6.8,23.8,33.5,0.4,9.8,1.3,50.5,10.6,7.4,9.0,29.4,0.080
138,Reggie Jackson,DEN,33,68,36,32,24.4,111.7,1.8,7.1,10.2,0.7,19.7,0.1,3.8,9.0,6.7,6.9,24.7,0.080
139,Shake Milton,PHI,26,76,52,24,20.6,110.2,2.0,9.6,14.5,0.3,9.3,0.2,8.6,7.4,6.0,6.5,21.8,0.079
140,Naji Marshall,NOP,25,77,40,37,23.3,111.4,3.0,13.2,19.5,0.7,17.8,0.2,10.1,8.2,6.2,7.1,24.6,0.079
141,Julius Randle,NYK,28,77,44,33,35.5,115.4,8.1,22.6,33.4,0.6,14.2,0.3,9.8,10.8,10.0,9.9,34.1,0.079
142,Cole Anthony,ORL,23,60,28,32,25.9,112.5,4.0,15.2,22.3,0.6,17.4,0.5,18.7,9.7,7.7,7.1,24.1,0.079
143,Christian Koloko,TOR,23,58,29,29,13.8,103.7,1.5,11.0,15.8,0.4,13.1,1.0,49.6,3.9,2.9,4.4,11.9,0.079
144,Sam Hauser,BOS,25,80,55,25,16.1,106.4,2.1,12.1,17.6,0.4,18.5,0.3,13.6,5.2,4.4,4.8,16.6,0.079
145,Markelle Fultz,ORL,25,60,29,31,29.6,114.0,2.8,9.5,13.6,1.5,28.5,0.4,18.6,10.7,8.6,8.1,30.8,0.079
146,Patrick Beverley,CHI,34,67,34,33,27.1,113.1,3.0,11.1,15.8,0.9,23.8,0.6,24.7,8.3,6.9,7.5,27.3,0.079
147,Russell Westbrook,LAC,34,73,36,37,29.1,114.3,4.6,14.7,22.0,1.0,23.8,0.5,16.6,11.1,9.1,9.1,32.2,0.078
148,Kristaps Porzingis,WAS,27,65,27,38,32.6,114.8,6.6,19.4,27.7,0.9,21.0,1.5,43.7,11.1,9.4,10.4,34.0,0.078
149,Kevin Love,MIA,34,62,35,27,20.0,109.8,5.5,28.7,41.1,0.3,9.6,0.2,14.8,6.6,4.9,5.4,20.0,0.078
150,Norman Powell,LAC,30,60,31,29,26.1,113.0,2.5,9.3,14.2,0.8,21.4,0.3,11.1,10.6,7.9,8.5,27.9,0.078
151,Andre Iguodala,GSW,39,8,3,5,14.1,104.7,1.8,11.3,16.1,0.5,15.4,0.4,30.0,4.9,2.9,2.8,15.0,0.078
152,Josh Green,DAL,22,60,27,33,25.7,112.8,2.1,8.7,13.3,0.7,18.1,0.1,4.8,7.9,7.9,6.8,26.8,0.077
153,Paolo Banchero,ORL,20,72,31,41,33.7,115.3,5.7,17.4,25.3,0.8,15.2,0.5,18.9,12.5,9.7,9.4,34.5,0.077
154,Terry Rozier,CHA,29,63,19,44,35.3,115.6,3.3,9.5,14.0,1.2,21.1,0.3,7.3,11.4,10.5,9.1,39.3,0.077
155,Quentin Grimes,NYK,23,71,41,30,29.9,114.2,2.5,8.5,12.1,0.7,17.6,0.4,14.3,8.5,7.7,7.7,28.4,0.077
156,Kevon Looney,GSW,27,82,44,38,23.9,112.0,5.9,23.4,34.2,0.6,19.4,0.6,30.1,8.2,6.3,7.3,24.9,0.076
157,John Wall,LAC,32,34,15,19,22.2,111.6,2.3,9.6,14.9,0.8,25.5,0.4,16.4,9.2,7.0,7.4,23.6,0.076
158,Dorian Finney-Smith,BKN,30,66,31,35,30.4,114.3,3.1,10.5,15.9,0.8,17.7,0.5,21.4,9.4,8.5,8.4,31.9,0.076
159,Jock Landale,PHX,27,69,35,34,14.2,105.1,2.3,16.4,24.0,0.2,11.2,0.4,29.1,5.5,3.3,3.7,14.2,0.076
160,Isaiah Mobley,CLE,23,12,8,4,7.0,86.1,1.3,17.4,25.8,0.3,21.1,0.3,27.3,1.2,1.3,0.8,6.3,0.076
161,Tre Mann,OKC,22,67,31,36,17.7,108.2,1.9,10.4,16.5,0.6,19.7,0.2,8.7,5.2,5.9,4.1,19.2,0.075
162,Jarrell Brantley,UTA,27,4,0,4,9.7,94.9,1.3,9.3,14.3,0.0,0.0,0.5,28.6,1.8,0.8,1.5,6.0,0.075
163,Isaiah Hartenstein,NYK,25,82,47,35,19.9,110.2,4.0,19.2,28.1,0.6,22.9,0.8,51.2,6.1,4.9,4.7,17.8,0.075
164,Anfernee Simons,POR,24,62,27,35,35.0,115.7,2.3,6.7,10.0,0.7,14.5,0.2,7.0,12.0,9.8,10.3,38.2,0.075
165,Tim Hardaway Jr.,DAL,31,71,37,34,30.3,114.5,3.2,10.8,16.2,0.7,17.9,0.2,7.4,9.1,8.7,8.1,30.2,0.075
166,Troy Brown Jr.,LAL,23,76,40,36,24.5,112.5,3.2,12.3,18.2,0.8,24.6,0.2,8.9,8.2,6.9,7.5,27.4,0.075
167,Harrison Barnes,SAC,31,82,48,34,32.5,115.2,3.4,10.7,15.2,0.7,15.0,0.1,6.1,10.6,8.6,8.1,36.7,0.075
168,Luka Doncic,DAL,24,66,33,33,36.2,116.0,7.8,22.4,34.2,1.4,28.3,0.5,19.3,11.5,10.6,10.2,37.8,0.074
169,Ish Wainright,PHX,28,60,33,27,15.3,106.6,1.6,9.7,14.2,0.6,28.6,0.4,22.9,5.2,4.3,3.6,14.7,0.074
170,Javonte Green,CHI,29,32,13,19,15.0,106.5,1.9,11.9,17.7,0.8,30.4,0.7,32.3,4.8,3.8,3.3,14.1,0.074
171,Trevelin Queen,IND,26,7,2,5,10.0,98.0,1.3,13.8,20.9,0.3,14.3,0.7,50.0,2.9,2.1,1.7,7.7,0.073
172,Xavier Tillman,MEM,24,61,40,21,19.3,110.1,3.0,15.5,23.0,1.0,24.6,0.5,21.2,6.9,5.6,6.4,20.2,0.073
173,Marcus Morris Sr.,LAC,33,65,35,30,28.1,113.9,3.5,12.7,17.8,0.6,16.6,0.3,15.8,10.2,6.3,7.7,29.2,0.073
