,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Luol Deng,CHI,27,54,42,12,39.4,96.2,5.1,12.5,18.8,1.0,18.5,0.7,14.5,12.1,9.5,9.9,30.3,0.194
1,Andre Iguodala,PHI,28,62,33,29,35.6,97.0,5.2,14.4,21.9,1.7,28.3,0.5,12.2,8.9,9.0,7.4,25.9,0.165
2,Rajon Rondo,BOS,26,53,31,22,36.9,97.9,3.7,9.8,15.2,1.8,29.4,0.1,1.4,11.8,11.0,9.3,31.4,0.164
3,Kevin Garnett,BOS,36,60,37,23,31.1,95.3,7.1,23.1,36.0,0.9,19.2,1.0,33.0,9.1,8.7,6.4,24.4,0.162
4,Andrew Bogut,MIL,27,12,7,5,30.3,94.5,6.5,21.4,33.2,1.0,20.0,2.0,50.0,9.8,7.2,8.6,21.8,0.162
5,LeBron James,MIA,27,62,45,17,37.5,98.4,6.4,17.1,26.7,1.9,24.6,0.8,18.3,11.8,10.2,8.6,28.7,0.160
6,Morris Almond,WAS,27,4,4,0,16.6,81.7,1.8,12.7,15.6,1.8,41.2,0.0,0.0,6.0,0.8,2.5,12.5,0.158
7,Jrue Holiday,PHI,22,65,35,30,33.8,96.9,2.4,7.1,10.6,1.6,27.1,0.3,7.4,8.1,8.0,7.4,25.6,0.158
8,Chris Bosh,MIA,28,57,42,15,35.2,97.7,6.3,17.7,27.1,0.9,13.2,0.8,20.2,11.2,9.3,8.4,26.6,0.157
9,Marc Gasol,MEM,27,65,40,25,36.5,98.3,7.1,20.4,31.4,1.0,12.9,1.9,46.9,11.7,9.5,8.9,29.8,0.154
10,Paul Pierce,BOS,34,61,38,23,34.0,97.7,4.6,13.4,20.8,1.1,21.3,0.4,11.7,11.3,9.5,8.4,29.2,0.153
11,Dwyane Wade,MIA,30,49,32,17,33.2,97.8,3.3,9.8,15.1,1.7,25.7,1.3,30.1,10.4,8.9,8.4,25.3,0.148
12,Taj Gibson,CHI,27,63,48,15,20.4,89.4,3.1,14.1,21.9,0.4,14.2,1.3,44.5,6.1,5.1,4.5,14.4,0.145
13,Dirk Nowitzki,DAL,34,62,33,29,33.5,98.1,6.0,18.1,26.5,0.7,11.2,0.5,14.1,10.8,7.5,9.6,26.6,0.144
14,Derrick Rose,CHI,23,39,32,7,35.2,98.9,2.7,7.3,11.2,0.9,19.0,0.7,17.8,11.5,9.3,8.5,29.9,0.144
15,Jerome Dyson,NOH,25,9,6,3,20.0,89.5,1.9,8.1,13.1,1.2,36.7,0.2,8.3,6.3,7.3,3.1,14.0,0.143
16,Brandon Bass,BOS,27,59,37,22,31.7,97.6,4.6,14.4,22.3,0.6,11.5,0.9,25.2,10.7,8.6,7.7,27.2,0.141
17,Mario Chalmers,MIA,26,64,45,19,28.5,96.4,2.4,8.6,12.9,1.5,27.0,0.2,5.2,9.0,7.3,6.7,22.6,0.139
18,Elton Brand,PHI,33,60,32,28,28.9,96.3,4.7,16.2,24.1,1.0,19.5,1.6,47.8,6.6,7.0,6.0,20.9,0.139
19,Dwight Howard,ORL,26,54,33,21,38.3,100.5,10.8,28.4,41.8,1.5,28.5,2.1,61.1,13.4,9.3,8.3,26.6,0.136
20,Ray Allen,BOS,36,46,23,23,34.0,99.2,2.8,8.2,12.8,1.1,20.6,0.2,4.7,11.2,9.9,8.4,28.9,0.135
21,Josh Smith,ATL,26,66,40,26,35.3,99.8,7.5,21.9,32.9,1.4,23.3,1.7,48.9,10.8,8.8,8.6,29.3,0.134
22,Tony Parker,SAS,30,60,47,13,32.1,98.4,2.5,7.6,11.3,1.0,19.3,0.1,2.7,9.2,7.5,9.1,26.6,0.134
23,Mike Conley,MEM,24,62,38,24,35.1,99.6,2.2,6.6,10.3,2.2,30.2,0.2,4.6,10.6,9.0,8.5,28.6,0.134
24,Gerald Wallace,NJN,29,58,26,32,35.8,100.1,5.2,14.6,22.6,1.5,23.0,0.6,18.0,11.9,10.3,10.8,31.8,0.133
25,Landry Fields,NYK,24,66,36,30,28.7,97.4,3.3,11.7,18.2,1.2,21.2,0.3,10.6,11.4,7.6,7.5,23.7,0.131
26,Jodie Meeks,PHI,24,66,35,31,24.9,95.3,2.2,8.6,12.7,0.6,15.0,0.0,1.8,5.3,6.5,5.6,18.9,0.131
27,Tyson Chandler,NYK,29,62,34,28,33.2,99.2,6.5,19.6,29.7,0.9,14.9,1.4,48.9,13.1,8.5,9.1,26.5,0.131
28,Thaddeus Young,PHI,24,63,33,30,27.9,97.4,3.0,10.7,16.2,1.0,22.7,0.7,21.8,6.3,6.9,5.3,21.7,0.127
29,Lou Williams,PHI,25,64,34,30,26.3,96.8,2.0,7.3,11.1,0.8,19.9,0.3,10.4,6.4,6.7,4.8,20.1,0.126
30,Tony Allen,MEM,30,58,36,22,26.3,96.9,2.3,9.3,14.2,1.8,30.3,0.6,17.6,8.6,7.0,6.2,21.0,0.124
31,Rudy Gay,MEM,25,65,41,24,37.3,101.3,4.4,12.6,19.4,1.5,19.5,0.8,19.9,12.4,9.4,9.8,31.1,0.123
32,Ricky Rubio,MIN,21,41,21,20,34.2,100.5,3.7,10.5,16.2,2.2,36.8,0.2,6.5,13.2,9.1,10.4,30.7,0.123
33,Ben Uzoh,TOR,24,18,7,11,20.5,92.7,2.7,12.5,18.1,0.9,37.8,0.2,8.3,6.6,4.2,5.9,14.3,0.123
34,Pau Gasol,LAL,31,65,41,24,37.4,101.4,7.6,19.4,28.8,0.6,11.6,1.4,31.9,12.2,9.5,12.0,30.7,0.123
35,Tim Duncan,SAS,36,58,45,13,28.2,97.9,7.1,24.7,35.9,0.7,15.0,1.5,52.7,8.0,6.2,7.9,22.2,0.122
36,Joe Johnson,ATL,31,60,36,24,35.4,100.8,2.8,8.1,12.3,0.8,13.6,0.2,5.9,10.3,9.3,8.6,29.6,0.122
37,Ronnie Brewer,CHI,27,66,50,16,24.8,96.5,2.4,9.2,14.3,1.1,28.8,0.3,10.2,8.9,6.0,7.1,21.0,0.121
38,Kevin Durant,OKC,23,66,47,19,38.6,101.9,7.4,17.7,27.6,1.3,23.6,1.2,16.5,13.4,12.0,9.8,34.5,0.121
39,Jeremy Lin,NYK,23,35,20,15,26.9,97.7,2.5,9.3,14.3,1.6,30.7,0.3,9.0,10.6,7.7,8.0,22.3,0.121
40,Thabo Sefolosha,OKC,28,42,31,11,21.8,94.6,2.5,10.6,15.9,0.9,22.7,0.4,9.2,7.8,6.2,5.3,17.9,0.121
41,Paul George,IND,22,66,42,24,29.7,99.1,4.8,15.7,23.8,1.6,33.0,0.6,15.4,8.7,7.8,7.2,22.5,0.120
42,Vince Carter,DAL,35,61,33,28,25.3,96.9,2.8,11.1,16.3,0.9,20.7,0.4,15.1,7.6,6.0,7.0,18.6,0.119
43,Avery Bradley,BOS,21,64,39,25,21.4,94.2,1.3,5.7,9.1,0.7,18.6,0.2,7.6,7.1,5.7,4.7,17.1,0.119
44,Kobe Bryant,LAL,33,58,36,22,38.5,102.1,4.3,10.4,15.5,1.2,25.1,0.3,7.3,13.1,9.9,12.3,32.4,0.119
