,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
55,Manu Ginobili,SAS,36,68,52,16,22.8,99.3,2.5,10.7,16.1,1.0,28.7,0.3,11.6,7.7,5.9,5.9,20.2,0.107
56,DeAndre Jordan,LAC,25,82,57,25,35.0,104.3,9.5,26.0,39.8,1.0,15.8,2.5,64.9,11.4,10.6,7.9,32.5,0.106
57,LaMarcus Aldridge,POR,28,69,46,23,36.2,104.6,8.7,22.9,33.6,0.9,22.9,1.0,27.9,10.8,9.9,9.9,33.9,0.106
58,LeBron James,MIA,29,77,52,25,37.7,105.1,5.9,16.5,25.9,1.6,23.0,0.3,10.3,13.6,10.3,9.2,32.6,0.105
59,Gerald Henderson,CHA,26,77,40,37,32.0,103.4,3.6,11.2,16.4,0.7,17.2,0.4,13.7,8.7,8.4,6.5,24.8,0.105
60,Dirk Nowitzki,DAL,36,80,48,32,32.9,103.9,5.7,18.4,27.6,0.9,16.1,0.6,20.1,10.7,8.3,10.5,28.7,0.104
61,Mike Conley,MEM,26,73,46,27,33.5,104.1,2.4,7.6,11.1,1.5,28.7,0.2,5.9,10.1,7.8,9.2,27.5,0.103
62,Derrick Rose,CHI,25,10,5,5,31.1,103.9,2.3,6.8,10.4,0.5,11.4,0.1,3.3,11.6,10.4,9.5,24.2,0.102
63,Courtney Lee,MEM,28,79,47,32,25.0,101.0,2.0,8.3,12.6,0.8,19.9,0.4,14.1,8.1,6.8,6.6,20.7,0.102
64,Dwight Howard,HOU,28,71,48,23,33.8,104.3,8.9,25.0,37.7,0.8,16.1,1.8,46.4,13.0,9.9,9.7,30.5,0.101
65,Josh McRoberts,CHA,27,78,39,39,30.3,103.2,3.7,12.4,18.0,0.7,19.9,0.6,19.7,8.3,7.7,6.0,23.4,0.100
66,Paul Pierce,BKN,36,75,42,33,28.0,102.5,4.3,16.3,24.8,1.1,21.4,0.4,18.2,9.3,6.6,7.4,22.5,0.100
67,Boris Diaw,SAS,32,79,60,19,25.0,101.3,3.2,12.6,18.4,0.6,14.4,0.4,15.8,8.3,6.9,5.9,22.4,0.100
68,Michael Kidd-Gilchrist,CHA,20,62,35,27,24.2,100.6,3.5,14.1,20.5,0.7,24.3,0.6,23.8,6.7,5.9,4.8,18.8,0.100
69,Jeremy Lin,HOU,25,71,48,23,28.9,103.2,2.2,6.7,10.4,1.0,20.5,0.4,10.5,10.8,8.9,8.1,25.6,0.099
70,Thabo Sefolosha,OKC,30,61,44,17,26.0,101.9,2.8,10.2,14.9,1.3,29.8,0.3,7.4,10.3,6.4,7.2,22.7,0.099
71,Patty Mills,SAS,25,81,62,19,18.9,97.5,1.7,8.4,12.5,0.8,28.6,0.1,6.0,6.4,4.8,4.2,16.9,0.098
72,Corey Brewer,MIN,28,81,40,41,32.2,104.5,1.8,5.6,8.3,1.9,29.8,0.4,16.7,10.8,8.6,11.6,31.2,0.098
73,Ricky Rubio,MIN,23,82,40,42,32.2,104.4,3.4,11.0,16.0,2.3,36.7,0.1,6.1,11.0,8.4,11.3,31.2,0.097
74,Victor Oladipo,ORL,22,80,23,57,31.1,104.1,3.6,11.4,17.0,1.6,30.6,0.5,16.5,11.3,8.5,8.8,25.0,0.097
75,Tayshaun Prince,MEM,34,76,46,30,25.6,101.8,2.7,11.0,16.1,0.5,13.4,0.3,11.0,7.1,6.4,6.9,21.5,0.097
76,Chandler Parsons,HOU,25,74,50,24,37.6,105.8,4.6,11.7,17.4,1.2,20.2,0.4,9.1,14.2,10.7,10.6,34.3,0.096
77,Damian Lillard,POR,23,82,54,28,35.8,105.5,3.1,8.2,12.2,0.8,19.8,0.3,7.5,10.9,10.2,10.4,34.3,0.096
78,Avery Bradley,BOS,23,60,19,41,30.9,104.2,3.0,9.7,14.5,1.1,25.3,0.2,6.7,10.2,8.6,8.5,28.8,0.096
79,Patrick Beverley,HOU,25,56,39,17,31.3,104.0,2.2,6.8,10.3,1.4,27.0,0.4,10.2,11.3,8.8,8.4,29.0,0.096
80,Tony Allen,MEM,32,55,31,24,23.2,101.2,2.3,10.8,15.9,1.6,38.6,0.3,17.1,7.7,4.6,6.3,18.6,0.095
81,Deron Williams,BKN,30,64,37,27,32.2,104.6,2.4,7.9,12.3,1.5,22.8,0.2,8.4,10.0,9.1,8.1,27.0,0.095
82,Amir Johnson,TOR,27,77,43,34,28.8,103.4,4.3,15.3,23.3,0.7,18.4,1.1,43.6,9.7,7.7,6.5,25.1,0.095
83,Iman Shumpert,NYK,24,74,36,38,26.5,102.6,3.1,12.4,18.7,1.2,26.4,0.2,6.7,7.2,6.8,6.4,20.9,0.095
84,Jamal Crawford,LAC,34,69,47,22,30.4,104.1,1.8,5.6,8.9,0.9,15.9,0.2,5.8,9.5,9.0,7.2,28.4,0.094
85,Nicolas Batum,POR,25,82,54,28,36.0,105.7,6.0,16.1,23.8,0.9,23.0,0.7,18.4,11.4,10.1,9.5,33.9,0.094
86,Robin Lopez,POR,26,82,54,28,31.8,104.6,4.6,13.8,20.0,0.3,8.3,1.7,50.2,9.7,8.9,8.9,29.9,0.093
87,Goran Dragic,PHX,28,76,45,31,35.1,105.5,2.3,6.6,10.0,1.4,22.8,0.3,8.6,11.3,10.3,9.7,33.5,0.093
88,Russell Westbrook,OKC,25,46,34,12,30.7,104.6,4.5,13.6,20.3,1.9,34.8,0.2,3.4,11.6,8.1,9.2,26.6,0.093
89,Glen Rice,WAS,23,11,2,9,9.9,84.6,1.5,16.0,20.8,0.5,26.1,0.1,9.1,3.3,1.5,2.8,6.7,0.093
90,Mario Chalmers,MIA,28,73,49,24,29.8,104.2,2.4,8.5,13.0,1.6,27.9,0.2,8.0,10.6,8.0,7.0,24.9,0.093
91,Anderson Varejao,CLE,31,65,25,40,27.7,103.2,6.8,25.3,36.8,1.1,26.1,0.6,28.9,9.1,7.1,6.6,21.3,0.093
92,Ian Mahinmi,IND,27,77,51,26,16.2,95.9,1.9,11.9,17.3,0.5,19.2,0.9,60.0,5.2,3.7,4.2,11.7,0.092
93,Patrick Patterson,TOR,25,65,37,28,23.6,101.6,3.5,15.0,22.9,0.8,21.1,0.6,28.9,6.8,6.2,6.1,20.1,0.092
94,Greivis Vasquez,TOR,27,79,46,33,22.5,101.0,1.9,8.8,13.2,0.4,10.8,0.1,3.7,7.6,5.6,5.9,19.3,0.091
95,Jared Sullinger,BOS,22,74,23,51,27.6,103.5,4.9,18.3,27.3,0.5,11.6,0.7,28.8,8.7,7.8,7.2,25.2,0.091
96,Vince Carter,DAL,37,81,49,32,24.4,102.5,2.7,11.3,17.1,0.8,17.4,0.4,19.2,7.4,6.7,7.3,20.7,0.089
97,Jae Crowder,DAL,23,78,47,31,16.1,96.7,1.9,11.9,18.0,0.8,23.1,0.3,16.4,5.1,3.9,4.6,12.7,0.089
98,Wesley Matthews,POR,27,82,54,28,33.9,105.7,2.9,8.2,12.0,0.9,24.0,0.2,5.0,10.4,9.7,8.9,32.5,0.089
99,Leandro Barbosa,PHX,31,20,12,8,18.4,98.5,1.6,8.7,13.6,0.4,12.5,0.2,11.8,6.1,4.8,5.9,15.9,0.089
100,Marco Belinelli,SAS,28,80,61,19,25.2,102.9,2.6,10.1,15.0,0.6,16.9,0.1,3.4,9.3,6.9,6.9,22.9,0.089
101,Matt Barnes,LAC,34,63,45,18,27.5,103.9,3.7,12.5,19.6,0.9,17.1,0.4,16.3,9.0,9.2,6.7,26.3,0.089
102,Shawne Williams,LAL,28,36,14,22,20.9,100.3,3.9,17.2,27.5,0.5,17.0,0.8,29.7,7.1,6.8,7.1,20.8,0.088
103,Antawn Jamison,LAC,38,22,15,7,11.3,89.2,2.1,17.4,28.0,0.4,18.8,0.1,12.5,2.8,2.5,2.0,9.4,0.088
104,Isaiah Thomas,SAC,25,72,26,46,34.7,106.1,2.3,6.5,9.7,1.3,23.8,0.1,3.8,12.7,8.8,10.8,29.6,0.088
105,Brook Lopez,BKN,26,17,7,10,31.4,105.1,3.7,11.3,16.8,0.5,12.7,1.8,56.6,10.4,9.5,8.6,23.6,0.087
106,Kevin Garnett,BKN,38,54,27,27,20.5,100.3,5.5,28.0,41.0,0.8,23.8,0.7,40.0,6.2,4.9,4.4,14.1,0.087
107,Markieff Morris,PHX,24,81,47,34,26.6,103.6,4.3,15.9,24.6,0.8,17.7,0.6,23.8,10.0,7.8,7.3,25.5,0.087
108,Dion Waiters,CLE,22,70,28,42,29.6,104.6,2.3,7.9,11.9,0.9,20.9,0.2,12.5,10.2,7.8,6.5,23.2,0.087
109,Jeremy Lamb,OKC,22,78,57,21,19.7,100.0,2.1,10.4,15.7,0.7,21.1,0.3,15.9,6.6,5.0,4.7,15.0,0.086
110,Jared Dudley,LAC,28,74,51,23,23.4,102.4,1.7,7.0,10.7,0.6,14.4,0.1,5.7,7.8,6.5,5.2,21.5,0.085
111,Ben Gordon,CHA,31,19,8,11,14.7,95.6,1.3,8.2,12.4,0.5,25.0,0.1,5.0,3.3,3.8,2.9,11.3,0.085
112,Luis Scola,IND,34,82,56,26,17.1,98.3,3.7,21.5,30.9,0.3,12.8,0.2,12.1,5.8,4.1,4.5,13.0,0.084
113,Kevin Martin,MIN,31,68,32,36,32.0,105.8,2.5,8.1,11.7,1.0,16.2,0.1,4.8,10.5,7.7,11.6,31.5,0.084
114,Nate Robinson,DEN,30,44,22,22,19.7,99.9,1.4,6.3,10.0,0.8,24.7,0.1,3.7,6.1,6.7,4.2,15.6,0.084
115,Carmelo Anthony,NYK,30,77,35,42,38.7,107.1,6.2,17.1,25.7,1.2,20.9,0.7,17.7,11.3,9.7,9.4,31.7,0.084
116,Steve Blake,GSW,34,55,31,24,27.2,104.4,2.7,9.2,14.2,1.0,24.5,0.1,4.7,9.8,8.1,9.3,26.2,0.083
117,Stephen Jackson,LAC,36,9,6,3,11.9,91.8,0.9,8.7,12.3,0.7,22.2,0.1,11.1,4.3,1.8,1.7,7.6,0.083
118,Joe Johnson,BKN,33,79,43,36,32.6,105.8,2.8,9.0,14.0,0.6,10.8,0.1,4.9,10.4,8.8,8.1,26.5,0.083
119,Nick Collison,OKC,33,81,58,23,16.7,98.2,2.2,12.9,19.0,0.4,13.2,0.3,22.0,5.3,4.1,4.0,12.1,0.083
120,Jeff Green,BOS,27,82,25,57,34.2,106.4,4.0,12.1,17.9,0.7,15.0,0.6,19.1,11.6,9.6,10.1,32.7,0.082
121,Darren Collison,LAC,26,80,56,24,25.9,103.9,1.8,6.4,10.3,1.2,25.7,0.2,7.2,8.2,8.1,5.8,24.2,0.082
122,John Salmons,TOR,34,78,46,32,22.1,102.4,1.8,8.5,13.0,0.6,16.7,0.2,12.8,7.4,5.6,5.8,18.5,0.082
123,Norris Cole,MIA,25,82,54,28,24.6,103.4,1.7,7.7,12.1,0.9,20.9,0.1,2.6,9.0,6.8,6.3,21.3,0.082
124,James Johnson,MEM,27,52,33,19,18.4,100.2,2.0,11.0,17.2,0.8,25.5,1.1,44.5,6.2,4.6,5.2,13.9,0.081
125,Pero Antic,ATL,31,50,23,27,18.5,99.9,3.0,16.8,25.3,0.4,11.5,0.2,17.4,5.9,4.5,5.0,15.0,0.081
126,Derek Fisher,OKC,39,81,59,22,17.6,99.3,1.4,7.7,11.7,0.9,29.2,0.0,1.9,5.8,4.4,4.1,13.6,0.081
127,Chris Andersen,MIA,35,72,49,23,19.4,100.6,3.5,18.6,29.9,0.4,12.9,1.3,61.8,6.7,5.6,4.6,16.0,0.081
128,DeMarcus Cousins,SAC,23,71,28,43,32.4,106.0,8.6,27.5,40.4,1.5,29.2,1.3,48.4,11.5,8.2,10.0,27.7,0.081
129,Anthony Tolliver,CHA,29,64,33,31,20.3,101.5,2.1,10.4,15.1,0.3,11.8,0.2,11.6,5.6,4.8,4.1,16.0,0.081
130,Kenyon Martin,NYK,36,32,13,19,19.8,100.9,3.1,15.8,23.2,0.8,22.3,0.8,48.2,5.8,5.6,4.3,15.2,0.081
131,Martell Webster,WAS,27,78,42,36,27.7,104.8,2.4,9.2,13.6,0.5,12.1,0.2,7.9,9.8,7.2,7.0,23.0,0.080
132,Nate Wolters,MIL,23,58,10,48,22.6,102.7,2.0,9.0,14.0,0.6,18.1,0.3,11.6,7.9,5.8,5.7,19.0,0.080
133,Channing Frye,PHX,31,82,48,34,28.2,104.9,4.2,14.9,22.4,0.7,15.1,0.8,30.3,9.5,7.9,7.9,26.1,0.080
134,Darrell Arthur,DEN,26,68,33,35,17.1,99.1,2.3,12.6,19.4,0.6,19.1,0.7,34.6,5.5,5.0,3.5,13.4,0.080
135,Shaun Livingston,BKN,28,76,42,34,26.0,104.1,2.4,9.7,15.1,1.2,26.1,0.4,18.3,8.7,6.4,6.9,20.8,0.079
136,Ryan Gomes,OKC,31,5,3,2,6.9,77.1,0.8,11.4,15.4,0.0,0.0,0.0,0.0,2.4,0.8,3.4,5.6,0.079
137,Nick Calathes,MEM,25,71,42,29,16.5,98.9,1.6,9.8,15.0,0.9,33.5,0.1,6.9,5.8,4.1,4.5,12.4,0.079
138,JJ Redick,LAC,30,35,24,11,28.2,105.1,1.9,6.4,9.8,0.8,16.6,0.1,3.2,9.6,8.4,6.4,28.0,0.079
139,Jonas Valanciunas,TOR,22,81,47,34,28.2,105.1,6.0,22.0,33.4,0.3,7.6,0.9,33.2,9.8,7.5,7.1,25.3,0.079
140,P.J. Tucker,PHX,29,81,48,33,30.7,105.9,4.5,14.6,22.1,1.4,25.8,0.3,9.8,10.5,9.1,9.5,29.4,0.079
141,Omer Asik,HOU,27,48,32,16,20.2,102.0,5.8,26.3,37.9,0.3,9.4,0.8,33.0,7.2,5.3,5.4,16.3,0.078
142,Rudy Gay,SAC,27,73,27,46,34.7,106.8,4.4,13.3,19.2,1.3,25.8,0.8,26.0,12.9,8.0,11.7,30.9,0.078
143,Matthew Dellavedova,CLE,23,72,29,43,17.7,100.4,1.3,7.2,10.8,0.5,19.0,0.1,6.0,5.7,4.3,3.1,12.2,0.076
144,Ray Allen,MIA,38,73,47,26,26.5,104.8,2.5,10.2,16.4,0.7,16.6,0.1,4.6,9.4,7.6,6.6,22.2,0.076
145,Willie Green,LAC,32,55,38,17,15.8,98.7,1.2,7.2,11.0,0.4,15.0,0.2,14.7,4.8,4.3,3.5,13.5,0.076
146,Kosta Koufos,MEM,25,80,48,32,16.9,99.7,3.2,19.5,29.4,0.4,14.7,0.9,50.4,5.2,4.0,4.5,13.3,0.076
147,Evan Fournier,DEN,21,76,35,41,19.8,102.0,2.2,10.7,16.2,0.4,13.9,0.1,4.4,7.0,5.1,4.9,17.6,0.076
148,Omri Casspi,HOU,26,71,46,25,18.1,100.9,2.9,14.4,22.6,0.6,20.4,0.2,9.8,6.4,6.0,4.7,17.1,0.076
149,Jermaine O'Neal,GSW,35,44,27,17,20.1,101.8,3.6,16.4,25.3,0.3,11.8,0.9,45.5,6.4,6.6,5.1,16.7,0.075
150,Kendrick Perkins,OKC,29,62,48,14,19.5,101.6,3.6,17.4,25.4,0.4,12.6,0.5,18.6,7.0,5.0,5.4,17.3,0.075
151,Chris Douglas-Roberts,CHA,27,49,27,22,20.7,102.6,2.1,10.0,14.8,0.6,22.5,0.3,13.1,6.4,5.8,4.7,17.5,0.075
152,Miles Plumlee,PHX,25,80,47,33,24.5,104.3,5.4,21.6,32.6,0.6,14.2,1.1,45.0,8.4,7.5,7.5,23.6,0.074
153,Gerald Wallace,BOS,31,58,19,39,24.4,104.4,3.0,13.1,20.7,1.3,28.6,0.2,11.2,8.6,7.1,6.5,21.5,0.074
154,Terrence Ross,TOR,23,81,47,34,26.7,105.2,2.6,9.9,15.0,0.8,21.7,0.3,14.8,9.2,7.3,6.4,24.1,0.074
155,Chris Johnson,BOS,24,40,11,29,19.7,102.2,1.7,8.9,13.4,0.7,21.4,0.1,7.3,6.9,5.1,4.7,18.1,0.073
156,Nikola Vucevic,ORL,23,57,19,38,31.8,106.7,7.7,24.8,35.3,1.1,23.0,0.8,33.8,10.0,8.3,8.5,26.2,0.073
157,E'Twaun Moore,ORL,25,79,22,57,19.1,102.0,1.4,7.0,10.8,0.8,20.6,0.2,8.0,6.6,4.9,5.0,15.2,0.072
158,Evan Turner,IND,25,81,29,52,30.3,106.9,4.3,13.4,20.5,0.8,16.3,0.1,3.5,11.4,8.7,9.5,25.6,0.072
159,Jrue Holiday,NOP,24,34,15,19,33.6,107.4,3.4,10.2,15.7,1.6,26.8,0.4,7.9,10.6,9.3,7.6,30.8,0.072
160,Ed Davis,MEM,25,63,38,25,15.2,99.1,2.7,17.7,26.8,0.3,10.9,0.7,38.7,5.6,3.8,4.3,11.3,0.072
161,Ramon Sessions,MIL,28,83,30,53,26.7,105.6,2.0,7.4,11.3,0.6,18.4,0.1,3.8,8.9,7.6,6.3,22.7,0.071
162,Cody Zeller,CHA,21,82,43,39,17.3,101.6,2.9,15.9,24.4,0.5,22.0,0.5,24.0,5.4,4.7,4.1,14.9,0.070
163,Shane Battier,MIA,35,73,49,24,20.1,103.1,1.4,7.6,12.2,0.7,16.2,0.5,34.5,7.0,5.7,4.8,17.1,0.069
164,CJ Miles,CLE,27,51,21,30,19.3,102.8,1.7,8.9,13.2,0.9,28.0,0.3,17.2,6.6,4.7,5.7,16.0,0.069
165,Tony Snell,CHI,22,77,46,31,16.0,100.4,1.4,8.5,12.8,0.4,15.3,0.2,10.9,5.8,4.1,4.3,13.6,0.069
166,Larry Sanders,MIL,25,23,3,20,25.4,105.4,4.6,18.5,29.1,0.8,20.5,1.7,69.0,8.4,7.0,6.9,21.3,0.068
167,Francisco Garcia,HOU,32,55,33,22,19.7,103.2,1.8,8.6,13.1,0.5,16.3,0.6,26.8,7.6,5.6,6.0,17.6,0.068
168,Marcus Thornton,BKN,27,72,33,39,24.2,105.3,2.0,8.4,13.0,0.8,19.8,0.2,7.9,8.6,6.0,7.0,22.1,0.068
169,Andre Miller,WAS,38,58,32,26,16.9,101.0,1.8,10.0,15.5,0.6,23.1,0.2,8.7,5.8,5.4,4.1,13.8,0.067
170,Glen Davis,LAC,28,68,30,38,24.4,105.0,3.6,14.9,22.6,0.9,22.6,0.4,25.9,7.2,7.0,6.3,20.9,0.067
171,Monta Ellis,DAL,28,82,49,33,36.9,108.2,3.1,8.8,13.5,1.7,26.7,0.3,8.6,12.9,10.7,12.5,34.6,0.067
172,Metta World Peace,NYK,34,29,10,19,13.4,99.0,1.4,11.2,17.4,0.8,27.6,0.3,21.6,4.7,3.3,3.9,10.5,0.067
173,Jarrett Jack,CLE,30,80,32,48,28.2,106.4,2.5,8.9,13.5,0.7,19.0,0.3,12.6,10.0,7.6,7.0,22.8,0.067
174,Xavier Henry,LAL,23,43,16,27,21.1,104.0,2.1,9.1,14.3,1.0,29.7,0.2,7.1,7.3,7.0,6.3,20.2,0.067
