,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
47,Al Harrington,IND,24,79,58,21,30.9,98.0,4.4,15.5,23.5,1.0,19.0,0.3,9.0,10.0,7.3,7.4,22.3,0.114
48,Jalen Rose,TOR,31,66,26,40,38.1,100.5,3.5,9.3,15.0,0.8,13.4,0.3,7.9,11.5,11.3,8.7,31.0,0.114
49,Eric Snow,PHI,31,82,33,49,36.3,99.8,2.7,7.7,12.2,1.2,19.6,0.1,2.4,12.5,9.9,8.8,27.7,0.113
50,Derek Anderson,POR,29,51,26,25,35.5,99.8,3.1,8.8,14.0,1.3,22.1,0.1,1.2,12.1,9.8,8.7,27.3,0.113
51,Morris Peterson,TOR,26,82,33,49,26.1,96.3,2.8,10.8,17.4,1.1,26.0,0.2,6.6,8.0,7.3,6.2,19.0,0.112
52,Trenton Hassell,MIN,25,81,57,24,27.9,97.2,2.3,8.0,12.2,0.4,11.4,0.7,19.0,7.4,7.1,6.8,20.7,0.112
53,Earl Watson,MEM,25,81,50,31,20.7,92.6,1.6,7.9,13.1,1.1,24.7,0.2,7.9,6.4,5.7,4.7,14.0,0.111
54,Michael Olowokandi,MIN,29,43,28,15,21.5,93.2,3.9,16.2,25.4,0.4,13.3,1.6,56.7,5.2,6.5,4.9,14.9,0.110
55,Rafer Alston,MIA,27,82,42,40,31.5,98.8,2.4,8.1,12.4,1.4,29.6,0.2,8.8,9.4,8.0,5.8,21.4,0.109
56,Gary Payton,LAL,35,82,56,26,34.6,99.9,3.3,9.2,14.2,1.2,20.9,0.2,6.6,9.8,9.6,8.2,27.4,0.108
57,Aaron McKie,PHI,31,75,30,45,28.2,97.6,2.8,10.2,16.5,1.1,23.8,0.3,11.9,9.3,7.6,5.8,20.7,0.107
58,Hiram Fuller,ATL,23,4,1,3,10.6,78.0,1.8,13.2,23.3,0.0,0.0,0.3,25.0,2.5,4.5,2.0,7.0,0.107
59,Kenny Thomas,PHI,26,74,31,43,36.5,100.3,6.6,18.8,29.9,1.1,19.1,0.4,14.3,13.2,10.0,8.6,28.1,0.107
60,Andrei Kirilenko,UTA,23,78,42,36,37.3,100.6,5.2,15.2,24.0,1.9,32.7,2.8,51.7,12.4,9.3,8.9,25.4,0.107
61,Maurice Taylor,HOU,27,75,41,34,27.7,97.7,3.4,12.3,18.8,0.6,15.0,0.6,23.5,9.9,7.1,5.3,17.1,0.105
62,Corliss Williamson,DET,30,79,52,27,19.9,93.1,2.1,10.8,17.5,0.4,11.9,0.3,10.6,6.6,5.4,4.1,13.3,0.105
63,Darrell Armstrong,NOH,36,79,39,40,28.4,98.2,2.1,7.6,12.2,1.7,30.8,0.2,8.0,9.9,7.6,6.7,22.0,0.105
64,Jamison Brewer,IND,23,13,10,3,12.5,84.1,0.7,6.0,8.4,0.5,22.6,0.0,0.0,4.6,2.2,3.9,8.8,0.105
65,Shareef Abdur-Rahim,POR,27,85,35,50,31.7,99.7,5.3,16.3,26.1,0.8,16.2,0.4,10.6,11.4,9.3,8.8,24.3,0.104
66,Samuel Dalembert,PHI,24,82,33,49,26.9,97.6,5.3,19.6,31.5,0.5,12.4,2.3,76.5,8.8,7.5,6.5,18.8,0.103
67,Theo Ratliff,POR,31,85,35,50,31.3,99.5,4.9,15.2,24.2,0.6,13.2,3.6,79.1,11.4,9.0,7.7,24.0,0.103
68,Allan Houston,NYK,33,50,24,26,35.9,100.7,2.0,5.6,8.6,0.8,14.2,0.0,1.1,12.7,8.5,7.1,24.6,0.102
69,Ryan Humphrey,MEM,24,2,0,2,5.8,58.3,0.5,9.1,16.7,0.5,25.0,0.0,0.0,0.0,1.0,0.0,3.0,0.102
70,David Wesley,NOH,33,61,31,30,32.9,99.9,1.7,5.4,8.6,1.2,19.4,0.2,8.6,10.7,8.7,7.9,24.7,0.102
71,Lucious Harris,NJN,33,69,42,27,21.8,95.1,1.5,6.9,10.8,0.6,16.5,0.0,1.7,7.1,5.5,5.0,14.9,0.101
72,Robert Horry,SAS,33,81,56,25,15.9,90.0,2.0,12.6,19.5,0.6,19.7,0.6,26.9,4.1,4.0,2.8,11.7,0.101
73,Brad Miller,SAC,28,72,49,23,36.5,100.9,7.7,20.3,32.4,0.9,14.8,1.2,37.6,11.2,10.4,9.4,31.3,0.101
74,Kirk Penney,MIA,23,2,0,2,8.6,79.5,0.5,5.0,7.7,0.5,25.0,0.0,0.0,3.0,2.0,5.0,7.0,0.101
75,Caron Butler,MIA,24,68,39,29,29.8,99.0,3.4,12.1,18.6,1.1,22.9,0.2,8.4,8.7,7.4,6.0,21.2,0.101
76,Malik Rose,SAS,29,67,44,23,18.7,93.4,3.1,16.5,25.6,0.5,15.5,0.4,17.5,6.6,4.8,5.0,15.2,0.100
77,Kirk Hinrich,CHI,23,76,20,56,35.6,100.8,2.9,7.9,12.4,1.3,23.4,0.3,8.4,12.6,9.7,8.7,26.2,0.099
78,Jamal Mashburn,NOH,31,19,8,11,38.4,101.6,5.2,13.0,20.5,0.7,13.9,0.3,6.6,11.8,11.3,9.5,31.4,0.098
79,Donyell Marshall,TOR,31,82,29,53,36.4,101.3,7.3,20.4,33.4,1.1,20.0,1.5,38.5,11.1,11.0,8.3,29.3,0.098
80,Jason Hart,SAS,26,53,42,11,12.5,85.8,1.3,9.5,14.5,0.5,24.8,0.1,6.3,3.9,3.3,2.9,9.6,0.098
81,Mike James,DET,29,81,43,38,27.1,98.9,2.5,9.3,15.0,1.2,23.1,0.0,1.4,9.3,7.5,6.7,18.6,0.098
82,Antonio Davis,CHI,35,80,27,53,32.2,100.0,5.8,18.0,28.3,0.5,9.7,0.8,26.3,10.7,8.5,8.0,24.3,0.096
83,Shane Battier,MEM,25,79,48,31,24.7,97.7,2.5,9.9,16.8,1.3,25.4,0.7,20.2,8.3,7.9,6.2,18.6,0.096
84,Brian Grant,MIA,32,76,40,36,30.3,99.7,4.6,16.2,24.4,0.7,14.4,0.5,22.6,9.6,7.1,6.3,20.9,0.096
85,Shane Heal,SAS,33,6,3,3,11.5,84.2,0.5,3.8,6.0,0.2,8.3,0.0,0.0,4.7,4.2,2.8,8.0,0.096
86,Rodney Rogers,NJN,33,69,40,29,20.5,95.3,3.0,15.5,23.6,0.9,21.6,0.4,26.2,7.0,5.0,4.8,13.3,0.095
87,Chucky Atkins,BOS,29,64,37,27,24.0,96.9,1.3,5.3,8.8,0.7,18.4,0.0,1.3,8.3,7.0,5.9,18.6,0.095
88,Andre Miller,DEN,28,82,43,39,34.7,101.1,2.9,8.5,13.8,1.7,26.0,0.3,7.0,11.8,9.8,10.1,30.9,0.094
89,Raef LaFrentz,BOS,28,17,9,8,19.4,94.5,2.9,14.1,23.1,0.5,11.4,0.8,44.8,5.5,6.3,5.0,11.1,0.094
90,Ron Mercer,SAS,28,39,24,15,13.3,88.2,1.0,6.9,10.9,0.4,16.1,0.1,6.5,4.7,4.0,3.0,11.1,0.094
91,Alvin Williams,TOR,29,56,25,31,31.0,100.1,2.4,7.8,12.7,1.0,22.1,0.2,5.3,9.3,9.0,7.3,24.5,0.094
92,Michael Curry,TOR,35,70,29,41,17.5,92.8,0.9,5.3,8.3,0.3,14.6,0.1,4.8,5.4,4.6,4.0,12.8,0.094
93,Paul Pierce,BOS,26,80,35,45,38.7,102.0,5.7,14.4,23.5,1.6,21.3,0.7,20.0,14.1,12.1,9.9,28.5,0.093
94,Devean George,LAL,26,82,56,26,23.8,97.5,3.0,12.4,19.2,1.0,22.5,0.5,18.5,7.6,6.1,5.7,18.7,0.093
95,Greg Ostertag,UTA,31,78,39,39,27.6,99.1,4.6,17.6,28.4,0.4,9.1,1.8,44.1,9.6,7.0,6.7,17.7,0.093
96,Jason Richardson,GSW,23,78,35,43,37.7,101.9,5.1,13.6,21.0,1.1,20.8,0.5,13.7,11.8,10.7,9.8,30.2,0.093
97,Jamaal Magloire,NOH,26,82,41,41,34.1,101.1,7.1,21.4,33.8,0.5,9.3,1.2,39.8,10.8,9.3,8.4,27.3,0.092
98,Larry Hughes,WAS,25,61,19,42,33.9,101.1,3.8,11.3,18.1,1.6,24.7,0.4,11.0,13.7,9.5,10.7,28.6,0.091
99,Erick Dampier,GSW,28,74,33,41,32.5,100.8,7.3,22.4,34.3,0.4,9.8,1.9,53.9,10.2,8.5,8.6,24.7,0.091
100,Kenny Anderson,IND,33,44,33,11,20.7,95.9,1.4,7.2,11.0,0.6,16.0,0.1,5.3,7.0,5.0,5.8,16.5,0.090
101,Fred Hoiberg,MIN,31,79,57,22,22.7,97.4,3.1,13.7,21.3,0.8,24.8,0.1,5.2,6.5,6.2,4.6,16.6,0.090
102,Jamal Crawford,CHI,24,80,23,57,35.2,101.7,3.0,8.3,13.1,1.4,24.7,0.4,10.2,12.2,9.4,8.8,27.1,0.089
103,Kurt Thomas,NYK,31,80,38,42,31.8,101.0,6.5,20.1,31.2,0.7,15.0,1.0,30.5,10.9,8.4,6.8,22.6,0.088
104,Marc Jackson,PHI,29,22,10,12,27.1,99.6,3.7,14.6,23.8,0.5,10.5,0.3,14.3,7.5,6.4,6.0,22.0,0.087
105,Eric Williams,CLE,31,71,38,33,26.5,99.5,3.1,11.2,17.7,1.0,23.0,0.1,3.9,7.6,7.5,7.0,18.7,0.087
106,Milt Palacio,TOR,26,59,22,37,20.5,96.3,1.5,7.4,12.2,0.7,22.0,0.2,9.7,6.7,5.7,5.0,15.6,0.087
107,Darrick Martin,MIN,33,16,14,2,10.9,85.5,0.3,2.7,4.2,0.1,7.7,0.1,6.7,4.1,2.9,1.7,6.5,0.086
108,Peja Stojakovic,SAC,27,81,55,26,40.4,102.9,5.1,12.6,20.2,1.3,18.7,0.2,5.2,12.5,11.6,11.3,36.2,0.086
109,Derek Fisher,LAL,29,82,56,26,21.5,97.0,1.5,7.2,11.5,1.3,33.6,0.0,2.9,6.3,5.3,4.0,15.3,0.085
110,Tyson Chandler,CHI,21,35,9,26,22.5,97.9,5.4,23.5,35.9,0.5,12.5,1.2,45.3,8.2,5.3,5.7,15.4,0.085
111,Speedy Claxton,GSW,26,60,27,33,26.6,99.6,2.0,7.7,11.9,1.6,35.4,0.2,6.5,7.1,6.9,6.3,20.2,0.085
112,James Posey,MEM,27,82,50,32,29.8,100.7,3.8,13.3,21.4,1.7,28.2,0.5,11.8,8.8,8.9,8.1,27.0,0.084
113,Fred Jones,IND,25,81,61,20,18.5,95.6,1.2,7.2,11.1,0.8,23.9,0.2,11.8,6.4,4.3,4.9,13.0,0.084
114,Antonio McDyess,PHX,29,42,18,24,22.1,97.7,4.5,19.9,30.5,0.9,23.0,0.6,32.4,8.5,6.4,6.0,18.1,0.084
115,Anfernee Hardaway,NYK,32,76,33,43,27.6,100.3,2.9,10.5,17.1,0.9,19.3,0.3,10.4,9.1,7.9,5.9,21.4,0.084
116,Aaron Williams,NJN,32,72,39,33,18.6,95.8,2.7,15.1,23.7,0.5,14.7,0.6,41.1,6.8,4.6,4.7,12.7,0.083
117,Carmelo Anthony,DEN,20,82,43,39,36.5,102.5,3.8,10.8,17.5,1.2,17.0,0.5,10.9,12.6,10.7,11.0,33.8,0.082
118,Matt Harpring,UTA,28,31,17,14,36.5,102.5,5.0,14.8,23.7,0.7,14.5,0.1,1.2,12.9,10.1,9.9,25.9,0.082
119,Keith Van Horn,MIL,28,72,33,39,32.5,101.7,4.9,15.0,22.7,0.9,21.1,0.5,14.7,11.6,8.2,8.0,25.2,0.082
120,Kendall Gill,CHI,36,56,15,41,25.2,99.5,2.3,8.9,14.1,1.2,26.5,0.3,10.9,8.7,7.1,5.9,19.2,0.081
121,Carlos Boozer,CLE,22,75,34,41,34.6,102.3,8.4,23.8,36.5,1.0,18.5,0.7,15.5,11.0,9.2,9.3,28.7,0.081
122,John Salmons,PHI,24,77,32,45,20.6,97.5,2.1,10.3,16.4,0.8,24.6,0.2,10.7,6.7,5.5,4.7,15.2,0.081
123,Dion Glover,TOR,25,69,23,46,23.8,99.5,3.0,12.5,19.6,0.7,19.5,0.3,9.7,8.7,6.4,6.5,18.5,0.080
124,Chris Webber,SAC,31,23,11,12,36.2,102.7,6.6,18.0,28.3,1.3,19.5,0.9,26.0,12.0,9.3,12.3,33.0,0.080
125,Udonis Haslem,MIA,24,75,39,36,24.0,99.2,3.8,16.5,25.7,0.4,12.4,0.3,15.1,7.8,6.5,5.2,17.0,0.080
126,Bonzi Wells,MEM,27,72,45,27,26.0,99.9,2.5,9.9,16.3,1.3,25.3,0.3,7.9,9.1,7.9,6.9,20.8,0.080
127,Desmond Mason,MIL,26,82,41,41,30.9,101.6,3.2,10.6,16.5,0.7,16.0,0.3,10.8,9.2,8.5,8.2,25.3,0.080
128,Darius Miles,POR,22,79,35,44,26.3,100.4,3.1,11.6,18.4,0.8,21.0,0.8,20.5,8.5,7.6,6.5,20.0,0.080
129,LeBron James,CLE,19,79,33,46,39.6,103.4,4.2,10.4,16.2,1.6,27.7,0.7,12.8,13.1,11.3,11.2,31.9,0.079
130,Tim Thomas,NYK,27,66,35,31,31.7,101.8,3.9,12.7,19.4,1.0,20.0,0.3,10.2,10.1,8.2,8.2,25.5,0.079
131,Jarvis Hayes,WAS,22,70,23,47,29.2,101.2,2.8,9.6,15.4,1.0,18.4,0.2,5.6,11.4,8.1,9.2,24.6,0.079
132,Mark Madsen,MIN,28,72,50,22,17.3,95.5,1.9,11.2,17.1,0.5,21.6,0.3,14.6,4.5,4.5,3.6,12.0,0.078
133,Clifford Robinson,GSW,37,82,37,45,34.7,102.5,3.3,9.6,14.7,0.8,17.2,0.9,26.8,11.0,9.6,9.0,28.6,0.078
134,Lamond Murray,TOR,31,33,13,20,15.8,93.9,2.3,15.7,24.0,0.5,19.0,0.2,16.7,5.4,3.8,4.0,12.2,0.078
135,Anthony Johnson,IND,29,73,53,20,22.0,98.4,1.4,6.9,10.9,0.9,24.3,0.1,4.9,6.7,5.5,5.3,15.8,0.078
136,Jerome Moiso,TOR,26,35,15,20,11.9,89.3,2.1,17.4,28.8,0.5,24.6,0.3,27.9,3.6,3.2,2.3,7.4,0.077
137,Raul Lopez,UTA,24,82,42,40,19.8,97.5,1.6,8.8,13.9,0.8,24.2,0.0,1.0,7.3,4.6,4.2,12.5,0.077
138,Zach Randolph,POR,22,81,41,40,37.9,103.2,7.5,21.0,33.0,0.8,14.6,0.5,11.9,13.5,9.9,10.1,31.0,0.077
139,Alonzo Mourning,NJN,34,12,5,7,18.0,96.4,1.6,8.4,15.4,0.2,5.1,0.5,27.3,6.9,5.2,4.6,11.8,0.077
140,Marcus Camby,DEN,30,72,36,36,30.1,101.6,7.2,24.4,39.4,1.2,20.4,2.6,64.3,10.4,8.8,9.0,26.5,0.077
141,T.J. Ford,MIL,21,55,29,26,27.0,100.7,2.5,9.4,14.4,1.1,29.9,0.1,1.9,8.6,7.3,7.2,21.8,0.077
142,Raja Bell,UTA,27,82,42,40,24.6,100.0,2.2,9.8,15.7,0.8,20.7,0.2,5.9,8.7,5.7,5.4,15.2,0.076
143,Charlie Ward,SAS,33,71,38,33,17.6,96.5,1.9,10.5,15.9,0.9,32.3,0.2,8.5,6.3,4.3,3.8,12.8,0.076
144,Stromile Swift,MEM,24,77,48,29,19.9,98.0,3.1,15.3,26.2,0.7,17.3,1.5,46.6,6.9,6.7,4.8,16.3,0.076
145,Voshon Lenard,DEN,31,73,38,35,30.7,101.9,2.1,7.0,11.4,0.8,15.2,0.2,4.0,10.1,8.5,8.9,28.0,0.076
146,Roger Mason Jr.,TOR,23,26,7,19,12.5,91.2,1.2,10.0,16.4,0.4,16.7,0.2,17.6,4.2,2.6,2.4,9.2,0.075
147,Mark Blount,BOS,28,82,36,46,29.3,101.5,4.7,15.7,25.9,1.0,16.8,1.3,52.5,10.8,9.4,7.3,22.2,0.075
148,Damon Stoudamire,POR,30,82,41,41,38.1,103.4,3.1,8.6,13.7,1.2,21.1,0.1,2.6,12.7,10.5,9.5,30.6,0.075
149,Stephon Marbury,NYK,27,81,37,44,40.2,103.8,2.5,6.3,10.2,1.6,24.3,0.1,2.7,13.2,11.8,8.8,31.0,0.075
150,Jiri Welsch,BOS,24,81,35,46,27.0,101.0,2.9,10.7,17.7,1.2,23.3,0.1,4.3,10.1,8.3,6.8,19.9,0.075
151,Lorenzen Wright,MEM,28,65,38,27,25.8,100.4,4.6,18.6,30.5,0.7,13.8,0.9,25.8,7.3,7.4,7.0,22.2,0.075
152,Casey Jacobsen,PHX,23,78,25,53,23.5,99.8,2.0,8.6,14.0,0.6,14.5,0.1,5.7,8.4,7.0,5.8,19.7,0.074
153,Derrick Coleman,PHI,37,34,13,21,24.9,100.3,4.3,19.0,30.6,0.7,15.5,0.8,38.2,8.8,6.3,6.5,19.8,0.074
154,Jared Jeffries,WAS,22,82,25,57,23.4,99.7,3.0,13.0,20.8,0.6,13.6,0.3,14.2,9.3,6.0,6.8,18.6,0.074
155,Glenn Robinson,PHI,31,42,13,29,32.0,102.5,3.4,10.8,17.4,1.0,19.1,0.2,7.6,12.0,9.1,9.7,25.3,0.074
156,Stacey Augmon,NOH,35,69,33,36,20.6,98.5,1.8,8.9,14.1,0.8,20.7,0.2,11.2,7.8,5.8,4.4,16.6,0.074
157,Corie Blount,TOR,35,62,18,44,16.8,96.7,2.9,16.8,27.5,0.8,24.5,0.4,25.0,5.1,5.1,4.2,13.2,0.074
158,Joe Johnson,PHX,23,82,29,53,40.7,103.9,3.7,9.1,15.0,1.1,14.8,0.3,7.9,13.9,13.0,9.3,33.9,0.074
159,Bobby Jackson,SAC,31,50,35,15,23.8,99.9,2.4,9.8,16.1,1.0,23.0,0.2,8.5,6.9,7.1,5.4,20.3,0.073
160,Shawn Marion,PHX,26,79,28,51,40.6,103.9,6.6,16.5,27.1,2.1,27.7,1.3,31.2,13.8,12.7,9.0,33.3,0.073
161,Mike Dunleavy,GSW,23,75,35,40,31.2,102.4,4.7,15.2,23.4,0.9,21.6,0.2,5.6,10.8,8.4,8.5,25.5,0.073
162,Jerome Williams,CHI,31,68,22,46,23.9,99.9,4.4,19.5,30.9,1.3,31.1,0.1,7.1,8.1,6.5,6.7,19.5,0.072
163,Alex Garcia,SAS,24,2,2,0,6.3,76.0,0.0,0.0,0.0,1.0,66.7,0.0,0.0,4.5,1.0,2.0,2.0,0.071
164,Joe Smith,MIL,28,76,38,38,29.7,102.1,5.4,18.3,28.5,0.6,16.5,1.2,40.3,8.8,8.0,7.9,24.9,0.070
165,Mikki Moore,UTA,28,32,18,14,12.3,92.1,1.7,15.3,23.9,0.2,13.0,0.4,37.1,4.7,2.2,3.1,7.4,0.070
166,Doug Christie,SAC,34,82,55,27,33.9,103.2,3.2,9.3,15.0,1.8,28.7,0.5,18.1,10.6,10.3,9.8,31.0,0.069
167,Jake Voskuhl,PHX,26,66,22,44,24.2,100.8,3.3,14.1,22.9,0.6,12.9,0.4,17.7,7.7,7.1,4.7,18.9,0.069
168,Eric Piatkowski,HOU,33,49,22,27,14.3,94.4,1.3,8.9,13.5,0.3,16.0,0.1,8.1,4.4,3.3,2.0,7.7,0.069
169,Dikembe Mutombo,NYK,38,65,29,36,23.1,100.3,4.5,19.1,29.0,0.3,8.3,1.9,69.5,8.7,5.5,5.8,15.1,0.068
170,Linton Johnson,CHI,24,41,12,29,17.9,98.0,3.0,16.6,25.9,0.9,28.9,0.8,34.8,6.9,4.3,4.9,12.0,0.068
171,Slava Medvedenko,LAL,25,68,46,22,21.3,99.5,2.9,13.9,22.5,0.6,14.8,0.3,15.4,7.0,6.6,4.9,16.9,0.068
172,Calbert Cheaney,GSW,32,79,37,42,26.1,101.5,2.3,9.2,14.1,0.8,19.0,0.2,6.4,8.2,7.0,6.5,20.9,0.067
173,Olden Polynice,LAC,39,2,1,1,5.5,72.7,0.5,9.1,14.3,0.5,25.0,0.0,0.0,3.5,1.5,0.0,1.0,0.067
174,Darvin Ham,DET,30,54,40,14,8.7,87.2,0.9,9.6,14.8,0.2,15.3,0.1,16.0,2.6,1.9,2.0,5.5,0.067
