,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Tim Hardaway,MIA,30,81,60,21,38.8,97.3,2.8,7.4,11.6,1.9,29.8,0.1,2.6,12.3,10.0,6.9,30.4,0.196
1,Alonzo Mourning,MIA,27,66,49,17,35.2,95.6,7.1,20.4,32.3,0.8,14.7,2.9,64.7,12.2,9.4,6.6,25.8,0.195
2,Dikembe Mutombo,ATL,31,80,54,26,37.2,96.9,8.3,22.6,36.4,0.6,9.8,3.3,75.9,11.8,10.5,8.1,26.5,0.186
3,Christian Laettner,ATL,27,82,56,26,38.2,97.6,6.2,16.4,26.7,1.2,18.6,0.8,18.8,11.9,11.2,8.5,27.9,0.185
4,Patrick Ewing,NYK,34,78,54,24,37.0,98.0,8.4,22.7,34.9,0.9,15.3,2.4,60.6,14.1,9.7,7.2,25.5,0.178
5,Mookie Blaylock,ATL,30,78,53,25,39.2,98.8,3.8,10.0,16.4,2.7,38.6,0.3,6.0,12.1,11.6,8.2,28.5,0.177
6,Tyrone Corbin,ATL,34,70,49,21,33.0,96.3,3.1,9.7,15.7,1.3,20.5,0.1,2.8,10.3,9.0,7.1,24.0,0.174
7,P.J. Brown,MIA,27,80,59,21,32.4,96.4,5.4,17.2,27.1,1.1,19.6,1.2,31.4,10.7,8.2,5.6,25.4,0.172
8,Gary Payton,SEA,28,82,57,25,39.2,99.8,3.3,8.8,14.6,2.4,27.2,0.2,4.1,12.8,11.6,8.7,27.5,0.166
9,Chris Mills,CLE,27,80,41,39,39.6,99.9,4.7,13.8,21.9,1.1,17.1,0.5,16.4,12.1,9.7,7.3,27.6,0.166
10,Charles Oakley,NYK,33,80,55,25,35.9,98.8,6.7,19.0,29.5,1.4,24.8,0.3,8.3,13.5,9.0,6.6,25.3,0.163
11,Scottie Pippen,CHI,31,82,69,13,37.7,99.7,4.5,11.8,19.1,1.9,27.9,0.5,17.6,10.8,11.3,8.4,29.7,0.161
12,Detlef Schrempf,SEA,34,61,43,18,35.9,99.1,5.0,14.4,23.6,1.0,13.5,0.3,6.8,12.7,10.6,8.2,25.6,0.161
13,Steven Smith,ATL,28,72,50,22,39.2,100.1,2.1,5.4,8.9,0.9,12.8,0.3,7.3,12.4,11.9,8.8,29.3,0.161
14,Chris Childs,NYK,29,65,42,23,31.9,97.4,2.6,8.3,12.5,1.2,24.7,0.2,5.7,11.8,7.8,5.3,21.5,0.159
15,Dan Majerle,MIA,31,36,27,9,35.1,98.7,3.3,9.7,15.9,1.5,25.1,0.4,9.8,13.4,9.4,6.5,25.8,0.159
16,Tyrone Hill,CLE,29,74,40,34,34.9,98.7,6.4,21.8,33.5,0.9,15.5,0.4,15.5,10.6,7.8,5.8,23.4,0.158
17,Sasha Danilovic,DAL,27,56,35,21,31.9,97.5,1.9,6.1,9.8,1.0,18.6,0.2,4.2,11.6,9.1,7.2,25.7,0.158
18,Michael Jordan,CHI,34,82,69,13,37.9,100.1,4.5,11.8,18.9,1.7,25.1,0.5,16.4,10.9,11.3,8.5,29.6,0.156
19,Bobby Phills,CLE,27,69,36,33,34.5,99.1,2.6,9.0,13.9,1.6,27.5,0.3,11.5,10.9,7.9,5.9,23.2,0.153
20,Dennis Rodman,CHI,36,55,48,7,35.4,99.2,10.2,28.6,45.3,0.6,9.7,0.3,12.9,10.3,10.3,7.5,27.6,0.153
21,Clyde Drexler,HOU,35,62,46,16,36.6,100.5,4.1,10.8,16.8,2.0,29.3,0.6,17.7,13.4,10.4,9.8,29.4,0.148
22,David Robinson,SAS,31,6,3,3,24.5,94.7,5.3,21.3,31.1,1.0,28.6,1.0,66.7,7.5,5.3,6.2,17.3,0.147
23,Hersey Hawkins,SEA,30,82,57,25,33.6,99.7,2.8,8.6,14.0,1.9,24.9,0.1,4.0,11.8,10.2,7.9,23.8,0.145
24,Allan Houston,NYK,26,81,56,25,33.1,99.4,2.4,7.5,11.6,0.5,10.1,0.2,6.7,12.4,8.4,6.0,23.2,0.145
25,Larry Johnson,NYK,28,76,52,24,34.4,99.7,3.0,9.0,14.0,0.9,16.4,0.5,15.7,12.2,8.9,6.1,24.6,0.145
26,Rasheed Wallace,POR,22,62,37,25,30.6,98.7,4.8,15.9,24.5,0.8,14.8,1.0,28.2,10.6,7.5,7.2,23.9,0.141
27,Karl Malone,UTA,33,82,64,18,36.6,101.3,7.5,21.5,33.8,1.4,18.9,0.6,15.3,11.8,9.8,5.6,26.2,0.140
28,Voshon Lenard,MIA,24,73,53,20,28.9,98.2,2.5,8.5,13.6,0.7,14.6,0.2,7.9,10.1,8.0,5.6,23.8,0.139
29,Hakeem Olajuwon,HOU,34,78,54,24,36.5,101.2,7.0,18.6,28.6,1.5,23.9,2.2,66.8,13.5,10.4,9.6,28.3,0.138
30,Shaquille O'Neal,LAL,25,51,38,13,38.1,101.7,8.7,22.8,37.7,0.9,13.6,2.9,49.0,12.3,11.5,10.3,29.0,0.138
31,Toni Kukoc,CHI,28,57,50,7,28.3,98.2,2.9,10.5,17.4,1.1,18.4,0.5,24.6,8.3,8.3,6.1,24.3,0.137
32,Charles Barkley,HOU,34,53,41,12,37.9,101.7,9.5,24.8,38.6,1.3,19.8,0.5,14.0,13.5,10.8,9.3,30.0,0.137
33,Grant Hill,DET,24,80,52,28,39.3,102.3,7.5,20.6,33.4,1.8,29.4,0.6,21.4,11.0,10.8,7.9,27.0,0.135
34,Shawn Kemp,SEA,27,81,56,25,34.0,100.7,6.6,20.2,32.8,1.5,20.1,1.0,28.5,11.7,10.5,7.7,23.6,0.135
35,Eddie Jones,LAL,25,80,54,26,37.5,101.9,3.0,7.9,13.2,2.4,33.8,0.6,10.9,12.8,11.5,10.1,31.2,0.135
36,Kevin Garnett,MIN,21,77,40,37,38.8,102.2,5.6,14.5,24.2,1.4,21.9,2.1,36.5,13.2,11.6,9.4,33.2,0.134
37,Jeff Hornacek,UTA,34,82,64,18,31.6,100.2,2.2,7.3,11.4,1.5,22.8,0.3,9.5,10.1,8.2,4.8,22.6,0.132
38,Horace Grant,ORL,31,67,35,32,37.2,102.1,5.9,16.8,28.1,1.5,22.0,1.0,28.6,13.5,10.6,11.8,32.7,0.131
39,Clifford Robinson,POR,30,81,48,33,38.0,102.3,2.9,7.7,12.1,1.2,19.2,0.8,19.3,13.7,9.4,9.9,31.0,0.131
40,John Starks,NYK,31,77,55,22,26.6,97.9,2.2,8.1,12.9,1.2,25.9,0.1,5.9,10.5,6.8,4.8,18.3,0.131
41,Kenny Anderson,POR,26,82,49,33,37.6,102.3,3.3,9.0,14.1,2.0,32.5,0.2,4.3,13.6,9.6,9.7,31.0,0.129
42,Anfernee Hardaway,ORL,25,59,38,21,37.7,102.5,3.1,8.4,14.3,1.6,21.9,0.6,17.5,12.9,11.4,12.7,34.5,0.129
43,Stanley Roberts,LAC,27,18,7,11,21.0,92.9,3.7,18.9,28.8,0.4,11.9,1.3,52.3,7.2,3.9,4.5,13.1,0.129
44,Chris Webber,WAS,24,72,40,32,39.0,103.0,7.0,18.3,29.7,1.7,23.5,1.9,43.6,14.2,11.0,10.8,32.8,0.127
