,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
94,Joe Smith,DET,25,69,28,41,28.1,99.6,4.8,16.7,25.6,0.7,16.4,0.7,23.6,8.5,7.7,8.4,21.5,0.091
95,Ray Allen,MIL,25,82,52,30,38.2,102.3,4.0,10.3,16.5,1.5,22.7,0.2,6.3,11.7,11.7,9.7,29.4,0.091
96,Terrell Brandon,MIN,31,78,43,35,36.2,101.9,3.1,8.7,13.7,2.1,31.8,0.3,6.7,11.1,10.1,9.5,30.6,0.091
97,Jason Terry,ATL,23,82,25,57,37.7,102.3,2.8,7.3,11.4,1.3,20.9,0.1,3.9,14.3,10.4,10.7,29.7,0.090
98,Jason Williams,SAC,25,77,52,25,29.7,100.5,2.2,6.8,10.5,1.2,20.8,0.1,3.4,10.1,8.7,9.4,25.9,0.090
99,Shaquille O'Neal,LAL,29,74,51,23,39.5,102.6,8.8,21.9,33.9,0.6,11.4,2.8,54.0,12.5,10.7,10.0,29.5,0.089
100,Othella Harrington,NYK,27,74,26,48,24.5,98.9,3.4,14.1,21.3,0.5,14.3,0.6,33.8,9.1,6.4,6.5,19.9,0.089
101,Darius Miles,LAC,19,81,30,51,26.4,99.5,4.3,15.4,24.6,0.6,18.5,1.5,41.0,8.9,7.8,5.3,22.2,0.088
102,Bryant Stith,BOS,30,78,35,43,32.1,101.2,2.8,9.2,14.6,1.2,19.2,0.2,6.3,11.6,8.4,9.0,23.8,0.088
103,Paul Pierce,BOS,23,82,36,46,38.1,102.5,5.2,14.6,23.0,1.7,22.9,0.8,24.8,13.1,10.1,10.2,27.3,0.088
104,Calbert Cheaney,DEN,29,9,5,4,16.9,93.7,1.7,9.7,14.3,0.4,22.2,0.2,11.8,5.8,4.6,3.3,12.7,0.087
105,Luc Longley,NYK,32,25,16,9,12.0,87.5,1.6,12.7,20.4,0.1,8.3,0.4,40.9,4.5,2.8,1.6,6.4,0.086
106,Tony Battie,BOS,25,40,14,26,21.1,97.3,4.0,19.0,29.6,0.7,17.8,1.5,69.8,7.7,5.5,6.1,15.0,0.085
107,Lamar Odom,LAC,21,76,30,46,37.2,102.5,6.3,17.0,26.6,1.0,22.6,1.6,31.7,12.6,10.1,8.2,30.2,0.085
108,Bryon Russell,UTA,30,78,50,28,31.7,101.4,3.0,10.4,16.3,1.2,23.1,0.3,6.8,10.3,8.4,6.7,20.8,0.084
109,Bonzi Wells,POR,24,75,47,28,26.6,99.8,3.3,12.8,19.6,1.3,27.3,0.3,10.3,8.9,6.7,5.8,19.7,0.084
110,Antonio Daniels,SAS,26,79,55,24,26.1,99.8,1.7,6.5,10.3,0.8,20.7,0.2,4.6,8.2,6.6,7.4,19.6,0.084
111,Antoine Walker,BOS,24,81,35,46,41.9,103.4,7.0,17.9,28.3,1.7,21.0,0.6,17.0,14.6,11.3,11.9,32.0,0.084
112,Erick Strickland,VAN,27,50,21,29,16.6,93.8,2.2,13.5,21.1,0.9,32.4,0.0,2.6,5.4,4.4,2.8,10.9,0.084
113,Andre Miller,CLE,25,82,30,52,34.7,102.2,3.2,9.3,14.6,1.5,26.8,0.3,8.5,12.4,9.8,10.5,26.1,0.084
114,Alvin Williams,TOR,26,82,47,35,29.2,100.9,2.0,6.8,10.8,1.5,33.7,0.3,8.1,8.4,8.7,10.2,24.6,0.084
115,Eric Williams,BOS,28,81,36,45,21.5,97.9,1.8,8.8,14.0,0.8,18.1,0.2,10.6,7.1,5.8,6.1,16.7,0.083
116,Anthony Peeler,MIN,31,75,42,33,28.3,100.6,2.0,6.9,10.8,1.2,24.6,0.2,7.1,9.1,7.8,7.8,24.1,0.083
117,Al Harrington,IND,21,78,39,39,24.3,99.1,3.4,13.5,20.9,0.8,24.0,0.2,8.3,8.1,6.6,6.5,17.0,0.083
118,Howard Eisley,DAL,28,82,53,29,29.6,101.0,2.1,7.1,11.4,1.2,25.4,0.1,4.2,9.3,8.5,8.0,25.2,0.083
119,Scott Williams,MIL,33,66,43,23,19.2,96.4,4.0,21.4,33.0,0.7,20.7,0.5,27.1,5.2,5.8,4.1,14.5,0.083
120,Jeff Foster,IND,24,71,34,37,16.3,94.3,3.5,20.5,31.1,0.5,20.7,0.4,18.2,5.4,3.6,3.9,10.1,0.083
121,Mateen Cleaves,DET,23,78,32,46,16.2,94.5,1.4,7.9,12.4,0.6,22.8,0.0,0.8,5.8,4.2,4.8,11.5,0.082
122,Lindsey Hunter,MIL,30,82,52,30,24.4,99.2,1.7,7.2,11.4,1.2,29.7,0.1,6.5,7.4,6.7,5.9,16.9,0.082
123,Kelvin Cato,HOU,26,35,19,16,17.8,95.5,2.7,14.7,22.0,0.4,18.6,0.9,53.4,5.5,5.2,3.1,13.2,0.081
124,Matt Geiger,PHI,31,35,20,15,15.5,93.9,2.5,16.5,25.6,0.3,12.5,0.2,24.2,4.8,3.5,4.1,11.1,0.080
125,Juwan Howard,DAL,28,81,32,49,36.7,103.0,5.0,13.8,21.6,0.9,16.0,0.5,10.2,14.0,10.3,10.6,31.2,0.079
126,Tim Thomas,MIL,24,76,48,28,27.4,100.8,3.1,11.3,18.0,1.0,22.3,0.6,22.6,8.1,8.3,7.0,19.9,0.079
127,Milt Palacio,BOS,23,58,27,31,19.7,97.5,1.3,7.0,10.9,0.8,21.7,0.0,0.0,6.8,5.2,4.6,15.0,0.079
128,Dale Davis,POR,32,81,49,32,26.7,100.5,4.6,17.5,27.6,0.5,13.0,0.9,32.5,8.9,7.3,6.7,21.1,0.078
129,Greg Buckner,DAL,24,37,25,12,22.2,98.6,2.6,12.0,19.1,0.9,25.4,0.2,9.5,6.8,6.0,4.9,16.9,0.078
130,Jamaal Magloire,CHH,23,74,42,32,14.8,94.0,2.6,16.8,26.3,0.2,10.5,1.1,50.0,5.1,4.3,3.2,11.1,0.077
131,Jake Tsakalidis,PHX,22,57,36,21,16.6,95.2,2.8,16.9,25.2,0.2,6.8,1.0,47.8,5.8,4.2,4.3,12.2,0.077
132,Horace Grant,LAL,35,77,54,23,31.0,101.9,4.2,13.2,20.2,0.7,16.1,0.8,19.3,9.9,8.6,8.5,24.1,0.077
133,Rick Fox,LAL,31,82,56,26,28.0,101.2,3.0,10.3,15.8,0.9,20.6,0.4,10.2,9.0,7.2,7.4,21.0,0.076
134,Stacey Augmon,POR,32,66,43,23,17.9,96.7,1.5,8.3,13.0,0.7,21.7,0.3,14.3,6.0,4.5,4.2,13.6,0.076
135,James Posey,DEN,24,82,40,42,27.5,101.1,3.7,12.9,19.8,1.1,29.2,0.5,12.6,8.2,7.3,8.3,23.0,0.076
136,Hakeem Olajuwon,HOU,38,58,32,26,26.6,100.9,5.3,20.4,30.5,1.2,25.8,1.5,51.8,9.5,7.0,7.8,19.4,0.076
137,Glenn Robinson,MIL,28,76,50,26,37.0,103.4,5.3,13.9,22.1,1.1,18.1,0.8,22.5,11.7,11.7,9.5,29.7,0.076
138,Chucky Atkins,DET,26,81,31,50,29.2,101.6,1.8,5.9,9.4,0.8,19.1,0.1,1.8,9.4,8.5,7.7,21.7,0.075
139,Ricky Davis,MIA,21,7,4,3,10.2,87.6,0.9,7.5,11.3,0.7,38.5,0.3,40.0,3.6,1.7,1.7,4.9,0.075
140,Kenny Thomas,HOU,23,74,39,35,24.6,100.2,4.0,16.0,25.6,0.5,14.3,0.6,27.0,7.7,7.7,5.8,20.5,0.075
141,Sam Cassell,MIL,31,76,51,25,35.7,103.3,3.2,8.7,13.8,1.2,20.0,0.1,3.1,11.5,11.4,8.8,28.8,0.074
142,Toni Kukoc,ATL,32,65,43,22,24.6,100.3,3.0,12.2,19.5,0.7,17.4,0.2,8.3,8.6,7.4,6.1,20.1,0.074
143,Hedo Turkoglu,SAC,22,74,48,26,16.9,96.0,2.2,11.7,18.9,0.7,21.7,0.3,16.8,6.1,4.9,4.4,13.0,0.074
144,Jon Barry,SAC,31,62,42,20,16.3,95.5,1.3,7.2,11.7,0.5,15.1,0.1,5.8,5.3,4.5,4.2,12.7,0.073
145,Danny Manning,UTA,35,82,53,29,15.9,95.5,1.8,11.8,18.5,0.6,21.1,0.4,17.5,5.5,4.2,3.4,9.0,0.073
146,Billy Owens,DET,32,45,15,30,17.7,97.1,2.7,13.9,22.7,0.7,24.4,0.3,13.3,6.8,4.9,5.3,14.5,0.073
147,Ervin Johnson,MIL,33,82,52,30,24.2,100.2,5.0,20.9,33.0,0.5,12.6,1.2,52.2,7.7,7.0,6.1,17.2,0.073
148,Gary Payton,SEA,32,79,43,36,41.1,104.2,3.6,8.9,14.4,1.6,24.2,0.3,8.1,14.6,11.8,12.3,33.4,0.072
149,Jim Jackson,CLE,30,56,13,43,30.2,102.3,3.1,10.6,16.5,0.9,18.7,0.2,6.4,10.8,8.1,9.4,22.0,0.072
150,Eddie Robinson,CHH,25,67,39,28,17.9,97.3,2.1,11.4,18.4,0.7,25.3,0.5,19.5,5.9,5.1,4.2,14.0,0.072
151,Mookie Blaylock,GSW,34,69,16,53,34.1,103.2,2.9,8.8,13.9,2.4,34.1,0.3,8.4,12.3,9.8,10.6,31.8,0.072
152,Vladimir Stepania,NJN,25,29,6,23,9.6,87.3,2.6,26.1,37.0,0.3,21.3,0.4,42.3,3.2,1.7,2.2,4.5,0.071
153,Jerome Williams,TOR,28,59,30,29,20.0,99.0,4.2,20.8,33.0,1.0,28.9,0.3,13.3,7.1,5.0,6.0,14.5,0.071
154,Mikki Moore,DET,25,81,32,49,14.2,94.6,2.4,16.1,26.2,0.3,13.3,0.8,50.0,5.2,3.8,3.2,9.3,0.070
155,Quincy Lewis,UTA,24,35,21,14,11.4,90.8,0.9,8.7,13.3,0.3,16.1,0.3,18.9,3.4,2.8,2.8,5.9,0.070
156,Greg Ostertag,UTA,28,81,52,29,18.4,97.8,3.1,17.6,27.3,0.3,10.0,1.8,64.3,6.1,4.8,3.7,10.3,0.069
157,Michael Doleac,ORL,24,77,41,36,18.1,97.7,2.6,15.0,23.6,0.5,16.4,0.5,30.1,5.6,5.1,4.3,12.7,0.069
158,Antonio McDyess,DEN,26,70,34,36,36.5,103.7,8.6,22.4,34.8,0.6,14.1,1.5,29.2,10.6,10.2,11.0,30.3,0.069
159,Raef LaFrentz,DEN,25,78,38,40,31.5,102.9,5.6,17.0,26.3,0.5,11.2,2.6,58.5,9.7,8.8,9.8,27.6,0.069
160,Stephen Jackson,NJN,23,77,25,52,21.6,100.0,2.2,10.3,16.5,1.1,29.9,0.2,7.4,7.7,6.2,6.2,16.8,0.068
161,John Starks,UTA,35,75,49,26,28.3,102.3,1.7,6.5,10.1,1.0,20.4,0.1,4.6,9.1,7.4,6.5,21.1,0.068
162,Jud Buechler,DET,33,57,23,34,12.9,93.9,1.3,9.6,15.0,0.4,17.8,0.2,12.5,4.9,3.2,3.9,9.5,0.068
163,Evan Eschmeyer,NJN,26,74,23,51,18.0,98.1,3.1,17.2,26.8,0.6,20.6,0.8,42.6,6.2,4.9,5.5,13.7,0.068
164,Randy Brown,BOS,33,54,23,31,22.9,100.5,1.4,6.7,10.8,1.1,24.7,0.2,8.6,8.4,6.0,6.9,17.0,0.068
165,Derrick Coleman,CHH,34,34,12,22,20.1,99.2,4.1,20.3,32.5,0.3,8.5,0.6,28.0,6.7,5.6,4.6,14.4,0.067
166,Lee Nailon,CHH,26,42,23,19,11.1,90.8,1.5,13.1,19.8,0.2,12.3,0.1,9.6,4.8,2.5,2.9,7.7,0.067
167,Eddie Gill,NJN,22,8,1,7,19.0,98.7,1.1,6.7,10.2,0.5,15.4,0.1,6.3,6.6,4.8,5.4,12.5,0.067
168,Austin Croshere,IND,26,81,40,41,23.1,100.7,3.3,14.1,22.0,0.4,13.7,0.6,23.5,7.4,6.2,6.6,16.7,0.067
169,Rashard Lewis,SEA,21,78,43,35,34.9,103.8,5.1,14.6,23.4,1.2,20.5,0.6,16.9,12.1,9.9,10.4,27.7,0.066
170,Pat Garrity,ORL,24,76,40,36,20.8,99.8,2.1,10.3,16.7,0.5,15.9,0.2,8.3,6.3,5.1,5.5,15.3,0.066
171,Hubert Davis,WAS,31,66,36,30,25.7,101.8,1.7,6.5,10.4,0.5,15.0,0.0,0.6,9.1,7.4,7.8,23.1,0.065
172,Sean Rooks,LAC,31,82,31,51,18.9,99.2,2.6,12.9,21.1,0.4,16.6,0.8,33.2,6.4,6.0,3.8,14.5,0.065
173,Rasho Nesterovic,MIN,25,73,41,32,17.0,98.0,2.6,15.3,23.2,0.3,11.3,0.9,44.4,5.6,4.2,4.9,14.1,0.065
174,Michael Dickerson,VAN,26,70,20,50,37.4,104.3,2.3,6.2,9.8,0.9,16.2,0.4,11.4,14.5,11.3,11.6,33.7,0.064
