,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
12,Marcin Gortat,WAS,31,82,46,36,29.9,99.1,6.5,20.9,30.4,0.6,11.8,1.3,50.5,9.7,7.4,7.5,24.1,0.132
13,Harrison Barnes,GSW,23,82,67,15,28.3,98.4,4.1,13.3,20.1,0.7,14.5,0.2,6.6,8.7,8.1,8.1,24.1,0.131
14,Kevin Durant,OKC,26,27,18,9,33.8,101.0,6.0,16.3,23.7,0.9,15.7,0.9,20.7,10.7,8.8,9.1,29.6,0.129
15,Trevor Ariza,HOU,29,82,56,26,35.7,101.5,4.7,12.7,19.8,1.9,26.4,0.2,5.5,13.2,9.8,11.1,32.1,0.129
16,Andrew Bogut,GSW,30,67,58,9,23.6,95.7,6.0,23.7,33.8,0.6,13.3,1.7,55.1,7.1,6.4,5.4,17.0,0.127
17,Andre Iguodala,GSW,31,77,64,13,26.9,98.0,2.8,9.4,14.7,1.2,20.9,0.3,10.3,8.3,8.1,7.4,23.3,0.126
18,Danny Green,SAS,28,81,55,26,28.5,99.0,3.6,12.2,17.8,1.2,27.1,1.1,28.0,8.0,6.9,7.7,23.6,0.126
19,Zach Randolph,MEM,33,71,51,20,32.4,100.6,7.4,23.0,33.9,1.0,17.9,0.2,7.0,9.7,7.8,9.5,26.0,0.125
20,Bradley Beal,WAS,22,63,37,26,33.5,101.1,2.9,8.5,12.6,1.2,22.6,0.3,9.2,11.2,8.4,8.2,26.7,0.125
21,Jimmy Butler,CHI,25,65,40,25,38.7,102.7,4.1,9.9,15.1,1.8,34.2,0.6,10.9,11.8,10.7,10.1,32.5,0.125
22,Manu Ginobili,SAS,37,70,47,23,22.7,96.4,2.6,11.3,16.5,1.0,25.4,0.3,12.3,7.6,5.6,6.5,19.1,0.121
23,Al Horford,ATL,29,76,56,20,30.5,100.8,5.4,17.3,26.5,0.9,15.7,1.3,43.6,9.9,9.2,7.0,25.8,0.118
24,Nerlens Noel,PHI,21,75,18,57,30.8,100.9,5.7,18.4,28.4,1.8,27.3,1.9,50.0,12.8,8.9,9.0,26.2,0.118
25,Giannis Antetokounmpo,MIL,20,81,41,40,31.4,101.1,5.5,17.7,27.3,0.9,14.7,1.0,32.4,11.1,8.6,6.5,26.1,0.118
26,Zaza Pachulia,MIL,31,73,34,39,23.7,97.3,4.2,18.3,27.2,1.1,21.5,0.3,20.2,8.0,5.8,5.3,18.7,0.117
27,Tim Duncan,SAS,39,77,53,24,28.9,100.2,6.9,23.6,34.5,0.8,16.9,2.0,48.4,8.3,7.2,8.5,25.0,0.117
28,Jared Dudley,MIL,29,72,39,33,23.8,97.5,2.4,10.0,15.7,1.0,21.1,0.2,5.9,8.3,6.3,4.8,18.6,0.116
29,Jeff Teague,ATL,27,73,53,20,30.5,101.1,2.1,6.8,10.4,1.7,26.3,0.4,13.0,9.8,9.1,7.4,26.5,0.116
30,LeBron James,CLE,30,69,50,19,36.1,102.8,5.3,14.7,22.1,1.6,27.2,0.7,21.9,11.7,8.8,8.7,32.2,0.116
31,CJ Miles,IND,28,70,31,39,26.3,99.3,2.8,10.1,14.5,0.9,23.6,0.4,13.9,7.9,6.2,7.2,20.2,0.115
32,Rudy Gobert,UTA,23,82,38,44,26.3,99.4,6.2,23.2,34.8,0.8,19.1,2.3,59.6,9.9,6.5,7.2,19.9,0.113
33,Gerald Henderson,CHA,27,80,32,48,28.9,100.6,3.0,10.1,14.2,0.6,17.2,0.3,8.3,7.2,7.0,6.6,22.4,0.113
34,Paul Millsap,ATL,30,73,55,18,32.7,102.1,5.9,18.1,27.7,1.8,26.5,0.9,28.3,10.5,10.1,7.6,28.0,0.113
35,Mike Conley,MEM,27,70,47,23,31.8,101.7,2.6,8.4,12.5,1.3,23.5,0.2,6.6,8.8,7.6,8.5,26.1,0.113
36,Nene,WAS,32,67,37,30,25.3,99.0,3.9,15.3,21.8,1.0,23.5,0.3,15.6,8.5,5.5,6.4,20.1,0.111
37,Paul Pierce,WAS,37,73,40,33,26.2,99.8,3.4,12.8,18.7,0.6,13.9,0.3,14.0,8.7,6.5,6.7,20.9,0.111
38,Sean Kilpatrick,MIN,25,4,2,2,17.9,93.9,1.3,7.8,14.7,0.8,17.6,0.0,0.0,5.8,6.3,3.0,19.0,0.111
39,James Harden,HOU,25,81,56,25,36.8,103.5,4.7,12.6,19.8,1.9,25.9,0.7,21.1,13.9,10.7,11.6,33.3,0.110
40,Pau Gasol,CHI,34,78,48,30,34.4,102.9,9.0,23.7,36.3,0.3,7.7,1.9,42.6,10.5,9.9,9.5,29.6,0.110
41,Thabo Sefolosha,ATL,31,52,43,9,18.8,94.6,3.3,16.9,24.7,1.0,28.6,0.4,23.3,5.3,4.4,3.3,13.2,0.109
42,Boris Diaw,SAS,33,81,55,26,24.5,98.9,3.3,13.7,19.6,0.4,10.9,0.3,12.5,8.2,5.5,6.5,21.9,0.109
43,Michael Beasley,MIA,26,24,11,13,21.0,97.2,3.2,14.8,23.2,0.6,15.6,0.5,30.2,7.8,6.0,4.3,17.3,0.108
44,David Stockton,SAC,24,3,1,2,11.0,85.3,0.7,4.4,7.4,0.7,28.6,0.0,0.0,3.3,3.0,3.3,11.3,0.107
45,George Hill,IND,29,43,26,17,29.5,101.4,3.6,11.8,17.0,1.0,27.5,0.3,10.5,7.4,7.6,6.6,22.5,0.107
46,LaMarcus Aldridge,POR,29,71,48,23,35.4,103.4,7.7,20.9,30.6,0.7,14.5,1.0,27.8,11.0,10.3,10.1,32.0,0.107
47,Marc Gasol,MEM,30,81,55,26,33.2,102.7,6.4,19.9,29.3,0.9,15.6,1.6,55.5,9.7,7.6,9.5,27.1,0.107
48,Robert Covington,PHI,24,70,18,52,27.9,100.8,3.6,12.8,19.9,1.4,24.6,0.4,12.4,11.2,7.7,7.8,23.2,0.107
49,Elijah Millsap,UTA,27,47,25,22,19.7,96.1,2.6,12.6,18.9,1.2,30.4,0.3,12.3,6.8,5.1,5.4,15.1,0.107
50,Damian Lillard,POR,24,82,51,31,35.7,103.6,4.0,10.7,15.8,1.2,24.3,0.3,7.7,11.3,10.4,10.3,33.0,0.106
51,Terrence Jones,HOU,23,33,24,9,27.0,100.6,4.3,14.3,23.1,0.5,11.4,1.8,46.1,10.2,8.7,8.5,26.7,0.106
52,Anthony Davis,NOP,22,68,39,29,36.1,103.8,7.7,21.5,31.8,1.5,27.6,2.9,55.7,10.6,9.2,9.7,34.7,0.106
53,Brandon Knight,PHX,23,63,33,30,32.3,102.6,3.4,10.4,16.4,1.4,21.9,0.2,5.1,11.7,9.3,8.3,27.5,0.106
54,Serge Ibaka,OKC,25,64,35,29,33.1,102.8,5.7,15.8,23.3,0.5,10.1,2.4,50.5,11.7,8.7,7.9,28.8,0.106
55,Derrick Rose,CHI,26,51,33,18,30.0,102.2,2.5,7.5,11.4,0.7,17.9,0.3,7.1,9.1,8.7,8.8,27.5,0.104
56,Luc Mbah a Moute,PHI,28,67,16,51,28.6,101.3,3.7,12.8,19.5,1.2,21.2,0.3,9.9,12.0,8.3,8.0,24.4,0.104
57,Mike Dunleavy,CHI,34,63,41,22,29.2,101.5,3.5,11.2,16.6,0.6,17.6,0.3,10.0,8.2,7.1,7.1,23.1,0.104
58,Markieff Morris,PHX,25,82,39,43,31.5,102.6,4.8,14.9,22.5,1.2,21.6,0.5,15.2,10.9,9.5,9.6,29.1,0.103
59,JJ Redick,LAC,31,78,55,23,30.9,102.4,1.9,5.9,8.5,0.5,10.1,0.1,3.0,9.6,8.1,7.6,24.7,0.103
60,Joakim Noah,CHI,30,67,39,28,30.6,102.3,6.4,20.0,30.2,0.7,18.2,1.1,31.2,10.1,8.0,8.8,25.7,0.103
61,Avery Bradley,BOS,24,77,37,40,31.5,102.8,2.5,7.9,11.7,1.1,20.0,0.2,8.3,10.6,8.1,7.5,29.7,0.102
62,Henry Walker,MIA,27,24,12,12,26.1,101.0,3.1,11.8,18.2,1.0,25.0,0.4,15.3,10.1,7.1,5.5,23.4,0.102
63,Quincy Miller,DET,22,10,2,8,12.0,87.7,1.6,11.6,16.8,0.7,28.0,0.5,41.7,3.2,2.5,4.2,8.0,0.102
64,Nick Calathes,MEM,26,58,36,22,14.4,91.2,1.5,10.1,15.3,1.1,33.2,0.1,9.8,4.2,3.0,3.2,10.3,0.101
65,DeMarre Carroll,ATL,28,70,53,17,31.3,102.9,3.9,12.5,19.3,1.3,20.8,0.2,7.7,10.5,10.0,7.4,27.9,0.100
66,Kevin Love,CLE,26,75,50,25,33.8,103.6,7.9,23.5,35.1,0.7,12.9,0.5,18.0,10.5,8.5,8.7,30.6,0.100
67,Kelly Olynyk,BOS,24,64,31,33,22.2,98.9,3.3,14.6,22.4,1.0,24.1,0.6,37.1,7.0,6.1,4.4,19.1,0.100
68,Marcus Smart,BOS,21,67,35,32,27.0,101.4,2.4,8.9,13.5,1.5,31.7,0.3,14.6,9.0,7.3,6.0,23.9,0.100
69,Tyson Chandler,DAL,32,75,47,28,30.5,102.6,7.6,24.4,36.8,0.6,11.4,1.2,45.0,10.0,8.1,10.4,25.5,0.100
70,Kosta Koufos,MEM,26,81,55,26,16.6,94.2,3.8,21.9,32.7,0.4,11.7,0.8,52.1,4.5,4.0,4.0,12.3,0.100
71,Rajon Rondo,DAL,29,68,34,34,29.7,102.6,4.4,14.5,21.6,1.3,26.8,0.1,4.3,11.2,8.5,9.1,27.4,0.100
72,Paul George,IND,25,6,5,1,15.2,92.2,3.0,17.3,25.4,0.8,50.0,0.2,10.0,6.3,5.3,2.2,12.0,0.099
73,Gordon Hayward,UTA,25,76,35,41,34.4,103.9,4.2,12.4,18.3,1.4,27.9,0.4,9.3,11.9,8.9,9.1,28.6,0.099
74,Chris Paul,LAC,30,82,56,26,34.8,104.0,4.0,11.1,16.4,1.9,34.1,0.2,4.9,10.3,9.0,8.3,28.2,0.099
75,Eric Bledsoe,PHX,25,81,39,42,34.6,103.9,4.3,12.1,18.4,1.6,24.9,0.6,15.3,12.5,10.4,10.9,31.3,0.099
76,Cody Zeller,CHA,22,62,27,35,24.0,100.0,4.3,17.5,25.5,0.5,18.4,0.8,28.5,6.9,6.5,5.6,18.8,0.099
77,Josh Smith,HOU,29,83,41,42,27.7,102.0,4.6,15.5,24.4,1.0,20.5,1.4,45.0,9.9,8.9,8.1,24.8,0.097
78,Tiago Splitter,SAS,30,52,34,18,19.8,97.7,3.1,15.5,22.9,0.7,18.4,0.7,28.9,5.6,5.2,6.1,16.1,0.096
79,Rodney Stuckey,IND,29,71,34,37,26.4,101.5,3.0,10.7,16.0,0.8,22.3,0.1,5.8,8.5,6.8,7.2,21.3,0.096
80,Rodney Hood,UTA,22,50,27,23,21.3,98.8,2.2,10.1,14.9,0.6,19.4,0.2,9.2,6.7,5.6,5.0,16.8,0.096
81,DeMarcus Cousins,SAC,24,59,23,36,34.1,104.2,9.5,26.9,39.2,1.5,28.8,1.7,54.2,13.5,8.9,11.5,29.5,0.096
82,Kyrie Irving,CLE,23,75,52,23,36.4,104.8,2.4,6.7,10.1,1.5,26.1,0.3,8.3,11.5,9.1,9.5,33.2,0.095
83,Donatas Motiejunas,HOU,24,71,48,23,28.7,102.4,4.0,14.0,21.9,0.8,13.9,0.5,17.7,10.9,8.0,8.4,25.7,0.095
84,Dante Exum,UTA,19,82,38,44,22.2,99.3,1.3,5.7,8.5,0.5,15.6,0.2,5.7,8.1,5.4,5.5,17.0,0.094
85,Courtney Lee,MEM,29,77,51,26,30.6,103.2,2.0,6.9,10.4,1.0,18.6,0.2,5.5,9.5,7.8,9.5,26.1,0.094
86,Nicolas Batum,POR,26,71,43,28,33.5,104.1,5.0,14.1,20.6,1.1,23.8,0.6,16.4,11.1,10.2,9.9,31.0,0.094
87,Kemba Walker,CHA,25,62,21,41,34.2,104.2,3.0,8.8,12.8,1.4,35.7,0.5,13.0,8.1,8.6,7.2,27.1,0.094
88,Jerryd Bayless,MIL,26,77,39,38,22.3,99.5,2.5,10.9,17.1,0.8,19.6,0.2,6.2,7.4,6.4,4.1,18.2,0.094
89,Al Jefferson,CHA,30,65,25,40,30.6,103.2,6.9,23.0,32.2,0.7,18.7,1.3,41.2,8.1,7.1,7.3,24.8,0.094
90,Patty Mills,SAS,26,51,37,14,15.7,94.7,1.1,6.4,9.5,0.5,18.8,0.0,3.1,5.1,4.0,4.6,13.8,0.093
91,Derrick Favors,UTA,23,74,33,41,30.8,103.4,5.6,18.5,27.0,0.8,16.6,1.7,45.1,10.8,8.1,8.0,25.3,0.093
92,Mirza Teletovic,BKN,29,40,16,24,22.3,99.8,4.2,17.5,26.8,0.4,11.6,0.4,18.0,6.6,6.5,6.0,19.2,0.093
93,Jason Terry,HOU,37,77,53,24,21.3,99.4,1.4,6.0,9.6,0.9,20.5,0.2,10.4,8.0,6.6,7.2,19.7,0.093
94,DeAndre Jordan,LAC,26,82,56,26,34.4,104.5,10.1,28.9,42.4,1.0,17.8,2.2,56.5,10.2,8.8,8.4,27.7,0.092
95,Blake Griffin,LAC,26,67,47,20,35.2,104.7,5.7,16.1,23.8,0.9,17.1,0.5,13.3,10.3,9.0,8.1,29.3,0.092
96,Matt Barnes,LAC,35,76,51,25,29.9,103.3,3.3,10.8,16.0,0.9,17.8,0.7,20.2,9.2,7.9,7.4,24.2,0.092
97,Patrick Beverley,HOU,26,56,35,21,30.8,103.6,3.0,9.9,15.4,1.1,18.3,0.4,14.7,11.8,8.8,9.6,27.5,0.091
98,Monta Ellis,DAL,29,80,50,30,33.7,104.5,2.0,5.6,8.8,1.9,31.8,0.3,9.8,11.2,10.3,11.6,29.6,0.091
99,Greg Monroe,DET,25,69,25,44,31.0,103.7,6.9,23.0,33.5,1.1,22.2,0.5,18.6,10.0,7.8,7.6,28.9,0.090
100,Alan Anderson,BKN,32,74,35,39,23.6,101.1,2.3,9.6,14.7,0.8,22.0,0.1,3.4,7.3,6.7,6.6,21.1,0.090
101,David West,IND,34,66,32,34,28.7,103.1,5.2,17.1,25.0,0.7,19.4,0.7,24.5,8.7,7.7,8.1,22.4,0.090
102,Tony Parker,SAS,33,68,48,20,28.7,103.1,1.7,5.9,8.6,0.6,13.3,0.0,0.8,8.2,6.9,8.4,26.4,0.089
103,Dirk Nowitzki,DAL,37,77,47,30,29.6,103.5,5.4,18.3,27.8,0.5,11.0,0.4,18.2,8.4,8.2,9.4,24.2,0.089
104,Ricky Rubio,MIN,24,22,7,15,31.5,104.2,4.8,15.2,22.8,1.7,31.4,0.0,1.8,9.1,9.7,8.2,29.7,0.089
105,Jerami Grant,PHI,21,65,18,47,21.2,100.1,2.3,10.4,16.5,0.6,15.7,1.0,32.1,9.2,6.0,6.3,17.2,0.088
106,Cory Joseph,SAS,23,79,53,26,18.3,97.7,1.9,10.1,14.5,0.6,20.8,0.2,12.1,6.2,4.6,5.3,15.5,0.088
107,P.J. Tucker,PHX,30,78,36,42,30.6,103.8,5.0,15.7,24.3,1.4,24.9,0.3,10.0,10.9,8.6,9.7,27.7,0.088
108,Reggie Jackson,DET,25,77,37,40,29.5,103.6,3.5,11.5,17.3,0.8,19.2,0.1,3.7,9.6,8.1,6.7,25.1,0.088
109,Jeff Green,MEM,28,78,41,37,31.5,104.4,3.4,10.8,16.0,0.7,13.9,0.4,16.9,10.9,8.4,8.3,27.5,0.087
110,KJ McDaniels,HOU,22,62,19,43,21.8,100.4,2.2,9.8,15.7,0.7,15.8,1.1,35.0,9.2,6.2,5.8,17.7,0.087
111,Anthony Morrow,OKC,29,74,42,32,24.4,101.8,2.1,8.1,12.0,0.7,20.0,0.1,5.5,7.7,6.3,6.2,21.2,0.087
112,C.J. Watson,IND,31,57,25,32,24.9,102.1,2.5,10.0,14.6,1.0,28.9,0.2,7.0,8.4,6.2,7.0,20.2,0.087
113,Lance Stephenson,CHA,24,61,23,38,25.8,102.5,3.9,15.1,21.8,0.6,19.7,0.1,4.4,7.5,6.9,6.1,21.4,0.086
114,O.J. Mayo,MIL,27,71,39,32,23.9,101.8,2.2,8.9,14.5,0.8,17.8,0.3,10.1,8.5,7.2,5.4,20.7,0.086
115,Marvin Williams,CHA,29,78,32,46,26.1,102.7,4.2,16.1,22.8,0.9,26.4,0.5,17.1,6.6,6.4,6.0,21.7,0.086
116,Tim Frazier,POR,24,11,3,8,21.8,100.8,2.0,8.9,12.9,0.7,20.0,0.0,0.0,9.1,5.8,5.6,19.6,0.086
117,Kirk Hinrich,CHI,34,66,37,29,24.4,102.0,1.5,5.8,9.0,0.7,22.1,0.2,6.9,8.3,6.7,7.3,20.9,0.086
118,Taj Gibson,CHI,30,62,38,24,27.3,103.0,3.8,13.2,20.2,0.6,15.9,1.2,36.1,8.6,7.4,6.9,22.6,0.085
119,Robin Lopez,POR,27,59,38,21,27.8,103.2,3.5,11.5,16.2,0.3,8.6,1.4,52.2,8.6,8.0,8.3,25.9,0.085
120,Mario Chalmers,MIA,29,80,36,44,29.6,104.0,2.3,8.0,12.5,1.5,30.1,0.1,4.5,10.9,8.1,6.9,24.7,0.085
121,Roy Hibbert,IND,28,76,34,42,25.3,102.4,5.1,19.3,28.1,0.2,8.3,1.6,57.6,7.9,6.8,7.1,20.0,0.084
122,Kyle Lowry,TOR,29,70,43,27,34.5,105.4,3.9,11.5,17.4,1.6,28.2,0.2,5.8,10.8,10.0,8.9,30.1,0.084
123,Josh McRoberts,MIA,28,17,8,9,17.4,97.5,2.2,14.0,21.8,0.7,18.8,0.2,20.0,6.4,5.1,3.9,14.4,0.084
124,Chandler Parsons,DAL,26,66,41,25,33.1,105.0,3.9,11.9,18.5,1.0,18.6,0.3,9.6,10.5,9.6,11.0,28.7,0.084
125,Jared Sullinger,BOS,23,58,26,32,27.0,103.2,5.1,18.7,27.5,0.8,17.6,0.7,31.1,9.4,7.1,6.1,25.2,0.084
126,Bismack Biyombo,CHA,22,64,26,38,19.4,99.3,3.9,19.2,28.4,0.3,11.8,1.5,61.1,4.7,5.3,3.7,14.2,0.083
127,Goran Dragic,MIA,29,78,41,37,33.8,105.7,2.5,7.2,11.2,1.0,16.8,0.2,5.3,12.3,10.5,9.8,32.4,0.083
128,John Henson,MIL,24,67,35,32,18.3,98.6,2.8,14.7,23.6,0.4,12.0,2.0,67.5,6.5,5.3,3.7,15.2,0.083
129,Ian Mahinmi,IND,28,61,28,33,18.8,99.2,4.1,21.5,30.9,0.5,18.3,0.8,50.5,7.2,4.0,4.6,14.1,0.083
130,Larry Sanders,MIL,26,27,12,15,21.7,101.3,3.7,16.3,25.5,1.0,23.2,1.4,67.2,7.2,6.0,5.3,17.1,0.083
131,Kentavious Caldwell-Pope,DET,22,82,32,50,31.5,104.8,2.5,8.2,12.2,1.1,22.0,0.2,6.9,10.4,8.9,7.2,28.0,0.082
132,Darrell Arthur,DEN,27,58,22,36,17.0,98.1,2.0,11.2,17.4,0.8,25.5,0.4,31.0,4.9,5.6,3.6,13.4,0.082
133,Luis Scola,IND,35,81,37,44,20.5,100.5,4.8,23.2,33.0,0.6,21.3,0.2,13.0,6.8,4.5,5.7,17.1,0.082
134,Evan Turner,BOS,26,82,40,42,27.6,103.7,4.6,16.3,24.4,1.0,22.6,0.2,11.5,9.3,7.6,6.4,26.3,0.082
135,Darren Collison,SAC,27,45,16,29,34.8,105.7,2.8,7.6,11.4,1.5,28.9,0.3,11.3,13.2,9.6,11.3,29.9,0.081
136,DeMar DeRozan,TOR,25,60,37,23,35.0,105.6,3.9,11.3,17.4,1.2,22.6,0.2,5.3,10.8,9.7,8.8,32.2,0.081
137,Brandon Jennings,DET,25,41,17,24,28.6,104.2,2.0,7.1,10.5,1.1,21.6,0.1,3.3,8.8,8.4,6.8,26.4,0.081
138,Willie Green,ORL,33,52,15,37,18.3,99.0,1.3,6.7,9.9,0.5,17.8,0.1,6.0,6.3,4.1,3.3,14.6,0.081
139,Corey Brewer,HOU,29,80,42,38,26.1,103.6,2.7,10.1,15.9,1.4,26.3,0.2,9.4,9.6,7.9,8.5,25.0,0.080
140,Chris Bosh,MIA,31,44,19,25,35.4,105.8,6.0,17.6,27.0,0.9,16.1,0.6,17.5,11.8,9.6,8.5,29.9,0.080
141,Nikola Mirotic,CHI,24,82,50,32,20.2,100.4,4.2,19.3,29.2,0.7,23.5,0.7,28.6,6.7,5.4,5.1,16.6,0.080
142,Aron Baynes,SAS,28,70,49,21,16.0,97.5,3.0,18.0,26.1,0.2,8.4,0.3,20.8,5.4,3.5,4.4,13.8,0.080
143,CJ McCollum,POR,23,62,37,25,15.7,97.0,1.2,7.4,10.6,0.7,33.1,0.1,9.3,4.9,3.9,4.0,12.8,0.080
144,Andre Roberson,OKC,23,67,41,26,19.2,100.3,2.9,14.3,20.2,0.8,25.1,0.4,17.4,6.7,4.4,4.8,16.1,0.079
145,Steve Blake,POR,35,81,51,30,18.9,99.9,1.5,7.3,10.9,0.5,22.0,0.1,3.5,5.6,5.5,4.5,16.1,0.079
146,Pero Antic,ATL,32,63,46,17,16.5,98.3,2.1,12.7,19.0,0.3,9.7,0.2,15.9,5.2,4.2,3.7,12.8,0.079
147,Jason Richardson,PHI,34,19,4,15,21.9,101.4,2.8,12.5,19.6,0.7,17.1,0.2,6.7,7.2,6.3,5.7,19.2,0.079
148,Aaron Brooks,CHI,30,82,50,32,23.0,102.1,1.6,6.8,10.3,0.7,22.8,0.2,7.5,7.3,6.3,5.6,18.5,0.079
149,Ben McLemore,SAC,22,82,29,53,32.6,105.4,2.6,7.6,11.4,0.9,19.4,0.2,8.5,12.1,9.1,10.7,28.8,0.078
150,Chris Johnson,UTA,25,29,9,20,18.2,100.4,1.6,8.6,13.2,0.9,23.6,0.2,10.3,7.3,5.0,4.8,14.9,0.078
151,Solomon Hill,IND,24,82,38,44,29.0,104.4,3.0,10.3,14.6,0.8,22.4,0.2,7.8,9.6,6.9,8.2,23.2,0.078
152,Hollis Thompson,PHI,24,71,13,58,25.0,103.3,2.0,8.2,13.0,0.8,15.9,0.4,12.4,11.0,7.5,7.8,22.1,0.078
153,Isaiah Canaan,PHI,24,47,24,23,20.0,100.8,1.5,7.3,11.4,0.6,15.2,0.1,2.8,7.3,5.5,6.1,18.1,0.077
154,Iman Shumpert,CLE,25,62,34,28,24.9,103.2,2.7,10.7,16.8,1.3,35.5,0.3,12.9,8.7,7.0,5.8,20.5,0.077
155,Timofey Mozgov,CLE,28,81,49,32,25.3,103.6,4.8,18.6,27.2,0.4,10.5,1.2,51.3,8.6,6.4,7.3,21.5,0.077
156,Eric Gordon,NOP,26,61,35,26,33.1,105.6,2.1,6.5,9.9,0.8,17.9,0.2,5.2,9.9,9.1,9.0,31.1,0.076
157,Deron Williams,BKN,31,68,34,34,31.1,105.3,3.1,9.9,14.9,0.9,21.3,0.3,9.8,8.9,8.6,8.5,27.8,0.076
158,JR Smith,CLE,29,70,38,32,29.7,105.0,2.7,9.1,13.9,1.2,23.8,0.3,12.3,9.2,8.2,7.7,25.6,0.076
159,Dion Waiters,OKC,23,80,46,34,27.6,104.3,1.9,6.6,9.8,1.1,25.3,0.3,9.6,9.7,7.4,7.1,25.0,0.076
160,Donald Sloan,IND,27,53,22,31,20.9,101.5,2.5,11.5,16.5,0.4,17.8,0.0,0.0,7.5,4.7,6.5,17.2,0.076
161,Chris Andersen,MIA,36,60,27,33,18.9,100.4,3.7,20.1,32.1,0.4,12.6,1.0,61.0,6.8,5.3,4.6,16.2,0.076
162,Al-Farouq Aminu,DAL,24,74,45,29,18.5,100.3,3.1,16.1,25.1,0.9,26.8,0.8,40.3,6.0,5.3,5.5,14.5,0.075
163,Omer Asik,NOP,28,76,43,33,26.1,103.8,6.6,26.0,37.2,0.4,11.3,0.7,22.0,8.0,6.1,7.8,23.9,0.075
164,Quincy Pondexter,NOP,27,75,48,27,23.9,103.1,1.9,7.9,12.0,0.3,7.8,0.3,11.6,7.5,6.3,7.2,22.9,0.075
165,Tyreke Evans,NOP,25,79,43,36,34.0,106.0,4.2,12.7,18.8,1.3,26.4,0.5,10.7,10.2,9.0,9.6,32.4,0.075
166,Jrue Holiday,NOP,25,40,20,20,32.6,105.9,2.6,8.1,11.8,1.6,29.7,0.6,13.1,9.4,8.0,8.4,31.2,0.075
167,Steven Adams,OKC,21,70,37,33,25.3,103.5,4.6,17.9,26.0,0.5,13.8,1.2,36.3,9.2,6.4,6.1,22.0,0.075
168,Russell Westbrook,OKC,26,67,40,27,34.4,106.3,5.4,15.1,22.0,2.1,36.8,0.2,5.2,12.3,9.5,9.3,31.7,0.075
169,Trevor Booker,UTA,27,79,37,42,19.8,101.2,3.3,16.7,25.3,0.5,16.9,0.5,21.9,6.9,5.2,4.7,15.6,0.074
170,Isaiah Thomas,BOS,26,67,40,27,25.8,104.0,1.8,6.9,11.0,0.9,18.8,0.1,3.8,7.8,8.1,6.4,23.6,0.074
171,Will Barton,DEN,24,58,30,28,17.0,99.4,2.3,13.4,20.6,0.8,26.2,0.3,20.9,5.7,5.2,4.3,14.4,0.073
172,Nick Collison,OKC,34,66,38,28,16.7,99.0,2.4,14.0,20.4,0.5,20.3,0.4,26.3,5.0,4.4,4.0,12.8,0.073
173,Lavoy Allen,IND,26,63,29,34,17.0,99.3,3.2,18.7,26.3,0.2,11.1,0.7,45.2,4.7,3.8,4.5,13.1,0.073
174,Shaun Livingston,GSW,29,78,64,14,18.8,100.4,1.8,8.8,13.9,0.6,18.6,0.3,11.2,6.3,5.8,5.9,16.6,0.073
