,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
30,Michael Carter-Williams,ORL,29,31,12,19,25.8,105.6,3.2,12.3,16.5,0.8,18.4,0.5,24.3,6.5,6.0,6.4,22.6,0.116
31,Tim Frazier,MEM,30,5,5,0,12.4,90.6,1.6,10.7,16.0,0.4,15.4,0.2,11.1,5.8,2.4,2.2,11.2,0.116
32,Mitchell Robinson,NYK,23,31,15,16,27.5,106.5,4.5,15.5,21.3,1.1,30.4,1.5,64.3,9.8,5.6,6.5,23.9,0.114
33,Dennis Schroder,LAL,27,61,38,23,32.1,108.6,3.0,9.3,13.1,1.1,22.8,0.2,6.2,10.8,7.5,8.3,33.6,0.114
34,Duncan Robinson,MIA,27,72,40,32,31.4,108.3,3.4,10.9,15.6,0.6,11.7,0.3,11.0,10.6,7.8,6.7,26.8,0.113
35,Kawhi Leonard,LAC,30,52,36,16,34.1,109.2,5.4,16.1,22.0,1.6,30.3,0.4,12.6,10.8,7.8,8.0,33.5,0.113
36,Myles Turner,IND,25,47,22,25,31.0,107.9,5.2,15.9,23.3,0.9,16.7,3.4,74.6,10.0,8.8,7.4,31.4,0.113
37,Jrue Holiday,MIL,31,59,41,18,32.3,108.8,3.3,9.3,12.6,1.6,29.9,0.6,21.0,10.1,8.8,6.7,26.9,0.113
38,OG Anunoby,TOR,23,43,18,25,33.3,109.1,4.3,12.5,18.8,1.5,26.9,0.7,18.6,10.3,9.9,7.3,29.1,0.112
39,Andrew Wiggins,GSW,26,71,38,33,33.3,109.1,3.7,10.6,15.3,0.9,16.9,1.0,31.4,12.2,9.7,9.6,31.9,0.112
40,Stephen Curry,GSW,33,63,37,26,34.2,109.6,5.0,13.5,19.9,1.2,20.9,0.1,3.8,13.0,10.2,10.1,32.5,0.112
41,Donovan Mitchell,UTA,24,53,39,14,33.4,109.2,3.5,9.5,13.5,1.0,24.0,0.3,7.3,11.8,8.4,9.0,35.4,0.112
42,Russell Westbrook,WAS,32,65,30,35,36.4,110.4,9.9,24.9,36.2,1.4,25.0,0.4,11.5,12.6,10.5,7.9,36.8,0.111
43,Kentavious Caldwell-Pope,LAL,28,67,39,28,28.4,107.3,2.3,8.1,11.4,0.9,20.0,0.4,12.9,9.8,6.1,7.5,29.7,0.111
44,Fred VanVleet,TOR,27,52,22,30,36.5,110.2,3.6,10.1,15.1,1.7,25.6,0.7,17.5,10.9,10.2,7.7,31.4,0.110
45,Clint Capela,ATL,27,63,34,29,30.1,108.2,9.6,30.1,41.9,0.7,16.7,2.0,58.1,9.4,8.0,7.4,30.2,0.110
46,Chris Paul,PHX,36,70,49,21,31.4,108.8,4.1,13.1,18.6,1.4,29.7,0.3,9.0,9.3,7.7,7.7,30.3,0.110
47,Danny Green,PHI,34,69,46,23,28.0,107.4,3.0,10.0,14.2,1.3,25.9,0.8,23.6,10.1,6.8,8.7,27.3,0.109
48,Bam Adebayo,MIA,23,64,34,30,33.5,109.6,6.7,20.4,29.2,1.2,21.4,1.0,38.2,11.6,8.0,7.2,29.1,0.108
49,Taj Gibson,NYK,36,45,29,16,20.8,103.1,3.4,15.1,21.4,0.7,23.3,1.1,57.0,5.5,5.4,3.4,17.8,0.108
50,Shake Milton,PHI,24,63,46,17,23.2,105.0,1.8,7.6,11.1,0.6,14.7,0.3,9.0,8.8,5.7,6.9,22.3,0.107
51,Rudy Gay,SAS,34,63,29,34,21.6,103.9,4.1,17.6,25.7,0.7,23.2,0.6,24.4,5.8,6.0,4.4,20.4,0.107
52,Patty Mills,SAS,32,68,31,37,24.8,106.4,1.4,5.3,7.9,0.6,18.3,0.0,1.6,7.5,6.8,5.5,24.6,0.105
53,Draymond Green,GSW,31,63,35,28,31.5,109.3,6.2,18.4,26.8,1.7,31.1,0.8,26.0,11.6,9.4,9.0,29.8,0.105
54,Dejounte Murray,SAS,24,67,32,35,31.9,109.5,6.2,19.0,26.9,1.5,30.8,0.1,3.2,8.9,8.6,7.4,32.8,0.104
55,Gordon Hayward,CHA,31,44,24,20,34.0,110.3,5.0,14.3,20.7,1.2,21.7,0.3,9.9,12.1,9.3,9.8,34.4,0.104
56,Jae Crowder,PHX,30,60,42,18,27.5,107.9,4.2,14.6,20.7,0.8,18.8,0.5,17.5,8.3,7.3,7.2,26.0,0.104
57,Jamal Murray,DEN,24,48,31,17,35.5,110.6,3.3,9.5,13.8,1.3,22.3,0.3,9.0,11.2,7.7,9.4,32.5,0.104
58,T.J. Warren,IND,27,4,3,1,29.3,108.7,3.0,10.6,14.6,0.5,9.5,0.0,0.0,11.0,6.5,10.5,29.0,0.103
59,Derrick White,SAS,26,36,18,18,29.5,108.8,2.6,8.6,12.8,0.7,16.1,1.0,26.5,8.7,8.3,6.2,29.9,0.102
60,Mike Muscala,OKC,29,35,15,20,18.4,101.9,3.2,15.7,21.7,0.2,9.5,0.3,19.3,7.0,4.7,3.0,18.8,0.102
61,Mikal Bridges,PHX,24,72,51,21,32.6,110.0,3.2,9.9,14.3,1.1,20.9,0.9,28.4,10.1,8.9,8.1,32.1,0.101
62,Nic Claxton,BKN,22,32,23,9,18.6,102.1,3.8,18.7,27.3,0.7,22.8,1.3,56.3,5.2,5.6,4.0,16.4,0.101
63,Jordan Clarkson,UTA,29,68,49,19,26.7,108.0,3.3,11.7,16.3,0.9,23.7,0.1,5.2,9.1,7.2,7.0,27.9,0.100
64,Nicolas Batum,LAC,32,67,44,23,27.4,108.2,4.0,14.3,20.3,1.0,23.2,0.6,20.4,8.4,6.7,6.3,26.8,0.100
65,Cameron Johnson,PHX,25,60,43,17,24.0,106.5,2.8,11.8,16.7,0.6,17.3,0.3,13.7,6.7,5.3,5.2,22.3,0.100
66,Isaiah Thomas,NOP,32,3,1,2,16.1,100.0,1.0,5.2,10.0,0.3,12.5,0.0,0.0,7.0,8.0,2.7,14.7,0.099
67,Montrezl Harrell,LAL,27,69,41,28,22.9,105.9,3.9,16.7,24.7,0.7,17.8,0.7,28.5,8.4,5.8,5.6,22.4,0.099
68,Khris Middleton,MIL,29,68,45,23,33.4,110.5,5.2,14.3,19.3,1.1,19.9,0.1,4.2,10.9,8.6,7.5,29.9,0.099
69,Dillon Brooks,MEM,25,67,36,31,29.8,109.4,2.1,6.9,9.7,1.2,21.0,0.4,11.9,10.5,7.6,8.2,29.8,0.099
70,Kelly Oubre Jr.,GSW,25,55,27,28,30.7,109.8,4.5,13.5,20.0,1.0,20.2,0.8,22.8,11.6,9.5,9.1,30.1,0.099
71,Jonas Valanciunas,MEM,29,62,32,30,28.3,108.9,8.4,28.9,39.2,0.6,12.0,0.9,35.0,10.2,6.2,8.4,28.5,0.098
72,P.J. Washington,CHA,22,64,31,33,30.5,109.8,5.1,16.3,24.0,1.1,21.2,1.2,38.0,10.1,8.2,8.6,30.1,0.098
73,Georges Niang,UTA,28,72,52,20,16.0,100.3,2.1,11.7,16.2,0.3,14.1,0.1,7.0,5.2,4.1,3.5,14.5,0.097
74,Kyle Anderson,MEM,27,69,36,33,27.4,108.7,5.0,17.3,24.2,1.2,23.9,0.8,29.5,9.4,7.0,7.3,27.2,0.097
75,Pascal Siakam,TOR,27,56,21,35,35.8,111.4,5.5,15.6,23.1,1.1,17.7,0.7,18.1,11.2,10.8,8.4,32.1,0.096
76,Domantas Sabonis,IND,25,62,29,33,36.0,111.5,9.5,25.9,38.2,1.2,19.2,0.5,13.3,12.3,10.4,10.3,39.6,0.096
77,Malcolm Brogdon,IND,28,56,27,29,34.5,111.1,4.2,11.8,17.5,0.9,15.5,0.3,6.3,10.9,9.9,9.3,37.3,0.095
78,Talen Horton-Tucker,LAL,20,65,39,26,20.1,104.7,2.2,10.4,15.1,1.0,27.2,0.3,14.4,6.8,5.3,5.0,19.2,0.095
79,Goran Dragic,MIA,35,50,30,20,26.7,108.6,2.9,10.7,15.6,0.7,15.0,0.2,7.8,9.0,7.1,5.5,24.3,0.095
80,Matisse Thybulle,PHI,24,65,46,19,20.0,104.7,1.4,7.0,10.2,1.6,40.7,1.1,36.6,7.1,4.7,5.6,19.0,0.095
81,Kevin Durant,BKN,32,35,23,12,33.1,111.1,6.7,18.0,26.1,0.7,16.7,1.3,30.4,10.3,11.0,6.8,32.9,0.095
82,Donte DiVincenzo,MIL,24,66,44,22,27.5,109.1,4.5,15.5,21.1,1.1,22.1,0.2,7.9,8.8,7.1,6.1,25.8,0.094
83,Kent Bazemore,GSW,31,67,35,32,19.9,104.6,3.0,14.0,20.8,1.0,28.9,0.5,26.2,6.8,5.3,5.3,18.6,0.094
84,Maxi Kleber,DAL,29,50,31,19,26.8,108.9,4.3,15.1,21.3,0.5,14.5,0.7,27.6,8.0,7.0,7.2,25.6,0.093
85,Garrett Temple,CHI,35,56,25,31,27.3,109.3,2.3,8.2,11.6,0.8,19.2,0.5,21.3,9.8,6.7,6.5,27.4,0.093
86,Josh Jackson,DET,24,62,16,46,25.2,108.3,3.2,12.3,18.1,0.9,20.2,0.8,25.7,10.2,6.7,6.1,26.4,0.093
87,Furkan Korkmaz,PHI,23,55,39,16,19.3,104.3,1.7,9.0,12.8,0.9,23.7,0.2,6.5,6.9,4.3,5.1,18.7,0.092
88,Marc Gasol,LAL,36,52,32,20,19.1,104.2,3.4,17.4,24.0,0.5,17.1,1.1,52.3,6.3,4.2,5.0,19.2,0.092
89,Al Horford,OKC,35,28,11,17,27.9,109.1,5.7,19.5,26.9,0.9,21.2,0.9,36.1,9.0,6.8,6.9,26.9,0.092
90,Juan Toscano-Anderson,GSW,28,53,28,25,20.9,105.6,3.9,17.2,24.8,0.8,20.7,0.5,24.3,7.3,5.6,5.7,21.0,0.092
91,Joe Harris,BKN,29,69,45,24,31.0,110.6,3.0,9.0,13.0,0.7,15.7,0.2,6.1,9.9,9.0,8.1,31.1,0.092
92,Jayson Tatum,BOS,23,64,34,30,35.8,111.8,6.6,18.8,26.9,1.2,20.2,0.5,12.3,10.8,8.8,8.4,32.3,0.092
93,Immanuel Quickley,NYK,22,64,37,27,19.4,104.5,1.8,8.6,12.6,0.5,16.0,0.2,8.8,5.4,5.2,3.4,16.5,0.092
94,Patrick Beverley,LAC,32,37,25,12,22.5,106.7,2.4,10.8,15.1,0.8,23.6,0.8,31.5,7.1,4.5,5.7,21.0,0.092
95,Miles Bridges,CHA,23,66,31,35,29.3,110.1,4.8,15.8,23.8,0.7,14.1,0.8,26.0,10.6,7.9,7.3,29.0,0.092
96,Devin Booker,PHX,24,67,48,19,33.9,111.4,3.7,10.8,15.8,0.8,16.0,0.2,7.5,10.7,9.6,8.2,33.8,0.092
97,Jakob Poeltl,SAS,25,69,32,37,26.7,109.0,4.8,17.3,24.3,0.7,17.2,1.8,61.2,7.7,7.2,6.1,25.7,0.091
98,De'Anthony Melton,MEM,23,52,27,25,20.1,105.4,2.5,11.8,17.1,1.2,27.5,0.6,23.8,6.3,5.5,5.3,19.2,0.091
99,Marcus Smart,BOS,27,48,24,24,32.9,111.3,2.7,8.4,12.0,1.5,27.0,0.5,13.7,11.5,8.7,9.4,30.5,0.091
100,Eric Gordon,HOU,32,27,10,17,29.2,110.1,1.9,6.2,9.2,0.5,11.4,0.5,14.4,10.4,6.9,9.2,30.1,0.091
101,Jerami Grant,DET,27,54,15,39,33.9,111.5,4.0,11.8,17.1,0.6,12.3,1.1,29.4,11.2,9.2,7.6,35.1,0.091
102,Pat Connaughton,MIL,28,69,44,25,22.8,107.3,3.9,15.2,21.3,0.7,18.4,0.3,17.6,7.3,6.3,5.3,19.1,0.090
103,Jaylen Brown,BOS,24,58,30,28,34.5,111.8,4.8,13.6,19.4,1.2,22.9,0.6,14.3,11.8,9.7,8.5,31.5,0.090
104,Tyler Herro,MIA,21,54,29,25,30.3,110.6,4.5,14.4,21.3,0.6,13.6,0.3,12.2,10.7,9.0,6.4,26.9,0.090
105,Wesley Matthews,LAL,34,58,33,25,19.5,105.0,1.3,6.4,9.3,0.7,22.5,0.3,13.5,6.7,4.6,4.4,18.9,0.090
106,Jusuf Nurkic,POR,26,37,22,15,23.8,108.2,6.6,28.3,38.6,1.0,23.0,1.1,42.9,7.2,6.1,7.1,21.6,0.089
107,Zion Williamson,NOP,20,61,29,32,33.2,111.7,4.5,13.1,18.5,0.9,18.4,0.6,21.5,12.3,8.4,9.5,31.9,0.089
108,Deandre Ayton,PHX,22,69,48,21,30.6,110.8,7.2,23.6,34.0,0.6,13.1,1.2,39.1,10.0,8.3,8.0,30.0,0.088
109,Jalen Brunson,DAL,24,68,40,28,25.0,108.7,3.0,11.7,16.6,0.5,17.8,0.0,0.7,7.2,6.0,6.0,22.0,0.087
110,Coby White,CHI,21,69,30,39,31.2,111.3,3.7,11.6,15.9,0.6,13.1,0.2,8.7,11.9,7.3,8.2,31.2,0.087
111,Abdel Nader,PHX,27,24,16,8,14.8,101.7,2.3,15.1,20.6,0.4,17.9,0.4,30.0,5.5,3.1,4.0,14.8,0.086
112,Kemba Walker,BOS,31,43,22,21,31.8,111.4,3.6,11.3,16.5,1.1,24.0,0.3,9.0,10.0,9.0,7.8,27.9,0.086
113,Nerlens Noel,NYK,27,64,35,29,24.2,108.5,4.1,16.4,24.6,1.1,30.0,2.2,70.1,7.7,6.4,5.7,22.9,0.086
114,Justin Holiday,IND,32,72,34,38,30.3,111.2,3.1,9.8,14.6,1.0,19.5,0.6,14.6,9.9,8.9,8.5,33.5,0.085
115,Dario Saric,PHX,27,50,37,13,17.4,104.4,2.9,16.8,23.1,0.6,23.1,0.1,6.2,4.9,3.8,3.6,17.0,0.085
116,Louis King,SAC,22,6,3,3,14.2,100.5,2.2,13.5,18.3,1.2,36.8,0.5,42.9,4.0,3.0,5.7,13.3,0.085
117,David Nwaba,HOU,28,30,8,22,22.6,108.0,2.6,10.8,16.4,1.0,26.3,0.7,24.1,7.3,6.4,6.3,22.3,0.084
118,Bogdan Bogdanovic,ATL,28,44,30,14,29.7,111.0,3.2,10.4,14.6,1.1,26.8,0.3,11.8,10.1,8.2,7.0,30.3,0.084
119,Aaron Gordon,DEN,25,50,29,21,27.7,110.4,4.1,15.0,20.7,0.7,15.2,0.7,28.6,9.3,6.8,7.5,26.9,0.084
120,Markieff Morris,LAL,31,61,32,29,19.7,106.3,3.6,17.6,25.1,0.4,12.0,0.3,14.1,7.5,4.2,5.2,20.2,0.084
121,Isaiah Stewart,DET,20,68,20,48,21.4,107.4,4.3,19.3,28.9,0.6,16.3,1.3,47.5,7.4,6.0,4.4,21.0,0.083
122,Monte Morris,DEN,26,47,30,17,25.5,109.5,1.8,7.1,10.2,0.7,18.3,0.3,12.1,8.3,6.1,6.5,24.5,0.083
123,Brook Lopez,MIL,33,70,46,24,27.2,110.2,3.5,11.5,15.4,0.6,13.5,1.5,51.2,9.1,7.2,5.9,24.0,0.083
124,T.J. McConnell,IND,29,69,33,36,26.0,110.0,2.9,10.6,16.4,1.9,38.7,0.3,9.2,8.8,8.9,6.8,28.4,0.083
125,Ja Morant,MEM,21,63,33,30,32.6,112.1,3.1,9.1,12.9,0.9,15.6,0.2,6.5,11.0,8.8,9.3,33.0,0.082
126,John Wall,HOU,30,40,12,28,32.2,111.8,2.8,8.4,12.5,1.1,20.5,0.8,20.4,10.9,9.9,10.7,33.0,0.082
127,Kevin Huerter,ATL,22,69,40,29,30.8,111.6,2.8,9.0,12.8,1.2,25.9,0.3,7.8,10.0,8.0,7.1,32.0,0.082
128,Nikola Jokic,DEN,26,72,47,25,34.6,112.6,8.0,23.7,33.4,1.3,23.2,0.7,23.1,10.8,7.7,9.6,32.1,0.082
129,Chuma Okeke,ORL,22,45,15,30,25.2,109.8,3.1,11.7,16.7,1.1,28.7,0.5,19.1,7.3,6.2,6.3,24.1,0.081
130,Lauri Markkanen,CHI,24,51,20,31,25.8,109.9,4.6,17.3,24.1,0.5,14.9,0.3,14.7,10.0,6.2,6.7,27.1,0.081
131,Luka Doncic,DAL,22,66,40,26,34.3,112.7,7.2,20.2,29.3,1.0,21.5,0.5,17.1,10.0,9.6,9.4,33.0,0.081
132,Darius Garland,CLE,21,54,18,36,33.1,112.3,2.0,6.2,8.9,1.2,22.4,0.1,4.1,11.9,7.7,8.7,35.0,0.081
133,Kevon Looney,GSW,25,61,34,27,19.0,106.1,3.4,16.5,24.4,0.3,10.7,0.4,20.8,7.1,5.8,4.9,17.7,0.081
134,Caris LeVert,IND,26,47,24,23,31.6,112.1,3.9,11.1,17.3,1.4,26.0,0.6,16.1,11.0,10.6,9.6,38.2,0.080
135,Justise Winslow,MEM,25,26,13,13,19.5,107.1,3.8,18.7,26.2,0.6,16.0,0.5,30.0,7.3,3.8,5.6,17.3,0.080
136,Brandon Clarke,MEM,24,59,32,27,24.0,109.3,3.9,16.0,23.3,1.0,21.6,0.9,32.1,7.9,6.4,6.7,23.2,0.080
137,Dorian Finney-Smith,DAL,28,60,36,24,32.0,112.1,3.8,11.6,16.5,0.9,21.7,0.4,15.3,10.1,8.2,8.4,29.1,0.080
138,Trevor Ariza,MIA,36,30,17,13,28.0,111.0,3.9,15.0,21.2,1.0,18.5,0.6,25.7,7.8,6.8,6.6,25.3,0.080
139,Michael Porter Jr.,DEN,23,61,40,21,31.3,111.9,5.8,18.9,26.4,0.7,12.4,0.9,28.1,9.9,7.7,8.6,29.6,0.080
140,Willie Cauley-Stein,DAL,27,53,29,24,17.1,105.0,3.2,17.5,25.2,0.4,16.8,0.8,48.9,4.3,4.8,4.2,15.1,0.079
141,Kyle Lowry,TOR,35,46,15,31,34.8,113.0,4.6,13.3,20.0,1.0,16.7,0.3,8.7,12.2,11.1,8.6,30.7,0.079
142,Andre Iguodala,MIA,37,63,37,26,21.3,108.1,2.9,13.4,20.2,0.9,27.7,0.6,29.7,8.3,5.5,3.6,18.0,0.078
143,CJ McCollum,POR,29,47,28,19,34.0,112.8,3.3,9.9,13.9,0.9,17.5,0.4,12.7,9.1,8.9,9.3,33.0,0.078
144,Kendrick Nunn,MIA,25,56,31,25,29.5,111.6,2.8,9.6,13.7,0.9,18.4,0.3,10.9,10.1,7.2,6.4,25.0,0.078
145,Terry Rozier,CHA,27,69,32,37,34.5,112.9,3.7,10.5,15.5,1.3,22.8,0.4,10.5,12.3,9.4,10.1,34.3,0.078
146,Norman Powell,POR,28,69,32,37,32.0,112.5,2.5,7.9,11.5,1.2,22.4,0.3,7.2,10.7,9.1,8.9,30.4,0.078
147,Zach LaVine,CHI,26,58,26,32,35.1,113.1,4.4,12.1,16.9,0.8,17.0,0.5,14.1,13.4,9.0,8.6,36.9,0.078
148,Luguentz Dort,OKC,22,52,18,34,29.7,111.6,2.9,9.2,13.2,0.9,20.2,0.4,14.6,10.7,8.2,7.2,29.5,0.078
149,Reggie Jackson,LAC,31,67,43,24,23.0,109.3,2.5,10.7,14.5,0.6,17.9,0.1,6.0,7.4,5.7,6.2,22.4,0.077
150,John Collins,ATL,23,63,34,29,29.3,111.7,5.5,18.3,25.8,0.5,13.0,1.0,31.3,9.6,8.2,7.3,30.7,0.077
151,LaMelo Ball,CHA,19,51,23,28,28.8,111.8,4.7,16.1,23.8,1.6,30.9,0.4,12.2,11.4,7.9,9.3,30.2,0.077
152,Rui Hachimura,WAS,23,57,29,28,31.5,112.4,4.6,13.9,19.6,0.8,15.7,0.1,4.9,11.3,8.5,7.7,32.2,0.077
153,Anthony Tolliver,PHI,36,11,7,4,9.0,93.2,0.6,7.1,10.6,0.3,9.4,0.2,13.3,2.6,1.8,1.6,6.2,0.077
154,Facundo Campazzo,DEN,30,65,43,22,21.9,108.8,1.7,8.1,11.3,1.2,32.0,0.2,11.6,7.0,5.0,5.1,19.8,0.076
155,Jordan Poole,GSW,22,51,28,23,19.4,106.9,1.5,7.4,10.8,0.5,15.8,0.2,9.8,6.9,5.8,4.8,20.7,0.076
156,Bobby Portis,MIL,26,66,44,22,20.8,108.3,5.2,22.9,32.5,0.8,21.8,0.4,22.0,6.7,5.8,4.3,19.2,0.076
157,Trae Young,ATL,22,63,36,27,33.7,113.0,3.3,9.4,13.3,0.8,18.1,0.2,5.2,10.9,9.6,8.6,35.8,0.076
158,Saddiq Bey,DET,22,70,19,51,27.3,111.2,3.9,14.5,21.0,0.7,18.1,0.2,6.5,9.7,7.3,6.8,30.6,0.076
159,Jae'Sean Tate,HOU,25,70,17,53,29.2,111.8,3.5,11.8,17.2,1.2,26.3,0.5,18.6,10.6,7.8,8.8,29.6,0.076
160,Xavier Tillman,MEM,22,59,31,28,18.4,106.6,3.1,16.3,24.2,0.7,17.7,0.6,31.4,5.0,5.2,4.8,16.9,0.076
161,Christian Wood,HOU,25,41,12,29,32.3,112.6,7.8,22.8,33.3,0.8,16.9,1.2,35.6,12.5,9.1,11.1,32.6,0.076
162,Killian Hayes,DET,19,26,6,20,25.8,110.7,2.4,9.2,13.1,1.0,27.0,0.4,13.5,10.6,6.7,6.7,27.0,0.076
163,Thaddeus Young,CHI,33,68,30,38,24.3,110.1,3.8,15.4,21.7,1.1,29.8,0.6,27.0,8.3,5.9,5.3,24.9,0.075
164,Malik Monk,CHA,23,42,19,23,20.9,108.6,2.1,9.6,14.0,0.5,13.2,0.1,4.3,6.6,5.1,5.4,20.4,0.075
165,Ivica Zubac,LAC,24,72,47,25,22.3,109.3,4.6,20.0,27.0,0.3,11.7,0.9,51.7,7.8,5.2,6.0,21.0,0.075
166,Davis Bertans,WAS,28,57,29,28,25.7,110.8,2.6,9.5,13.9,0.6,15.9,0.2,9.3,8.9,7.5,4.9,24.6,0.075
167,Terrence Ross,ORL,30,46,16,30,29.3,112.0,3.1,10.4,14.7,1.0,22.6,0.5,17.1,9.9,7.0,8.3,27.2,0.075
168,Deni Avdija,WAS,20,54,25,29,23.3,109.9,4.4,18.1,25.5,0.6,16.5,0.3,14.9,8.4,6.7,5.4,23.4,0.074
169,DeMarcus Cousins,LAC,30,41,22,19,17.4,106.6,5.1,29.3,41.9,0.8,25.6,0.6,35.3,6.1,3.7,5.1,16.0,0.074
170,Frank Jackson,DET,23,40,13,27,18.5,107.0,1.8,9.2,13.2,0.4,14.0,0.0,1.5,7.0,5.6,4.3,19.2,0.074
171,Will Barton,DEN,30,56,37,19,31.0,112.4,3.3,10.9,15.6,0.9,18.1,0.4,14.9,9.6,7.3,9.4,29.4,0.074
172,Darius Miller,OKC,31,18,5,13,10.9,98.1,1.2,10.3,14.7,0.7,38.2,0.3,23.8,4.7,2.6,1.7,10.2,0.073
173,Naji Marshall,NOP,23,32,14,18,21.9,109.6,4.2,18.2,24.9,0.8,22.0,0.3,15.2,8.7,4.4,6.4,22.3,0.073
174,DeAndre' Bembry,TOR,26,51,23,28,19.1,107.7,2.2,11.2,16.8,1.0,29.6,0.4,15.9,6.1,5.4,4.3,16.7,0.073
