,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Metta World Peace,IND,25,7,6,1,41.4,97.3,5.3,12.9,19.9,1.7,21.8,0.9,17.1,14.1,11.9,12.1,29.1,0.208
1,Tim Duncan,SAS,29,66,50,16,33.4,93.1,8.0,24.4,37.1,0.7,13.4,2.6,51.8,9.3,8.0,6.8,24.0,0.204
2,Manu Ginobili,SAS,27,74,53,21,29.7,93.0,3.4,11.8,18.4,1.6,32.8,0.4,8.7,8.3,7.5,5.8,22.4,0.187
3,Richard Hamilton,DET,27,76,53,23,38.6,97.8,2.9,7.6,12.0,1.0,17.5,0.2,3.6,11.1,9.7,9.8,27.6,0.182
4,Tayshaun Prince,DET,25,82,54,28,37.1,97.8,3.7,10.0,15.5,0.7,13.0,0.9,17.6,10.1,9.3,8.8,26.7,0.174
5,Tony Parker,SAS,23,80,58,22,34.2,96.6,3.1,9.5,14.4,1.2,23.3,0.1,1.0,9.7,8.5,7.6,25.9,0.173
6,Ben Wallace,DET,30,74,51,23,36.1,98.0,8.2,22.7,35.0,1.4,28.0,2.4,50.1,10.0,8.8,9.1,26.6,0.168
7,Ndudi Ebi,MIN,21,2,2,0,27.0,93.1,5.0,18.5,25.6,0.5,11.1,0.5,11.1,4.0,2.5,7.5,18.0,0.166
8,Jason Collins,NJN,26,80,40,40,31.8,96.4,4.2,14.0,21.0,0.9,16.3,0.9,37.6,9.1,7.1,7.4,19.6,0.164
9,Rasheed Wallace,DET,30,79,53,26,34.1,97.5,5.9,17.7,27.4,0.8,16.8,1.5,33.6,9.7,8.2,8.2,24.0,0.163
10,Chauncey Billups,DET,28,80,53,27,35.9,98.3,2.8,7.8,12.2,1.0,20.3,0.1,2.5,10.5,9.0,9.0,25.5,0.162
11,Bruce Bowen,SAS,34,82,59,23,32.0,96.7,2.9,9.2,14.0,0.7,14.4,0.5,10.4,9.5,7.9,7.4,25.4,0.161
12,Rasho Nesterovic,SAS,29,70,51,19,25.5,93.4,3.9,15.5,23.6,0.4,12.3,1.7,44.5,7.4,6.2,5.6,18.2,0.155
13,Kirk Hinrich,CHI,24,77,42,35,36.3,99.5,3.5,9.7,15.1,1.6,30.0,0.3,8.2,12.7,9.6,7.4,24.8,0.152
14,Tracy McGrady,HOU,26,78,49,29,40.9,101.0,5.3,13.1,20.0,1.7,30.3,0.7,17.2,12.7,9.8,8.7,26.3,0.152
15,Jason Kidd,NJN,32,66,38,28,37.1,100.0,6.0,16.9,26.2,1.9,28.9,0.1,5.3,10.3,9.2,8.5,25.0,0.151
16,Richard Jefferson,NJN,25,33,12,21,41.3,101.7,5.8,14.5,22.5,1.0,17.7,0.5,13.7,15.2,10.8,8.8,26.5,0.142
17,Shane Battier,MEM,26,80,44,36,31.5,98.6,3.2,10.5,16.8,1.1,21.1,1.0,25.8,10.0,9.1,8.4,22.5,0.141
18,Tyson Chandler,CHI,22,80,46,34,27.3,96.8,6.4,22.4,35.9,0.9,21.4,1.8,57.6,10.1,7.2,6.1,17.7,0.140
19,Charlie Ward,HOU,34,14,6,8,25.7,96.1,2.4,9.3,14.3,1.1,26.8,0.0,0.0,8.8,7.1,5.0,14.7,0.136
20,Jeff Foster,IND,28,61,32,29,26.3,96.4,5.7,22.2,33.0,0.8,19.2,0.2,9.3,6.7,6.1,5.8,19.7,0.136
21,Dirk Nowitzki,DAL,27,78,56,22,38.8,101.7,8.5,21.1,33.6,1.2,18.9,1.5,32.6,11.7,11.5,10.4,31.9,0.135
22,Chris Duhon,CHI,22,82,47,35,26.5,96.6,2.3,8.8,13.6,1.0,24.8,0.0,1.6,8.7,6.4,5.2,18.3,0.135
23,Eddie Jones,MIA,33,80,58,22,35.5,100.8,4.6,12.6,19.2,1.1,23.7,0.5,11.3,10.7,9.1,8.7,25.0,0.134
24,Luol Deng,CHI,20,61,36,25,27.2,97.3,3.8,13.3,20.5,0.8,19.3,0.4,18.4,9.5,7.3,5.3,18.7,0.134
25,Vince Carter,NJN,28,77,40,37,36.9,101.5,3.8,11.0,17.3,1.4,22.8,0.6,21.6,10.1,9.8,8.8,26.0,0.133
26,Ben Gordon,CHI,22,82,47,35,24.5,96.1,2.0,7.4,11.9,0.6,18.9,0.1,4.5,8.9,6.4,5.3,16.8,0.131
27,Allen Iverson,PHI,30,75,41,34,42.3,103.2,3.3,7.9,12.3,2.4,29.3,0.1,3.4,15.0,12.2,8.8,32.0,0.129
28,Stephen Jackson,IND,27,51,30,21,35.2,101.4,4.0,12.0,18.4,1.3,23.5,0.3,8.8,10.0,9.7,7.9,25.6,0.127
29,Antonio Davis,CHI,36,72,41,31,25.6,97.3,3.8,14.8,22.9,0.4,10.3,0.6,26.8,8.5,6.6,5.5,18.0,0.124
30,Josh Howard,DAL,25,76,56,20,32.2,100.8,4.1,12.5,19.7,1.5,26.0,0.6,17.0,9.8,9.4,9.6,26.9,0.122
31,Shaquille O'Neal,MIA,33,73,53,20,34.2,101.7,6.9,19.7,29.9,0.5,11.2,2.3,58.0,10.8,8.9,8.6,23.3,0.119
32,Reggie Miller,IND,39,66,34,32,32.0,101.1,2.1,6.7,10.4,0.8,17.1,0.1,2.7,8.9,8.6,6.7,24.2,0.118
33,Bob Sura,HOU,32,61,42,19,31.6,101.1,4.2,13.7,20.3,1.1,23.6,0.1,3.8,10.4,7.0,7.3,21.1,0.118
34,Kyle Korver,PHI,24,82,43,39,32.5,101.4,4.1,12.7,19.8,1.3,20.6,0.4,14.5,11.7,8.6,6.6,22.9,0.117
35,Eddy Curry,CHI,22,63,37,26,28.8,99.8,3.5,11.8,18.3,0.3,8.9,0.9,33.7,11.0,7.8,5.7,19.3,0.117
