,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Tim Duncan,SAS,27,81,60,21,39.3,96.4,9.7,23.8,37.8,0.7,11.6,2.9,52.9,13.3,11.3,9.4,29.4,0.173
1,Ben Wallace,DET,28,73,45,28,39.3,96.6,11.4,30.4,46.1,1.4,25.9,3.2,62.7,11.4,9.1,8.1,26.3,0.172
2,Jason Kidd,NJN,30,80,48,32,37.4,96.4,4.9,13.0,20.2,2.2,32.4,0.3,8.7,12.0,9.7,8.3,26.7,0.167
3,Richard Jefferson,NJN,23,80,48,32,35.9,96.1,4.6,12.7,19.6,1.0,15.3,0.6,15.4,11.7,9.1,7.8,26.1,0.164
4,Chris Webber,SAC,30,67,49,18,39.1,97.8,8.1,19.1,30.9,1.6,20.0,1.3,31.2,13.0,11.6,10.9,31.3,0.157
5,Kenyon Martin,NJN,25,77,46,31,34.1,95.9,6.2,18.3,27.9,1.3,20.8,0.9,28.2,11.3,8.3,7.9,24.1,0.157
6,Doug Christie,SAC,33,80,57,23,33.9,96.4,3.5,9.5,15.1,2.3,32.1,0.5,11.9,11.1,10.1,9.1,27.1,0.153
7,Bruce Bowen,SAS,32,82,60,22,31.3,95.4,2.2,6.8,10.7,0.8,17.0,0.5,11.5,10.7,9.2,7.7,23.7,0.149
8,Damone Brown,TOR,24,5,1,4,23.0,90.5,2.4,8.8,12.8,0.2,6.7,0.0,0.0,7.8,6.4,7.4,18.8,0.147
9,Tony Parker,SAS,21,82,60,22,33.9,96.8,2.2,6.4,10.0,0.9,16.5,0.0,1.0,11.3,10.0,8.6,26.1,0.147
10,David Robinson,SAS,37,64,45,19,26.1,93.2,5.4,19.8,30.7,0.8,20.6,1.7,39.2,8.9,7.4,6.3,18.6,0.142
11,Michael Finley,DAL,30,69,53,16,38.3,98.8,4.3,10.9,17.2,1.1,17.3,0.3,6.6,8.6,10.8,9.0,29.5,0.141
12,Metta World Peace,IND,23,69,43,26,33.6,97.4,3.8,10.9,17.0,2.3,34.5,0.7,18.2,11.4,10.1,9.5,26.0,0.140
13,Baron Davis,NOH,24,50,28,22,37.9,98.8,2.6,7.1,11.2,1.8,28.5,0.4,12.1,11.8,10.4,9.0,30.0,0.139
14,Dirk Nowitzki,DAL,25,80,59,21,39.0,99.3,8.9,22.1,34.9,1.4,21.3,1.0,22.8,9.4,11.2,9.7,30.6,0.137
15,Peja Stojakovic,SAC,26,72,51,21,34.0,98.3,4.7,12.3,19.6,1.0,15.0,0.1,1.9,11.0,10.8,8.5,27.6,0.134
16,Vlade Divac,SAC,35,80,59,21,29.8,96.4,5.2,16.0,25.2,1.0,18.0,1.3,38.0,9.2,8.9,7.7,23.8,0.133
17,Allen Iverson,PHI,28,82,48,34,42.5,100.6,3.4,8.5,13.1,2.7,30.0,0.2,5.4,14.5,10.9,12.2,33.2,0.133
18,Kerry Kittles,NJN,29,65,35,30,30.1,96.6,3.1,10.4,15.9,1.6,28.1,0.5,15.8,9.9,8.0,7.0,22.0,0.133
19,Mike Bibby,SAC,25,55,38,17,33.4,98.1,2.1,5.5,8.6,1.3,20.6,0.1,4.0,10.5,9.7,8.3,27.0,0.132
20,Cuttino Mobley,HOU,27,73,39,34,41.7,100.5,3.2,7.7,11.8,1.3,21.3,0.5,9.6,13.6,11.3,9.2,29.6,0.131
21,Paul Pierce,BOS,25,79,42,37,39.2,99.9,6.0,15.7,24.2,1.8,24.6,0.8,24.4,12.2,10.4,9.0,25.4,0.131
22,Steve Francis,HOU,26,81,42,39,41.0,100.4,4.2,10.2,16.0,1.7,28.0,0.5,10.1,13.6,11.2,9.1,29.1,0.130
23,Rasheed Wallace,POR,28,74,44,30,36.3,99.3,5.9,16.8,26.7,0.9,14.9,1.0,34.2,12.8,10.0,9.2,27.6,0.127
24,Jamal Mashburn,NOH,30,82,47,35,40.6,100.5,5.3,13.4,20.9,1.0,15.8,0.2,5.3,13.2,10.8,10.1,32.3,0.127
25,Derrick Coleman,PHI,36,64,38,26,27.2,95.7,4.7,17.8,26.9,0.8,14.2,1.1,49.3,8.6,6.5,7.5,20.8,0.127
26,Richard Hamilton,DET,25,82,50,32,32.2,98.1,2.8,9.3,14.2,0.8,17.5,0.2,4.1,9.1,7.9,6.7,22.8,0.126
27,Kevin Garnett,MIN,27,82,51,31,40.5,100.6,10.5,24.8,38.7,1.4,24.0,1.6,34.6,12.2,11.6,9.4,31.4,0.125
28,Bobby Jackson,SAC,30,59,45,14,28.4,96.4,2.7,8.9,14.5,1.2,23.0,0.1,1.6,9.5,8.4,7.3,22.4,0.125
29,Antoine Walker,BOS,26,78,42,36,41.5,101.0,5.9,14.8,23.2,1.5,19.9,0.4,12.1,12.1,11.5,10.1,28.4,0.123
