,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Pavel Podkolzin,DAL,21,1,0,1,18.1,67.6,7.0,36.8,43.8,0.0,0.0,1.0,25.0,2.0,5.0,3.0,12.0,0.258
1,Metta World Peace,SAC,26,56,36,20,39.4,98.9,3.8,9.8,15.2,2.2,30.7,0.7,21.6,12.4,10.4,8.4,30.1,0.173
2,Tim Duncan,SAS,30,80,61,19,34.8,97.1,8.1,23.9,36.1,0.9,19.1,2.0,46.8,8.7,8.5,7.6,27.0,0.173
3,Shane Battier,MEM,27,81,49,32,35.1,97.9,3.3,9.7,15.3,1.1,21.9,1.4,32.7,10.6,9.1,9.4,25.6,0.168
4,Vince Carter,NJN,29,79,49,30,36.8,98.7,4.1,11.6,17.1,1.2,23.4,0.7,24.2,10.4,8.1,8.5,25.8,0.167
5,Tony Parker,SAS,24,80,61,19,33.9,97.5,2.8,8.2,12.6,1.0,21.7,0.1,1.3,8.6,8.6,7.1,28.1,0.167
6,Ben Wallace,DET,31,82,64,18,35.2,98.0,7.6,22.5,36.5,1.8,33.3,2.2,49.7,9.2,9.1,7.8,28.6,0.166
7,Richard Jefferson,NJN,26,78,49,29,39.2,100.2,5.6,14.9,21.8,0.8,14.3,0.2,7.7,10.8,8.6,9.4,28.3,0.159
8,Pau Gasol,MEM,25,80,47,33,39.2,100.2,6.5,17.6,27.6,0.6,10.3,1.9,41.5,12.0,10.6,10.7,30.1,0.159
9,Tayshaun Prince,DET,26,82,64,18,35.3,98.9,3.0,8.8,14.0,0.8,14.7,0.5,10.7,8.5,9.1,7.5,28.6,0.157
10,Rasheed Wallace,DET,31,80,63,17,34.7,99.0,5.7,17.3,27.6,1.0,20.9,1.6,37.5,8.7,9.1,7.4,28.5,0.152
11,Manu Ginobili,SAS,28,65,51,14,27.9,96.5,2.9,10.8,16.6,1.6,34.7,0.4,11.1,6.9,6.8,5.6,22.7,0.149
12,Bruce Bowen,SAS,35,82,63,19,33.6,99.0,3.5,10.5,16.1,1.0,22.3,0.4,8.8,8.6,8.1,7.6,27.6,0.148
13,Yao Ming,HOU,25,57,27,30,34.2,99.6,7.6,22.3,32.7,0.5,10.6,1.6,57.0,10.1,8.3,7.8,22.7,0.147
14,Richard Hamilton,DET,28,80,64,16,35.3,100.2,2.2,6.4,10.3,0.7,12.7,0.2,4.8,9.2,9.5,7.7,29.4,0.142
15,Chauncey Billups,DET,29,81,64,17,36.1,100.5,2.6,7.7,12.4,0.9,16.6,0.1,2.2,9.0,9.2,8.0,29.5,0.142
