,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,RJ Hunter,BOS,25,1,1,0,25.7,79.2,2.0,5.0,8.0,1.0,25.0,0.0,0.0,0.0,9.0,0.0,14.0,0.294
1,Giannis Antetokounmpo,MIL,24,72,56,16,32.8,101.8,10.3,27.3,37.4,1.3,24.2,1.5,32.9,9.5,7.8,6.3,28.0,0.164
2,Paul George,OKC,29,77,46,31,36.9,103.9,6.8,17.3,24.6,2.2,30.1,0.4,11.4,11.7,8.9,8.6,35.9,0.161
3,Joe Ingles,UTA,31,82,50,32,31.3,101.6,3.6,10.8,15.3,1.2,21.7,0.2,6.5,10.2,7.4,7.4,30.6,0.159
4,Donovan Mitchell,UTA,22,77,49,28,33.7,103.7,3.3,9.3,13.0,1.4,24.0,0.4,9.7,11.8,7.4,8.1,32.7,0.149
5,Jemerrio Jones,LAL,24,6,3,3,23.9,98.0,5.5,19.8,27.0,1.2,36.8,0.8,26.3,10.2,7.0,9.0,21.0,0.141
6,Rudy Gobert,UTA,27,81,50,31,31.8,103.6,9.0,27.0,37.4,0.8,15.2,2.3,60.1,11.1,7.3,7.9,30.3,0.141
7,Chris Paul,HOU,34,58,39,19,32.0,104.2,3.9,12.3,18.9,2.0,31.5,0.3,10.2,10.5,8.3,8.3,33.2,0.139
8,Joel Embiid,PHI,25,64,43,21,33.7,104.8,11.1,29.2,41.4,0.7,15.0,1.9,49.6,11.8,8.7,10.1,32.9,0.138
9,Malcolm Brogdon,MIL,26,64,49,15,28.6,102.7,3.5,10.7,14.6,0.7,16.3,0.2,5.8,8.7,6.5,5.8,24.5,0.135
10,Pascal Siakam,TOR,25,80,57,23,31.8,104.2,5.3,15.4,22.2,0.9,17.2,0.7,19.0,9.6,8.1,8.6,30.3,0.135
11,Josh Richardson,MIA,25,73,35,38,34.8,105.6,2.9,7.8,11.4,1.1,19.5,0.5,11.5,12.5,9.9,9.2,29.9,0.133
12,Khris Middleton,MIL,27,77,56,21,31.1,104.2,5.3,14.9,20.4,1.0,21.2,0.1,2.1,9.6,7.9,6.8,27.6,0.133
13,Kyle Lowry,TOR,33,65,47,18,34.1,105.5,4.2,11.4,16.7,1.4,23.7,0.5,13.3,10.8,9.0,9.1,32.2,0.131
14,Victor Oladipo,IND,27,36,25,11,31.9,104.6,5.0,15.4,22.9,1.7,26.5,0.3,8.9,9.3,8.2,8.5,26.4,0.131
15,JJ Redick,PHI,35,76,49,27,31.3,104.7,2.2,6.2,8.9,0.4,9.2,0.2,6.0,11.8,8.2,10.0,32.7,0.131
16,Stephen Curry,GSW,31,69,52,17,33.8,105.8,4.7,12.2,17.7,1.3,23.7,0.4,8.2,12.0,9.4,10.6,32.5,0.130
17,Brook Lopez,MIL,31,81,60,21,28.7,103.4,4.5,13.5,18.1,0.6,13.6,2.2,56.1,8.6,7.4,6.1,24.8,0.130
18,Mike Conley,MEM,31,70,30,40,33.5,105.6,2.8,8.8,12.8,1.3,22.7,0.3,7.9,11.4,8.1,10.9,29.0,0.129
19,Draymond Green,GSW,29,66,48,18,31.3,105.0,6.4,18.0,26.2,1.4,26.0,1.1,27.2,11.0,8.8,8.8,29.2,0.127
20,Aaron Gordon,ORL,23,78,40,38,33.8,105.9,5.7,16.5,22.8,0.7,16.0,0.7,19.6,10.4,7.4,8.1,33.5,0.127
21,Justise Winslow,MIA,23,66,30,36,29.7,104.2,4.4,14.1,19.9,1.1,22.5,0.3,8.6,10.6,7.9,7.9,25.6,0.127
22,Jerami Grant,OKC,25,80,48,32,32.7,105.6,4.0,11.8,16.5,0.8,12.1,1.3,37.6,10.7,8.0,8.3,32.5,0.126
23,Steven Adams,OKC,25,80,47,33,33.4,105.9,4.6,13.3,18.5,1.5,22.6,1.0,30.4,11.3,7.9,8.1,33.2,0.126
24,Robert Covington,MIN,28,35,20,15,34.4,106.2,4.7,12.7,18.8,2.1,33.2,1.3,30.1,10.8,9.1,9.1,32.0,0.125
25,Eric Bledsoe,MIL,29,78,59,19,29.1,104.2,3.6,10.8,14.7,1.5,29.7,0.4,9.4,8.4,7.4,6.2,25.6,0.124
26,Jayson Tatum,BOS,21,79,48,31,31.1,105.1,5.2,15.7,23.2,1.1,19.1,0.7,20.1,8.8,8.5,8.4,28.9,0.123
27,Kyle Anderson,MEM,25,43,19,24,29.8,104.7,4.7,16.1,23.5,1.3,25.4,0.9,21.5,10.7,6.9,9.6,26.4,0.121
28,Cory Joseph,IND,27,82,48,34,25.2,102.4,2.9,11.1,16.2,1.1,25.5,0.3,11.3,7.1,6.4,6.9,23.4,0.121
29,Marc Gasol,TOR,34,79,39,40,30.8,104.9,6.9,22.7,32.7,1.1,19.1,1.1,32.6,9.9,7.0,8.6,27.2,0.120
30,Ricky Rubio,UTA,28,68,40,28,27.9,104.1,3.1,10.7,15.1,1.3,26.5,0.1,4.7,9.6,6.4,6.9,26.3,0.120
31,Bojan Bogdanovic,IND,30,81,47,34,31.8,105.8,3.7,11.3,17.0,0.9,14.0,0.0,0.4,10.0,9.3,8.9,30.0,0.120
32,Russell Westbrook,OKC,30,73,44,29,36.0,107.4,9.6,25.5,35.7,1.9,28.2,0.5,12.2,11.8,8.9,9.1,35.9,0.120
33,Myles Turner,IND,23,74,43,31,28.6,104.5,5.8,19.5,29.2,0.8,15.0,2.7,76.0,9.2,8.5,7.7,26.2,0.119
34,Derrick Favors,UTA,27,76,46,30,23.2,101.6,4.6,18.8,26.5,0.7,18.0,1.4,51.5,8.1,5.0,5.4,23.9,0.117
35,Danny Green,TOR,32,80,56,24,27.7,104.3,3.2,10.7,15.4,0.9,20.2,0.7,22.4,8.2,6.9,7.4,26.1,0.117
36,Kevin Durant,GSW,30,78,54,24,34.6,107.3,5.9,15.3,22.4,0.7,13.3,1.1,22.5,12.2,10.1,10.8,33.2,0.116
