,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Kawhi Leonard,SAS,25,72,60,12,33.0,95.9,5.5,16.4,22.7,1.8,30.5,1.0,22.7,8.4,6.8,8.6,27.0,0.185
1,Draymond Green,GSW,26,81,73,8,34.7,99.1,7.8,19.8,28.8,1.5,22.9,1.4,31.5,11.5,9.4,10.3,31.2,0.162
2,Michael Kidd-Gilchrist,CHA,22,7,5,2,29.2,96.6,4.7,14.6,18.3,0.4,14.3,0.4,12.5,7.7,4.4,9.0,24.0,0.156
3,Al Horford,ATL,30,82,48,34,32.1,98.7,5.5,15.8,24.1,0.8,14.4,1.5,38.3,10.0,8.7,7.6,26.7,0.154
4,Stephen Curry,GSW,28,79,71,8,34.2,99.8,4.6,11.7,17.1,2.1,34.8,0.2,4.3,11.6,9.3,10.2,31.1,0.153
5,LaMarcus Aldridge,SAS,30,74,61,13,30.6,97.9,6.2,19.9,27.9,0.5,10.1,1.1,27.3,7.8,6.5,7.8,25.2,0.151
6,Tim Duncan,SAS,40,61,50,11,25.2,94.5,5.4,21.2,28.9,0.8,17.5,1.3,36.1,6.6,5.2,6.3,19.0,0.150
7,Danny Green,SAS,29,79,65,14,26.1,95.7,3.2,12.1,16.7,1.0,22.2,0.8,22.9,6.7,5.6,6.1,20.7,0.147
8,Kyle Korver,ATL,35,80,46,34,30.0,98.3,3.1,9.6,14.5,0.8,13.7,0.4,11.3,9.7,8.1,7.7,25.4,0.146
9,Tony Parker,SAS,34,72,59,13,27.5,97.1,2.2,8.0,11.1,0.8,15.6,0.2,4.1,7.1,5.7,7.4,22.6,0.143
10,Paul George,IND,26,81,44,37,34.8,101.5,6.0,16.5,24.8,1.9,27.1,0.4,10.9,11.8,9.3,8.7,29.7,0.136
11,Chris Bosh,MIA,32,53,29,24,33.5,101.0,6.5,18.8,27.1,0.7,14.9,0.6,16.0,10.5,9.0,6.7,26.8,0.134
12,Blake Griffin,LAC,27,35,22,13,33.4,101.3,6.9,19.6,29.1,0.8,16.4,0.5,14.5,9.8,8.4,7.6,28.1,0.132
13,Manu Ginobili,SAS,38,58,47,11,19.6,93.1,2.1,10.1,14.7,1.1,33.3,0.2,9.7,6.1,4.4,4.7,16.7,0.132
14,George Hill,IND,30,74,41,33,34.1,101.5,3.2,9.3,13.8,1.1,17.7,0.2,7.1,11.0,8.7,7.7,28.4,0.132
15,Rudy Gobert,UTA,24,61,33,28,31.7,100.6,7.5,24.2,35.1,0.7,14.8,2.2,61.6,10.5,7.8,7.2,24.5,0.131
