,PLAYER,TEAM,AGE,GP,W,L,MIN,DEF RTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,OPP PTS OFF TOV,OPP PTS 2ND CHANCE,OPP PTS FB,OPP PTS PAINT,DEF WS
0,Paul Pierce,BOS,30,80,64,16,35.9,97.3,4.5,12.6,18.7,1.3,19.6,0.5,12.7,11.4,9.2,6.6,25.6,0.192
1,Kevin Garnett,BOS,32,71,57,14,32.8,96.0,7.3,22.0,32.4,1.4,24.3,1.3,35.2,9.6,8.1,6.0,22.9,0.187
2,Yao Ming,HOU,27,55,36,19,37.2,99.2,7.7,20.4,30.1,0.5,8.3,2.0,46.1,11.5,9.5,9.9,24.9,0.176
3,Ray Allen,BOS,32,73,58,15,35.9,99.0,2.6,7.4,11.2,0.9,14.3,0.2,6.0,11.4,9.2,7.0,25.8,0.174
4,Shane Battier,HOU,29,80,54,26,36.3,99.8,3.5,9.2,13.9,1.0,16.9,1.1,26.6,11.1,9.8,9.8,26.8,0.166
5,Rafer Alston,HOU,31,74,51,23,34.1,99.3,3.1,8.9,13.3,1.3,24.3,0.2,6.2,9.9,8.9,9.7,25.4,0.163
6,Rajon Rondo,BOS,22,77,62,15,29.9,97.1,3.2,10.5,15.4,1.7,31.7,0.2,5.7,9.0,7.3,5.3,21.3,0.163
7,Tracy McGrady,HOU,29,66,46,20,37.0,100.4,4.5,11.9,17.9,1.0,18.4,0.5,11.4,10.5,9.7,9.9,27.2,0.162
8,Manu Ginobili,SAS,30,74,51,23,31.1,98.2,3.9,13.0,18.8,1.5,33.1,0.4,16.1,9.2,6.5,7.6,22.4,0.162
9,Tim Duncan,SAS,32,78,54,24,34.0,99.9,8.3,25.6,36.4,0.7,16.8,1.9,63.1,9.7,7.2,8.0,24.5,0.153
10,Tony Parker,SAS,26,69,48,21,33.5,100.3,2.8,8.6,12.4,0.8,18.8,0.1,3.7,9.3,7.3,7.9,25.9,0.148
11,Tayshaun Prince,DET,28,82,59,23,32.9,100.7,3.5,11.5,17.7,0.5,10.6,0.4,10.6,7.5,7.3,6.1,24.7,0.140
12,Rasheed Wallace,DET,33,77,55,22,30.5,100.0,5.5,19.6,29.6,1.2,25.2,1.7,50.2,6.8,6.6,5.1,22.1,0.137
13,Kendrick Perkins,BOS,23,78,62,16,24.5,96.6,4.2,17.1,25.3,0.4,8.9,1.5,51.8,7.0,6.2,4.9,17.9,0.136
14,Lamar Odom,LAL,28,77,54,23,37.9,103.0,8.1,20.2,30.2,1.0,15.9,0.9,23.4,11.6,11.1,9.4,31.0,0.136
15,Bruce Bowen,SAS,37,81,56,25,30.2,100.2,2.5,8.6,12.4,0.7,18.1,0.3,10.0,9.1,6.9,7.7,22.9,0.134
16,David West,NOH,27,76,52,24,37.8,103.3,6.5,18.3,27.0,0.8,13.2,1.3,44.2,9.7,8.9,9.1,31.0,0.133
17,Josh Howard,DAL,28,76,48,28,36.3,102.9,5.4,15.0,22.1,0.8,16.4,0.4,10.9,10.6,9.7,9.7,29.5,0.132
18,Chauncey Billups,DET,31,78,56,22,32.3,101.4,2.2,7.3,11.2,1.3,27.5,0.2,5.7,7.3,7.2,6.1,24.5,0.132
19,Kobe Bryant,LAL,29,82,57,25,38.9,103.9,5.2,12.6,19.1,1.8,28.5,0.5,11.5,12.2,11.4,9.4,33.2,0.130
20,Allen Iverson,DEN,33,82,50,32,41.8,104.7,2.4,5.4,8.5,2.0,24.1,0.1,2.4,14.1,12.8,12.3,36.7,0.129
21,Andre Iguodala,PHI,24,82,40,42,39.5,104.1,4.4,11.9,18.5,2.1,29.4,0.6,14.9,12.0,10.8,8.1,33.0,0.128
22,Richard Hamilton,DET,30,72,52,20,33.7,102.3,2.2,7.0,10.8,1.0,20.6,0.1,3.8,8.3,8.0,6.4,25.9,0.127
23,Gilbert Arenas,WAS,26,13,6,7,32.7,102.8,3.5,10.7,16.1,1.8,37.1,0.1,2.5,12.5,9.0,8.2,22.6,0.127
24,James Posey,BOS,31,74,60,14,24.6,98.2,3.9,16.3,25.4,1.0,23.6,0.3,13.5,9.3,6.6,5.1,17.4,0.126
25,Rashard Lewis,ORL,28,81,52,29,38.0,104.0,4.2,10.9,16.2,1.2,24.1,0.5,15.6,12.5,10.1,9.5,29.6,0.124
26,Jermaine O'Neal,IND,29,42,19,23,28.7,100.9,4.8,16.8,25.1,0.5,10.8,2.1,58.0,10.5,6.9,7.8,20.6,0.122
27,Dirk Nowitzki,DAL,30,77,49,28,36.0,103.7,7.3,20.5,30.1,0.7,14.6,0.9,23.9,9.7,9.1,8.8,29.4,0.121
28,Chris Kaman,LAC,26,56,20,36,37.2,104.1,9.6,26.6,39.6,0.6,11.8,2.8,66.0,12.2,9.9,7.0,32.9,0.121
29,Tony Allen,BOS,26,75,61,14,18.3,93.8,1.8,9.5,14.7,0.8,24.1,0.3,17.1,6.6,4.9,3.3,12.6,0.120
30,Chuck Hayes,HOU,25,79,52,27,19.9,95.4,3.7,18.4,27.1,1.1,30.0,0.5,24.4,5.5,4.9,4.5,14.1,0.120
31,Shawn Marion,MIA,30,63,37,26,36.7,104.8,8.0,21.2,33.5,2.0,32.3,1.3,29.4,12.0,10.8,9.2,33.4,0.120
32,Chris Bosh,TOR,24,67,37,30,36.2,103.8,6.1,17.7,26.8,0.9,18.1,1.0,31.0,9.3,8.7,7.1,27.0,0.120
33,Andrew Bynum,LAL,20,35,24,11,28.8,101.5,7.2,23.2,34.2,0.3,7.3,2.1,56.3,9.8,7.9,6.9,24.6,0.119
34,Tyson Chandler,NOH,25,79,54,25,35.2,103.9,7.7,23.2,34.3,0.6,10.1,1.1,39.6,8.9,8.5,8.5,28.7,0.117
35,Grant Hill,PHX,35,70,46,24,31.7,102.9,4.0,11.5,18.4,0.9,21.7,0.8,18.3,10.5,9.6,8.1,28.3,0.116
36,Hedo Turkoglu,ORL,29,82,52,30,36.9,104.5,4.7,12.5,18.9,0.9,19.1,0.3,9.6,11.6,10.0,9.4,29.2,0.116
37,LeBron James,CLE,23,75,45,30,40.4,105.5,6.1,15.8,23.3,1.8,30.5,1.1,24.0,13.3,9.5,10.6,31.8,0.115
38,Anderson Varejao,CLE,25,48,28,20,27.5,101.0,5.5,21.3,32.2,0.8,17.5,0.5,22.2,8.2,6.9,6.9,20.8,0.114
39,Dwight Howard,ORL,22,82,52,30,37.7,105.0,10.8,27.8,41.5,0.9,18.4,2.1,66.7,12.6,10.1,9.7,29.0,0.113
40,Zydrunas Ilgauskas,CLE,33,73,41,32,30.4,102.7,5.7,19.4,27.9,0.5,11.2,1.6,45.6,10.0,6.2,8.0,23.3,0.112
41,Jamaal Tinsley,IND,30,39,16,23,33.2,103.9,3.0,9.0,13.3,1.7,29.7,0.3,7.4,12.4,8.3,8.8,24.6,0.112
42,Michael Finley,SAS,35,82,56,26,26.9,101.2,2.8,10.8,15.6,0.4,11.3,0.1,5.4,7.1,6.0,6.0,19.6,0.111
43,Eddie House,BOS,30,78,62,16,19.0,96.0,1.9,10.0,15.9,0.8,22.9,0.1,8.2,7.6,5.1,4.1,13.2,0.111
