Feature,Importance
PER_advanced,0.32570875
D-LEBRON_bball,0.28474414
TRB%_advanced,0.14136933
BLK,0.034101855
DWS_advanced,0.033036336
DBPM_advanced,0.022919076
DEF WS_nba,0.022057435
TRB_team,0.020060314
Dpoy_votes,0.012493055
BLK_nba,0.011857921
W_nba,0.011022824
MP,0.009345715
BLK_team,0.008017099
TOV,0.0072552995
L_misc,0.006866105
war_total_raptor,0.006369627
Age,0.005197892
G,0.004805219
OPP PTS FB_nba,0.0037604766
FG%_opponent,0.0032672565
DEF RTG_nba,0.0028730812
teamates_with_dpoy,0.0027760544
Dpoy_titles,0.0023603616
won_dpoy_last_season,0.00233008
DRPM_espn,0.0020808051
OPP PTS 2ND CHANCE_nba,0.0017644515
STL,0.0015235167
2P_opponent,0.0014040108
DREB%_nba,0.0013055797
raptor_total_raptor,0.0010635125
3P_opponent,0.0008896759
%BLK_nba,0.0008814383
DRtg_100_poss,0.0006788417
mp_raptor,0.0004999841
TOV%.1_misc,0.00040319635
raptor_defense_raptor,0.00033457912
DRB,0.00032902422
WS_advanced,0.00028891125
ORB_opponent,0.00026263305
FT%_opponent,0.00017360026
DRtg_misc,0.00016565422
poss_raptor,0.00013469493
STL_nba,0.00013269817
DRB_team,0.00013093249
TOV_team,0.00011584021
STL_100_poss,0.000100246485
MP_100_poss,9.9706034e-05
STL_team,9.454734e-05
W_misc,8.320605e-05
PL_misc,7.3646486e-05
2PA_opponent,6.34873e-05
AST_opponent,5.8164023e-05
WINS_espn,2.4081875e-05
WS/48_advanced,2.3034936e-05
2P%_opponent,2.1856691e-05
war_reg_season_raptor,1.8670191e-05
TRB_opponent,1.8207233e-05
RPM_espn,1.81698e-05
OPP PTS OFF TOV_nba,1.5659703e-05
AST_team,1.5031906e-05
predator_total_raptor,1.2863257e-05
Pace_misc,1.2184096e-05
PF_team,1.0844416e-05
SRS_misc,9.882149e-06
VORP_advanced,9.584258e-06
MPG_espn,7.2203015e-06
TOV%_misc,6.290701e-06
FGA_opponent,5.818924e-06
STL%_nba,5.0682975e-06
DRB_100_poss,4.7181593e-06
FT_opponent,4.6850564e-06
GS,4.120059e-06
PF_100_poss,3.2849402e-06
3PA_opponent,2.3492887e-06
BLK_100_poss,2.1576836e-06
pace_impact_raptor,2.1307267e-06
DREB_nba,1.4292123e-06
PF,1.2932683e-06
predator_defense_raptor,1.228871e-06
BLK%_advanced,1.0540632e-06
TRB,7.370572e-07
TRB_100_poss,6.4765175e-07
DRB%_misc,5.7986415e-07
GP_espn,5.3684494e-07
OPP PTS PAINT_nba,5.030485e-07
DRB%_advanced,4.712966e-07
BPM_advanced,4.3513114e-07
SOS_misc,4.22883e-07
PW_misc,2.4933945e-07
3P%_opponent,2.1202021e-07
FTA_opponent,1.9586072e-07
%DREB_nba,1.2087676e-07
TOV_100_poss,6.19736e-08
MIN_nba,1.9681142e-08
MOV_misc,1.939617e-08
GP_nba,0.0
STL%_advanced,0.0
MP_advanced,0.0
