,Feature,MI_Score
0,Dpoy_votes,0.021349137253234507
1,DWS_advanced,0.013978952315349624
2,MP,0.012722326420472108
3,GS,0.012076157893152417
4,MP_100_poss,0.011593822016542465
5,WS_advanced,0.01156012715598076
6,D-LEBRON_bball,0.011529160021798046
7,MPG_espn,0.011468001278989615
8,VORP_advanced,0.010961700638143945
9,predator_total_raptor,0.01087715879981166
10,raptor_total_raptor,0.01077286383621101
11,war_reg_season_raptor,0.010711933470396562
12,MP_advanced,0.010538534970093716
13,MIN_nba,0.009544893502060225
14,mp_raptor,0.009116037521575193
15,poss_raptor,0.008822344240284496
16,war_total_raptor,0.008757001352215021
17,STL,0.008552537987774778
18,W_nba,0.008519101520671701
19,G,0.008209396062754948
20,OPP PTS 2ND CHANCE_nba,0.008132782287167295
21,RPM_espn,0.007934942334650197
22,STL_nba,0.007922381806968026
23,WS/48_advanced,0.007866391242667525
24,OPP PTS PAINT_nba,0.007695972119969641
25,DEF WS_nba,0.007426934506029936
26,GP_espn,0.006809435604914649
27,MOV_misc,0.006517976024481897
28,DRtg_100_poss,0.006385624919348465
29,DBPM_advanced,0.006297674848818047
30,OPP PTS FB_nba,0.006187193802650981
31,BLK,0.005952404819134061
32,predator_defense_raptor,0.005951480568718637
33,WINS_espn,0.0059369419917735256
34,OPP PTS OFF TOV_nba,0.005736248736365357
35,L_misc,0.005638518407767745
36,DRB,0.005572042000483113
37,SRS_misc,0.005421051376207964
38,PER_advanced,0.005105487009727905
39,TOV,0.005078650340018753
40,BLK_nba,0.00499688920506125
41,BPM_advanced,0.004981825820486008
42,GP_nba,0.004820556972516932
43,TRB,0.0042008335415884
44,raptor_defense_raptor,0.0041704327861440404
45,PW_misc,0.004113081774996141
46,DREB_nba,0.004009359157390646
47,W_misc,0.003923661203253381
48,PL_misc,0.0038993103418478725
49,STL_100_poss,0.0036125310729850924
50,STL%_nba,0.0035741897900809505
51,DRPM_espn,0.003524126803575056
52,PF,0.0034445968217795553
53,STL%_advanced,0.0033496142970115272
54,FT_opponent,0.0027826706377280797
55,FG%_opponent,0.0026823190723093138
56,DEF RTG_nba,0.002630761307483631
57,3P_opponent,0.0023894010634586405
58,BLK%_advanced,0.002303745656386358
59,Pace_misc,0.0020127044481370593
60,%BLK_nba,0.001986896473405775
61,DRtg_misc,0.0019116464408606149
62,TOV%_misc,0.001900328020135733
63,TOV%.1_misc,0.0018517362363008605
64,BLK_100_poss,0.0018067580688332363
65,TRB_team,0.0014585807808744633
66,FT%_opponent,0.0011183106046346314
67,FTA_opponent,0.0010416524656009507
68,AST_opponent,0.0006450975200300579
69,TRB_opponent,0.0005889266669243387
70,AST_team,0.0005546794355690832
71,pace_impact_raptor,0.0005263851702765887
72,PF_100_poss,0.0003985747528394423
73,3PA_opponent,0.0003965307553066566
74,TOV_100_poss,0.00038256530628255625
75,DRB_team,6.336630828940315e-06
76,BLK_team,0.0
77,DRB%_advanced,0.0
78,2P_opponent,0.0
79,ORB_opponent,0.0
80,FGA_opponent,0.0
81,3P%_opponent,0.0
82,TRB_100_poss,0.0
83,DRB_100_poss,0.0
84,2PA_opponent,0.0
85,SOS_misc,0.0
86,TRB%_advanced,0.0
87,DRB%_misc,0.0
88,TOV_team,0.0
89,DREB%_nba,0.0
90,%DREB_nba,0.0
91,Age,0.0
92,teamates_with_dpoy,0.0
93,PF_team,0.0
94,STL_team,0.0
95,2P%_opponent,0.0
96,Dpoy_titles,0.0
