Feature,Importance
DEF WS_nba,1370
D-LEBRON_bball,1148
DWS_advanced,839
Dpoy_votes,715
BLK,450
DRPM_espn,435
W_nba,399
BLK%_advanced,367
WS_advanced,326
BLK_100_poss,324
BLK_nba,324
RPM_espn,318
%BLK_nba,297
TRB,280
war_total_raptor,235
VORP_advanced,223
DRB,209
WINS_espn,204
DREB_nba,197
TOV%.1_misc,193
GS,192
W_misc,183
DBPM_advanced,173
DRtg_100_poss,170
STL_nba,164
OPP PTS FB_nba,161
Dpoy_titles,154
poss_raptor,142
BPM_advanced,127
war_reg_season_raptor,121
WS/48_advanced,114
DRB_team,113
SOS_misc,112
Age,112
predator_defense_raptor,111
PF,109
STL,102
MP_100_poss,102
raptor_defense_raptor,98
BLK_team,98
DEF RTG_nba,96
PL_misc,95
DRB%_misc,92
FG%_opponent,92
pace_impact_raptor,89
L_misc,88
mp_raptor,87
2P_opponent,85
AST_opponent,84
ORB_opponent,84
TOV_team,84
AST_team,81
predator_total_raptor,80
TOV,75
DRtg_misc,75
G,73
PER_advanced,71
Pace_misc,71
TOV_100_poss,70
OPP PTS OFF TOV_nba,70
FT%_opponent,69
2PA_opponent,68
3P%_opponent,68
STL_team,68
MP,67
PF_100_poss,66
MOV_misc,66
STL%_nba,64
GP_espn,64
%DREB_nba,63
OPP PTS PAINT_nba,63
OPP PTS 2ND CHANCE_nba,63
2P%_opponent,62
PF_team,61
DREB%_nba,60
raptor_total_raptor,59
TRB%_advanced,57
FGA_opponent,56
TRB_opponent,54
3PA_opponent,54
MPG_espn,54
TRB_team,52
TRB_100_poss,52
PW_misc,50
STL_100_poss,46
FT_opponent,44
DRB_100_poss,43
TOV%_misc,43
FTA_opponent,40
teamates_with_dpoy,39
3P_opponent,35
SRS_misc,29
DRB%_advanced,25
MIN_nba,12
GP_nba,3
MP_advanced,0
won_dpoy_last_season,0
STL%_advanced,0
