,Season,Player,Team(s),Minutes,Offense Position,Offensive Archetype,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
4297,2021-22,Evan Fournier,NYK,2358,SG,Movement Shooter,2.00,-1.05,-0.01,-1.04
4298,2017-18,Jacob Wiley,BRK,33,PF,Athletic Finisher,0.00,-1.05,-1.53,0.48
4299,2022-23,Jalen Green,HOU,2602,SG,Primary Ball Handler,2.30,-1.05,0.76,-1.80
4300,2013-14,James Nunnally,ATL/PHI,165,SF,Off Screen Shooter,0.10,-1.05,-1.34,0.29
4301,2022-23,Jeremy Sochan,SAS,1458,PF,Athletic Finisher,1.30,-1.05,-1.15,0.10
4302,2014-15,Joe Ingles,UTA,1673,SF,Secondary Ball Handler,1.40,-1.05,-1.09,0.04
4303,2019-20,Jordan McRae,WAS/DEN,784,SG,Secondary Ball Handler,0.70,-1.05,0.05,-1.10
4304,2018-19,Jordan Sibert,ATL,4,SG,Stationary Shooter,0.00,-1.05,-1.16,0.10
4305,2016-17,Justin Harper,PHI,31,PF,Stretch Big,0.00,-1.05,-0.92,-0.13
4306,2019-20,Justin Robinson,WAS,49,PG,Secondary Ball Handler,0.00,-1.05,-1.35,0.30
4307,2022-23,Keita Bates-Diop,SAS,1452,SF,Stretch Big,1.30,-1.05,-0.81,-0.24
4308,2022-23,Keldon Johnson,SAS,2063,SF,Secondary Ball Handler,1.80,-1.05,0.46,-1.51
4309,2012-13,Kyle Singler,DET,2293,SF,Movement Shooter,1.88,-1.05,-1.15,0.09
4310,2016-17,Reggie Jackson,DET,1424,PG,Slasher,1.20,-1.05,0.03,-1.08
4311,2022-23,Rudy Gay,UTA,816,PF,Stationary Shooter,0.70,-1.05,-1.41,0.36
4312,2018-19,Tyreke Evans,IND,1402,SG,Shot Creator,1.20,-1.05,-0.93,-0.12
4313,2023-24,Leonard Miller,MIN,19,SF,Low Minute,0.02,-1.05,-0.27,-0.78
4314,2023-24,Theo Maledon,PHO,200,PG,Stationary Shooter,0.18,-1.05,-0.83,-0.22
4315,2013-14,Chuck Hayes,SAC/TOR,754,C,Roll + Cut Big,0.60,-1.06,-2.33,1.28
4316,2015-16,Cliff Alexander,POR,36,PF,Roll + Cut Big,0.00,-1.06,-1.09,0.03
4317,2014-15,Clint Capela,HOU,90,C,Roll + Cut Big,0.10,-1.06,-1.03,-0.03
4318,2009-10,Corey Maggette,GSW,2081,PF,Shot Creator,1.72,-1.06,1.38,-2.44
4319,2019-20,Daniel Gafford,CHI,609,C,Roll + Cut Big,0.50,-1.06,-2.13,1.07
4320,2015-16,Elijah Millsap,UTA,173,SG,Secondary Ball Handler,0.10,-1.06,-1.29,0.23
4321,2011-12,J.J. Barea,MIN,1032,PG,Shot Creator,0.83,-1.06,0.31,-1.36
4322,2022-23,Jeenathan Williams,POR,127,SG,Athletic Finisher,0.10,-1.06,-0.49,-0.56
4323,2009-10,Josh Boone,NJN,1045,PF,Roll + Cut Big,0.86,-1.06,-2.10,1.04
4324,2013-14,Josh Childress,NOP,24,SF,Slasher,0.00,-1.06,-0.59,-0.47
4325,2014-15,Justin Hamilton,MIA/MIN,712,C,Roll + Cut Big,0.60,-1.06,-1.01,-0.05
4326,2019-20,Kyle Guy,SAC,10,SG,Off Screen Shooter,0.00,-1.06,-1.23,0.17
4327,2017-18,Maurice Harkless,POR,1264,SF,Stretch Big,1.00,-1.06,-1.98,0.92
4328,2017-18,Michael Beasley,NYK,1653,PF,Post Scorer,1.40,-1.06,0.22,-1.28
4329,2009-10,Mike Harris,HOU/WAS,96,PF,Low Minute,0.08,-1.06,-1.02,-0.04
4330,2015-16,Miles Plumlee,MIL,870,C,Roll + Cut Big,0.70,-1.06,-1.33,0.28
4331,2020-21,Onyeka Okongwu,ATL,601,C,Roll + Cut Big,0.50,-1.06,-1.49,0.43
4332,2021-22,Patty Mills,BRK,2346,PG,Movement Shooter,2.00,-1.06,0.46,-1.53
4333,2021-22,Paul Millsap,BRK/PHI,376,PF,Stretch Big,0.30,-1.06,-0.89,-0.17
4334,2022-23,Precious Achiuwa,TOR,1140,C,Athletic Finisher,1.00,-1.06,-0.65,-0.41
4335,2018-19,Quincy Acy,PHO,123,PF,Stretch Big,0.10,-1.06,-1.64,0.59
4336,2017-18,Reggie Bullock,DET,1732,SF,Athletic Finisher,1.40,-1.06,-0.79,-0.27
4337,2021-22,Santi Aldama,MEM,360,PF,Stretch Big,0.30,-1.06,-0.11,-0.95
4338,2019-20,Skal Labissiere,POR,567,C,Roll + Cut Big,0.50,-1.06,-1.29,0.23
4339,2017-18,Thomas Bryant,LAL,72,C,Stretch Big,0.10,-1.06,-1.06,0.00
4340,2015-16,Tyus Jones,MIN,573,PG,Secondary Ball Handler,0.50,-1.06,-0.41,-0.65
4341,2019-20,Wayne Ellington,NYK,558,SG,Off Screen Shooter,0.50,-1.06,-0.42,-0.64
4342,2010-11,Zydrunas Ilgauskas,MIA,1145,C,Stretch Big,0.94,-1.06,-1.83,0.77
4343,2023-24,Robin Lopez,MIL,32,C,Low Minute,0.03,-1.06,-0.55,-0.51
4344,2013-14,Arinze Onuaku,NOP/CLE,30,PF,Roll + Cut Big,0.00,-1.07,-0.84,-0.23
4345,2010-11,Boris Diaw,CHA,2778,PF,Post Scorer,2.27,-1.07,-0.90,-0.17
4346,2009-10,Brian Cook,HOU,44,PF,Low Minute,0.04,-1.07,-0.76,-0.31
4347,2018-19,Dragan Bender,PHO,826,PF,Stretch Big,0.70,-1.07,-1.50,0.43
4348,2011-12,Elliot Williams,POR,149,SG,Low Minute,0.12,-1.07,-0.53,-0.54
4349,2018-19,Emanuel Terry,PHO/MIA,23,PF,Roll + Cut Big,0.00,-1.07,-1.02,-0.05
4350,2017-18,Gian Clavell,DAL,64,SG,Off Screen Shooter,0.10,-1.07,-1.23,0.16
4351,2014-15,Henry Walker,MIA,628,SF,Stationary Shooter,0.50,-1.07,-1.06,-0.01
4352,2019-20,Jaylen Hoard,POR,103,PF,Athletic Finisher,0.10,-1.07,-0.99,-0.09
4353,2013-14,Jeremy Lamb,OKC,1538,SG,Off Screen Shooter,1.20,-1.07,-0.56,-0.51
4354,2013-14,Jeremy Lin,HOU,2054,PG,Shot Creator,1.70,-1.07,-0.49,-0.58
4355,2012-13,Kurt Thomas,NYK,392,PF,Stretch Big,0.32,-1.07,-2.42,1.35
4356,2022-23,Mfiondu Kabengele,BOS,36,PF,Low Minute,0.00,-1.07,-0.51,-0.56
4357,2015-16,Russ Smith,MEM,66,PG,Slasher,0.10,-1.07,-0.93,-0.14
4358,2012-13,Steve Blake,LAL,1175,PG,Secondary Ball Handler,0.95,-1.07,-0.51,-0.57
4359,2012-13,Terrel Harris,MIA/NOH,137,SG,Low Minute,0.11,-1.07,-1.54,0.47
4360,2023-24,Daniel Theis,LAC,503,C,Roll + Cut Big,0.44,-1.07,-1.30,0.23
4361,2023-24,Jae Crowder,MIL,259,PF,Stationary Shooter,0.23,-1.07,-1.11,0.05
4362,2023-24,Maxwell Lewis,LAL,53,SF,Secondary Ball Handler,0.05,-1.07,-1.03,-0.04
4363,2010-11,Andrea Bargnani,TOR,2353,C,Post Scorer,1.91,-1.08,0.91,-1.99
4364,2009-10,Antonio Anderson,OKC,15,SF,Low Minute,0.01,-1.08,-0.31,-0.77
4365,2018-19,Corey Brewer,PHI/SAC,492,SF,Athletic Finisher,0.40,-1.08,-1.69,0.61
4366,2011-12,Damien Wilkins,DET,922,SF,Athletic Finisher,0.73,-1.08,-1.97,0.89
4367,2022-23,Day'Ron Sharpe,BRK,552,C,Roll + Cut Big,0.50,-1.08,-0.71,-0.37
4368,2014-15,Glen Rice,WAS,43,SG,Off Screen Shooter,0.00,-1.08,-0.92,-0.17
4369,2019-20,Ignas Brazdeikis,NYK,53,SF,Movement Shooter,0.00,-1.08,-1.07,-0.02
4370,2021-22,Justin Holiday,IND/SAC,2057,SF,Off Screen Shooter,1.70,-1.08,-0.94,-0.14
4371,2010-11,Kwame Brown,CHA,1714,C,Post Scorer,1.39,-1.08,-1.37,0.29
4372,2011-12,Larry Owens,NJN,75,SF,Low Minute,0.06,-1.08,-0.96,-0.12
4373,2012-13,Mickael Pietrus,TOR,386,SF,Stationary Shooter,0.31,-1.08,-0.94,-0.13
4374,2011-12,Mickell Gladness,GSW/MIA,252,PF,Athletic Finisher,0.20,-1.08,-1.81,0.73
4375,2018-19,Mike Muscala,PHI/LAL,1306,PF,Athletic Finisher,1.10,-1.08,-1.15,0.07
4376,2012-13,Nazr Mohammed,CHI,693,C,Post Scorer,0.56,-1.08,-2.44,1.36
4377,2011-12,Ryan Reid,OKC,17,PF,Low Minute,0.01,-1.08,-0.11,-0.97
4378,2013-14,Steven Adams,OKC,1197,C,Post Scorer,1.00,-1.08,-1.90,0.82
4379,2014-15,Terrence Ross,TOR,2092,SF,Off Screen Shooter,1.70,-1.08,0.85,-1.93
4380,2020-21,Troy Brown Jr,WAS/CHI,524,SF,Stationary Shooter,0.40,-1.08,-1.27,0.19
4381,2021-22,Troy Brown Jr,CHI,1055,SF,Athletic Finisher,0.90,-1.08,-1.26,0.18
4382,2021-22,Udonis Haslem,MIA,83,C,Roll + Cut Big,0.10,-1.08,-1.03,-0.05
4383,2009-10,Yi Jianlian,NJN,1655,PF,Movement Shooter,1.34,-1.08,-1.59,0.50
4384,2018-19,Zach Collins,POR,1356,C,Versatile Big,1.10,-1.08,-1.42,0.34
4385,2023-24,Davis Bertans,OKC,83,PF,Movement Shooter,0.07,-1.08,-0.21,-0.86
4386,2019-20,Allonzo Trier,NYK,291,SG,Secondary Ball Handler,0.20,-1.09,-0.19,-0.90
4387,2012-13,Amar'e Stoudemire,NYK,682,PF,Post Scorer,0.54,-1.09,-0.13,-0.96
4388,2009-10,Anthony Johnson,ORL,406,PG,Primary Ball Handler,0.33,-1.09,-0.48,-0.61
4389,2012-13,Brian Roberts,NOH,1324,PG,Shot Creator,1.05,-1.09,0.50,-1.60
4390,2017-18,Chandler Parsons,MEM,691,SF,Secondary Ball Handler,0.60,-1.09,-0.12,-0.96
4391,2009-10,Charlie Bell,MIL,1611,SG,Stationary Shooter,1.29,-1.09,-1.41,0.32
4392,2019-20,Chasson Randle,GSW,40,PG,Stationary Shooter,0.00,-1.09,-1.61,0.52
4393,2010-11,Craig Smith,LAC,586,PF,Post Scorer,0.47,-1.09,-0.79,-0.31
4394,2009-10,D.J. Augustin,CHA,1472,PG,Primary Ball Handler,1.19,-1.09,-0.45,-0.64
4395,2021-22,Daniel Theis,HOU/BOS,977,C,Stretch Big,0.80,-1.09,-2.01,0.92
4396,2019-20,Denzel Valentine,CHI,488,SF,Secondary Ball Handler,0.40,-1.09,-0.72,-0.37
4397,2013-14,Dexter Pittman,ATL,3,C,Athletic Finisher,0.00,-1.09,-1.00,-0.09
4398,2009-10,Garrett Temple,HOU/SAC/SAS,334,SG,Secondary Ball Handler,0.27,-1.09,-0.86,-0.23
4399,2022-23,George Hill,MIL/IND,834,PG,Secondary Ball Handler,0.70,-1.09,-1.16,0.07
4400,2015-16,Harrison Barnes,GSW,2042,SF,Shot Creator,1.60,-1.09,-0.32,-0.77
4401,2020-21,Jabari Parker,SAC/BOS,165,PF,Roll + Cut Big,0.10,-1.09,-1.19,0.10
4402,2021-22,Kevin Knox II,NYK/ATL,222,SF,Stationary Shooter,0.20,-1.09,-0.34,-0.76
4403,2009-10,Kyrylo Fesenko,UTA,408,C,Post Scorer,0.33,-1.09,-1.88,0.79
4404,2020-21,Michael Carter-Williams,ORL,800,SG,Slasher,0.70,-1.09,-2.43,1.34
4405,2016-17,Mike Miller,DEN,151,SF,Stationary Shooter,0.10,-1.09,-1.55,0.47
4406,2012-13,Sasha Pavlovic,POR,528,SG,Stationary Shooter,0.42,-1.09,-1.65,0.56
4407,2009-10,Shelden Williams,BOS,597,PF,Post Scorer,0.48,-1.09,-1.40,0.31
4408,2021-22,Taurean Prince,MIN,1177,PF,Stationary Shooter,1.00,-1.09,-0.76,-0.33
4409,2009-10,Tony Allen,BOS,889,SG,Athletic Finisher,0.72,-1.09,-1.78,0.69
4410,2017-18,Tyler Ennis,LAL,683,PG,Slasher,0.60,-1.09,-1.51,0.42
4411,2021-22,Udoka Azubuike,UTA,195,C,Roll + Cut Big,0.20,-1.09,-1.49,0.40
4412,2018-19,Wesley Matthews,DAL/NYK/IND,2091,SG,Off Screen Shooter,1.70,-1.09,-0.61,-0.48
4413,2023-24,Chris Livingston,MIL,58,SF,Athletic Finisher,0.05,-1.09,-0.60,-0.49
4414,2023-24,Cory Joseph,GSW,225,PG,Movement Shooter,0.19,-1.09,-1.20,0.11
4415,2016-17,Al Jefferson,IND,931,C,Post Scorer,0.70,-1.10,-0.65,-0.45
4416,2020-21,Al-Farouq Aminu,ORL/CHI,434,PF,Athletic Finisher,0.40,-1.10,-2.60,1.50
4417,2012-13,Anthony Tolliver,ATL,963,SF,Stationary Shooter,0.76,-1.10,-1.25,0.16
4418,2010-11,D.J. Augustin,CHA,2757,PG,Primary Ball Handler,2.19,-1.10,1.21,-2.32
4419,2011-12,Daniel Orton,ORL,187,PF,Low Minute,0.15,-1.10,-1.78,0.68
4420,2016-17,Devin Booker,PHO,2730,SG,Shot Creator,2.20,-1.10,0.97,-2.07
4421,2019-20,Donta Hall,DET/BRK,133,C,Roll + Cut Big,0.10,-1.10,-1.40,0.30
4422,2014-15,Earl Clark,BRK,93,PF,Stationary Shooter,0.10,-1.10,-1.41,0.32
4423,2017-18,Harrison Barnes,DAL,2634,PF,Shot Creator,2.10,-1.10,-0.10,-1.00
4424,2012-13,Jason Thompson,SAC,2285,PF,Post Scorer,1.80,-1.10,-0.82,-0.28
4425,2020-21,Jeff Teague,BOS/MIL,950,PG,Shot Creator,0.80,-1.10,-0.57,-0.54
4426,2013-14,Jimmer Fredette,SAC/CHI,519,SG,Secondary Ball Handler,0.40,-1.10,0.61,-1.71
4427,2017-18,Josh Huestis,OKC,982,PF,Athletic Finisher,0.80,-1.10,-1.94,0.85
4428,2021-22,Juwan Morgan,TOR/BOS,31,PF,Stretch Big,0.00,-1.10,-0.60,-0.50
4429,2018-19,Kalin Lucas,DET,6,PG,Secondary Ball Handler,0.00,-1.10,-1.39,0.29
4430,2013-14,Kobe Bryant,LAL,177,SG,Shot Creator,0.10,-1.10,-0.58,-0.52
4431,2017-18,Kyle Collinsworth,DAL,480,SF,Athletic Finisher,0.40,-1.10,-1.21,0.11
4432,2020-21,Louis King,SAC,85,SF,Secondary Ball Handler,0.10,-1.10,-1.20,0.10
4433,2015-16,Metta World Peace,LAL,590,SF,Versatile Big,0.50,-1.10,-1.31,0.21
4434,2015-16,Mike Scott,ATL,1146,PF,Stretch Big,0.90,-1.10,-0.72,-0.38
4435,2013-14,Ramon Sessions,CHA/MIL,2214,PG,Slasher,1.70,-1.10,0.84,-1.94
4436,2014-15,Tim Frazier,PHI/POR,239,PG,Slasher,0.20,-1.10,-0.78,-0.32
4437,2022-23,Trey Murphy III,NOP,2448,SF,Stationary Shooter,2.10,-1.10,-0.85,-0.25
4438,2020-21,Tyrese Maxey,PHI,935,SG,Slasher,0.80,-1.10,0.29,-1.40
4439,2021-22,Vlatko Cancar,DEN,176,PF,Stretch Big,0.10,-1.10,-1.21,0.11
4440,2023-24,Johnny Davis,WAS,150,SG,Athletic Finisher,0.13,-1.10,-1.19,0.09
4441,2018-19,Aaron Holiday,IND,646,PG,Secondary Ball Handler,0.50,-1.11,-0.52,-0.59
4442,2014-15,Andre Dawkins,MIA,22,SG,Off Screen Shooter,0.00,-1.11,-0.80,-0.31
4443,2018-19,Andre Ingram,LAL,15,SG,Off Screen Shooter,0.00,-1.11,-1.27,0.15
4444,2009-10,Boris Diaw,CHA,2906,PF,Post Scorer,2.31,-1.11,-1.35,0.25
4445,2021-22,Chris Silva,MIN/MIA,91,PF,Roll + Cut Big,0.10,-1.11,-1.01,-0.09
4446,2016-17,Corey Brewer,HOU/LAL,1281,SF,Athletic Finisher,1.00,-1.11,-1.72,0.61
4447,2020-21,Devin Cannady,ORL,74,PG,Movement Shooter,0.10,-1.11,-1.36,0.25
4448,2014-15,Dwight Powell,BOS/DAL,236,PF,Off Screen Shooter,0.20,-1.11,-0.83,-0.28
4449,2013-14,Elias Harris,LAL,11,SF,Secondary Ball Handler,0.00,-1.11,-0.97,-0.14
4450,2010-11,Hamady Ndiaye,WAS,80,C,Low Minute,0.06,-1.11,-0.92,-0.19
4451,2020-21,Kenrich Williams,OKC,1426,PF,Athletic Finisher,1.20,-1.11,-1.11,0.01
4452,2014-15,Kris Humphries,WAS,1345,PF,Athletic Finisher,1.00,-1.11,-1.52,0.41
4453,2022-23,Ochai Agbaji,UTA,1209,SG,Movement Shooter,1.00,-1.11,0.37,-1.48
4454,2009-10,Patty Mills,POR,38,PG,Low Minute,0.03,-1.11,-0.26,-0.85
4455,2022-23,Ryan Rollins,GSW,62,PG,Low Minute,0.10,-1.11,-0.81,-0.30
4456,2017-18,Scotty Hopson,DAL,8,SG,Secondary Ball Handler,0.00,-1.11,-1.31,0.20
4457,2017-18,Shelvin Mack,ORL,1365,PG,Primary Ball Handler,1.10,-1.11,-0.54,-0.58
4458,2021-22,Theo Pinson,DAL,148,SF,Stationary Shooter,0.10,-1.11,-0.66,-0.45
4459,2021-22,Tyler Johnson,PHI/SAS,91,PG,Stationary Shooter,0.10,-1.11,-0.63,-0.49
4460,2014-15,Alan Anderson,BRK,1744,SG,Stationary Shooter,1.30,-1.12,-0.98,-0.14
4461,2013-14,Anthony Morrow,NOP,1426,SG,Off Screen Shooter,1.10,-1.12,0.35,-1.47
4462,2016-17,Ben Bentil,DAL,10,PF,Versatile Big,0.00,-1.12,-1.28,0.16
4463,2016-17,Christian Wood,CHA,107,PF,Athletic Finisher,0.10,-1.12,-1.32,0.20
4464,2009-10,Damien Wilkins,MIN,1585,SF,Athletic Finisher,1.25,-1.12,-1.30,0.18
4465,2020-21,Dean Wade,CLE,1212,PF,Stationary Shooter,1.00,-1.12,-1.01,-0.11
4466,2009-10,Dwayne Jones,PHO,7,PF,Low Minute,0.01,-1.12,-0.51,-0.61
4467,2009-10,Flip Murray,CHA/CHI,1673,SG,Secondary Ball Handler,1.31,-1.12,-0.16,-0.96
4468,2013-14,Ish Smith,PHO,1006,PG,Shot Creator,0.80,-1.12,-1.33,0.21
4469,2015-16,Jason Smith,ORL,1181,C,Athletic Finisher,0.90,-1.12,-1.70,0.57
4470,2022-23,Joe Wieskamp,TOR,50,SF,Low Minute,0.00,-1.12,-0.89,-0.23
4471,2016-17,Jordan Farmar,SAC,35,PG,Secondary Ball Handler,0.00,-1.12,-0.98,-0.14
4472,2011-12,Keith Bogans,NJN,94,SF,Low Minute,0.07,-1.12,-0.72,-0.40
4473,2018-19,Kostas Antetokounmpo,DAL,11,PF,Post Scorer,0.00,-1.12,-1.41,0.30
4474,2010-11,Kurt Thomas,CHI,1178,PF,Stretch Big,0.93,-1.12,-2.88,1.76
4475,2012-13,Marvin Williams,UTA,1727,SF,Movement Shooter,1.33,-1.12,-1.48,0.36
4476,2013-14,Rasual Butler,IND,378,SG,Off Screen Shooter,0.30,-1.12,-0.07,-1.05
4477,2012-13,Ronnie Brewer,NYK/OKC,852,SF,Movement Shooter,0.66,-1.12,-0.92,-0.20
4478,2015-16,Trey Burke,UTA,1366,PG,Primary Ball Handler,1.10,-1.12,0.28,-1.40
4479,2023-24,DeAndre Jordan,DEN,244,C,Roll + Cut Big,0.21,-1.12,-1.29,0.17
4480,2023-24,Julian Champagnie,SAS,500,SF,Movement Shooter,0.42,-1.12,-1.56,0.44
4481,2021-22,Alize Johnson,CHI/WAS/NOP,167,PF,Roll + Cut Big,0.10,-1.13,-0.56,-0.57
4482,2012-13,Brandon Knight,DET,2365,PG,Secondary Ball Handler,1.82,-1.13,-0.75,-0.37
4483,2017-18,Brice Johnson,LAC/MEM,98,PF,Roll + Cut Big,0.10,-1.13,-1.16,0.03
4484,2021-22,Carsen Edwards,DET,79,SG,Secondary Ball Handler,0.10,-1.13,-0.58,-0.55
4485,2009-10,Chucky Atkins,DET,644,PG,Secondary Ball Handler,0.50,-1.13,-0.59,-0.53
4486,2022-23,Darius Bazley,OKC/PHO,616,PF,Athletic Finisher,0.50,-1.13,-2.00,0.87
4487,2012-13,DeMar DeRozan,TOR,3013,SG,Secondary Ball Handler,2.31,-1.13,-0.18,-0.95
4488,2018-19,Evan Fournier,ORL,2553,SG,Off Screen Shooter,2.00,-1.13,0.03,-1.17
4489,2022-23,JD Davison,BOS,66,PG,Low Minute,0.10,-1.13,-0.54,-0.59
4490,2018-19,JR Smith,CLE,222,SG,Off Screen Shooter,0.20,-1.13,-1.70,0.58
4491,2014-15,JaMychal Green,SAS/MEM,164,PF,Post Scorer,0.10,-1.13,-0.72,-0.41
4492,2018-19,Jeff Green,WAS,2097,PF,Stretch Big,1.70,-1.13,-0.29,-0.84
4493,2017-18,Jon Leuer,DET,136,PF,Athletic Finisher,0.10,-1.13,-1.79,0.65
4494,2022-23,Jordan Clarkson,UTA,1988,SG,Secondary Ball Handler,1.60,-1.13,1.08,-2.21
4495,2015-16,Jorge Gutierrez,CHA,63,PG,Secondary Ball Handler,0.00,-1.13,-0.77,-0.36
4496,2010-11,Josh Childress,PHO,894,SG,Athletic Finisher,0.69,-1.13,0.04,-1.17
4497,2020-21,Justin Holiday,IND,2183,SG,Movement Shooter,1.80,-1.13,-1.04,-0.09
4498,2013-14,Leandro Barbosa,PHO,368,PG,Shot Creator,0.30,-1.13,-0.33,-0.80
4499,2021-22,Malik Fitts,UTA/BOS,63,PF,Movement Shooter,0.10,-1.13,-0.34,-0.79
4500,2013-14,MarShon Brooks,BOS/GSW/LAL,316,SG,Slasher,0.20,-1.13,-0.77,-0.36
4501,2015-16,Michael Beasley,HOU,363,PF,Athletic Finisher,0.30,-1.13,0.30,-1.43
4502,2017-18,Rodney Hood,UTA/CLE,1616,SG,Secondary Ball Handler,1.30,-1.13,0.08,-1.21
4503,2013-14,Victor Oladipo,ORL,2487,PG,Primary Ball Handler,1.90,-1.13,-1.91,0.78
4504,2023-24,Emoni Bates,CLE,76,SF,Movement Shooter,0.06,-1.13,-0.69,-0.45
4505,2023-24,Tim Hardaway Jr,DAL,1156,SF,Movement Shooter,0.96,-1.13,0.95,-2.08
4506,2019-20,Adam Mokoka,CHI,112,SF,Athletic Finisher,0.10,-1.14,-1.02,-0.12
4507,2009-10,Alando Tucker,MIN/PHO,95,SF,Low Minute,0.07,-1.14,-0.31,-0.83
4508,2010-11,Andy Rautins,NYK,24,SG,Low Minute,0.02,-1.14,-0.64,-0.50
4509,2021-22,Arnoldas Kulboka,CHA,5,SF,Low Minute,0.00,-1.14,-0.50,-0.64
4510,2012-13,Diante Garrett,PHO,149,PG,Low Minute,0.11,-1.14,-0.81,-0.33
4511,2011-12,Erick Dampier,ATL,83,C,Low Minute,0.06,-1.14,-1.05,-0.09
4512,2019-20,Gary Trent Jr,POR,1332,SF,Stationary Shooter,1.10,-1.14,0.34,-1.48
4513,2012-13,J.J. Barea,MIN,1713,PG,Primary Ball Handler,1.30,-1.14,0.51,-1.66
4514,2010-11,John Lucas III,CHI,10,PG,Low Minute,0.01,-1.14,-0.31,-0.83
4515,2021-22,Josh Okogie,MIN,516,SG,Athletic Finisher,0.40,-1.14,-2.40,1.26
4516,2014-15,Langston Galloway,NYK,1457,PG,Movement Shooter,1.10,-1.14,-0.79,-0.36
4517,2011-12,Luke Harangody,CLE,231,PF,Movement Shooter,0.17,-1.14,-0.54,-0.60
4518,2019-20,Max Strus,CHI,6,SF,Stretch Big,0.00,-1.14,-1.06,-0.08
4519,2013-14,Melvin Ely,NOP,27,C,Post Scorer,0.00,-1.14,-0.63,-0.51
4520,2019-20,Mfiondu Kabengele,LAC,64,C,Stretch Big,0.10,-1.14,-0.81,-0.33
4521,2013-14,Nando De Colo,SAS/TOR,494,SF,Movement Shooter,0.40,-1.14,-0.32,-0.81
4522,2021-22,Saddiq Bey,DET,2704,SF,Movement Shooter,2.20,-1.14,0.26,-1.40
4523,2014-15,Tarik Black,HOU/LAL,1196,C,Roll + Cut Big,0.90,-1.14,-1.14,0.00
4524,2018-19,Zach Lofton,DET,4,SG,Stationary Shooter,0.00,-1.14,-1.40,0.26
4525,2018-19,Zaza Pachulia,DET,878,C,Roll + Cut Big,0.70,-1.14,-2.11,0.97
4526,2023-24,Jaden Ivey,DET,973,SG,Secondary Ball Handler,0.80,-1.14,-0.27,-0.88
4527,2023-24,Royce O'Neale,BRK,984,SF,Stationary Shooter,0.82,-1.14,-1.76,0.63
4528,2021-22,Aaron Henry,PHI,17,SF,Low Minute,0.00,-1.15,-0.54,-0.61
4529,2017-18,Bojan Bogdanovic,IND,2464,SF,Off Screen Shooter,1.90,-1.15,-0.46,-0.68
4530,2009-10,DJ White,OKC,102,PF,Low Minute,0.08,-1.15,-0.41,-0.74
4531,2011-12,Daniel Gibson,CLE,916,SG,Secondary Ball Handler,0.68,-1.15,-0.57,-0.58
4532,2015-16,Frank Kaminsky,CHA,1708,C,Stretch Big,1.30,-1.15,-1.15,0.00
4533,2022-23,Joe Ingles,MIL,1044,SF,Secondary Ball Handler,0.80,-1.15,-0.75,-0.39
4534,2014-15,John Jenkins,ATL,297,SG,Off Screen Shooter,0.20,-1.15,-0.52,-0.63
4535,2014-15,Jorge Gutierrez,BRK/MIL,175,PG,Athletic Finisher,0.10,-1.15,-1.07,-0.08
4536,2020-21,Kira Lewis Jr,NOP,904,PG,Secondary Ball Handler,0.70,-1.15,-0.63,-0.52
4537,2010-11,Luke Harangody,BOS/CLE,641,PF,Movement Shooter,0.49,-1.15,-0.91,-0.24
4538,2010-11,Marquis Daniels,BOS,938,SF,Post Scorer,0.72,-1.15,-1.69,0.54
4539,2016-17,Metta World Peace,LAL,160,SF,Movement Shooter,0.10,-1.15,-1.07,-0.08
4540,2015-16,Myles Turner,IND,1367,C,Post Scorer,1.00,-1.15,-1.94,0.79
4541,2021-22,Paris Bass,PHO,7,SF,Stretch Big,0.00,-1.15,-0.41,-0.74
4542,2021-22,Shaq Buchanan,MEM,10,PG,Stretch Big,0.00,-1.15,-0.44,-0.71
4543,2021-22,Talen Horton-Tucker,LAL,1511,SG,Secondary Ball Handler,1.20,-1.15,-1.06,-0.09
4544,2014-15,Tony Parker,SAS,1953,PG,Slasher,1.50,-1.15,0.36,-1.50
4545,2018-19,Tony Snell,MIL,1304,SF,Stationary Shooter,1.00,-1.15,-0.77,-0.37
4546,2016-17,Tyler Ennis,HOU/LAL,588,PG,Secondary Ball Handler,0.50,-1.15,-1.01,-0.13
4547,2010-11,Wesley Johnson,MIN,2069,SG,Athletic Finisher,1.59,-1.15,-0.72,-0.43
4548,2023-24,Grant Williams,DAL,1019,PF,Stationary Shooter,0.84,-1.15,-1.19,0.04
4549,2023-24,Terry Taylor,CHI,104,PF,Athletic Finisher,0.09,-1.15,-1.01,-0.14
4550,2020-21,Andre Iguodala,MIA,1339,SF,Stationary Shooter,1.10,-1.16,-1.94,0.78
4551,2009-10,Ben Gordon,DET,1730,SG,Secondary Ball Handler,1.32,-1.16,1.25,-2.41
4552,2009-10,Brandon Rush,IND,2491,SG,Stationary Shooter,1.89,-1.16,-2.04,0.87
4553,2017-18,CJ Williams,LAC,707,SG,Stationary Shooter,0.50,-1.16,-1.24,0.08
4554,2014-15,Chuck Hayes,TOR,255,C,Roll + Cut Big,0.20,-1.16,-1.64,0.49
4555,2020-21,Chuma Okeke,ORL,1133,PF,Stationary Shooter,0.90,-1.16,-1.33,0.17
4556,2010-11,Dexter Pittman,MIA,11,C,Low Minute,0.01,-1.16,-0.35,-0.82
