,Feature,MI_Score
0,First_votes,0.13834262324508417
1,Dpoy_votes,0.05528535897358822
2,war_reg_season_raptor,0.040341445255744235
3,raptor_total_raptor,0.03917927676880084
4,mp_raptor,0.03841293595309403
5,OPP PTS 2ND CHANCE_nba,0.03727162196903544
6,MPG_espn,0.03682755517770664
7,predator_total_raptor,0.03659622846446675
8,MIN_nba,0.03648762527915772
9,OPP PTS OFF TOV_nba,0.034733855726176044
10,DWS_advanced,0.03458097945167515
11,war_total_raptor,0.034541896561997465
12,DEF WS_nba,0.03429249504405196
13,OPP PTS FB_nba,0.03317478629757287
14,WINS_espn,0.03158017453383288
15,MP,0.03120435748754602
16,poss_raptor,0.03118619420245272
17,VORP_advanced,0.029964561599649997
18,WS_advanced,0.02990408115796206
19,OPP PTS PAINT_nba,0.027891061848005272
20,raptor_defense_raptor,0.02774941003562148
21,predator_defense_raptor,0.027700307125216428
22,TRB,0.02609504848471178
23,DREB_nba,0.025832155039127613
24,RPM_espn,0.025797670495537606
25,BPM_advanced,0.025082314453708676
26,DRB,0.023385396124076863
27,W_nba,0.022802727042652293
28,GS,0.022467340335286412
29,MP_100_poss,0.02219271871942996
30,MP_advanced,0.021768638263914397
31,GP_nba,0.021698927701671256
32,DRPM_espn,0.020296180896690164
33,WS/48_advanced,0.020143570876807626
34,DBPM_advanced,0.019500538808204126
35,STL_nba,0.018314348892471743
36,PER_advanced,0.017393304247472763
37,teamates_with_dpoy,0.01670083671987399
38,pace_impact_raptor,0.016581794868868238
39,BLK_nba,0.016126934480336752
40,GP_espn,0.015784580818274607
41,STL,0.015066564452025144
42,TOV,0.014968127421845168
43,PF,0.01441805561147702
44,DRtg_100_poss,0.013557825115362965
45,G,0.012964193827331494
46,BLK,0.012660594910073764
47,DEF RTG_nba,0.011900343702725413
48,Age,0.01185633964605981
49,PF_100_poss,0.011482724174828762
50,DREB%_nba,0.010367662378783393
51,%BLK_nba,0.010112022114644015
52,DRB_100_poss,0.009675916575758503
53,W_misc,0.00831108228082944
54,TRB%_advanced,0.007512738750990344
55,PL_misc,0.006718803434464293
56,PF_team,0.0063682844271033545
57,FTA_opponent,0.005978810871268836
58,STL_100_poss,0.00596221141211406
59,BLK_100_poss,0.00581569458144382
60,%DREB_nba,0.005735548800526624
61,AST_opponent,0.005471534508230347
62,ORB_opponent,0.005345698684794842
63,SRS_misc,0.005224231455084105
64,MOV_misc,0.005020051072984977
65,TRB_opponent,0.004979192818205247
66,2P%_opponent,0.004861524735320533
67,FG%_opponent,0.004799914129063776
68,BLK%_advanced,0.004786868512649756
69,AST_team,0.004774684036967125
70,L_misc,0.004452648466698239
71,STL%_nba,0.00427478936968817
72,DRB%_advanced,0.004205111220897395
73,TRB_100_poss,0.004036025369549501
74,Dpoy_titles,0.003751265359873024
75,PW_misc,0.0032513033922012546
76,3P%_opponent,0.003218967005227169
77,BLK_team,0.0030793217793867456
78,TOV_100_poss,0.002917749976328876
79,DRtg_misc,0.0027262276731494506
80,2P_opponent,0.0024459719475031783
81,DRB%_misc,0.0015648191037158643
82,TRB_team,0.0015519052104866482
83,FT_opponent,0.001447181059835323
84,TOV_team,0.0014419560822571675
85,STL%_advanced,0.0013230983657539497
86,2PA_opponent,0.0010435702825655202
87,D-LEBRON_bball,0.0010072877569771155
88,FGA_opponent,0.0007844419336029418
89,3P_opponent,0.00037611606055398816
90,3PA_opponent,0.00033333088290410373
91,TOV%_misc,0.0
92,SOS_misc,0.0
93,Pace_misc,0.0
94,TOV%.1_misc,0.0
95,FT%_opponent,0.0
96,DRB_team,0.0
97,STL_team,0.0
