,Year,G_team,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,2P_team,2PA_team,2P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,G_opponent,MP_opponent,FG_opponent,FGA_opponent,FG%_opponent,3P_opponent,3PA_opponent,3P%_opponent,2P_opponent,2PA_opponent,2P%_opponent,FT_opponent,FTA_opponent,FT%_opponent,ORB_opponent,DRB_opponent,TRB_opponent,AST_opponent,STL_opponent,BLK_opponent,TOV_opponent,PF_opponent,PTS_opponent,W_misc,L_misc,PW_misc,PL_misc,MOV_misc,SOS_misc,SRS_misc,ORtg_misc,DRtg_misc,Pace_misc,FTr_misc,3PAr_misc,eFG%_misc,TOV%_misc,ORB%_misc,FT/FGA_misc,eFG%.1_misc,TOV%.1_misc,DRB%_misc,FT/FGA.1_misc,Arena_misc,Attendance_misc
0,1993,82.0,19780,3272,7084,0.462,155,488,0.318,3117,6596,0.473,1732,2258,0.767,1291,2506,3797,1872,693,526,1355,1892,8431,82.0,19780,3231,6945,0.465,201,618,0.325,3030,6327,0.479,1665,2248,0.741,1102,2345,3447,1786,780,416,1304,1881,8328,43,39,45,37,1.26,-0.05,1.2,106.5,105.2,96.0,0.319,0.069,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,Brendan Byrne Arena,620416
0,1994,82.0,19830,3169,7115,0.445,223,683,0.327,2946,6432,0.458,1900,2495,0.762,1300,2556,3856,1900,696,576,1196,1693,8461,82.0,19830,3266,7125,0.458,235,739,0.318,3031,6386,0.475,1514,2038,0.743,1142,2528,3670,1919,715,582,1248,1901,8281,45,37,47,35,2.2,-0.08,2.11,107.2,104.9,95.5,0.351,0.096,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,658304
0,1995,82.0,19880,2939,6738,0.436,414,1297,0.319,2525,5441,0.464,1750,2305,0.759,1213,2569,3782,1884,544,548,1300,1844,8042,82.0,19880,3182,6904,0.461,440,1176,0.374,2742,5728,0.479,1495,2073,0.721,1056,2435,3491,1826,733,440,1104,1911,8299,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,92.3,0.342,0.192,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Brendan Byrne Arena,684102
0,1996,82.0,19905,2881,6750,0.427,250,746,0.335,2631,6004,0.438,1672,2244,0.745,1350,2503,3853,1752,627,571,1375,1880,7684,82.0,19905,3006,6625,0.454,543,1415,0.384,2463,5210,0.473,1476,1994,0.74,1028,2355,3383,1876,665,516,1270,1925,8031,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,90.9,0.332,0.111,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Brendan Byrne Arena,638144
0,1997,82.0,19780,2994,7091,0.422,484,1371,0.353,2510,5720,0.439,1502,2031,0.74,1410,2376,3786,1726,677,481,1290,1865,7974,82.0,19780,3100,6684,0.464,520,1398,0.372,2580,5286,0.488,1628,2185,0.745,1065,2464,3529,1925,675,516,1257,1780,8348,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,92.4,0.286,0.193,0.456,13.9,36.4,0.212,0.503,14.1,69.0,0.244,Continental Airlines Arena,670628
0,1998,82.0,19880,3055,6928,0.441,310,937,0.331,2745,5991,0.458,1750,2351,0.744,1344,2137,3481,1685,777,314,1180,1917,8170,82.0,19880,3016,6406,0.471,356,1030,0.346,2660,5376,0.495,1653,2211,0.748,1079,2316,3395,1771,616,515,1482,2023,8041,43,39,46,36,1.57,0.31,1.88,108.3,106.6,91.0,0.339,0.135,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,Continental Airlines Arena,718514
0,1999,50.0,12050,1691,4160,0.406,225,679,0.331,1466,3481,0.421,962,1251,0.769,715,1437,2152,923,491,273,750,1134,4569,50.0,12050,1796,3968,0.453,223,654,0.341,1573,3314,0.475,943,1298,0.727,624,1581,2205,968,395,326,813,1084,4758,16,34,18,32,-3.78,0.58,-3.2,99.5,103.6,91.5,0.301,0.163,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238,Continental Airlines Arena,400387
0,2000,82.0,19830,2979,6881,0.433,477,1374,0.347,2502,5507,0.454,1601,2041,0.784,1040,2315,3355,1688,720,393,1119,1913,8036,82.0,19830,3125,6741,0.464,368,1013,0.363,2757,5728,0.481,1503,2012,0.747,1129,2657,3786,1866,568,469,1366,1869,8121,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,92.5,0.297,0.2,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,Continental Airlines Arena,643631
0,2001,82.0,19730,2781,6550,0.425,361,1084,0.333,2420,5466,0.443,1629,2146,0.759,909,2337,3246,1603,649,407,1208,1982,7552,82.0,19730,2937,6452,0.455,428,1189,0.36,2509,5263,0.477,1664,2231,0.746,1001,2622,3623,1840,619,522,1304,1808,7966,26,56,26,56,-5.05,-0.25,-5.3,100.0,105.5,91.8,0.328,0.165,0.452,13.9,25.7,0.249,0.488,14.9,70.0,0.258,Continental Airlines Arena,556573
0,2002,82.0,19830,3042,6816,0.446,403,1194,0.338,2639,5622,0.469,1402,1907,0.735,1039,2515,3554,1990,716,490,1189,1734,7889,82.0,19830,2858,6668,0.429,409,1175,0.348,2449,5493,0.446,1423,1890,0.753,999,2517,3516,1563,669,439,1317,1667,7548,52,30,53,29,4.16,-0.49,3.67,104.0,99.5,91.8,0.28,0.175,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,Continental Airlines Arena,564194
